engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,19.8,0.0,0.0,-4.4,761.5,19.8,19.8,19.2,897.3
GTF2000,0,0,19.8,0.0,0.0,-4.3,-2.3,19.8,19.8,19.3,25.4
GTF2035,0,0,-7.9,0.0,0.0,17.8,-2.8,-7.9,-7.9,9.8,-9.2
GTF2035,20,0,-8.3,-2.0,-18.8,17.9,-19.4,-10.2,-25.6,9.3,-23.0
GTF2035,100,0,-10.1,-10.0,-94.0,17.9,-53.7,-19.1,-94.6,7.1,-51.5
GTF2035_wi,0,15,-15.8,-0.3,-0.3,-90.9,-22.9,-15.8,-15.8,-92.1,-32.9
GTF2035_wi,20,15,-16.2,-2.3,-19.1,-90.9,-35.9,-17.9,-32.0,-92.1,-43.0
GTF2035_wi,100,15,-17.8,-10.3,-94.0,-90.9,-62.8,-26.1,-95.1,-92.3,-64.0
