engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-16.6,0.0,0.0,4.6,-87.3,-16.6,-16.6,-15.5,-88.9
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-87.9,0.0,0.0,0.1,-86.6
GTF2035,0,0,-23.6,0.0,0.0,22.1,-87.7,-23.6,-23.6,-8.2,-90.0
GTF2035,20,0,-23.8,-2.0,-18.8,22.3,-89.7,-25.3,-38.1,-8.6,-91.4
GTF2035,100,0,-25.4,-10.0,-94.0,22.1,-94.0,-32.9,-95.5,-10.5,-94.6
GTF2035_wi,0,15,-30.0,-0.3,-0.3,-90.5,-90.4,-30.0,-30.0,-93.4,-92.6
GTF2035_wi,20,15,-30.4,-2.3,-19.0,-90.6,-92.0,-31.8,-43.5,-93.4,-93.7
GTF2035_wi,100,15,-31.7,-10.3,-94.0,-90.5,-95.2,-38.5,-95.9,-93.5,-96.0
