engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,26.5,26.5,0.0,0.0,0.9,479.4,458.4
GTF2000,0,0,26.5,26.5,0.0,0.0,1.0,113.9,-2.0
GTF2035,0,0,-7.6,-7.6,0.0,0.0,22.8,-9.2,-6.9
GTF2035,20,0,-8.1,-7.6,-2.0,-18.8,22.8,-24.2,-21.1
GTF2035,100,0,-9.9,-7.6,-10.0,-94.0,22.9,-56.9,-51.5
GTF2035_wi,0,15,-17.9,-17.9,-0.2,-0.2,-90.6,-28.7,-29.8
GTF2035_wi,20,15,-18.3,-17.9,-2.2,-19.0,-90.6,-40.3,-40.6
GTF2035_wi,100,15,-19.9,-17.9,-10.2,-94.0,-90.6,-65.4,-61.9
