,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
0,0,2,3c49c8,EWG1VT,51.28692626953125,6.684586808488175,93.114444364,990.6,0.5745643239844552,34610D,282.31635,3.619566,-1.0806373,97.45931502301993,66707.31994714624,0.27483286964687414,0.912776528915359,59.97368054606283,111.3129476701112,1604.5432665396745,0.0081650352006261,89976.97737353944,0.9314736892646632,0.4997806712171903,0.6619002990754458,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,27.09132840393773,3.842497610540785,0.2893427250488316,55.65556988348672,14.27032292284585,19.19389073840994,1264682470972678.8,29.1116326977051,796.790448581181,1178.53214625122,0.816503520063,0.0181552528163977,0.436928905841689,55.6564738350556,24.0662529054433,23.87134255321013,16.9132002264825,0.6680148536248747,901308055581581.6,0.912776528915359,0.0010786278884518084,1.281139313380663e-05,3.0968000000000004,35.8,2023-08-06 08:02:00,0.008165035200626137,0.9314731726974753,0.0,0,899.7697737353944,0.008165035200626137,3.619566,-1.0806373,0.9314731726974753,1.200884,0.0,1.1102935527775857,759.6950987590254,6667.509382517012,0.9966805091004685,0.0814123011542548,5.894843746780507,245.57746816712515,1.0172055361559966,inf,0.0,245.57746816712515,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.008001971,7.3999786e-07,9093.215,0.9964171,-239.58539,0.0,0.0,1.0000000000000002,-9.380908575848492e-13,8.419507e-12,2.6797902e-16,0.0,0.0,0.0,7.48e-16,9.827438929663557e-14,7.481416176044796e-12,1125.9308969163997,4.419480009878468e-13,1.2686168360095937e-13,1.0511396641222349e-13,0.0,0.008001971,7.3999786e-07,9093.215,0.9964171,-239.58539,0.0,0.0,0.0,-9.380908575848492e-13,8.419507e-12,2.6797902e-16,0.0,0.0,0.0,7.48e-16,9.827438929663557e-14,7.481416176044796e-12,1125.9308969163997,4.419480009878468e-13,1.2686168360095937e-13,1.0511396641222349e-13,0.0
1,1,3,3c49c8,EWG1VT,51.346527099609375,6.692381162901183,124.495555448,1478.28,0.576479640416244,34610D,279.52682,2.410394,-1.5867606,115.95477674336394,66647.34626660019,0.3328429868928869,1.0348645062723771,79.28311183677951,128.4606632127114,2687.092900538061,0.0072184304215996,84781.45509278591,0.9639531207565896,0.6606925986398293,0.9006998191263516,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,22.369276715003505,3.193920439701764,0.3459665293971873,64.23109135163588,17.174229850315914,31.26358814220061,1525399749926227.2,33.8735377727664,830.153773069073,1302.66645670382,0.72184304216,0.0198634370067267,0.552959590187579,64.2303316063557,27.8380619628074,27.638554976754147,12.277875701566584,0.784803542427161,1168682334056736.2,1.0348645062723771,0.002273641848370122,1.786380795555423e-05,3.0968000000000004,35.8,2023-08-06 08:03:00,0.007218430421599606,0.963953406680069,0.0,1,847.814550927859,0.007218430421599606,2.410394,-1.5867606,0.963953406680069,1.1556927,0.0,1.0566224429515116,762.227710173186,7473.160672911053,0.9768031916927631,0.2141390312363241,6.0325309324126435,245.85674688498975,1.024953476803466,inf,0.0,245.85674688498975,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0070672543,9.094386e-07,13915.836,1.0029882,-240.88863,0.0,0.0,1.0,-9.129428195870092e-13,7.72322e-12,2.8104005e-16,0.0,0.0,0.0,7.479999999999999e-16,8.956263691586201e-14,6.810276682357409e-12,1125.135601418529,9.614385968235131e-13,1.4383000592773049e-13,1.1917343348297669e-13,0.0,0.0070672543,9.094386e-07,13915.836,1.0029882,-240.88863,0.0,0.0,0.0,-9.129428195870092e-13,7.72322e-12,2.8104005e-16,0.0,0.0,0.0,7.479999999999999e-16,8.956263691586201e-14,6.810276682357409e-12,1125.135601418529,9.614385968235131e-13,1.4383000592773049e-13,1.1917343348297669e-13,0.0
2,2,4,3c49c8,EWG1VT,51.41177937135858,6.7153167724609375,134.269999884,2293.62,0.5784831540168476,34610D,274.75027,0.015264339,-0.8239493,132.60115211707543,66568.0631547634,0.35828070489563946,1.0219756064313863,80.9204516210565,119.4132596886604,2795.1004605330813,0.0056925591345071,76639.32731338663,1.0068010654966002,0.6743370968421375,0.960059517765794,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,22.878337293635973,3.301514306102172,0.3990574647191338,59.70658671970559,18.62386237816113,36.20574086775844,1451151022857309.0,33.2020364604129,835.039445869453,1297.32172859459,0.569255913451,0.0198747552166701,0.539347846562008,59.7066298443302,27.1373327964122,26.983726338560583,12.804461180056922,0.8021277352795335,1099371471599541.2,1.0219756064313863,0.0022052589153000743,1.6944540495220296e-05,3.0968000000000004,35.8,2023-08-06 08:04:00,0.005692561411224916,1.0068021022834475,0.0,2,766.3932731338663,0.005692561411224916,0.015264339,-0.8239493,1.0068021022834475,1.1030729,9.586632e-07,0.9717532573322654,764.8769379398927,8125.8125102326585,0.8201398934232258,0.5721630495022725,5.66193536163513,245.09158637137222,1.0224075303726559,inf,0.0,245.09158637137222,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.005556401,1.0700134e-06,22005.941,0.9946292,-242.44162,0.0,0.0,1.0,-8.709514648322453e-13,6.632023e-12,2.934177e-16,0.0,0.0,0.0,7.480000000000001e-16,7.593535068185697e-14,5.761071768393913e-12,1124.264894787767,7.790308424640175e-13,1.420386501228927e-13,1.1768916724468255e-13,0.0,0.005556401,1.0700134e-06,22005.941,0.9946292,-242.44162,0.0,0.0,0.0,-8.709514648322453e-13,6.632023e-12,2.934177e-16,0.0,0.0,0.0,7.480000000000001e-16,7.593535068185697e-14,5.761071768393913e-12,1124.264894787767,7.790308424640175e-13,1.420386501228927e-13,1.1768916724468255e-13,0.0
3,3,5,3c49c8,EWG1VT,51.47136623576536,6.782073974609375,136.32777766,3139.44,0.5808642766878047,34610D,270.15344,-0.42244613,0.48845616,147.7186902273484,66487.14270314234,0.3439483472990512,0.8467959437314384,60.66760107513709,85.265324492801,1791.0848924116149,0.0042569198713174,68873.98399781724,0.9898870151678306,0.5055633422928091,0.7574849685445723,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,22.34813141251864,3.257085507181032,0.4483192533032251,42.63292839940284,15.317455439640348,24.987186483121608,1538127507220131.8,26.6738469238633,801.14807586178,1190.87274078569,0.425691987132,0.0178612928894888,0.397594575301779,42.6326622464005,22.2601229240107,22.16576503835597,15.119908503209226,0.6832088348319567,754971991329438.9,0.8467959437314384,0.0013922159858687304,1.0855655773315189e-05,3.0968000000000004,35.8,2023-08-06 08:05:00,0.004256919871317437,0.9898880669254929,0.0,3,688.7398399781724,0.004256919871317437,-0.42244613,0.48845616,0.9898880669254929,0.9947771,4.084076e-06,0.8881517015199969,768.0254458864727,9048.399248069316,0.8267242315425097,0.5626073630698827,4.970956899619098,243.53784493853078,0.9614283973461998,inf,0.0,240.72838077214777,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.004161727,9.786205e-07,30386.998,0.93702745,-243.97809,0.0,0.0,0.9999999999999998,-8.27530468117079e-13,5.656214e-12,2.8637281e-16,0.0,0.0,0.0,7.48e-16,6.380726384271187e-14,4.8286839245816056e-12,1123.4697856436019,3.415587487403136e-13,1.1769141261321266e-13,9.751574187951906e-14,0.0,0.004161727,9.786205e-07,30386.998,0.93702745,-243.97809,0.0,0.0,0.0,-8.27530468117079e-13,5.656214e-12,2.8637281e-16,0.0,0.0,0.0,7.48e-16,6.380726384271187e-14,4.8286839245816056e-12,1123.4697856436019,3.415587487403136e-13,1.1769141261321266e-13,9.751574187951906e-14,0.0
4,4,6,3c49c8,EWG1VT,51.538494562698624,6.8555450439453125,156.90555542,3680.46,0.5832473988400856,34610D,266.63788,-0.48345196,0.501863,158.45358234641043,66426.47510206721,0.3632656474774895,0.8717597530135309,64.34997017083268,86.4281037161186,1992.8510803412444,0.0030521811695141,64250.40779201729,0.8937032087701654,0.5362497514236056,0.8249399279557518,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.706776291222106,3.1897634298363924,0.4840590374029941,43.21498211232386,16.05676772556536,29.602244315661604,1550359048271343.8,27.4449078180777,810.977674090851,1216.34978798489,0.305218116951,0.0182722904738374,0.416584151737844,43.2140518580593,22.7986826465088,22.729308678564013,14.338920043154976,0.7171509250882835,792614715809074.0,0.8717597530135309,0.0016308375563583925,1.1664330537916836e-05,3.0968000000000004,35.8,2023-08-06 08:06:00,0.0030521811695141056,0.8937044629083507,0.0,4,642.5040779201729,0.0030521811695141056,-0.48345196,0.501863,0.8937044629083507,0.8797306,3.9260785e-06,0.8394532011715157,771.1765988919016,9736.546908630891,0.796178705015712,0.6050615420595693,4.772990342709089,243.05737271034496,0.8387823539113698,inf,0.0,237.82124192205697,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0029793808,9.652533e-07,35749.047,0.8311343,-245.18047,0.0,0.0,1.0,-7.996816224059182e-13,5.0254857e-12,2.8534242e-16,0.0,0.0,0.0,7.48e-16,5.5968796079266816e-14,4.225804126491539e-12,1122.5707531398841,3.604691747705195e-13,1.2116099226857776e-13,1.003905364511073e-13,0.0,0.0029793808,9.652533e-07,35749.047,0.8311343,-245.18047,0.0,0.0,0.0,-7.996816224059182e-13,5.0254857e-12,2.8534242e-16,0.0,0.0,0.0,7.48e-16,5.5968796079266816e-14,4.225804126491539e-12,1122.5707531398841,3.604691747705195e-13,1.2116099226857776e-13,1.003905364511073e-13,0.0
5,5,7,3c49c8,EWG1VT,51.60804360599841,6.940689086914063,168.737777632,4282.4400000000005,0.5856953814668218,34610D,262.64435,-0.8194131,0.3955078,168.4394689536842,66362.12513189638,0.3736038391792799,0.8539381611524053,63.45104006120931,81.9086541895214,1917.1447668883263,0.0021483644676246,59404.634976163914,0.8258360894898902,0.5287586671767442,0.8364878081697585,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.7430361434886,3.066891819721965,0.5184621372029851,40.9539980718008,16.190343724362332,31.46515421707715,1522371509944394.0,26.742015349001,810.774078179145,1217.73997602165,0.214836446762,0.0182190872153739,0.405472855847578,40.9543270947607,22.2553880474005,22.20767786137467,14.0248882624732,0.7164441600129268,760521099328601.5,0.8539381611524053,0.0017115878845835985,1.1186989011511626e-05,3.0968000000000004,35.8,2023-08-06 08:07:00,0.0021483644676246285,0.8258358532014884,0.0,5,594.0463497616391,0.0021483644676246285,-0.8194131,0.3955078,0.8258358532014884,0.76259947,3.8743565e-06,0.7879428476979149,774.4135125227804,10422.131734241842,0.7498966969135705,0.661554944020613,4.48235634824276,242.3189664337505,0.7453831199253518,inf,0.0,236.04502202378112,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0021004498,9.636238e-07,41717.387,0.7808488,-246.21124,0.0,0.0,1.0000000000000002,-7.687388142085265e-13,4.378001e-12,2.8521685e-16,0.0,0.0,0.0,7.48e-16,4.7953625153959065e-14,3.6092621776770606e-12,1121.6367633031678,3.1651573602881915e-13,1.186840693018598e-13,9.833822885011241e-14,0.0,0.0021004498,9.636238e-07,41717.387,0.7808488,-246.21124,0.0,0.0,0.0,-7.687388142085265e-13,4.378001e-12,2.8521685e-16,0.0,0.0,0.0,7.48e-16,4.7953625153959065e-14,3.6092621776770606e-12,1121.6367633031678,3.1651573602881915e-13,1.186840693018598e-13,9.833822885011241e-14,0.0
6,6,8,3c49c8,EWG1VT,51.67817687988281,7.0405289933488175,177.997777624,4861.56,0.5882396712975582,34610D,258.88358,-1.6388189,0.73574626,177.46752190785529,66298.67409183517,0.38146262302891465,0.833089763224338,62.04383757293414,77.4391906283374,1917.8917853186424,0.0017800221751271,55026.440867802725,0.8905873433109004,0.5170319797744511,0.841614685552361,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.77532927408389,2.9310988664842723,0.5502041586676053,38.71993302812157,16.101185114044494,32.86231130808135,1501381236821932.8,25.9137024316669,809.519347809407,1218.57314226078,0.178002217513,0.0181752229355879,0.392787088929922,38.7195953141687,21.6111290806137,21.57272914435873,13.76505857403659,0.7120884752799207,728915175658520.0,0.833089763224338,0.0017582242649729412,1.0692031898564226e-05,3.0968000000000004,35.8,2023-08-06 08:08:00,0.0017800221751271758,0.8905866041805899,0.0,6,550.2644086780273,0.0017800221751271758,-1.6388189,0.73574626,0.8905866041805899,0.6617348,2.3089472e-06,0.7404732372073335,777.7777660875956,10810.56932148757,0.7487558998275375,0.6628458361289257,4.203420741771189,241.56924622848882,0.7746785098647035,inf,0.0,235.64360406773216,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0017408007,1.2326612e-06,47435.03,0.8524059,-247.09663,0.0,0.0,0.9999999999999999,-7.391235911769271e-13,3.8230157e-12,3.0595516e-16,0.0,0.0,0.0,7.479999999999998e-16,4.1144551420784424e-14,3.083892020987506e-12,1120.6949277017593,2.710294483252915e-13,1.1578646755844046e-13,9.593735883413639e-14,0.0,0.0017408007,1.2326612e-06,47435.03,0.8524059,-247.09663,0.0,0.0,0.0,-7.391235911769271e-13,3.8230157e-12,3.0595516e-16,0.0,0.0,0.0,7.479999999999998e-16,4.1144551420784424e-14,3.083892020987506e-12,1120.6949277017593,2.710294483252915e-13,1.1578646755844046e-13,9.593735883413639e-14,0.0
7,7,9,3c49c8,EWG1VT,51.75081931938559,7.14447021484375,184.171110952,5440.68,0.5907818192164024,34610D,255.24811,-1.6792997,1.9294033,183.7872015687973,66236.63025426223,0.38426200700266977,0.7979335203620611,59.06504946651998,72.146421190717,1842.171780505344,0.0012404784079828,50913.27576770084,0.8054832376302806,0.4922087455543332,0.8249997269766033,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.9104895079052,2.813115372266838,0.5738405035225409,36.07358526740028,15.8624993471052,32.96349832852596,1499861047568157.5,24.6588421160559,805.051382876175,1209.50717936741,0.124047840798,0.017971896998688,0.370877923917323,36.0732105953585,20.6365484925936,20.610981015676312,13.772672183944474,0.6966007052666717,676953893531546.1,0.7979335203620611,0.001722693365614478,9.827187261123662e-06,3.0968000000000004,35.8,2023-08-06 08:09:00,0.001240478407982815,0.8054836339388146,0.0,7,509.1327576770084,0.001240478407982815,-1.6792997,1.9294033,0.8054836339388146,0.57953125,4.321536e-06,0.6948818276649098,781.1391890008925,11147.298906109525,0.7476758120633196,0.6640639126284876,3.9050862112923714,240.7169469651004,0.6760053226615458,inf,0.0,233.916306775855,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0012123667,1.1359454e-06,53218.66,0.7735671,-247.75813,0.0,0.0,1.0,-7.09201464894485e-13,3.3491664e-12,2.9849997e-16,0.0,0.0,0.0,7.479999999999999e-16,3.5366043720470727e-14,2.6399649039557186e-12,1119.7193260824313,2.1773291885553408e-13,1.1090029880047252e-13,9.188881900610581e-14,0.0,0.0012123667,1.1359454e-06,53218.66,0.7735671,-247.75813,0.0,0.0,0.0,-7.09201464894485e-13,3.3491664e-12,2.9849997e-16,0.0,0.0,0.0,7.479999999999999e-16,3.5366043720470727e-14,2.6399649039557186e-12,1119.7193260824313,2.1773291885553408e-13,1.1090029880047252e-13,9.188881900610581e-14,0.0
8,8,10,3c49c8,EWG1VT,51.82562876555879,7.252044677734375,188.801110948,5996.9400000000005,0.593318460318814,34610D,251.43036,-0.68001634,3.3446171,187.5838090960822,66177.56520479571,0.3849581753685441,0.7616851929256707,55.99433563148781,67.5973407357938,1638.4696687710718,0.0009018195821032,47200.44144697906,0.7827524607848259,0.4666194635957318,0.7997023615158619,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.57033538411861,2.768803215522169,0.5901245588125998,33.79899138387528,15.529480914332142,32.773028471212946,1502722582861746.2,23.4294145341162,799.213147642043,1193.15982635138,0.0901819582103,0.0177083373681277,0.348100036067042,33.7986703678969,19.657409322547,19.63969785843168,14.188174888042852,0.6764472958341599,625591993944453.5,0.7616851929256707,0.0015884978282484424,8.950173435526275e-06,3.0968000000000004,35.8,2023-08-06 08:10:00,0.0009018195821032324,0.7827533040064573,0.0,8,472.0044144697906,0.0009018195821032324,-0.68001634,3.3446171,0.7827533040064573,0.44129246,4.574241e-06,0.6539895246673376,784.4933321406866,11484.907125089065,0.7476053739662908,0.6641432110747819,3.623349299082165,239.85738017702258,0.6326277783864485,inf,0.0,232.7718603324549,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00088079117,9.101645e-07,58774.543,0.7583562,-248.0783,0.0,0.0,1.0,-6.804837783679793e-13,2.926569e-12,2.81096e-16,0.0,0.0,0.0,7.48e-16,3.0228204061658576e-14,2.2460852339731735e-12,1118.70831393858,1.6305706528364218e-13,1.0586234734069552e-13,8.771451636800487e-14,0.0,0.00088079117,9.101645e-07,58774.543,0.7583562,-248.0783,0.0,0.0,0.0,-6.804837783679793e-13,2.926569e-12,2.81096e-16,0.0,0.0,0.0,7.48e-16,3.0228204061658576e-14,2.2460852339731735e-12,1118.70831393858,1.6305706528364218e-13,1.0586234734069552e-13,8.771451636800487e-14,0.0
9,9,11,3c49c8,EWG1VT,51.90271927138506,7.363115583147322,193.945555388,6492.240000000001,0.5958467671993265,34610D,247.79404,0.17119993,4.477573,191.29111727473608,66121.57086916422,0.3859198567084035,0.7267121831791885,53.097713851274406,63.4016650836238,1458.3434886244884,0.0006964380856401,44081.94845354482,0.8084287858846796,0.44248094876062,0.7712094037199996,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.73979229520578,2.49931061538078,0.6061869180225321,31.700027463274647,15.174666485550787,32.25165646538399,1510555446375246.8,22.2231405406936,791.771796612253,1193.72672112406,0.069643808564,0.0175529836316416,0.330133071242092,31.7008325418119,18.807803742663,18.79471438775464,13.367587921027676,0.6510182929364797,587540904497838.5,0.7267121831791885,0.0017077860386258382,8.236603094589865e-06,3.0968000000000004,35.8,2023-08-06 08:11:00,0.0006964380856401862,0.8084287027018232,0.0,9,440.8194845354482,0.0006964380856401862,0.17119993,4.477573,0.8084287027018232,0.3189926,3.4990012e-06,0.6197440626489606,787.8364570696345,11757.48582909717,0.7464831767142834,0.6654042882958839,3.388657201736767,239.09492045798328,0.6302989725912648,inf,0.0,232.04478767173433,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00068082515,6.778982e-07,63660.395,0.79362994,-248.59875,0.0,0.0,1.0,-6.5524086429812e-13,2.5769616e-12,2.6319217e-16,0.0,0.0,0.0,7.48e-16,2.599356317752953e-14,1.9217208475692947e-12,1117.6664744175985,1.43099281071483e-13,1.0100164512445471e-13,8.36870773888339e-14,0.0,0.00068082515,6.778982e-07,63660.395,0.79362994,-248.59875,0.0,0.0,0.0,-6.5524086429812e-13,2.5769616e-12,2.6319217e-16,0.0,0.0,0.0,7.48e-16,2.599356317752953e-14,1.9217208475692947e-12,1117.6664744175985,1.43099281071483e-13,1.0100164512445471e-13,8.36870773888339e-14,0.0
