,index,longitude,latitude,altitude,groundspeed,time,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,EI_nox_p3t3,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,EI_nvpm_number_p3t3_meem,EI_nvpm_mass_p3t3_meem,EI_mass_meem,EI_number_meem
0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,2024-06-07 09:23:00,{flight},295.19336,0.96996045,1.6105541,110.572215716343,66954.3534061664,0.2221071938691074,1.4692023645587398,88.15214187352439,148328.0026421047,2781.55761468215,0.0082756375501709,0.9404035659516814,0.3826088177977075,0.7346011822793699,1.0,0.0185592474294001,0.0003684312454961,7.99046714585036e-05,3.078641737874867e-05,1532568553431143.8,278.4726161784635,108.427134504435,0.1057825702482292,0.0021588279642495,0.0017630428374704,1.6360374124623216,0.0324780034236144,0.0070437679347673,0.0027138886325489,1.3509920055296422e+17,climb,0,GTF2035,0,0.3210331919589202,74.16400132105235,18.559247429400116,30.78641737874867,1532568553431143.8,37.1999426848776,862.004642543982,1592.95346459229,0.00827563755017,0.0221159930476481,0.679656835287086,74.1646800393352,24.484164720119587,30.344852790144547,25.893157509876367,26.674006704680693,1327207028605679.2,38.21258520889075,1318813524941065.5,33.01581445197288,,
1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,2024-06-07 09:24:00,{flight},290.10602,-12.065596,3.6959515,139.33108068323645,66866.20126429287,0.250421058217415,1.3268240582814017,79.6094434968841,102852.68572309575,2671.4630383454605,0.0078189829079693,0.8517839178058632,0.4711974291771986,0.6634120291407009,1.0,0.0183173836820015,0.0003848456229339,8.346459058153043e-05,3.14028766020554e-05,1523307141418577.5,251.48623200665685,97.91961550116744,0.0955313321962609,0.0019496190244134,0.0015921888699376,1.4582367212430474,0.0306373458739811,0.0066445696078909,0.0024999655304909,1.2126963380316227e+17,climb,0,GTF2035,0,0.4080626547867353,51.42634286154788,18.317383682001527,31.4028766020554,1523307141418577.5,30.4568699755697,824.902949730989,1500.9827722373,0.00781898290797,0.0200914466451447,0.522717552112845,51.4263425484802,20.13027007254133,21.322933349811176,19.741729635242873,20.54969103252217,1253840868836587.0,26.720412363583108,1289010905761277.5,25.534871389053816,31.983054529203322,1860656878702857.2
2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,2024-06-07 09:25:00,{flight},288.7378,-5.6733317,10.186295,145.58717537578292,66786.59182079599,0.2543093998425908,1.2939868900819058,77.63921340491434,108074.4925349795,3005.555785269361,0.0053509477967686,0.773723179826334,0.3237649330788237,0.6469934450409529,1.0,0.0184215835042289,0.0004179169360361,9.063703439685556e-05,3.160117416568522e-05,1520328006110952.8,245.2622751461244,95.49623248804464,0.0931670560858972,0.0019013684915489,0.0015527842680982,1.4302372529412806,0.032446742182435,0.007036988055926,0.0024534903048955,1.1803707051191618e+17,climb,0,GTF2035,0,0.4273940854773426,54.03724626748975,18.42158350422894,31.60117416568522,1520328006110952.8,31.3645487973111,848.597273754288,1553.38338931236,0.00535094779677,0.0211643354066894,0.55614909900152,54.0374512845938,23.319122939332626,25.476531470273564,22.5698964468965,23.377962405427716,1121688574954464.2,28.96817607377795,1081852953907713.9,27.083629121965526,28.999849839678674,1770401418547977.8
3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,2024-06-07 09:26:00,{flight},282.66278,-5.0140047,11.643089,152.16004076680514,66708.95260739107,0.259825510604623,1.2520134691224043,75.12080814734428,97483.21128528744,2287.214517318119,0.0029210953338867,0.6934403928345334,0.2500719341300094,0.6260067345612023,1.0,0.018895173301922,0.0004356547443759,9.448397671002174e-05,3.376337620560875e-05,1487844034440081.2,237.30663293746056,92.39859402123346,0.0901449697768131,0.0018396932607512,0.0015024161629468,1.4194206885245086,0.0327267364707482,0.0070977126874316,0.0025363321063481,1.1176804626434403e+17,climb,0,GTF2035,0,0.4514644143803006,48.74160564264372,18.89517330192206,33.76337620560875,1487844034440081.2,28.9645610643273,838.940639386709,1535.86954861087,0.00292109533389,0.0208519413248666,0.509181808418666,48.7414948186486,22.962582586534506,23.133793096257026,20.800945922863868,21.510652710533343,1094519715779741.4,26.137444172984164,1069146617877496.8,24.9143581335281,26.254755770995637,1619970065483848.8
4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,2024-06-07 09:27:00,{flight},276.64957,-3.9257789,9.377092,165.96180560067236,66633.83179924372,0.2697828679810679,1.236782525471732,74.20695152830392,91333.77729581426,2094.6075759498312,0.0020121669953568,0.6368273221635501,0.2536398118790869,0.618391262735866,1.0,0.0190719957438426,0.0004426415133841,9.59992539536768e-05,3.546093665197463e-05,1462340633540833.5,234.41975987791207,91.27455037981382,0.0890483418339646,0.0018173130986523,0.001484139030566,1.4152746637113485,0.0328470773281103,0.0071238119848938,0.0026314480072813,1.0851584051103389e+17,climb,0,GTF2035,0,0.4977375294550086,45.66688864790713,19.071995743842628,35.46093665197463,1462340633540833.5,28.2761254612797,836.203456046668,1530.96080487856,0.00201216699536,0.0207655289320716,0.495847762948617,45.6668251354,22.968400309522142,22.50258206577401,20.313124012143003,21.000857621668086,1081350751532406.2,25.25609112326148,1064996972804065.1,24.067539894153235,24.97873200938344,1544754161541922.8
5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,2024-06-07 09:28:00,{flight},271.71878,-3.406237,8.695613,180.84474749099616,66559.62484771543,0.2754831514686772,1.2103966805727475,72.62380083436486,95903.47617137064,2666.064328572796,0.0012513568449361,0.588129611839903,0.2179621556171939,0.6051983402863738,1.0,0.0191399701660864,0.000452394905954,9.81145512810233e-05,3.628235539e-05,1450000000000000.0,229.41858683575856,89.32727502626878,0.0871485610012378,0.0017785420612497,0.0014524760166872,1.3900173813175511,0.0328546375484905,0.0071254516311861,0.002634962551645,1.0530451120982904e+17,climb,0,GTF2035,0,0.5472720841957844,47.95173808568533,19.1399701660865,36.28235539,1450000000000000.0,29.8541044222446,857.500742994442,1583.65838019536,0.00125135684494,0.0219285745543757,0.542357252271523,47.9517631564841,25.707995411581816,26.912186574268386,23.167925776770645,23.840727413536715,1027061592062383.2,28.510322291710086,1007495588836051.9,25.22213094810254,24.081254293319468,1489101253489063.0
6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,2024-06-07 09:29:00,{flight},266.28842,-2.7134047,9.770877,192.5884354495601,66487.00104688107,0.2878051129740818,1.167701839447371,70.06211036684226,79081.34335411963,2038.5969893301951,0.0006925397341391,0.5304583483154943,0.1725610000874268,0.5838509197236855,1.0,0.0189740251632727,0.0004702226446745,0.0001019809975249,3.628235539e-05,1450000000000000.0,221.32620664885468,86.17639575121598,0.0840745324402107,0.001715806784494,0.0014012422073368,1.3293602450924555,0.0329447908281781,0.0071450039039165,0.0025420183877031,1.0159006003192128e+17,climb,0,GTF2035,0,0.5887233802028466,39.54067167705981,18.97402516327272,36.28235539,1450000000000000.0,26.4050806968946,833.092723612919,1523.68820189218,0.000692539734139,0.0206112383312195,0.460733534484359,39.5408832182626,22.80663148266741,21.415627066299415,19.45001660381257,20.128526166305083,1002490701175664.5,22.83096847809024,997585650575204.4,21.76348495957955,22.437544000941234,1394661633113971.5
7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,2024-06-07 09:30:00,{flight},262.3566,-1.3909073,10.909297,201.09224888547624,66416.93893651421,0.2927910998891203,1.1318596919118205,67.91158151470923,75767.09065969079,2170.147961867792,0.0005054365749048,0.489521716698911,0.1642689318638077,0.5659298459559102,1.0,0.018731579450901,0.0004859163202571,0.0001053846121932,3.628235539e-05,1450000000000000.0,214.5326860049664,83.53124526309234,0.081493897817651,0.0016631407717887,0.0013582316302941,1.2720911847791156,0.0329993457924683,0.0071568356813548,0.0024639921356136,9.847179319632838e+16,climb,0,GTF2035,0,0.6193077802943314,37.8835453298454,18.731579450901,36.28235538999999,1450000000000000.0,25.6828390819517,834.924012170381,1529.81903215666,0.000505436574905,0.020763352876664,0.450393398371562,37.8831098602935,22.86017806470305,21.49737915869467,19.417878038961206,20.058051392411198,962692794665657.9,22.25262488128545,952047604420364.0,21.206705482295085,21.21188329155361,1324252145362365.8
8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,2024-06-07 09:31:00,{flight},258.16083,0.7978851,12.403082,205.72888926879452,66349.0273549995,0.2961363603646975,1.0979136371586022,65.87481822951614,70351.66606260772,1882.4909328180745,0.0003847001148765,0.4488094387389205,0.1677830159633013,0.5489568185793011,1.0,0.0184455360253012,0.0005034081697698,0.0001091782114212,3.628235539e-05,1450000000000000.0,208.09855078704143,81.02602642230485,0.0790497818754193,0.0016132608546003,0.0013174963645903,1.215096332812709,0.033161921678839,0.0071920948320005,0.0023900935662549,9.55184864327984e+16,climb,0,GTF2035,0,0.638715278911193,35.17583303130386,18.44553602530121,36.28235539,1450000000000000.0,24.1615711803998,829.035754788975,1519.54133294397,0.000384700114877,0.020587732755018,0.421688118732305,35.1751353607339,21.936555053900076,20.194833090958575,18.382856120279772,18.984016770039002,934984738608625.6,20.604421355155523,944578864225947.5,19.663865387096767,19.608224764416875,1235279877887225.8
9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,2024-06-07 09:32:00,{flight},254.31462,1.843599,14.17466,210.6506190647398,66283.15253677,0.2993890787559821,1.0711202327903109,64.26721396741864,66300.39563413546,1671.6692660383262,0.0002958787626552,0.4157548966576384,0.1713970553394911,0.5355601163951553,1.0,0.0182152870325822,0.0005179604713034,0.0001123342870452,3.628235539e-05,1450000000000000.0,203.02012892307548,79.04867317992493,0.0771206567609023,0.0015738909543041,0.0012853442793483,1.1706457492009117,0.0332878764359231,0.0072194116614129,0.002331765897091,9.318746025275702e+16,climb,0,GTF2035,0,0.6589224532728709,33.150197817067735,18.21528703258228,36.28235538999999,1450000000000000.0,23.0391701982525,824.93383242576,1513.05121111686,0.000295878762655,0.0204879069073773,0.401078548724137,33.1499867194262,21.36032854025247,19.314191572537677,17.65903471834301,18.23049141821258,902983029645577.1,19.24815412705905,928184628713610.4,18.39387677607844,18.363517190308393,1165345275662277.2
