,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,0.73454044122487,34610D,275.83014,-1.2864192,-5.4107685,99.2834782090247,67343.74196974092,0.2537880364572139,1.0869729179327046,65.21837507596227,119837.39064242382,1608.209648924294,2023-05-05 14:02:00,0.0050456636168252,0.9318180291069952,0.9940861663099518,0.5434864589663523,0.6369363031925509,0.015744501581715,0.0002972933869945,6.170957081842912e-05,1.9658337606435325e-05,1286604481561927.0,206.0248468649648,80.67512996896534,0.0782620500911547,0.0015971846957378,0.0013043675015192,1.0268308095403746,0.0193889916206135,0.0040245979354129,0.0012820848353863,8.391025365291974e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,27.675805375160632,4.01172800202631,0.2982038965210217,59.91869532121191,15.74450158171507,19.658337606435325,1286604481561927.0,31.392490733601,788.112781013363,1175.02940885116,0.504566361683,0.0179148182194532,0.469417768856642,59.9184447032397,26.2027648344717,26.07121823716612,15.89214037349968,0.6388202814348688,1.2689443608259208,999623845503597.6,13.865332290215402
1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,0.7363812451945957,34610D,273.80478,-2.113641,-7.1190953,126.41496199883215,67278.52359466495,0.2522659582019566,1.6,96.0,159185.67490714684,3580.1170716085257,2023-05-05 14:03:00,0.0044824848846187,0.8767312586169648,0.9797143563341376,0.8,0.979919147554478,0.0210270932269092,0.0003087570652625,6.69626481518181e-05,3.628235539e-05,1450000000000000.0,303.264,118.752,0.1152,0.0023510204081632,0.0019199999999999,2.0186009497832886,0.0296406782652022,0.0064284142225745,0.0034831061174399,1.392e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,23.063148389135893,3.3560920443243623,0.3810966846573204,79.59283745357342,21.02709322690925,36.28235539,1450000000000000.0,41.4271589971371,856.507072474931,1383.91130545333,0.448248488462,0.0214045649871118,0.716768415269509,79.592094206619,33.4867078915686,33.33727406448018,10.51533447105627,0.8749312585390057,3.7039588831502246,1514878945943035.8,25.743197364184056
2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,0.7390280300885036,34610D,269.0166,-3.4253201,-7.468064,154.52944598408692,67182.52359466495,0.2923224400882174,1.335648905056696,80.13893430340175,108973.94625373094,2411.323842856476,2023-05-05 14:04:00,0.0030623415283312,0.7642053006165694,0.8698594605344379,0.667824452528348,0.8909925870940346,0.0185396441782899,0.0003351058403508,7.267712064160219e-05,3.307440700136514e-05,1498194804488168.0,253.15889346444607,99.13186173330796,0.096166721164082,0.0019625861462057,0.001602778686068,1.4857473268124255,0.0268550249245608,0.0058242669964577,0.0026505477298063,1.2006373501057514e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,26.2451273694609,3.856397561959292,0.4699794736138893,54.48697312686547,18.53964417828998,33.07440700136514,1498194804488168.0,33.5647991149537,823.244428422778,1238.94938769077,0.306234152833,0.0188156369108123,0.519325656310737,54.4869553461746,27.6007481847351,27.516483315165434,14.321097599550809,0.7600244571153834,1.8179712854630552,1042005148217929.4,15.724896096100784
3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,0.7418187938955954,34610D,263.76962,-1.6321074,-6.422798,174.1747791507317,67102.38466036155,0.3010515440132995,1.0185806566457944,61.11483939874767,75932.98504166526,1303.4205553411234,2023-05-05 14:05:00,0.0021817209870491,0.6954628509278147,0.888516652711601,0.5092903283228972,0.701907763068685,0.0161000654956404,0.0003457066031007,7.283316452631321e-05,2.311479553746888e-05,1449750177188123.2,193.06177766064388,75.59905633625087,0.0733378072784972,0.0014966899444591,0.0012222967879749,0.9839529170753823,0.021127803527591,0.0044511871529281,0.0014126570170072,8.860124924715813e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,21.695794546390925,3.20703501166607,0.5349708168407978,37.96649252083263,16.10006549564041,23.11479553746888,1449750177188123.2,26.9127503832602,785.895490925037,1166.31769206787,0.218172098705,0.0170087732259622,0.389362455774218,37.9665575304443,22.8918600184459,22.842025092913985,14.258236403953184,0.6315208925800142,1.5386899876358338,720644147417545.1,9.929354009745914
4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,0.7447821492337282,34610D,261.38864,-3.035068,-5.907847,186.60298322573837,67041.2698209628,0.3128021461019648,1.26427044466976,75.85622668018561,91405.133026886,2566.245373165002,2023-05-05 14:06:00,0.0019111139940766,0.66042770723412,0.9139496362209192,0.6321352223348801,0.8944223003209034,0.0185289260717509,0.0003536793390274,7.670530589390166e-05,3.43283429822463e-05,1479356222279878.8,239.62982008270637,93.8341524033896,0.0910274720162227,0.0018577035105351,0.0015171245336037,1.4055344162391448,0.0268287801133673,0.0058185750714607,0.0026040185668164,1.1221838093800554e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,26.406229542634208,3.910469116585404,0.575747986597061,45.702566513443,18.528926071751,34.3283429822463,1479356222279878.8,31.6448214980037,820.472167687248,1208.91966272563,0.191111399408,0.0181918445584706,0.474593993103908,45.7018153175829,26.0882832182581,26.038520637083515,15.20912709656749,0.7501987054244382,1.6248982237412737,896719174564258.0,13.459435412719841
5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,0.747830633118004,34610D,257.85812,0.7184104,-7.649014,192.6380573546948,66965.41359428263,0.312238833405241,0.963504644834412,57.81027869006473,67356.28043591588,1239.293403108693,2023-05-05 14:07:00,0.0012983573822171,0.5958307384093393,0.7730838493181981,0.481752322417206,0.7213217575166994,0.0159001356982029,0.0003755922675673,7.946045772463576e-05,2.4708829773214093e-05,1524988999540826.2,182.62267038191447,71.51131473961007,0.0693723344280776,0.0014157619271036,0.0011562055738012,0.919191275922961,0.0217130936619031,0.0045936312059012,0.0014284243352948,8.816003906273816e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,22.02040445975189,3.274470314273058,0.5984238492095458,33.67814021795794,15.900135698202975,24.70882977321409,1524988999540826.2,25.3781187272915,788.675914274262,1146.42389334979,0.129835738222,0.0167016034939419,0.359104460703952,33.6776152465419,21.5011966266717,21.473316587559555,15.378855613288907,0.640693039025379,1.3560620692328587,628139607351909.4,8.727221867019763
6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,0.7508662482291633,34610D,256.15015,4.138135,-9.941285,199.3711928838922,66907.60331559255,0.3139035848158071,1.2955394802228184,77.7323688133691,96102.71504663969,2784.8688866994785,2023-05-05 14:08:00,0.000939944141685,0.5666510718470681,0.6240218670489098,0.6477697401114092,1.0,0.0205810428227182,0.0003867545839395,8.387860243272258e-05,3.628235539e-05,1450000000000000.0,245.55655308143295,96.1549402221376,0.0932788425760429,0.0019036498484906,0.0015546473762673,1.5998132112592789,0.0300633499590531,0.0065200824598503,0.0028203134305932,1.127119347793852e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.32840528829193,3.0301532277832592,0.6214015538587923,48.05135752331984,20.58104282271826,36.28235539,1450000000000000.0,32.1975066420288,845.409969577521,1317.50647087805,0.0939944141685,0.0199527415157769,0.524980988134554,48.051512395846,26.3112208274459,26.286512973571064,11.621401000313378,0.8393160689945116,2.9502132969366843,1012734462180059.9,15.865319691928464
7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,0.753067373382533,34610D,251.51663,6.00367,-10.860373,208.90607995325496,66829.87094677918,0.3261194143170244,1.041405297668932,62.48431786013592,70117.24030889387,2090.112003780266,2023-05-05 14:09:00,0.0005203404175545,0.5054732103053465,0.4796227380561337,0.520702648834466,0.8484454205935175,0.0166235094240069,0.0004091507636746,8.873584352052842e-05,3.396723625343168e-05,1484781330818482.2,197.38796012016937,77.29310119298815,0.0749811814321631,0.0015302281924931,0.0012496863572027,1.0387086468006146,0.0255655063701638,0.0055445986521239,0.0021224195868897,9.277554862765768e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.25754709634993,3.0280912439377445,0.6570901505901542,35.058620154446935,16.62350942400694,33.967236253431686,1484781330818482.2,26.0955359140926,807.739442534092,1201.12964993788,0.0520340417555,0.0176674965809505,0.386466838160659,35.0586631350518,21.8744538248479,21.863077581929893,13.90228560213275,0.705907454345031,1.7623032634487843,691346898116450.2,10.099793873004893
8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,0.7545760946383383,34610D,246.84294,4.270852,-10.009081,206.95130250113093,66767.38662891905,0.3260910181568276,0.9410526073733944,56.46315644240366,63953.45817181043,1936.3417881239943,2023-05-05 14:10:00,0.0004684526836327,0.4631952510881937,0.6287453406888607,0.4705263036866972,0.77910409158743,0.0158014525964009,0.0004204305481982,9.000136708320519e-05,3.172523093956427e-05,1518464231748586.0,178.36711120155314,69.84492451925333,0.0677557877308843,0.0013827711781813,0.001129263128848,0.8921998899678143,0.0237388358160837,0.0050817612696492,0.001791306677712,8.573728346941469e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.688829119601056,3.0936326304178627,0.6570750917253932,31.976729085905216,15.801452596400985,31.725230939564277,1518464231748585.8,23.9711331430863,794.669779809353,1158.68501537583,0.0468452683633,0.0170624272494049,0.343991902021684,31.9768301941619,20.1607835153514,20.15134356437986,15.398837161778575,0.6607847089259838,1.3755944799702655,598869287834178.9,8.463576244343914
9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,0.7560716655139696,34610D,242.3995,3.0782795,-8.587745,202.79184916216585,66710.92347247664,0.3225009781243663,0.9932107176115949,59.592643056695685,68124.19701767732,2204.750255779897,2023-05-05 14:11:00,0.0003444734313278,0.4265461853884109,0.6723451422557843,0.4966053588057973,0.8317842141323173,0.0161124768779943,0.0004306997453162,9.312730344688449e-05,3.628235539e-05,1450000000000000.0,188.25315941610165,73.71609946113257,0.0715111716680348,0.0014594116666945,0.0011918528611339,0.9601850833495786,0.0256665361872426,0.0055497021531427,0.0021621614540124,8.640933243220874e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.946683175874544,2.835475847415307,0.6497433681145397,34.06209850883866,16.112476877994332,36.28235538999999,1449999999999999.8,24.0653605371879,800.585983671803,1198.89597229438,0.0344473431328,0.0178864122469934,0.360145870772245,34.0617972499563,20.1351654987592,20.128231857664627,14.121506094572918,0.6812926328129376,1.639022911413925,661113221873590.0,9.49266922477731
