engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-16.5,0.0,0.0,3.4,-86.9,-16.5,-16.5,-17.2,-88.4
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-88.8,0.0,0.0,0.1,-87.2
GTF2035,0,0,-23.6,0.0,0.0,20.2,-87.5,-23.6,-23.6,-10.9,-89.5
GTF2035,20,0,-23.9,-2.0,-18.8,20.4,-89.5,-25.5,-38.2,-11.3,-90.9
GTF2035,100,0,-25.5,-10.0,-94.0,20.3,-93.6,-32.9,-95.5,-13.0,-93.9
GTF2035_wi,0,15,-30.2,-0.3,-0.3,-90.7,-90.2,-30.2,-30.2,-93.5,-92.3
GTF2035_wi,20,15,-30.5,-2.3,-19.1,-90.7,-91.7,-31.9,-43.5,-93.6,-93.3
GTF2035_wi,100,15,-31.9,-10.3,-94.0,-90.7,-94.9,-38.7,-95.9,-93.7,-95.5
