,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km
0,0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,-0.5131375785550056,34610D,276.88602,-1.986956,-8.8236265,96.12523594322155,67037.38571925568,0.26257363061898503,1.047588636994834,66.73806291422866,124.9733740485634,1609.6508413381612,0.0046987304817692,93181.80291069952,0.85037694551038,0.5561505242852389,0.6605318324124678,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,21.8718038693331,1.5376155786678678,0.2881669081805884,62.48667926754637,16.006809705067827,20.541108380803028,1328271487189167.8,32.2862639685375,815.763121260884,1480.15586813456,0.469873048177,0.024096134733665,0.523794318497417,62.4866870242817,21.7376904755441,21.6360286084173,7.576609716428841,0.7359236653364629,924933202381514.0,,,0.004348536848692004,1.2176754883191755e-05,2.9704000000000006,35.8,2023-05-05 04:02:00,0.004698730481769278,0.8503761525853903,0.0,0,931.8180291069953,0.004698730481769278,-1.986956,-8.8236265,0.8503761525853903,0.14803518,1.4659762e-09,1.1723911437720247,0.0,7725.93080288237,-0.8195006120311534,-0.5730783078084224,6.179043256760049,246.14777829924782,0.8815312305078484,inf,0.0,241.40760912211744,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.004592342,1.3329303e-07,7115.0703,0.8655266,-231.03252,0.0,0.0,1.0,-9.802028376515443e-13,7.73798e-12,2.2121217e-16,0.0,0.0,0.0,7.479999999999999e-16,8.882032107596942e-14,6.757777608129762e-12,1219.1912110679564,7.725930802882369,1.8470943483142225e-12,0.004592342,1.3329303e-07,7115.0703,0.8655266,-231.03252,0.0,0.0,0.0,-9.802028376515443e-13,7.73798e-12,2.2121217e-16,0.0,0.0,0.0,7.479999999999999e-16,8.882032107596942e-14,6.757777608129762e-12,1219.1912110679564,7.725930802882369
1,1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,-0.514376150529617,34610D,273.24146,-2.874162,-7.972619,125.94668769123552,66970.64765634145,0.30077438745935803,1.530147353770832,96.0,159.5880550435586,3565.592246169409,0.004329223797961,87673.12586169648,0.9910148492056516,0.8,0.9721290267339548,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,17.626000984659285,1.245643170923774,0.3800762121455791,79.79403372481775,20.96240597637281,36.28235539,1450000000000000.0,41.9196833251259,873.869905016711,1681.63910485528,0.432922379796,0.0282257245233339,0.765073676885416,79.7940275217793,27.1055460862639,26.9887059382399,5.04834623069975,0.9916875813703092,1320445514330259.0,23.147774084456024,1570202928394319.5,0.009194480423787017,2.853712034767146e-05,2.9704000000000006,35.8,2023-05-05 04:03:00,0.004329223797961069,0.9910147979633032,0.0,1,876.7312586169647,0.004329223797961069,-2.874162,-7.972619,0.9910147979633032,0.121627964,8.09388e-07,1.1177954630869846,0.0,8772.56839360524,-0.9285345241436924,0.3712460605491279,6.129429753126323,246.04991897210337,0.9917967567667837,inf,0.0,244.64942066161473,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.004235197,2.5292186e-07,11945.649,0.9695584,-232.08405,0.0,0.0,0.9999999999999999,-9.5385836665955e-13,6.945535e-12,2.3043357e-16,0.0,0.0,0.0,7.48e-16,7.887022557788003e-14,5.9916763092032875e-12,1219.7898097296709,8.772568393605239,5.057781244965805e-12,0.004235197,2.5292186e-07,11945.649,0.9695584,-232.08405,0.0,0.0,0.0,-9.5385836665955e-13,6.945535e-12,2.3043357e-16,0.0,0.0,0.0,7.48e-16,7.887022557788003e-14,5.9916763092032875e-12,1219.7898097296709,8.772568393605239
2,2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,-0.5160250977940999,34610D,267.37772,-2.774568,-6.3909993,155.0995782089076,66874.64765634145,0.34767364130330897,1.096742154392054,78.98038320639235,107.3689513197964,2404.77342371174,0.0030445967333206,76420.53006165694,0.99481868719961,0.6581698600532696,0.8584704853105043,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,20.617379391168573,1.4835318483936588,0.4731569697070497,53.68363370630521,17.931872525835878,31.69782340714613,1518875990451149.8,33.0491389039732,835.694484761312,1524.22098319135,0.304459673332,0.0249417882396382,0.548371077196027,53.6844756598982,21.9860369243509,21.91930149063584,7.072612613914768,0.8172468703314499,1015620452973756.6,21.68655614909386,1472270769200045.5,0.005221730500452236,1.4153322907594177e-05,2.9704000000000006,35.8,2023-05-05 04:04:00,0.003044596733320636,0.9948197934969077,0.0,2,764.2053006165694,0.003044596733320636,-2.774568,-6.3909993,0.9948197934969077,0.03803893,7.5669476e-07,0.9956971839517894,0.0,9611.468894653619,-0.8690383133027305,0.49474479280932826,5.720530833076856,245.21547221459414,0.9404494665872063,inf,0.0,241.7375534732378,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0029781936,7.4787255e-07,22614.965,0.93975085,-232.31107,0.0,0.0,1.0000000000000002,-8.954373910780806e-13,5.6563014e-12,2.68586e-16,0.0,0.0,0.0,7.48e-16,6.290781512452329e-14,4.76086377826379e-12,1220.5509863054936,9.611468894653619,1.6358971492982082e-12,0.0029781936,7.4787255e-07,22614.965,0.93975085,-232.31107,0.0,0.0,0.0,-8.954373910780806e-13,5.6563014e-12,2.68586e-16,0.0,0.0,0.0,7.48e-16,6.290781512452329e-14,4.76086377826379e-12,1220.5509863054936,9.611468894653619
3,3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,-0.5177246524461133,34610D,263.9612,-1.8348358,-6.9312444,173.88763278875902,66795.66727313506,0.36457705385799044,0.79118468404089,58.638031256889846,72.4455198152644,1305.4762294683749,0.002484394871487,69546.28509278147,0.9948075581330316,0.488650260474082,0.6751669067150023,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,16.82809443477922,1.220299451097777,0.5338949884756242,36.22280981412247,15.713783347910862,21.863804972311943,1390703103551873.8,25.6836687102077,797.748651705449,1423.13247321795,0.248439487149,0.0223190120766365,0.395592342020445,36.2227599076322,17.7244557537808,17.680530334891625,7.150378671006654,0.6681468177466857,570633840038808.1,20.910031496146427,1409977804985851.5,0.00439673204575251,7.065661818868656e-06,2.9704000000000006,35.8,2023-05-05 04:05:00,0.0024843948714870145,0.9948095749006064,0.0,3,695.4628509278148,0.0024843948714870145,-1.8348358,-6.9312444,0.9948095749006064,0.0032354533,5.848112e-08,0.9178596774880032,0.0,11080.285114414322,-0.8202005681753433,0.5720760683378078,5.341864928649455,244.39409203560902,0.9095554842478388,inf,0.0,240.24847578128953,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0024296467,7.548072e-07,29796.426,0.9406345,-232.3214,0.0,0.0,0.9999999999999999,-8.561525034084626e-13,4.9512074e-12,2.6912055e-16,0.0,0.0,0.0,7.48e-16,5.4252836441025604e-14,4.095055067630708e-12,1221.3329943485194,11.080285114414322,8.547101608587352e-13,0.0024296467,7.548072e-07,29796.426,0.9406345,-232.3214,0.0,0.0,0.0,-8.561525034084626e-13,4.9512074e-12,2.6912055e-16,0.0,0.0,0.0,7.48e-16,5.4252836441025604e-14,4.095055067630708e-12,1221.3329943485194,11.080285114414322
4,4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,-0.5195400737080467,34610D,262.0253,-0.8454183,-8.267437,183.40398047262252,66737.02924187816,0.3801700432616805,1.026149001793604,76.2494429257838,92.8950532087948,2579.0178701338605,0.0021253987805452,66042.770723412,0.9599572197895524,0.6354120243815317,0.9052247747318404,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,20.60297684008325,1.5014337211547286,0.5651898342378954,46.44832533948568,18.6411865227332,35.00245800970032,1469228614845238.0,31.1849554621818,839.861423027611,1514.60730703932,0.212539878055,0.0247932244818187,0.513074500896802,46.4475266043974,20.6941417108956,20.650251691133317,7.483316736427659,0.8349058071786193,919499361479228.6,20.49271130941584,1376955769581959.5,0.004887198169922542,1.2949874245980885e-05,2.9704000000000006,35.8,2023-05-05 04:06:00,0.002125398780545253,0.9599579734776496,0.0,4,660.42770723412,0.002125398780545253,-0.8454183,-8.267437,0.9599579734776496,0.0013653607,1.7276653e-08,0.8780606342565249,0.0,12201.84212776877,-0.8219449188493326,0.5695669849787328,5.198767191344793,244.07018850504835,0.8611947899043405,inf,0.0,239.1037654387203,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.002081865,9.629777e-07,33709.73,0.9097275,-231.93454,0.0,0.0,1.0,-8.348342483223626e-13,4.5911695e-12,2.8516704e-16,0.0,0.0,0.0,7.480000000000001e-16,4.9865522236599907e-14,3.756335016092903e-12,1222.185961480596,12.20184212776877,1.1302797466982288e-12,0.002081865,9.629777e-07,33709.73,0.9097275,-231.93454,0.0,0.0,0.0,-8.348342483223626e-13,4.5911695e-12,2.8516704e-16,0.0,0.0,0.0,7.480000000000001e-16,4.9865522236599907e-14,3.756335016092903e-12,1222.185961480596,12.20184212776877
5,5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,-0.5214683167600467,34610D,259.80582,0.6809574,-9.878724,190.7510862880955,66660.77979895238,0.3853059527369938,0.767864328492814,57.75105276996501,67.7386000928658,1247.4153509850807,0.0011943565598339,59583.07384093393,0.5947223428199777,0.4812587730830417,0.7400609738232219,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,17.363839248265425,1.2815493283098385,0.5903366980439335,33.86935994382623,15.916152078415577,25.09561100505764,1543245172300146.8,24.7539802947016,810.586088812577,1433.03875084012,0.119435655983,0.0227497947561523,0.383932164246407,33.8693000464329,16.8762913407198,16.856159076553116,7.72229062721151,0.7158619154129225,562537265252376.2,18.188753417449878,1285069636250448.5,0.004126400983416922,7.2840377424182005e-06,2.9704000000000006,35.8,2023-05-05 04:07:00,0.0011943565598339595,0.5947223970953958,0.0,5,595.8307384093393,0.0011943565598339595,0.6809574,-9.878724,0.5947223970953958,0.0018888467,0.0,0.7989442537416916,0.0,12801.950611483831,-0.8650897885852082,0.5016170428579952,4.725668716720446,242.93990879178853,0.5220330926990274,inf,0.0,234.85725407177995,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0011693651,8.77994e-07,41411.93,0.56755966,-231.4359,0.0,0.0,0.9999999999999999,-7.926426852718089e-13,4.0995735e-12,2.7861621e-16,0.0,0.0,0.0,7.48e-16,4.401671760650759e-14,3.30693087639138e-12,1223.1219764282039,12.801950611483832,6.286838274186592e-13,0.0011693651,8.77994e-07,41411.93,0.56755966,-231.4359,0.0,0.0,0.0,-7.926426852718089e-13,4.0995735e-12,2.7861621e-16,0.0,0.0,0.0,7.48e-16,4.401671760650759e-14,3.30693087639138e-12,1223.1219764282039,12.801950611483832
6,6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,-0.5235022525776605,34610D,257.57114,2.187118,-10.692826,198.10827505212217,66603.02874618242,0.39162831641066703,1.10842221462421,76.22163988872474,95.6951033703194,2792.3233952291703,0.0008859210157648,56665.10718470681,0.5151830719999009,0.6351803324060394,1.0,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,15.99773434841596,1.1856573470673124,0.6157596812378552,47.84697632419486,20.4149758492938,36.28235539,1450000000000000.0,31.6779492860861,863.335932426911,1614.83232852129,0.0885921015765,0.0268018116754423,0.554211107312105,47.8475516851597,20.678121092087,20.65981812502816,5.827545561340766,0.9414447891879352,901153528348094.8,17.69744142113964,1251311945833776.2,0.007455808904168058,1.695232084085992e-05,2.9704000000000006,35.8,2023-05-05 04:08:00,0.0008859210157648274,0.5151833079160659,0.0,6,566.6510718470681,0.0008859210157648274,2.187118,-10.692826,0.5151833079160659,0.005482508,0.0,0.7664096479907045,0.0,12932.714296879942,-0.96828920219839,-0.24983198535416845,4.539736672426125,242.46804706242415,0.44238199699707376,inf,0.0,233.9399370176483,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00086669135,5.338217e-07,45174.324,0.4854144,-231.12817,0.0,0.0,1.0,-7.721325953158324e-13,3.773134e-12,2.5208627e-16,0.0,0.0,0.0,7.48e-16,4.001310571252892e-14,3.001001496115403e-12,1224.152320042909,12.932714296879942,1.4880497520305557e-12,0.00086669135,5.338217e-07,45174.324,0.4854144,-231.12817,0.0,0.0,0.0,-7.721325953158324e-13,3.773134e-12,2.5208627e-16,0.0,0.0,0.0,7.48e-16,4.001310571252892e-14,3.001001496115403e-12,1224.152320042909,12.932714296879942
7,7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,-0.5255076868906832,34610D,251.45457,2.7150571,-9.322758,207.4883564183417,66526.8071062937,0.40553568658085554,0.84059501028519,63.635289561447465,71.7521932026194,2087.214304886717,0.0005823126778361,50547.32103053465,0.5399949569401262,0.5302940796787289,0.8622744626417681,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,16.11882884450382,1.1995259649497607,0.6527113732764603,35.87683398794034,16.929728748770952,35.07213995692464,1468181743943346.8,25.917852036891,826.853776732244,1495.04256245153,0.0582312677836,0.0241396021319041,0.420297505142595,35.8760966013097,17.4111198206995,17.40098700535942,6.95166762619427,0.7802682693423626,682051913796997.6,15.972530744453772,1140142671118581.2,0.005088115822767029,9.279102551797031e-06,2.9704000000000006,35.8,2023-05-05 04:09:00,0.0005823126778361597,0.5399959669412304,0.0,7,505.4732103053465,0.0005823126778361597,2.7150571,-9.322758,0.5399959669412304,0.007118168,0.0,0.7002950539963819,0.0,12430.578898437592,-0.7042767810084202,-0.7099255001283007,4.143264267002968,241.40179863320148,0.43653369846364964,inf,0.0,232.92797768321063,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0005694462,3.2381806e-07,53511.684,0.52571785,-232.79523,0.0,0.0,1.0,-7.263862114512214e-13,3.02146e-12,2.3589846e-16,0.0,0.0,0.0,7.479999999999998e-16,3.0819859389445775e-14,2.295073916997053e-12,1225.3146872291402,12.430578898437592,5.88968033933849e-13,0.0005694462,3.2381806e-07,53511.684,0.52571785,-232.79523,0.0,0.0,0.0,-7.263862114512214e-13,3.02146e-12,2.3589846e-16,0.0,0.0,0.0,7.479999999999998e-16,3.0819859389445775e-14,2.295073916997053e-12,1225.3146872291402,12.430578898437592
8,8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,-0.5268981643144426,34610D,246.21408,3.0143535,-8.151666,207.2767913743356,66463.17181673224,0.409812860485251,0.74764756826855,57.02684238481361,64.5572253971886,1929.5501263385804,0.0004358084476464,46319.52510881937,0.6233774401169674,0.4752236865401134,0.7796759761599182,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,16.14567706550575,1.2038893574548115,0.6589484487655257,32.27859376407086,15.883145162215284,32.04691239295008,1513631431193463.5,23.6359366919886,810.676226889358,1450.35432754655,0.0435808447646,0.0233240304275581,0.373823784134275,32.2786126985943,16.0274093834396,16.020427545780244,7.558295130725842,0.716207423064712,562440175462770.3,14.080041234650938,1022246819000406.2,0.004257346878249489,7.2849342197748954e-06,2.9704000000000006,35.8,2023-05-05 04:10:00,0.00043580844764648096,0.6233780376108762,0.0,8,463.1952510881937,0.00043580844764648096,3.0143535,-8.151666,0.6233780376108762,0.0068721445,0.0,0.6553807213685862,0.0,12894.637238011368,-0.7060505909466769,-0.7081613961688737,3.823752549007063,240.47459310206787,0.47848114600045605,inf,0.0,232.31742443713486,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00042645723,3.2178582e-07,59799.44,0.6025113,-236.20605,0.0,0.0,1.0000000000000002,-6.918293677061624e-13,2.513731e-12,2.3574182e-16,0.0,0.0,0.0,7.48e-16,2.4668462353733298e-14,1.8219015796604093e-12,1226.1213965572845,12.894637238011368,3.479462215729695e-13,0.00042645723,3.2178582e-07,59799.44,0.6025113,-236.20605,0.0,0.0,0.0,-6.918293677061624e-13,2.513731e-12,2.3574182e-16,0.0,0.0,0.0,7.48e-16,2.4668462353733298e-14,1.8219015796604093e-12,1226.1213965572845,12.894637238011368
9,9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,-0.5283243666946007,34610D,241.31236,3.151282,-7.0203147,203.91305453955985,66406.14497434742,0.40867556546789446,0.786788255513248,60.49818844162361,68.8659489232136,2192.215937007564,0.0003403078246873,42654.61853884109,0.7446786911052801,0.5041515703468634,0.8312198924505357,climb,7.5,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,14.50052229816632,1.0826045311623549,0.6548057292366644,34.432548755681,16.22879073630806,36.28235539,1450000000000000.0,23.9904427695071,815.267139847807,1495.71244939435,0.0340307824687,0.0243532758008585,0.393394127756624,34.4329744616068,16.1536431884353,16.148147847368634,6.738233279219879,0.7339808922609989,636326108844086.9,12.199998658103707,905214884798680.6,0.0050563295230772855,8.364224570035226e-06,2.9704000000000006,35.8,2023-05-05 04:11:00,0.00034030782468735056,0.7446789257737875,0.0,9,426.54618538841095,0.00034030782468735056,3.151282,-7.0203147,0.7446789257737875,0.008221828,0.0,0.6157847710700174,0.0,13073.016020263154,-0.7085019961968824,-0.7057088077847923,3.514146783803318,239.5082185178275,0.5445064843636226,inf,0.0,231.83323456948509,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00033319413,3.3420525e-07,65611.86,0.7253589,-239.69379,0.0,0.0,0.9999999999999999,-6.598653778443422e-13,2.1230296e-12,2.3669915e-16,0.0,0.0,0.0,7.48e-16,2.0005834075296954e-14,1.463164224448663e-12,1226.960565195673,13.073016020263154,3.492509225684737e-13,0.00033319413,3.3420525e-07,65611.86,0.7253589,-239.69379,0.0,0.0,0.0,-6.598653778443422e-13,2.1230296e-12,2.3669915e-16,0.0,0.0,0.0,7.48e-16,2.0005834075296954e-14,1.463164224448663e-12,1226.960565195673,13.073016020263154
