engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.11641484346452725,0.10907951057511818,0.0,0.0,0.10018287155700047,0.10018287155700047
GTF,-23.803949555181283,-23.462982113396986,-16.81462783093653,-16.81462783093653,-22.971502462591957,-22.971502462591957
GTF2035,-16.94540928016933,-17.17122087787632,-23.167809690526155,-23.167809690526155,-17.611192940330078,-17.611192940330078
GTF2035 - 20,-17.35907798441379,-17.651982057472697,-25.077287177662395,-37.92023299622533,-18.197828079905676,-19.15129667734819
GTF2035 - 100,-18.973205199271394,-19.52807406263896,-32.52988148069699,-95.50144824849156,-20.48720820117879,-25.163251620644093
GTF2035WI,-94.18964588383231,-91.35060591846381,-30.41093707750656,-30.41093707750656,-86.85070999616697,-86.85070999616697
GTF2035WI - 20,-94.13541837490098,-91.36770818966501,-31.728803310224823,-43.4314666620894,-86.96289428313125,-87.82862769801966
GTF2035WI - 100,-94.33190285356355,-91.86175666137841,-38.88748963009739,-95.92475501550118,-87.94961467116819,-92.16869031356634
