engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.12493397458177076,-71.17935314767439,3.7540016139123145,0.0,0.0,4.804757266764893,4.804757266764893
GTF,-19.959749759328535,-57.416504870817285,-15.707327334154177,-15.489535646005162,-15.489535646005162,-14.359352596945474,-14.359352596945474
GTF2035,-13.892826064739772,-59.33197115999987,-11.000148616337977,-22.20592515055204,-22.20592515055204,-10.847430121342638,-10.847430121342638
GTF2035 - 20,-14.322684817806437,-62.62059570765797,-11.622006224077836,-24.139992834149705,-37.14382309108602,-11.63568186563685,-12.882600170063627
GTF2035 - 100,-16.00022101200093,-69.13280424084522,-14.271193821870751,-31.688067545009762,-95.44544455326782,-14.858417242767649,-20.947893788511838
GTF2035WI,-93.85606217872284,-63.58164199510005,-88.76551040334657,-28.913874233385872,-28.913874233385872,-84.89145033415532,-84.89145033415532
GTF2035WI - 20,-93.91638023918347,-65.8774424454523,-89.00628662100594,-30.70809942305524,-42.585981132375814,-84.80431981094054,-86.04319930015554
GTF2035WI - 100,-94.03626512328954,-73.43819124813587,-90.59041302851287,-37.60189841386623,-95.83971927622062,-85.13703344711443,-91.01518776288889
