trajectory,season,diurnal,engine,saf_level,water_injection,contrail_atr20_cocip_sum,contrail_atr20_cocip_sum_baseline
sfo_dfw,2023-11-06,daytime,GTF2000,0,0,1.6372451387993592e-14,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF,0,0,4.212479485734408e-14,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035,0,0,1.5548332353986073e-15,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035,20,0,1.245045501820325e-15,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035,100,0,1.1630510351283718e-14,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035_wi,0,15,1.1301030519939826e-14,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035_wi,20,15,1.3247625477129476e-14,-2.897945867165023e-13
sfo_dfw,2023-11-06,daytime,GTF2035_wi,100,15,1.7969869917103864e-14,-2.897945867165023e-13
bos_fll,2023-05-05,daytime,GTF2000,0,0,1.2472636712711245e-12,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF,0,0,1.389805457498825e-12,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035,0,0,7.522639596794792e-13,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035,20,0,7.760696358606915e-13,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035,100,0,4.50107935300954e-13,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035_wi,0,15,5.90964872690342e-13,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035_wi,20,15,4.518166788296619e-13,-6.230498836255031e-12
bos_fll,2023-05-05,daytime,GTF2035_wi,100,15,1.1211073749155317e-13,-6.230498836255031e-12
dus_tos,2023-02-06,daytime,GTF2000,0,0,5.01696205234689e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF,0,0,3.1682896976074345e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035,0,0,2.1857223181123185e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035,20,0,1.769656146524466e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035,100,0,1.8115476380436872e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035_wi,0,15,2.5582642073574897e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035_wi,20,15,2.305859847122774e-12,-1.9516369391058238e-11
dus_tos,2023-02-06,daytime,GTF2035_wi,100,15,2.019034730464394e-12,-1.9516369391058238e-11
hel_kef,2023-08-06,daytime,GTF2000,0,0,9.78937045805486e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF,0,0,8.716960020059e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035,0,0,5.717379634126362e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035,20,0,4.910654421105837e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035,100,0,2.24860326533586e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035_wi,0,15,4.393167006609527e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035_wi,20,15,3.8263587117109795e-12,-6.791855766541831e-13
hel_kef,2023-08-06,daytime,GTF2035_wi,100,15,1.365039030326871e-12,-6.791855766541831e-13
hel_kef,2023-11-06,daytime,GTF,0,0,-5.990870835963501e-12,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035,0,0,-8.85104261084359e-12,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035,20,0,-1.0845156796186176e-11,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035,100,0,-1.0858469493742276e-11,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035_wi,0,15,-1.0734070014567509e-11,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035_wi,20,15,-1.4548639773739054e-11,2.3850842970424413e-09
hel_kef,2023-11-06,daytime,GTF2035_wi,100,15,-7.967960730464766e-12,2.3850842970424413e-09
lhr_ist,2023-05-05,daytime,GTF2000,0,0,3.21931320209607e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF,0,0,2.5549785996759508e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035,0,0,2.7932316649025108e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035,20,0,2.666487859504186e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035,100,0,2.1673130505976608e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035_wi,0,15,2.973357198459239e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035_wi,20,15,2.7343765901458008e-11,-1.2634436769877845e-10
lhr_ist,2023-05-05,daytime,GTF2035_wi,100,15,2.038065632737726e-11,-1.2634436769877845e-10
