engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.7005371882464367,-68.08573518193221,7.394256061751498,0.0,0.0,4.142167253557086,4.142167253557086
GTF,-19.41772829714477,-39.702601668888576,-11.96087106610657,-16.148861290305703,-16.148861290305703,-15.001865070207,-15.001865070207
GTF2035,-12.897833672072126,-42.39093270307875,-6.633413933857637,-22.764095716545867,-22.764095716545867,-10.493298924176667,-10.493298924176667
GTF2035 - 20,-13.332830418948461,-45.18077533136594,-6.6216376759941635,-24.68422242059036,-37.59458489007159,-10.530234628207696,-11.604769534945678
GTF2035 - 100,-15.015284012567218,-51.93808917484159,-7.570233943348846,-32.168198974335056,-95.47735100464759,-11.872358914739925,-17.14492772986669
GTF2035WI,-93.80710967109508,-46.230047292952506,-77.26236837586808,-29.75484210197769,-29.75484210197769,-74.3821602171501,-74.3821602171501
GTF2035WI - 20,-93.83819080639867,-49.243442352792385,-75.13344574113543,-31.500431014364562,-43.24160130139271,-74.8004099658493,-75.76696297943492
GTF2035WI - 100,-93.94850250349303,-55.54505508447899,-76.32125421960224,-38.25918205225381,-95.8830894584254,-77.09397924027228,-82.25419310363795
