engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.25064510152442326,0.23868131339006574,0.0,0.0,0.21931090707521853,0.21931090707521853
GTF,-22.224408172654975,-21.932089719077815,-16.992025273557022,-16.992025273557022,-21.542618661717217,-21.542618661717217
GTF2035,-17.265724763515333,-17.564044239112743,-24.16388637922515,-24.16388637922515,-18.142436331531606,-18.142436331531606
GTF2035 - 20,-17.394356741624748,-17.780522814058003,-25.963408070663903,-38.653836617347594,-18.49126125159797,-19.556897608744517
GTF2035 - 100,-19.29741195793474,-19.955201305575617,-33.40879794548313,-95.55971712191646,-21.107787109258915,-26.330378210557193
GTF2035WI,-93.89737400481269,-90.77607181400057,-30.550085817299504,-30.550085817299504,-85.72446675256936,-85.72446675256936
GTF2035WI - 20,-93.95682775919603,-90.91281276822315,-32.14469320758882,-43.775910809847495,-85.98466941417749,-86.95998156874768
GTF2035WI - 100,-94.02781877026337,-91.31307525177291,-38.94921137547216,-95.92924286231074,-86.92064590171053,-91.70437921272229
