engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.4562573355652297,-66.94640654843327,-8.36155238816351,0.0,0.0,-8.698514046253566,-8.698514046253566
GTF,-20.15333022497618,-45.27254328843343,-25.359641660600822,-15.847105124040056,-15.847105124040056,-25.502828778458035,-25.502828778458035
GTF2035,-13.311357082994826,-47.633165452545825,-20.619285295077756,-22.364936382182414,-22.364936382182414,-21.569581454522293,-21.569581454522293
GTF2035 - 20,-13.74110550018096,-50.17415126964357,-21.07596097793389,-24.290931502500303,-37.268748384464665,-22.113280375035963,-23.00653506065705
GTF2035 - 100,-15.40692311079572,-53.87907238737617,-23.283921471959175,-31.809516210211353,-95.45345421959269,-24.67374990073872,-29.0535596938968
GTF2035WI,-93.67558695188644,-48.205298140322775,-85.59122177420754,-29.10873180312668,-29.10873180312668,-82.10720505444606,-82.10720505444606
GTF2035WI - 20,-93.76690102188336,-50.875405265675475,-85.48203549021561,-30.902155202549093,-42.74638988207053,-82.48474623932911,-83.40854845178562
GTF2035WI - 100,-93.96045828210757,-55.62408266102115,-86.91899268227199,-37.84591346221969,-95.85575448554648,-83.94612966604707,-88.50454832173644
