engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.6429690725653688,-68.97876370956617,12.058670503216968,0.0,0.0,10.288095030533686,10.288095030533686
GTF,-19.713755405019274,-52.266373891223395,-10.284938136437853,-15.773256522244816,-15.773256522244816,-11.461502344536145,-11.461502344536145
GTF2035,-12.907442961983934,-55.6999998725112,-4.3146472574516626,-22.327806420799817,-22.327806420799817,-6.559082614593893,-6.559082614593893
GTF2035 - 20,-13.321082359925414,-57.76388665280102,-3.9631759473516333,-24.245801897205528,-37.23139545843742,-6.35638538374583,-7.504593149981777
GTF2035 - 100,-14.981389677424616,-57.12706528654282,-4.552146270941532,-31.760020002170304,-95.4501742103671,-7.49598507804339,-13.146956466210478
GTF2035WI,-93.4936880355059,-51.55206612570762,-86.68820782694124,-28.984154481466927,-28.984154481466927,-83.15336902728878,-83.15336902728878
GTF2035WI - 20,-93.62895876962288,-54.303367657217684,-85.70579445726858,-30.79638456048749,-42.65855860564919,-83.05156246752577,-84.17056001797086
GTF2035WI - 100,-93.89820885887686,-62.660653770463504,-86.63092785886907,-37.82575383986732,-95.85427966233364,-83.69770921151016,-89.23674057987476
