Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,fuel_flow_corrected
0,1,461f63,FIN43D,60.33805847167969,24.99399119410021,82.825555484,518.1600000000001,-0.2100595489953229,34610D,270.08453,-0.6988307,-9.352591,101.04026371280816,69696.73355775926,0.2549760436784047,0.9207030183309564,55.24218109985739,100208.35482173032,1018.1482363703084,2023-05-04 21:01:00,0.0021542532091211,0.9525308221487128,0.6968372381968352,0.4603515091654782,0.4877027569841,0.0154594490939166,0.0002711925310143,5.403882148222992e-05,1.3863660702408271e-05,1013094254242638.4,174.5100500944495,68.3345780205236,0.0662906173198288,0.0013528697412209,0.0011048436219971,0.8540136865501716,0.0149812669112236,0.0029852223627442,0.0007658588552294,5.59655362640968e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,30.495901300847848,4.508689301884783,0.3066915747116087,50.10417741086517,15.459449093916684,13.863660702408271,1013094254242638.4,28.0105777772161,750.965805936626,1066.36493703694,0.215425320912,0.0161999187837908,0.384693126027588,50.1045811926493,23.7466083109319,23.69556207030003,19.24299381035497,0.5241070959122824,0.8470760602955464,943290855815013.2,11.867237458875168,0.9207030183309564
1,2,461f63,FIN43D,60.37413024902344,25.075630977235992,118.32222212,845.82,-0.2103553570766212,34610D,267.34067,-0.49952975,-8.746495,126.49559489660588,69641.4913766594,0.2742441978329068,1.3702508098813793,82.21504859288275,128127.2697020128,2502.2892407036084,2023-05-04 21:02:00,0.0018950551319709,0.9156803740577508,0.744310552471869,0.6851254049406896,0.7343204030302902,0.0185881784858617,0.0002729739062216,5.790850074082201e-05,2.559477445914603e-05,1566805814603140.0,259.7173385049166,101.70001510939598,0.0986580583114593,0.0020134297614583,0.0016443009718576,1.528227997468303,0.0224425629646013,0.0047609502023476,0.0021042756258825,1.288150161832084e+17,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,26.031996204113423,3.85546736261496,0.3859225089117658,64.0636348510064,18.588178485861768,25.59477445914603,1566805814603140.0,36.1368322283132,796.807325102842,1223.77386923187,0.189505513197,0.018393530661486,0.558662428904541,64.0638276681554,30.3727674249249,30.31531822554425,12.907390689036252,0.6680725732417031,2.088711231057933,1433235305640121.8,21.29210555626732,1.047896496646254
2,3,461f63,FIN43D,60.429134045617054,25.12445722307477,130.668888776,1653.5400000000002,-0.210241646385678,34610D,261.49612,2.0787206,-6.4071717,148.60255904568504,69559.27632806652,0.2885879300625939,1.1052191689632924,66.31315013779755,92572.02024721607,1436.098199407674,2023-05-04 21:03:00,0.0011555097466908,0.8297478838491327,0.6875920416609302,0.5526095844816462,0.6083708406562408,0.0170954090455107,0.0002806051304799,5.7838087870844814e-05,2.051766695262228e-05,1327165045802254.2,209.48324128530248,82.02936672045557,0.079575780165357,0.0016239955135787,0.0013262630027559,1.1336504267020189,0.0186078101469562,0.0038354258046624,0.0013605911291065,8.800849493992184e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,26.13760662114649,3.8904387339660658,0.458406612439052,46.28601012360804,17.09540904551078,20.51766695262228,1327165045802254.2,30.146548930237,767.142030422559,1130.83984771769,0.115550974669,0.0166971513419255,0.430574587081245,46.2866434324727,25.7873081619676,25.75754506759117,15.219625232355693,0.5718304230403718,1.363685099174097,1040490440116635.0,14.044160651789324,0.9012798708877516
3,4,461f63,FIN43D,60.486236572265625,25.02050991716056,151.76111098,2118.36,-0.2096878757302901,34610D,258.11966,4.025046,-6.3265367,168.86012279050243,69492.96317792872,0.2994981108363226,1.1232249788438609,67.39349873063165,85923.74501964415,1434.4225814738652,2023-05-04 21:04:00,0.0008776803371523,0.7833368200305779,0.6706536831924057,0.5616124894219304,0.631480981698423,0.017336563336928,0.0002850804112617,5.909667973091402e-05,2.1675682892356573e-05,1381823693413128.5,212.89606249006536,83.36575792979136,0.0808721984767579,0.0016504530301379,0.0013478699746126,1.1683716592407738,0.019212566334494,0.0039827320104298,0.0014608001074916,9.312593332799442e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,27.124427808107377,4.044857594272423,0.5242926535844976,42.96187250982207,17.336563336928023,21.675682892356573,1381823693413128.5,30.2619574699127,770.622778199422,1120.88777612468,0.0877680337152,0.0164546068873531,0.425369525797169,42.9620131495635,25.8510901359852,25.82842103869984,15.748259196577404,0.5825338756813861,1.3071723128334125,987470661024893.6,13.505624909337964,0.8952944377879963
4,5,,,60.54089218520622,24.86228326150616,156.5968887536,2583.378890701468,-0.2090311261432897,34610D,254.98534,5.587601,-6.8151526,184.3142828815975,69425.56967919809,0.3101250211419544,1.1940129884614488,71.64077930768693,86649.55271628837,1567.6695215798177,2023-05-04 21:05:00,0.0006722167583041,0.7390320336720873,0.6495231604531612,0.5970064942307244,0.6869820737666257,0.0178997327486681,0.0002905687548912,6.101578487387917e-05,2.441965796568195e-05,1511340016496149.2,226.31322183298292,88.61964400360874,0.0859689351692243,0.001754468064678,0.0014328155861537,1.2823508035139095,0.0208165720428717,0.0043712183784348,0.0017494433270886,1.0827357658067654e+17,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,26.580899906982523,3.9692668596790974,0.5757826975542707,43.32477635814418,17.899732748668125,24.41965796568195,1511340016496149.2,31.5492026407681,780.284934988609,1144.7293984204,0.0672216758304,0.0167345085508492,0.45005419023495,43.3246170135533,26.8937799318948,26.87571362680348,14.836194566360469,0.6131684538757838,1.520999703812604,1030691444047449.8,14.58097112373756,0.9250796297712957
5,6,,,60.58972609021037,24.6648793684984,161.4326665272,3092.041859706362,-0.2083675180257466,34610D,251.72313,6.433885,-7.552772,198.1226571470029,69353.92889989041,0.3169156817781831,1.1672386859768975,70.03432115861385,80528.33447685762,1567.1882446753068,2023-05-04 21:06:00,0.0005595831189813,0.6929154882889377,0.6930190033706422,0.5836193429884488,0.6898212937074606,0.0177636002230593,0.000297397799392,6.248921883032537e-05,2.4740402514368845e-05,1526479240973325.8,221.2384205400612,86.63245527320534,0.0840411853903366,0.0017151262324558,0.0014006864231722,1.2440616829549658,0.0208280529944873,0.0043763900205139,0.0017326772952846,1.06905937404283e+17,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.453923903702208,3.803844999426983,0.6229164521997862,40.26416723842881,17.763600223059388,24.74040251436885,1526479240973325.8,30.7899117204082,779.330072543966,1142.91268006576,0.0559583118981,0.0165422348208207,0.43611040042867,40.2641379484153,26.3634511994574,26.348706907864774,14.492511167141211,0.610077864758027,1.572908495070475,974258947566129.6,13.739082776869408,0.9039943543339676
6,7,,,60.63855999521452,24.467475475490644,166.2684443008,3600.7048287112566,-0.2077029740402565,34610D,248.61993,6.1255445,-8.267253,206.45383906274483,69283.8945787318,0.3203584785518051,1.104700312138322,66.2820187282993,73932.80680856896,1566.5480419506714,2023-05-04 21:07:00,0.0004623382602194,0.649157329138443,0.7277619237150814,0.5523501560691609,0.6699329300352233,0.0173421562633061,0.0003051103932569,6.382347100243427e-05,2.422578668848629e-05,1502189242781809.0,209.38489716269748,81.99085716690625,0.0795384224739591,0.0016232331117134,0.0013256403745659,1.149473126233553,0.0202233328000584,0.0042303485002884,0.001605734046994,9.956813552351362e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.396549612261435,3.648202983536125,0.6531489178861958,36.96640340428448,17.34215626330617,24.225786688486288,1502189242781809.0,29.313602891061,774.324290256766,1131.1135748692,0.0462338260219,0.0162335397576173,0.409660030650321,36.9668873768365,25.2354099455169,25.223748041731078,14.509599767912915,0.5941021550298896,1.5255401567753368,895130214973176.6,12.407951095793246,0.8650913693564681
7,8,,,60.68739390021867,24.270071582482885,171.1042220744,4109.367797716151,-0.2070374960883641,34610D,245.31146,5.0336337,-9.267928,209.3262932329279,69217.61256000349,0.3225745154824436,1.0501638572007963,63.009831432047775,69797.97069829107,1565.681974332865,2023-05-04 21:08:00,0.0003788285701686,0.6076641582646767,0.7793422819598272,0.5250819286003982,0.6488936034776918,0.0169268795546618,0.0003122607027298,6.500106602401529e-05,2.402931352674191e-05,1492915659453375.2,199.0480574938389,77.9431614814431,0.0756117977184573,0.0015430979126215,0.0012601966286409,1.0665598274098207,0.0196754942418622,0.0040957062130766,0.0015140829947478,9.406836404442162e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.777445786426007,3.557609292174368,0.6666871403535972,34.89898534914553,16.926879554661873,24.02931352674191,1492915659453375.2,27.9921839505815,768.766797182146,1118.56169661353,0.0378828570169,0.0160100563751223,0.38709185743896,34.8984464018236,24.1780446220324,24.168888756462223,14.757671292565608,0.5768041826437393,1.4368454835427806,839270103998393.5,11.398997772309563,0.8313599082611289
8,9,,,60.736227805222825,24.07266768947513,175.939999848,4618.030766721044,-0.2063710860749995,34610D,242.14302,4.5554647,-10.968544,209.4880763362564,69154.60272857144,0.3253674249146178,1.0283926349734935,61.703558098409616,68889.52292974327,1565.4258225198882,2023-05-04 21:09:00,0.0002605431508975,0.5683451722472721,0.696046268520874,0.5141963174867468,0.6474975525853361,0.0167353557529615,0.0003202715611153,6.66466633164838e-05,2.492487277549941e-05,1535186284332448.8,194.92154003287595,76.3273013677327,0.0740442697180915,0.0015111075452671,0.0012340711619681,1.032630996000418,0.0197618948785494,0.0041123362620138,0.0015379533353984,9.472645608718883e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.10469887997496,3.459685060949516,0.6715533924779669,34.44476146487163,16.73535575296157,24.924872775499416,1535186284332448.8,27.2753842083297,766.7613915407,1118.77942208545,0.0260543150898,0.0160571936022456,0.378382155575101,34.4443288719033,23.5646505203863,23.558512511306148,14.711553067564688,0.5706688658615431,1.4278081916392436,826100623639515.4,11.133897321927265,0.8178316602603001
9,10,,,60.78506171022698,23.87526379646737,180.7757776216,5126.693735725938,-0.2057037459084431,34610D,239.02884,4.4992013,-12.598233,209.99825954015697,69092.89917047303,0.3277441619202776,1.0044428399233645,60.26657039540187,67612.02672857138,1565.5904508380574,2023-05-04 21:10:00,0.0001773260913948,0.5311121215722205,0.6164109851798929,0.5022214199616822,0.6453152309343559,0.016517172761209,0.0003288375302921,6.839385431089542e-05,2.577265328777041e-05,1575201740667375.2,190.3820958790745,74.54974757911212,0.0723198844744822,0.0014759160096833,0.001205331407908,0.9954333549464202,0.0198179101680046,0.0041218630354404,0.0015532294236437,9.493200659088994e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.4753896157112,3.3673229693635505,0.6775600170238073,33.80601336428569,16.51717276120906,25.772653287770414,1575201740667375.2,26.4976262884503,764.698350237822,1117.83002234946,0.0177326091395,0.0160858641942432,0.368311544777093,33.8050725727539,22.8965966844917,22.89253724034076,14.726993247273215,0.5644060833378107,1.4062883939943505,807079006185934.4,10.789103333883173,0.8018197992775354
10,11,,,60.833895615231135,23.677859903459616,185.6115553952,5635.356704730832,-0.2050354775002619,34610D,235.99016,4.4537396,-13.966539,210.43535397405853,69032.63260007763,0.3297641481594221,0.9877222277486108,59.26333366491664,66757.33916948829,1565.1161660123032,2023-05-04 21:11:00,0.000141618736032,0.4958792701339632,0.6402385699626797,0.4938611138743053,0.6484241210581376,0.0163352876015782,0.0003381050838504,7.037311162518005e-05,2.721419204154848e-05,1586236094443955.0,187.21287104747168,73.30874374350189,0.0711160003978999,0.0014513469468959,0.0011852666732983,0.9680835996447048,0.0200372343980334,0.0041705451952814,0.0016128037433794,9.400563893636634e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.013481319555765,3.2989046765332235,0.683327608405082,33.378669584744145,16.3352876015782,27.214192041548475,1586236094443955.0,25.8266031395895,763.846284300817,1118.177120498,0.0141618736032,0.0161622925005352,0.360216395974497,33.3786252169177,22.2874568049408,22.28430093040968,14.817878116868703,0.5618451820720735,1.37773287245209,792583545493753.2,10.559099143286645,0.7892337098357016
11,12,,,60.88272952023529,23.48045601045186,190.4473331688,6144.0196737357255,-0.2043662827653535,34610D,232.6833,3.2031407,-14.626984,211.1226358497496,68973.36926641272,0.3312943982764333,0.9864770481372804,59.18862288823683,66764.52085846377,1564.3870755400185,2023-05-04 21:12:00,0.0001229150756102,0.4625633548700363,0.7507939877929486,0.4932385240686402,0.659284136200363,0.0162632964930993,0.0003464462764229,7.229272961320505e-05,2.9710497015993284e-05,1548732707353177.5,186.9768597039401,73.21632651274896,0.0710263474658841,0.0014495172952221,0.0011837724577647,0.9626021230496404,0.0205056780062293,0.0042789071106372,0.0017585234037017,9.166735617020526e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.501404740924155,3.2225678643491653,0.6904136745227423,33.382260429231884,16.263296493099325,29.710497015993283,1548732707353177.2,25.3697092125085,764.270186469761,1124.07971316974,0.012291507561,0.0163592233944706,0.357246123038268,33.3823585275829,21.8375967137301,21.83491287376328,14.771076591706631,0.5631192285441262,1.3803472742745146,795653376955407.5,10.618142843417608,0.7847595650016201
