engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.24581088995436856,0.2340070549315159,0.0,0.0,0.21453690749436705,0.21453690749436705
GTF,-22.23233768815697,-21.748327660643017,-13.512693202701879,-13.512693202701879,-21.087635287911514,-21.087635287911514
GTF2035,-13.20850007087877,-13.492930953317527,-20.433862713789015,-20.433862713789015,-14.098808089519052,-14.098808089519052
GTF2035 - 20,-13.587126175772205,-13.953306341824497,-22.394538516474377,-35.69578352767944,-14.686388115308672,-15.813492432230477
GTF2035 - 100,-15.224765978434155,-15.900320315194802,-30.105269992345285,-95.33885139419102,-17.120568320932538,-22.652726022109135
GTF2035WI,-93.78865007916592,-90.54854399159247,-28.79234344614318,-28.79234344614318,-85.3213854488797,-85.3213854488797
GTF2035WI - 20,-93.7664325834604,-90.61640747999456,-30.594308698927282,-42.48987532788908,-85.53560816524785,-86.54199125807216
GTF2035WI - 100,-93.9590166778542,-91.12753218427343,-37.087490267632425,-95.8036677443542,-86.55233088060632,-91.5258101757955
