engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.5071992073806083,-45.4841034491497,-9.242164534647353,0.0,0.0,-9.18297534982628,-9.18297534982628
GTF,-21.686597796776322,-3.0581962035560517,-27.15073651076429,-11.857274073444719,-11.857274073444719,-26.60498404327875,-26.60498404327875
GTF2035,-11.976295223165563,-2.5532617225149736,-19.21765893947415,-18.59684602249456,-18.59684602249456,-19.61765234716544,-19.61765234716544
GTF2035 - 20,-12.360986087866978,-9.765186999394121,-20.037680590766602,-20.576480132056588,-34.18933377646468,-20.51754197332805,-21.36247896515327
GTF2035 - 100,-14.005933629469961,-9.65337076942467,-22.811811885301246,-28.48324419344698,-95.23068423328417,-23.613773520214203,-27.74999436073491
GTF2035WI,-93.52957287897648,3.493334138865114,-87.57988915944047,-27.440976337591295,-27.440976337591295,-83.49975388375586,-83.49975388375586
GTF2035WI - 20,-93.56446117799536,-2.1737835773577947,-88.08254624166344,-29.181615293495117,-41.31966758953949,-84.10744549718298,-84.92031741452598
GTF2035WI - 100,-93.68958961149288,0.1762837595950779,-89.60602156993603,-35.882241129982475,-95.72419189571801,-86.04986546719101,-90.0406886790305
