engine_display,H₂O,NOx,Non-CO₂ (Contrail aCCF),CO₂,CO₂,Total (Contrail aCCF) Conservative,Total (Contrail aCCF) Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.0,0.0012776312948906642,0.00125773730648296,0.0,0.0,0.0012031315040365665,0.0012031315040365665
GTF,-16.129309395304578,-13.753491359537017,-13.789490858685177,-16.17089882399142,-16.17089882399142,-13.89085363823986,-13.89085363823986
GTF2035,-23.314502363709806,-7.93106660727341,-8.164173611176482,-23.353409360817825,-23.353409360817825,-8.810644974464996,-8.810644974464996
GTF2035 - 20,-22.030116490596978,-8.392977495310172,-8.599622458652178,-25.22972896253191,-38.07227071592744,-9.307418058529377,-9.854003995076436
GTF2035 - 100,-17.138816101979604,-10.195280081906752,-10.300495323185203,-32.69885972784423,-95.51325731518962,-11.253791104427611,-13.927207871633158
GTF2035WI,-29.359368416226374,-93.64836363220654,-92.56650869507101,-29.399141545553988,-29.399141545553988,-89.82298713247205,-89.82298713247205
GTF2035WI - 20,-28.17546523567612,-93.68031406888959,-92.57973890571809,-31.12672679565957,-42.956400201237074,-89.91070393637217,-90.42479198253778
GTF2035WI - 100,-23.666517961384553,-93.80494966843132,-92.63314558933459,-38.004202365177846,-95.8669468243452,-90.26061999930182,-92.77522601096027
