engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.4521398072946517,-64.36759530025255,-7.947404777206646,0.0,0.0,-8.09935495561028,-8.09935495561028
GTF,-20.612508867727325,-43.23457833776415,-25.22384783242055,-15.847105124040056,-15.847105124040056,-25.121708656784726,-25.121708656784726
GTF2035,-12.071368203075645,-45.58829640316177,-19.122636406926087,-22.364936382182414,-22.364936382182414,-19.952941586258618,-19.952941586258618
GTF2035 - 20,-12.508836106919755,-48.565291230303586,-19.65504237338408,-24.290931502500303,-37.268748384464665,-20.576146138272193,-21.472394956372003
GTF2035 - 100,-14.202426688215011,-52.445752421665084,-21.992350114609565,-31.809516210211353,-95.45345421959269,-23.27141810901624,-27.660990864288635
GTF2035WI,-93.57598221983375,-46.54982251476237,-85.64082942668243,-29.10873180312668,-29.10873180312668,-81.62535589906288,-81.62535589906288
GTF2035WI - 20,-93.67020779653949,-49.51352634473859,-85.8469384895638,-30.902155202549093,-42.74638988207053,-82.1175131264326,-83.04106979577384
GTF2035WI - 100,-93.86788364498892,-54.559057623865094,-87.26903067420595,-37.84591346221969,-95.85575448554648,-83.64201429405651,-88.34347043321381
