engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.3083671915442501,0.29640342586075347,0.0,0.0,0.2755185016860491,0.2755185016860491
GTF,-26.4188591486789,-25.78401383761581,-12.982242455427587,-12.982242455427587,-24.839135805003483,-24.839135805003483
GTF2035,-16.124296236799804,-16.289518984512778,-20.84313266458518,-20.84313266458518,-16.64568853835048,-16.64568853835048
GTF2035 - 20,-16.55127162938904,-16.79338276204749,-22.81704004772689,-36.04737611396767,-17.260484691236595,-18.257103124465264
GTF2035 - 100,-18.072348211323977,-18.614126597054927,-30.460694609082584,-95.36342516028002,-19.518647895039763,-24.41050326318398
GTF2035WI,-94.0345403570129,-90.9086939251057,-29.0396324320791,-29.0396324320791,-86.24917364439139,-86.24917364439139
GTF2035WI - 20,-94.03902334095466,-90.99541368976584,-30.779863327668718,-42.644888677566826,-86.46015453005059,-87.35344008333364
GTF2035WI - 100,-94.18008755658394,-91.4518337836428,-37.414370525755004,-95.82649933450341,-87.37803734859013,-91.78259148295504
