trajectory,season,diurnal,engine,saf_level,water_injection,contrail_atr20_cocip_sum,contrail_atr20_cocip_sum_baseline
gru_lim,2023-02-06,daytime,GTF2035_wi,100,15,-8.561668513704399e-13,4.1381488222235096e-11
