engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.24081659107726786,0.2284055450230089,0.0,0.0,0.20820670090454196,0.20820670090454196
GTF,-20.912830431030358,-20.741200448248833,-17.569528301718044,-17.569528301718044,-20.474038969904235,-20.474038969904235
GTF2035,-16.926936132694586,-17.24034433976008,-24.97161111360016,-24.97161111360016,-17.949335853166442,-17.949335853166442
GTF2035 - 20,-16.191476106118895,-16.63017218926253,-26.496280192117105,-39.09600536033852,-17.52639715210448,-18.657264610599658
GTF2035 - 100,-18.976862616862476,-19.61504157232395,-34.124425256240556,-95.60798457458665,-20.931607211736882,-26.449641038855287
GTF2035WI,-93.64035237092028,-90.81006840853895,-30.84304540207367,-30.84304540207367,-85.42725971528293,-85.42725971528293
GTF2035WI - 20,-93.89768577201762,-91.12768840346483,-32.581274217242694,-44.138053467132295,-85.87644702203059,-86.91156694621664
GTF2035WI - 100,-93.77134094359857,-91.31510076909525,-39.26880572616769,-95.95083583689782,-86.64209226607407,-91.72526092979983
