engine_display,H₂O,NOx,Non-CO₂ (Contrail aCCF),CO₂,CO₂,Total (Contrail aCCF) Conservative,Total (Contrail aCCF) Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.0,0.0003569760945404416,0.0003467614051521225,0.0,0.0,0.0003319749069807452,0.0003319749069807452
GTF,-15.606151349433118,-14.47357170134527,-14.505979891948751,-15.696833281644137,-15.696833281644137,-14.556759913045319,-14.556759913045319
GTF2035,-22.19718340909304,-7.5315824905454045,-7.951231201949634,-22.328623257494666,-22.328623257494666,-8.564307738668662,-8.564307738668662
GTF2035 - 20,-20.89372191830806,-7.995093381704062,-8.364181077075749,-24.229680310464797,-37.243990420339365,-9.040713043773648,-9.595665439807972
GTF2035 - 100,-15.92940191568509,-9.802194997445572,-9.977521907132179,-31.797067010622186,-95.45313780070815,-10.907944552153772,-13.622348059434957
GTF2035WI,-28.55057284254814,-93.56081907893756,-91.70058394689673,-28.70151083934975,-28.70151083934975,-89.01419594216894,-89.01419594216894
GTF2035WI - 20,-27.35168545726758,-93.59308797209113,-91.69762392930525,-30.44517219494822,-42.39190941874393,-89.08571484108039,-89.59514410710867
GTF2035WI - 100,-22.79118032112228,-93.7194241570556,-91.68984853357941,-37.39052146926151,-95.82603476461745,-89.37443254894487,-91.86622257415318
