engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.11628242675543353,0.10895840946518916,0.0,0.0,0.10007521515903199,0.10007521515903199
GTF,-23.828384247514816,-23.486142422490126,-16.81462783093653,-16.81462783093653,-22.992917178322166,-22.992917178322166
GTF2035,-14.587657961528693,-14.898666713070686,-23.167809690526155,-23.167809690526155,-15.49991696818413,-15.49991696818413
GTF2035 - 20,-15.01335880223704,-15.391338359370513,-25.077287177662395,-37.92023299622533,-16.09768144922646,-17.05190786264007
GTF2035 - 100,-16.674581012631876,-17.314031670892568,-32.52988148069699,-95.50144824849156,-18.430606152255898,-23.110443507329553
GTF2035WI,-94.00852396688109,-91.17539498759587,-30.41093707750656,-30.41093707750656,-86.68852975441959,-86.68852975441959
GTF2035WI - 20,-93.95885100380157,-91.19673201114156,-31.728803310224823,-43.4314666620894,-86.80456219190175,-87.67022757170764
GTF2035WI - 100,-94.1553022845344,-91.69103993556162,-38.88748963009739,-95.92475501550118,-87.79154380994207,-92.0102545093267
