engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.1248416762798499,-67.15415343091951,6.759133289474244,0.0,0.0,8.116482643680312,8.116482643680312
GTF,-20.496203587586926,-55.121245056150705,-13.49484888778183,-15.489535646005162,-15.489535646005162,-11.690799036269462,-11.690799036269462
GTF2035,-13.026122557162145,-57.160608654779445,-7.684002294559038,-22.20592515055204,-22.20592515055204,-7.283790783002606,-7.283790783002606
GTF2035 - 20,-13.461082621383067,-60.21370779881329,-8.277758158282316,-24.139992834149705,-37.14382309108602,-8.061265717067812,-9.324619668540496
GTF2035 - 100,-15.15848994064637,-66.68714178807467,-11.095673805842466,-31.688067545009762,-95.44544455326782,-11.470300897371079,-17.634400052168743
GTF2035WI,-93.7899941496136,-60.664077001814206,-88.51073301076046,-28.913874233385872,-28.913874233385872,-83.11648389787794,-83.11648389787794
GTF2035WI - 20,-93.84931767234951,-63.866775840460896,-88.66793697875829,-30.70809942305524,-42.585981132375814,-83.12768102170809,-84.40325209658643
GTF2035WI - 100,-93.97060335983952,-71.90230193766357,-90.06971796835676,-37.60189841386623,-95.83971927622062,-83.38630431310764,-89.94271764932185
