engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.5082222484874496,-47.107070032543255,-9.451075831482896,0.0,0.0,-9.414173346314051,-9.414173346314051
GTF,-22.398322156013045,-4.536336438363948,-27.89838689122503,-16.044694386700062,-16.044694386700062,-27.554945400970325,-27.554945400970325
GTF2035,-15.748287743314698,-4.1087001442875986,-21.904874248554083,-22.52972631122357,-22.52972631122357,-22.363961545000233,-22.363961545000233
GTF2035 - 20,-16.202658390038707,-6.5947528878393875,-22.27567654216469,-24.466723153234156,-37.41475988718203,-22.835562111572106,-23.645453009320715
GTF2035 - 100,-17.775019652901687,-3.535478132094103,-24.885268820358412,-31.939062034926568,-95.46229316653836,-25.753407255670112,-29.7209920782547
GTF2035WI,-93.25809484338187,12.087517844789106,-85.90022458561899,-28.966914840281344,-28.966914840281344,-81.99109620267913,-81.99109620267913
GTF2035WI - 20,-93.8166555055324,5.119925326398352,-87.28043057948544,-30.97363254623618,-42.806125589789936,-83.3885874412707,-84.19151896588262
GTF2035WI - 100,-93.97943468345166,1.9491019268534298,-88.77939102234888,-38.10787578526359,-95.87335252564209,-85.33793087425906,-89.24685274138253
