engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.6429690725653688,-68.97876370956617,12.831333217976962,0.0,0.0,12.529308884645332,12.529308884645332
GTF,-19.713755405019274,-52.266373891223395,-9.700059465414231,-15.773256522244806,-15.773256522244806,-9.838046845370778,-9.838046845370778
GTF2035,-12.907442961983934,-55.6999998725112,-3.4030606847554092,-22.327806420799817,-22.327806420799817,-3.9121997448994508,-3.9121997448994508
GTF2035 - 20,-13.321082359925414,-57.76388665280102,-2.9681080388918035,-24.21549028563686,-37.23139545843742,-3.5363370493610438,-3.929430315524781
GTF2035 - 100,-14.981389677424616,-57.12706528654282,-3.2241039031447754,-31.760020002170307,-95.45017421036708,-3.9985238078830823,-5.919121959762755
GTF2035WI,-93.4936880355059,-51.55206612570762,-85.02031993583357,-28.984154481466934,-28.984154481466934,-87.44446038743887,-87.44446038743887
GTF2035WI - 20,-93.62895876962288,-54.303367657217684,-88.07451877632498,-30.76869545478512,-42.65855860564921,-85.16012017835475,-85.661640415075
GTF2035WI - 100,-93.89820885887686,-62.660653770463504,-86.41982665128546,-37.825753839867325,-95.85427966233364,-85.78808482329116,-87.47753389377955
