engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.7005371882464367,-68.08573518193221,8.435496478269014,0.0,0.0,8.14252984773641,8.14252984773641
GTF,-19.41772829714477,-39.702601668888576,-10.931981467902343,-16.148861290305685,-16.148861290305685,-11.239656987283874,-11.239656987283874
GTF2035,-12.897833672072126,-42.39093270307875,-5.351311466849544,-22.764095716545867,-22.764095716545867,-5.931168347719714,-5.931168347719714
GTF2035 - 20,-13.332830418948461,-45.18077533136594,-5.293569038075448,-24.654086439621164,-37.594584890071594,-5.905086822262976,-6.264360582888369
GTF2035 - 100,-15.015284012567218,-51.93808917484159,-5.950762578761972,-32.16819897433506,-95.47735100464759,-6.722709163933935,-8.481215689306438
GTF2035WI,-93.80710967109508,-46.230047292952506,-72.67059434403338,-29.754842101977687,-29.754842101977687,-79.4930792825179,-79.4930792825179
GTF2035WI - 20,-93.83819080639867,-49.243442352792385,-79.56140352135031,-31.473024454316228,-43.24160130139271,-74.36628224506747,-75.19266444915466
GTF2035WI - 100,-93.94850250349303,-55.54505508447899,-74.96427413944743,-38.25918205225382,-95.8830894584254,-74.84875657037901,-77.26696925084033
