engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2000,0.25519140317484235,0.2430851964503642,0.0,0.0,0.22385684549495535,0.22385684549495535
GTF,-22.41659537063064,-22.14840497168045,-17.10581272657743,-17.10581272657743,-21.753521087884256,-21.753521087884256
GTF2035,-17.482795675437586,-17.783173739038613,-24.27016291022976,-24.27016291022976,-18.339998545936016,-18.339998545936016
GTF2035 - 20,-17.313039152358908,-17.714720682990656,-25.973404414539015,-38.66199270628552,-18.418289494946873,-19.474310273446005
GTF2035 - 100,-19.499443688512955,-20.15206223896189,-33.49650322406701,-95.56551649189409,-21.27818979326296,-26.447137325318288
GTF2035WI,-93.85257260062684,-90.79461462054095,-30.473663879410818,-30.473663879410818,-85.78737541437317,-85.78737541437317
GTF2035WI - 20,-93.96900426119956,-90.98224624898248,-32.07528621646129,-43.71846948029306,-86.09439061812219,-87.06094346519319
GTF2035WI - 100,-93.96461068358167,-91.30427171314544,-38.82152623676022,-95.9208430805384,-86.94782834683384,-91.69320316493737
