engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-22.2,-22.2,0.0,0.0,-0.6,-86.1,-85.9
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.0,-67.6,-86.0
GTF2035,0,0,-28.1,-28.1,0.0,0.0,19.1,-86.7,-85.9
GTF2035,20,0,-28.4,-28.1,-2.0,-18.8,19.2,-89.4,-88.7
GTF2035,100,0,-29.8,-28.1,-10.0,-94.0,19.2,-95.0,-94.1
GTF2035_wi,0,15,-35.8,-35.8,-0.5,-0.5,-90.7,-89.5,-89.3
GTF2035_wi,20,15,-36.1,-35.8,-2.5,-19.2,-90.7,-91.5,-91.3
GTF2035_wi,100,15,-37.4,-35.9,-10.4,-94.0,-90.7,-95.8,-95.4
