engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-21.4,-21.4,0.0,0.0,0.3,-85.6,-84.3
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.0,-68.8,-86.0
GTF2035,0,0,-26.9,-26.9,0.0,0.0,20.6,-86.4,-84.3
GTF2035,20,0,-27.3,-26.9,-2.0,-18.8,20.6,-89.0,-87.4
GTF2035,100,0,-28.7,-26.9,-10.0,-94.0,20.6,-94.7,-93.5
GTF2035_wi,0,15,-35.0,-35.0,-0.2,-0.2,-90.7,-89.3,-88.7
GTF2035_wi,20,15,-35.3,-35.0,-2.2,-19.0,-90.7,-91.3,-90.7
GTF2035_wi,100,15,-36.6,-35.0,-10.2,-94.0,-90.7,-95.7,-94.9
