engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,29.9,29.9,0.0,0.0,-1.1,797.1,753.7
GTF2000,0,0,29.9,29.9,0.0,0.0,-1.0,139.8,-1.5
GTF2035,0,0,-7.0,-7.0,0.0,0.0,19.3,-3.2,0.8
GTF2035,20,0,-7.4,-7.0,-2.0,-18.8,19.3,-24.0,-20.8
GTF2035,100,0,-9.3,-7.0,-10.0,-94.0,19.3,-67.9,-62.8
GTF2035_wi,0,15,-17.2,-17.2,-0.3,-0.3,-90.7,-23.0,-25.1
GTF2035_wi,20,15,-17.4,-17.0,-2.3,-19.0,-90.6,-39.0,-40.1
GTF2035_wi,100,15,-19.2,-17.2,-10.3,-94.0,-90.7,-73.2,-70.7
