Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,-0.8871511444506895,34610D,276.52338,-4.5752387,-8.327943,94.99251551171696,67110.71563337685,0.180966976531213,1.60164342199034,69.86662889083279,131.2977292940506,1611.3777720249138,0.0034200283486835,93181.80291069952,0.637225343520722,0.5822219074236066,0.4860835828450028,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.2849578930671842,65.6493533712245,16.540286240376624,103.57382142112432,2007948766208280.8,21.5672806647077,729.066381094446,1394.3922463275,0.342002834868,0.0192514014462211,0.80082171099517,65.6488646470253,41.5980994023873,41.45631762089182,0.34200283486835,0.7042617286048093,1255482254244777.8,0.0207411972726397,4.166238040988087e-05,3.16,35.8,2023-11-06 05:02:00,0.0034200283486835,0.6372247654034638,0.0,931.8180291069953,0,0.0034200283486835,-4.5752387,-8.327943,0.6372247654034638,0.2212964,4.4024726e-09,1.1739286482115316,0.0,7725.93080288237,-0.8195006120311534,-0.5730783078084224,5.282706393610258,244.26113041104745,0.6582671835478267,inf,0.0,237.0708783501262,0.0,0.0,0.0,0 days,0.0033405174,1.4792154e-07,7276.33,0.6386202,-226.15482,0.0,0.0,1.0,-8.096500426036856e-13,7.669897e-12,2.2512188e-16,0.0,0.0,0.0,7.479999999999999e-16,9.015632603306055e-14,6.860246472952305e-12,722.3401677551228,7.725930802882369,1.3673844165532415e-11,0.0033405174,1.4792154e-07,7276.33,0.6386202,-226.15482,0.0,0.0,0.0,-8.096500426036856e-13,7.669897e-12,2.2512188e-16,0.0,0.0,0.0,7.479999999999999e-16,9.015632603306055e-14,6.860246472952305e-12,722.3401677551228,7.725930802882369,0.0
1,1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,-0.8872234444023472,34610D,274.19427,-0.73083943,-3.2770925,129.39899273466042,67040.84900448602,0.224243634986165,2.0567974447371,96.0,153.3776897346812,3587.511118326161,0.0035752127464563,87673.12586169648,0.7569048670473074,0.8,0.6972099580401108,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3898153399853413,76.68892358170461,21.414220291802195,177.42182113475874,1674250622704207.2,25.9166298966934,771.706943497069,1495.81521550014,0.357521274646,0.0213858320026109,1.02839872236855,76.6888448673406,48.0878519125651,47.91654008767755,0.35752127464563,0.9004230371092289,1344423558703629.0,0.027151123318741,5.867641420653829e-05,3.16,35.8,2023-11-06 05:03:00,0.0035752127464563,0.7569063729882968,0.0,876.7312586169647,1,0.0035752127464563,-0.73083943,-3.2770925,0.7569063729882968,0.18890677,6.497152e-08,1.1139111853623485,0.0,8772.56839360524,-0.9285345241436924,0.3712460605491279,5.248387329103733,244.1833901257546,0.7645191057468118,inf,0.0,237.9921727146288,0.0,0.0,0.0,0 days,0.0034934669,4.950036e-09,12110.166,0.74725276,-227.38837,0.0,0.0,1.0,-7.92007857918457e-13,7.0731394e-12,2.1441059e-16,0.0,0.0,0.0,7.48e-16,8.261712279280818e-14,6.281131708345752e-12,723.4836154165204,8.772568393605239,2.1045947220581628e-11,0.0034934669,4.950036e-09,12110.166,0.74725276,-227.38837,0.0,0.0,0.0,-7.92007857918457e-13,7.0731394e-12,2.1441059e-16,0.0,0.0,0.0,7.48e-16,8.261712279280818e-14,6.281131708345752e-12,723.4836154165204,8.772568393605239,0.0
2,2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,-0.8872271227020778,34610D,269.74826,9.570531,-0.22569786,154.46772390870757,66944.84900448602,0.2584094188052308,1.8574107548564551,77.85390221291968,133.70879863800147,2426.140668314468,0.0021685561391306,76420.53006165694,0.5789687419375084,0.6487825184409973,0.6179730331752235,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4691542195799772,53.02737744084091,19.19425181099463,125.0728039183689,1512595670363662.0,23.63516085547173,762.4361634884467,1475.52448003957,0.2791745646343333,0.0209607580898242,0.9287053774282276,66.85439931900073,44.147024034694965,44.05149589283866,0.21685561391306,0.8542621471263502,1390868713505548.5,0.0257949803619779,5.1597309431318805e-05,3.16,35.8,2023-11-06 05:04:00,0.0021685561391306,0.5789691051262281,0.0,764.2053006165694,2,0.0021685561391306,9.570531,-0.22569786,0.5789691051262281,0.18181345,7.870692e-10,0.9869470255543078,0.0,9611.46889465362,-0.8690383133027305,0.4947447928093282,4.779747370244365,243.0740610128273,0.56011223332864,inf,0.0,235.2336697936535,0.0,0.0,0.0,0 days,0.002121138,3.203494e-07,22852.213,0.55305433,-231.23045,0.0,0.0,1.0000000000000002,-7.523521774262499e-13,5.949153e-12,2.356311e-16,0.0,0.0,0.0,7.48e-16,6.854204005102282e-14,5.196800688789587e-12,724.9432226225945,9.61146889465362,1.493930757131688e-11,0.002121138,3.203494e-07,22852.213,0.55305433,-231.23045,0.0,0.0,0.0,-7.523521774262499e-13,5.949153e-12,2.356311e-16,0.0,0.0,0.0,7.48e-16,6.854204005102282e-14,5.196800688789587e-12,724.9432226225945,9.61146889465362,0.0
3,3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,-0.8871904073712521,34610D,266.3118,11.760233,-0.5365539,171.52350716007044,66866.9951022731,0.2741626165060971,1.658024064975811,58.9997271353631,114.03990754132172,1318.8082684212973,0.0016539416078111,69546.28509278147,0.5392137900974973,0.4916643927946925,0.495535914321173,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5243069860542753,36.85428461406049,15.912346098325068,79.85865170225543,1490941865798834.0,21.353691814250062,753.1653834798243,1455.233744579,0.2008278546226666,0.0205356841770375,0.8290120324879053,57.01995377066086,40.20619615682484,40.13980725946888,0.16539416078111,0.8100017880824446,1239324799308139.5,0.0241286924499353,4.429990981191592e-05,3.16,35.8,2023-11-06 05:05:00,0.0016539416078111,0.5392140434673413,0.0,695.4628509278148,3,0.0016539416078111,11.760233,-0.5365539,0.5392140434673413,0.18620224,0.0,0.9097581928451776,0.0,11080.285114414322,-0.8202005681753433,0.5720760683378078,4.442232131100202,242.21371119191411,0.5044680648186938,inf,0.0,234.0768110225748,0.0,0.0,0.0,0 days,0.0016187235,6.8824284e-07,30108.16,0.5079355,-234.88112,0.0,0.0,1.0,-7.256372815560768e-13,5.2144586e-12,2.6398954e-16,0.0,0.0,0.0,7.48e-16,5.936666808383588e-14,4.488821425238493e-12,726.4461843615791,11.080285114414322,1.0774774667350603e-11,0.0016187235,6.8824284e-07,30108.16,0.5079355,-234.88112,0.0,0.0,0.0,-7.256372815560768e-13,5.2144586e-12,2.6398954e-16,0.0,0.0,0.0,7.48e-16,5.936666808383588e-14,4.488821425238493e-12,726.4461843615791,11.080285114414322,0.0
4,4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,-0.8871417583094335,34610D,265.0463,12.270204,-1.0421978,182.0405062517222,66807.99537513773,0.2737019497193526,1.458637375095166,77.26331854079088,94.371016444642,2609.923499932746,0.0012248114461117,66042.770723412,0.4233777876396849,0.643860987839924,0.6759779325750573,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.557781862805471,47.18598460533549,20.01233005920036,126.37884023133329,1253887399568452.8,19.0722227730284,743.894603471202,1434.94300911843,0.122481144611,0.0201106102642508,0.729318687547583,47.185508222321,36.2653682789547,36.221004378202615,0.12248114461117,0.767440852342705,1074511744277825.0,0.0224389931747776,3.7392889108414656e-05,3.16,35.8,2023-11-06 05:06:00,0.0012248114461117,0.4233777622802461,0.0,660.42770723412,4,0.0012248114461117,12.270204,-1.0421978,0.4233777622802461,0.19490841,0.0,0.8680524916184691,0.0,12201.84212776877,-0.8219449188493326,0.5695669849787328,4.2142131564310095,241.59906249155688,0.3912271023842522,inf,0.0,232.86067845853,0.0,0.0,0.0,0 days,0.0012005281,7.99171e-07,34080.234,0.39581951,-238.88957,0.0,0.0,1.0,-7.111811801129563e-13,4.9139607e-12,2.7254026000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,5.5656674460037596e-14,4.202779553269221e-12,728.0855242322551,12.20184212776877,8.253507780032656e-12,0.0012005281,7.99171e-07,34080.234,0.39581951,-238.88957,0.0,0.0,0.0,-7.111811801129563e-13,4.9139607e-12,2.7254026000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,5.5656674460037596e-14,4.202779553269221e-12,728.0855242322551,12.20184212776877,0.0
5,5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,-0.887113853380931,34610D,263.03815,16.134916,-2.019903,190.1887761337161,66730.73205659694,0.2792838345288376,1.32710096440631,70.59030613773017,83.8583510643592,1265.4632574462316,0.0004601538509301,59583.07384093393,0.1713049213773746,0.5882525511477514,0.669196481442107,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5849688293828842,41.92878103977941,19.358882633870905,109.89930459586115,1104280604618894.0,17.3511445340242,740.511155547529,1431.68626600988,0.046015385093,0.0200816369352482,0.663550482203155,41.9291755321796,33.0426490799892,33.0274513710544,0.04601538509301,0.7523685421377,964236585665310.0,0.0217561128356898,3.3207630918584205e-05,3.16,35.8,2023-11-06 05:07:00,0.0004601538509301,0.1713050067810482,0.0,595.8307384093393,5,0.0004601538509301,16.134916,-2.019903,0.1713050067810482,0.19036143,0.0,0.7891264707330411,0.0,12801.950611483831,-0.8650897885852082,0.5016170428579952,3.828939459411552,240.49018438955827,0.1552145129181635,inf,0.0,230.74708653019292,0.0,0.0,0.0,0 days,0.00045050666,8.670059e-07,41884.87,0.16235308,-242.40295,0.0,0.0,1.0,-6.823321865367156e-13,4.409055e-12,2.777692e-16,0.0,0.0,0.0,7.48e-16,4.947316744884448e-14,3.7267229419811994e-12,729.8897122061214,12.801950611483832,6.45600153042642e-12,0.00045050666,8.670059e-07,41884.87,0.16235308,-242.40295,0.0,0.0,0.0,-6.823321865367156e-13,4.409055e-12,2.777692e-16,0.0,0.0,0.0,7.48e-16,4.947316744884448e-14,3.7267229419811994e-12,729.8897122061214,12.801950611483832,0.0
6,6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,-0.887143367649956,34610D,261.82434,18.171177,-1.3329049,211.86670446667475,66660.14175045921,0.2985605221297896,1.68403141741096,70.94604795832575,102.11776440825,2851.841608271104,0.0005669463077307,56665.10718470681,0.2237001069521428,0.5912170663193812,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6531530023589888,51.05843188672611,19.7911603407878,114.12710922115504,1078433763603323.6,20.5645976832343,781.688213449289,1534.95578048666,0.0566946307731,0.022338250331691,0.84201570870548,51.058882204125,37.6938970690521,37.672538762297975,0.05669463077307,0.9517746662435914,869736231882974.0,0.0282756407565608,4.563136305495896e-05,3.16,35.8,2023-11-06 05:08:00,0.0005669463077307,0.2237003395969195,0.0,566.6510718470681,6,0.0005669463077307,18.171177,-1.3329049,0.2237003395969195,0.15479423,0.0,0.7539597225375015,0.0,12932.714296879942,-0.96828920219839,-0.2498319853541684,3.7418412222026,240.2258608020843,0.2002901357305869,inf,0.0,230.6969743538486,0.0,0.0,0.0,0 days,0.00055389607,7.862578e-07,45727.055,0.2145391,-244.91862,0.0,0.0,1.0,-6.683191105163476e-13,4.1590204e-12,2.7154487000000003e-16,0.0,0.0,0.0,7.48e-16,4.6398661030068536e-14,3.4907012433049984e-12,731.8822479233523,12.932714296879942,9.973017378663005e-12,0.00055389607,7.862578e-07,45727.055,0.2145391,-244.91862,0.0,0.0,0.0,-6.683191105163476e-13,4.1590204e-12,2.7154487000000003e-16,0.0,0.0,0.0,7.48e-16,4.6398661030068536e-14,3.4907012433049984e-12,731.8822479233523,12.932714296879942,0.0
7,7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,-0.8875068538549543,34610D,258.0512,20.994215,-1.2364997,226.5269134167729,66589.19570250089,0.3054571134808136,1.257505111233012,65.96924573961023,72.9661839469516,2149.194343552553,0.000816777528802,50547.32103053465,0.4052848621741631,0.549743714496752,0.7067137809187282,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.703435129694034,36.48292558536628,19.032972475386725,102.80024001685344,960547649883763.0,16.2433315342989,746.735267954509,1448.12213261163,0.0816777528802,0.0204521349712319,0.628752555616506,36.4830919734758,30.7426367223233,30.71754731993247,0.0816777528802,0.7802854922503915,885283217542775.2,0.0218607151837033,3.107000234630504e-05,3.16,35.8,2023-11-06 05:09:00,0.000816777528802,0.4052854958824388,0.0,505.4732103053465,7,0.000816777528802,20.994215,-1.2364997,0.4052854958824388,0.09743691,1.5733999e-09,0.682393229234303,0.0,12430.578898437592,-0.7042767810084202,-0.7099255001283007,3.3717273759560262,239.03812926404157,0.3496626712027434,inf,0.0,230.30211756215425,0.0,0.0,0.0,0 days,0.0007986067,7.5617504e-07,54260.773,0.39217222,-246.17166,0.0,0.0,1.0,-6.366213286528573e-13,3.552642e-12,2.6922598e-16,0.0,0.0,0.0,7.479999999999998e-16,3.892549429486794e-14,2.91602063907442e-12,734.1306429039339,12.430578898437592,4.809677632373304e-12,0.0007986067,7.5617504e-07,54260.773,0.39217222,-246.17166,0.0,0.0,0.0,-6.366213286528573e-13,3.552642e-12,2.6922598e-16,0.0,0.0,0.0,7.479999999999998e-16,3.892549429486794e-14,2.91602063907442e-12,734.1306429039339,12.430578898437592,0.0
8,8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,-0.8877621328933265,34610D,254.39577,22.733341,-2.2140422,225.9705504562517,66523.22645676129,0.3049196379916654,1.141181960681088,62.41200396355831,66.2628160466404,1995.8291601541853,0.0007186119366288,46319.52510881937,0.4602147818587045,0.5201000330296526,0.6917721200726706,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7067309300410018,33.131185944735336,18.36676685773716,93.27396915827212,848726268393218.6,14.8140492889495,736.132948395226,1432.21516018204,0.0718611936629,0.0202234789440093,0.570590980340544,33.1314080233202,28.214284096237,28.194023534383604,0.07186119366288,0.7332894078669459,817063680703608.9,0.0201922639066316,2.774865580374509e-05,3.16,35.8,2023-11-06 05:10:00,0.0007186119366288,0.4602144987833054,0.0,463.1952510881937,8,0.0007186119366288,22.733341,-2.2140422,0.4602144987833054,0.075611174,9.162724e-08,0.6343028477301441,0.0,12894.637238011368,-0.7060505909466769,-0.7081613961688737,3.087064527475896,238.04334389320144,0.3830028375726581,inf,0.0,229.55798073562715,0.0,0.0,0.0,0 days,0.0007026805,4.1455684e-07,60754.688,0.447545,-248.81114,0.0,0.0,1.0000000000000002,-6.123870370654422e-13,3.1024005e-12,2.4289292e-16,0.0,0.0,0.0,7.48e-16,3.3361067202170314e-14,2.490013405926056e-12,735.7005007014342,12.894637238011368,3.4426498037479424e-12,0.0007026805,4.1455684e-07,60754.688,0.447545,-248.81114,0.0,0.0,0.0,-6.123870370654422e-13,3.1024005e-12,2.4289292e-16,0.0,0.0,0.0,7.48e-16,3.3361067202170314e-14,2.490013405926056e-12,735.7005007014342,12.894637238011368,0.0
9,9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,-0.8880422376854422,34610D,249.87692,24.609198,-2.5851147,222.9053825449828,66460.81445279773,0.3056718745733653,1.171216800419882,62.912111182569696,69.1120311882492,2269.5970141280354,0.0006620869943716,42654.61853884109,0.6046457292075659,0.5242675931880808,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7034199441700846,34.55628400350513,18.46061802694332,93.9983049809995,731543248332123.2,14.7957069613181,740.23269344428,1459.44205860771,0.0662086994372,0.020995199457083,0.585608400209941,34.5560155941246,27.8924904432083,27.874035406884747,0.06620869943716,0.7511365933199095,870759485409411.0,0.0206323827233882,2.996212015088207e-05,3.16,35.8,2023-11-06 05:11:00,0.0006620869943716,0.6046456797073458,0.0,426.54618538841095,9,0.0006620869943716,24.609198,-2.5851147,0.6046456797073458,0.051486712,4.7661686e-07,0.5946786776424395,0.0,13073.016020263154,-0.7085019961968824,-0.7057088077847923,2.845750172866947,237.13430762432,0.4812321331786758,inf,0.0,229.25325312028357,0.0,0.0,0.0,0 days,0.00064765,2.569928e-07,66783.02,0.61653656,-251.88571,0.0,0.0,1.0,-5.898482797076674e-13,2.677165e-12,2.3074737000000003e-16,0.0,0.0,0.0,7.48e-16,2.8113862635102564e-14,2.0873165595246605e-12,737.3335243748107,13.073016020263154,3.0263994378390287e-12,0.00064765,2.569928e-07,66783.02,0.61653656,-251.88571,0.0,0.0,0.0,-5.898482797076674e-13,2.677165e-12,2.3074737000000003e-16,0.0,0.0,0.0,7.48e-16,2.8113862635102564e-14,2.0873165595246605e-12,737.3335243748107,13.073016020263154,0.0
