Unnamed: 0.1,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km,accf_sac_accf_contrail_cocip
0,0,2,adbb36,NKS2975,42.33370971679688,-71.06150540438568,102.8888888,701.0400000000001,-0.8871511444506895,34610D,276.52338,-4.5752387,-8.327943,94.99251551171696,67110.71563337685,0.2286837882236169,1.267452502326874,69.86662889083279,131.2983055322006,1611.3777720249138,0.0034200283486835,93181.80291069952,0.637225343520722,0.5822219074236066,0.6878082697256789,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.2849578930671842,65.6493533712245,16.735504244021847,21.89660394531951,1392251223440474.5,26.6618525650212,784.501565227964,1585.94108042956,0.342002834868,0.0241396941233305,0.633726251163437,65.6491527661003,26.2524557239917,26.16297759891743,0.34200283486835,0.7600088278181156,1512273440351601.5,,,0.016869599872227,2.384640780159564e-05,3.16,35.8,2023-11-06 05:02:00,0.0034200283486835,0.6372247654034638,0.0,931.8180291069953,0,0.0034200283486835,-4.5752387,-8.327943,0.6372247654034638,0.2212964,4.4024726e-09,1.1739286482115316,0.0,7725.93080288237,-0.8195006120311534,-0.5730783078084224,5.609516464968177,244.9797913963126,0.6582671835478267,inf,0.0,237.7393691502668,0.0,0.0,0.0,0 days,0.0033405174,1.4792154e-07,7276.33,0.6386202,-226.15482,0.0,0.0,1.0,-8.096500426036856e-13,7.669897e-12,2.2512188e-16,0.0,0.0,0.0,7.479999999999999e-16,9.015632603306055e-14,6.860246472952305e-12,722.3401677551228,7.725930802882369,8.800907257202068e-12,0.0033405174,1.4792154e-07,7276.33,0.6386202,-226.15482,0.0,0.0,0.0,-8.096500426036856e-13,7.669897e-12,2.2512188e-16,0.0,0.0,0.0,7.479999999999999e-16,9.015632603306055e-14,6.860246472952305e-12,722.3401677551228,7.725930802882369,0.0
1,1,3,adbb36,NKS2975,42.276880296610166,-71.11520456713299,152.789999868,1203.96,-0.8872234444023472,34610D,274.19427,-0.73083943,-3.2770925,129.39899273466042,67040.84900448602,0.2755029885144375,1.674102680496714,96.0,153.37654448888,3587.511118326161,0.0035752127464563,87673.12586169648,0.7569048670473074,0.8,0.9865520906267566,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.3898153399853413,76.68892358170461,21.51266925269184,36.28235539,1450000000000000.0,32.7507006128224,833.330625347646,1710.7870577804,0.357521274646,0.0270855751693025,0.837051340248357,76.68827224444,30.9039529349567,30.793858340106578,0.35752127464563,0.990054842260666,1496378407293066.5,32.52384012142292,1884608402140776.5,0.0206929003769313,3.6526318322414207e-05,3.16,35.8,2023-11-06 05:03:00,0.0035752127464563,0.7569063729882968,0.0,876.7312586169647,1,0.0035752127464563,-0.73083943,-3.2770925,0.7569063729882968,0.18890677,6.497152e-08,1.1139111853623485,0.0,8772.56839360524,-0.9285345241436924,0.3712460605491279,5.619719352964257,245.0016237799861,0.7645191057468118,inf,0.0,238.7605796373205,0.0,0.0,0.0,0 days,0.0034934669,4.950036e-09,12110.166,0.74725276,-227.38837,0.0,0.0,1.0,-7.92007857918457e-13,7.0731394e-12,2.1441059e-16,0.0,0.0,0.0,7.48e-16,8.261712279280818e-14,6.281131708345752e-12,723.4836154165204,8.772568393605239,1.3055472948727125e-11,0.0034934669,4.950036e-09,12110.166,0.74725276,-227.38837,0.0,0.0,0.0,-7.92007857918457e-13,7.0731394e-12,2.1441059e-16,0.0,0.0,0.0,7.48e-16,8.261712279280818e-14,6.281131708345752e-12,723.4836154165204,8.772568393605239,0.0
2,2,4,adbb36,NKS2975,42.20421225337659,-71.07598593068673,150.217777648,2316.48,-0.8872271227020778,34610D,269.74826,9.570531,-0.22569786,154.46772390870757,66944.84900448602,0.3053334914746779,1.246823804783212,77.85390221291968,106.053064121972,2426.140668314468,0.0021685561391306,76420.53006165694,0.5789687419375084,0.6487825184409973,0.8744318419429411,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.4691542195799772,53.02737744084091,18.36297058601388,31.6784404997904,1519167190719125.0,25.8754985275783,801.342129095862,1618.16252997101,0.216855613913,0.0247343281970837,0.623411902391606,53.026532060986,25.2043191722955,25.14978046147797,0.21685561391306,0.8337814843360095,1403272438408382.5,29.98108098534639,1773886379039296.5,0.0178792192979679,2.2914745525291185e-05,3.16,35.8,2023-11-06 05:04:00,0.0021685561391306,0.5789691051262281,0.0,764.2053006165694,2,0.0021685561391306,9.570531,-0.22569786,0.5789691051262281,0.18181345,7.870692e-10,0.9869470255543078,0.0,9611.46889465362,-0.8690383133027305,0.4947447928093282,5.102614832818703,243.8480751774313,0.56011223332864,inf,0.0,235.9488122787639,0.0,0.0,0.0,0 days,0.002121138,3.203494e-07,22852.213,0.55305433,-231.23045,0.0,0.0,1.0000000000000002,-7.523521774262499e-13,5.949153e-12,2.356311e-16,0.0,0.0,0.0,7.48e-16,6.854204005102282e-14,5.196800688789587e-12,724.9432226225945,9.61146889465362,6.95089851619665e-12,0.002121138,3.203494e-07,22852.213,0.55305433,-231.23045,0.0,0.0,0.0,-7.523521774262499e-13,5.949153e-12,2.356311e-16,0.0,0.0,0.0,7.48e-16,6.854204005102282e-14,5.196800688789587e-12,724.9432226225945,9.61146889465362,0.0
3,3,5,adbb36,NKS2975,42.12930970272775,-71.01849933003268,167.1944443,3063.24,-0.8871904073712521,34610D,266.3118,11.760233,-0.5365539,171.52350716007044,66866.9951022731,0.3165908632617378,0.928047503697634,58.9997271353631,73.709993786122,1318.8082684212973,0.0016539416078111,69546.28509278147,0.5392137900974973,0.4916643927946925,0.7011833187644597,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5243069860542753,36.85428461406049,15.999603611273464,22.51248251596502,1421320849003422.8,20.4958657147574,767.553422818454,1523.71861002963,0.165394160781,0.0224723697512866,0.464023751848817,36.854996893061,20.6486346114989,20.614539367113768,0.16539416078111,0.6907728938718131,969414467979809.8,28.58055194988493,1698877721192460.5,0.0154784164884363,1.4646805003358884e-05,3.16,35.8,2023-11-06 05:05:00,0.0016539416078111,0.5392140434673413,0.0,695.4628509278148,3,0.0016539416078111,11.760233,-0.5365539,0.5392140434673413,0.18620224,0.0,0.9097581928451776,0.0,11080.285114414322,-0.8202005681753433,0.5720760683378078,4.718020251088916,242.92082562783253,0.5044680648186938,inf,0.0,234.7281060281861,0.0,0.0,0.0,0 days,0.0016187235,6.8824284e-07,30108.16,0.5079355,-234.88112,0.0,0.0,1.0,-7.256372815560768e-13,5.2144586e-12,2.6398954e-16,0.0,0.0,0.0,7.48e-16,5.936666808383588e-14,4.488821425238493e-12,726.4461843615791,11.080285114414322,3.868835945235597e-12,0.0016187235,6.8824284e-07,30108.16,0.5079355,-234.88112,0.0,0.0,0.0,-7.256372815560768e-13,5.2144586e-12,2.6398954e-16,0.0,0.0,0.0,7.48e-16,5.936666808383588e-14,4.488821425238493e-12,726.4461843615791,11.080285114414322,0.0
4,4,6,adbb36,NKS2975,42.04761052535752,-70.94178665515989,199.089999828,3467.1000000000004,-0.8871417583094335,34610D,265.0463,12.270204,-1.0421978,182.0405062517222,66807.99537513773,0.3328748802325055,1.19935751285809,77.26331854079088,94.371984415248,2609.923499932746,0.0012248114461117,66042.770723412,0.4233777876396849,0.643860987839924,0.956508774593706,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.557781862805471,47.18598460533549,19.854087600172,36.28235539,1450000000000000.0,24.7523001837578,810.046292415102,1633.72592491054,0.122481144611,0.0249980724781436,0.599678756429045,47.185992207624,23.9889998300212,23.95965377183658,0.12248114461117,0.8739988185309113,1229956166688368.5,28.053052304410063,1656427348044707.2,0.0183869001019761,2.177389241650501e-05,3.16,35.8,2023-11-06 05:06:00,0.0012248114461117,0.4233777622802461,0.0,660.42770723412,4,0.0012248114461117,12.270204,-1.0421978,0.4233777622802461,0.19490841,0.0,0.8680524916184691,0.0,12201.84212776877,-0.8219449188493326,0.5695669849787328,4.588007119338621,242.59217161947248,0.3912271023842522,inf,0.0,233.7698448735562,0.0,0.0,0.0,0 days,0.0012005281,7.99171e-07,34080.234,0.39581951,-238.88957,0.0,0.0,1.0,-7.111811801129563e-13,4.9139607e-12,2.7254026000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,5.5656674460037596e-14,4.202779553269221e-12,728.0855242322551,12.20184212776877,5.560899387787245e-12,0.0012005281,7.99171e-07,34080.234,0.39581951,-238.88957,0.0,0.0,0.0,-7.111811801129563e-13,4.9139607e-12,2.7254026000000004e-16,0.0,0.0,0.0,7.480000000000001e-16,5.5656674460037596e-14,4.202779553269221e-12,728.0855242322551,12.20184212776877,0.0
5,5,7,adbb36,NKS2975,41.9575784974179,-70.85792009220563,205.7777776,4259.58,-0.887113853380931,34610D,263.03815,16.134916,-2.019903,190.1887761337161,66730.73205659694,0.3400563208735853,1.089929252467528,70.59030613773017,83.8582346476146,1265.4632574462316,0.0004601538509301,59583.07384093393,0.1713049213773746,0.5882525511477514,0.9469130212405812,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.5849688293828842,41.92878103977941,19.12753756962492,36.28235538999999,1450000000000000.0,22.6244482090461,807.787905058964,1626.16507225723,0.046015385093,0.0247818959216039,0.544964626233764,41.9291173238073,21.9904331758041,21.980318847441776,0.04601538509301,0.8631291387863821,1104742706528495.4,25.61217670395823,1564364826741446.8,0.0180411640036887,1.891879711406151e-05,3.16,35.8,2023-11-06 05:07:00,0.0004601538509301,0.1713050067810482,0.0,595.8307384093393,5,0.0004601538509301,16.134916,-2.019903,0.1713050067810482,0.19036143,0.0,0.7891264707330411,0.0,12801.950611483831,-0.8650897885852082,0.5016170428579952,4.181536473932515,241.5085777113221,0.1552145129181635,inf,0.0,231.6700587292387,0.0,0.0,0.0,0 days,0.00045050666,8.670059e-07,41884.87,0.16235308,-242.40295,0.0,0.0,1.0,-6.823321865367156e-13,4.409055e-12,2.777692e-16,0.0,0.0,0.0,7.48e-16,4.947316744884448e-14,3.7267229419811994e-12,729.8897122061214,12.801950611483832,4.396845654277672e-12,0.00045050666,8.670059e-07,41884.87,0.16235308,-242.40295,0.0,0.0,0.0,-6.823321865367156e-13,4.409055e-12,2.777692e-16,0.0,0.0,0.0,7.48e-16,4.947316744884448e-14,3.7267229419811994e-12,729.8897122061214,12.801950611483832,0.0
6,6,8,adbb36,NKS2975,41.858001708984375,-70.78041770241475,227.384444248,4640.58,-0.887143367649956,34610D,261.82434,18.171177,-1.3329049,211.86670446667475,66660.14175045921,0.3596433433449321,1.397993743559954,70.94604795832575,102.1165142301056,2851.841608271104,0.0005669463077307,56665.10718470681,0.2237001069521428,0.5912170663193812,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6531530023589888,51.05843188672611,19.99147141799257,36.28235539,1450000000000000.0,27.0205290318577,852.592057375494,1746.38935054856,0.0566946307731,0.0277037295908388,0.698996871779977,51.0582571150528,25.2311469287198,25.21685032853344,0.05669463077307,1.0,953407893228279.4,26.700719174692747,1534941562051879.5,0.0221322080073956,2.386807346495624e-05,3.16,35.8,2023-11-06 05:08:00,0.0005669463077307,0.2237003395969195,0.0,566.6510718470681,6,0.0005669463077307,18.171177,-1.3329049,0.2237003395969195,0.15479423,0.0,0.7539597225375015,0.0,12932.714296879942,-0.96828920219839,-0.2498319853541684,4.09877078015419,241.27655857177996,0.2002901357305869,inf,0.0,231.65118148082223,0.0,0.0,0.0,0 days,0.00055389607,7.862578e-07,45727.055,0.2145391,-244.91862,0.0,0.0,1.0,-6.683191105163476e-13,4.1590204e-12,2.7154487000000003e-16,0.0,0.0,0.0,7.48e-16,4.6398661030068536e-14,3.4907012433049984e-12,731.8822479233523,12.932714296879942,6.4802819523935055e-12,0.00055389607,7.862578e-07,45727.055,0.2145391,-244.91862,0.0,0.0,0.0,-6.683191105163476e-13,4.1590204e-12,2.7154487000000003e-16,0.0,0.0,0.0,7.48e-16,4.6398661030068536e-14,3.4907012433049984e-12,731.8822479233523,12.932714296879942,0.0
7,7,9,adbb36,NKS2975,41.74562615863347,-70.81927632176598,209.378888708,5494.02,-0.8875068538549543,34610D,258.0512,20.994215,-1.2364997,226.5269134167729,66589.19570250089,0.368738693471438,1.041663697111702,65.96924573961023,72.9638719931494,2149.194343552553,0.000816777528802,50547.32103053465,0.4052848621741631,0.549743714496752,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.703435129694034,36.48292558536628,19.22560975148904,36.28235539,1450000000000000.0,21.5288692975586,818.402530165551,1641.82096304968,0.0816777528802,0.0250295618874411,0.520831848555851,36.4819359965747,20.8086682019467,20.79168602001964,0.0816777528802,0.9155237342588706,889827660852327.4,24.975882104456016,1459974932546067.0,0.0182735186608801,1.77842152631544e-05,3.16,35.8,2023-11-06 05:09:00,0.000816777528802,0.4052854958824388,0.0,505.4732103053465,7,0.000816777528802,20.994215,-1.2364997,0.4052854958824388,0.09743691,1.5733999e-09,0.682393229234303,0.0,12430.578898437592,-0.7042767810084202,-0.7099255001283007,3.709730408046645,240.12703602477248,0.3496626712027434,inf,0.0,231.2986759996085,0.0,0.0,0.0,0 days,0.0007986067,7.5617504e-07,54260.773,0.39217222,-246.17166,0.0,0.0,1.0,-6.366213286528573e-13,3.552642e-12,2.6922598e-16,0.0,0.0,0.0,7.479999999999998e-16,3.892549429486794e-14,2.91602063907442e-12,734.1306429039339,12.430578898437592,3.3303628535925908e-12,0.0007986067,7.5617504e-07,54260.773,0.39217222,-246.17166,0.0,0.0,0.0,-6.366213286528573e-13,3.552642e-12,2.6922598e-16,0.0,0.0,0.0,7.479999999999998e-16,3.892549429486794e-14,2.91602063907442e-12,734.1306429039339,12.430578898437592,0.0
8,8,10,adbb36,NKS2975,41.6669528767214,-70.9253710369731,213.49444426,6134.1,-0.8877621328933265,34610D,254.39577,22.733341,-2.2140422,225.9705504562517,66523.22645676129,0.3698830648968775,0.9407568830286,62.41200396355831,66.2630538684512,1995.8291601541853,0.0007186119366288,46319.52510881937,0.4602147818587045,0.5201000330296526,0.9788575499028288,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7067309300410018,33.131185944735336,18.39278479496433,36.28235539,1450000000000000.0,19.6668098437829,807.286825383754,1618.74363910086,0.0718611936629,0.0245487884943278,0.4703784415143,33.1315269342256,19.1609635490967,19.14720413964888,0.07186119366288,0.8608632746219957,899607253779711.2,22.4560987179872,1375932350364511.5,0.0171915731271388,1.5298358177418702e-05,3.16,35.8,2023-11-06 05:10:00,0.0007186119366288,0.4602144987833054,0.0,463.1952510881937,8,0.0007186119366288,22.733341,-2.2140422,0.4602144987833054,0.075611174,9.162724e-08,0.6343028477301441,0.0,12894.637238011368,-0.7060505909466769,-0.7081613961688737,3.405332898964012,239.1506142674873,0.3830028375726581,inf,0.0,230.5739001345397,0.0,0.0,0.0,0 days,0.0007026805,4.1455684e-07,60754.688,0.447545,-248.81114,0.0,0.0,1.0000000000000002,-6.123870370654422e-13,3.1024005e-12,2.4289292e-16,0.0,0.0,0.0,7.48e-16,3.3361067202170314e-14,2.490013405926056e-12,735.7005007014342,12.894637238011368,2.416272766882659e-12,0.0007026805,4.1455684e-07,60754.688,0.447545,-248.81114,0.0,0.0,0.0,-6.123870370654422e-13,3.1024005e-12,2.4289292e-16,0.0,0.0,0.0,7.48e-16,3.3361067202170314e-14,2.490013405926056e-12,735.7005007014342,12.894637238011368,0.0
9,9,11,adbb36,NKS2975,41.58511404263771,-71.0350426962209,218.124444256,6728.46,-0.8880422376854422,34610D,249.87692,24.609198,-2.5851147,222.9053825449828,66460.81445279773,0.372763041918415,0.960417567570858,62.912111182569696,69.1120580377544,2269.5970141280354,0.0006620869943716,42654.61853884109,0.6046457292075659,0.5242675931880808,1.0,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7034199441700846,34.55628400350513,18.64746236649535,36.28235538999999,1450000000000000.0,19.6834034792551,810.021062046416,1640.86835551352,0.0662086994372,0.0252302102261473,0.480208783785429,34.5560290188772,19.0330869018192,19.02049368032693,0.06620869943716,0.8738668232466104,924210962108995.2,20.26527813863102,1259792124998228.0,0.0173484491573793,1.6354760284224913e-05,3.16,35.8,2023-11-06 05:11:00,0.0006620869943716,0.6046456797073458,0.0,426.54618538841095,9,0.0006620869943716,24.609198,-2.5851147,0.6046456797073458,0.051486712,4.7661686e-07,0.5946786776424395,0.0,13073.016020263154,-0.7085019961968824,-0.7057088077847923,3.150140242058607,238.27056658938275,0.4812321331786758,inf,0.0,230.30214524051388,0.0,0.0,0.0,0 days,0.00064765,2.569928e-07,66783.02,0.61653656,-251.88571,0.0,0.0,1.0,-5.898482797076674e-13,2.677165e-12,2.3074737000000003e-16,0.0,0.0,0.0,7.48e-16,2.8113862635102564e-14,2.0873165595246605e-12,737.3335243748107,13.073016020263154,2.0867014700231524e-12,0.00064765,2.569928e-07,66783.02,0.61653656,-251.88571,0.0,0.0,0.0,-5.898482797076674e-13,2.677165e-12,2.3074737000000003e-16,0.0,0.0,0.0,7.48e-16,2.8113862635102564e-14,2.0873165595246605e-12,737.3335243748107,13.073016020263154,0.0
