,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km
0,0,2,3c49c8,EWG1VT,51.28692626953125,6.684586808488175,93.114444364,990.6,0.5745643239844552,34610D,282.31635,3.619566,-1.0806373,97.45931502301993,66707.31994714624,0.2752562479620652,0.902425081181766,59.97368054606283,111.3109819128332,1604.5432665396745,0.0081650352006261,89976.97737353944,0.9314736892646632,0.4997806712171903,0.6619002990754458,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,21.617051647402665,3.0660537594756034,0.2893427250488316,55.65556988348672,14.27032292284585,19.19389073840994,1264682470972678.8,29.410740944513,817.906486276581,1319.92121555675,0.816503520063,0.0229166166695689,0.451212540590883,55.6554909564166,19.6893174545286,19.529855496933,16.515819677097674,0.7443693321205296,717836251899824.6,21.47408001708676,1524891639121387.5,0.0010709581782109908,9.513272989368061e-06,2.9704000000000006,35.8,2023-08-06 08:02:00,0.008165035200626137,0.9314731726974753,0.0,0,899.7697737353944,0.008165035200626137,3.619566,-1.0806373,0.9314731726974753,1.200884,0.0,1.1102935527775857,759.6950987590254,6667.509382517012,0.9966805091004685,0.0814123011542548,6.089014753221411,245.9696818534781,1.0172055361559966,inf,0.0,245.9696818534781,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.008001971,7.3999786e-07,9093.215,0.9964171,-239.58539,0.0,0.0,1.0000000000000002,-9.380908575848492e-13,8.419507e-12,2.6797902e-16,0.0,0.0,0.0,7.48e-16,9.827438929663557e-14,7.481416176044796e-12,1125.9308969163997,6.667509382517013,4.3382915359565814e-13,0.008001971,7.3999786e-07,9093.215,0.9964171,-239.58539,0.0,0.0,0.0,-9.380908575848492e-13,8.419507e-12,2.6797902e-16,0.0,0.0,0.0,7.48e-16,9.827438929663557e-14,7.481416176044796e-12,1125.9308969163997,6.667509382517013
1,1,3,3c49c8,EWG1VT,51.346527099609375,6.692381162901183,124.495555448,1478.28,0.576479640416244,34610D,279.52682,2.410394,-1.5867606,115.95477674336394,66647.34626660019,0.297187451608627,1.147695205535042,79.28311183677951,128.4639929934278,2687.092900538061,0.0072184304215996,84781.45509278591,0.9639531207565896,0.6606925986398293,0.9006998191263516,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,17.750146337706525,2.5343937543440327,0.3459665293971873,64.23109135163588,17.174229850315914,31.26358814220061,1525399749926227.2,34.0003757782113,850.20873718088,1468.77434682202,0.72184304216,0.0254885495828603,0.573847602767521,64.2319964967139,22.5139371270229,22.352586536367347,12.06010025109911,0.8788111917314904,1027094671334022.8,20.99676446157232,1489446466219524.5,0.0021654062052496956,1.601531992928667e-05,2.9704000000000006,35.8,2023-08-06 08:03:00,0.007218430421599606,0.963953406680069,0.0,1,847.814550927859,0.007218430421599606,2.410394,-1.5867606,0.963953406680069,1.1556927,0.0,1.0566224429515116,762.227710173186,7473.160672911053,0.9768031916927631,0.2141390312363241,5.911656674268103,245.61187929280788,1.024953476803466,inf,0.0,245.61187929280788,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0070672543,9.094386e-07,13915.836,1.0029882,-240.88863,0.0,0.0,1.0,-9.129428195870092e-13,7.72322e-12,2.8104005e-16,0.0,0.0,0.0,7.479999999999999e-16,8.956263691586201e-14,6.810276682357409e-12,1125.135601418529,7.473160672911052,1.0155047313672609e-12,0.0070672543,9.094386e-07,13915.836,1.0029882,-240.88863,0.0,0.0,0.0,-9.129428195870092e-13,7.72322e-12,2.8104005e-16,0.0,0.0,0.0,7.479999999999999e-16,8.956263691586201e-14,6.810276682357409e-12,1125.135601418529,7.473160672911052
2,2,4,3c49c8,EWG1VT,51.41177937135858,6.7153167724609375,134.269999884,2293.62,0.5784831540168476,34610D,274.75027,0.015264339,-0.8239493,132.60115211707543,66568.0631547634,0.3241286162291397,1.118585738488206,80.9204516210565,119.4132122733254,2795.1004605330813,0.0056925591345071,76639.32731338663,1.0068010654966002,0.6743370968421375,0.960059517765794,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,18.09607211501797,2.6113978566356497,0.3990574647191338,59.70658671970559,18.62386237816113,36.20574086775844,1451151022857309.0,33.1914166087682,854.388265957864,1463.7836244194,0.569255913451,0.0255907715101193,0.559292869244103,59.7066061366627,21.8552562599742,21.731548137119265,12.58587727957956,0.8984284297964108,955566584968748.4,19.415877467291256,1385567733698764.0,0.002081201751178364,1.5834089557773426e-05,2.9704000000000006,35.8,2023-08-06 08:04:00,0.005692561411224916,1.0068021022834475,0.0,2,766.3932731338663,0.005692561411224916,0.015264339,-0.8239493,1.0068021022834475,1.1030729,9.586632e-07,0.9717532573322654,764.8769379398927,8125.8125102326585,0.8201398934232258,0.5721630495022725,5.549668522037072,244.85101323229537,1.0224075303726559,inf,0.0,244.85101323229537,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.005556401,1.0700134e-06,22005.941,0.9946292,-242.44162,0.0,0.0,1.0,-8.709514648322453e-13,6.632023e-12,2.934177e-16,0.0,0.0,0.0,7.480000000000001e-16,7.593535068185697e-14,5.761071768393913e-12,1124.264894787767,8.125812510232658,8.047074025707414e-13,0.005556401,1.0700134e-06,22005.941,0.9946292,-242.44162,0.0,0.0,0.0,-8.709514648322453e-13,6.632023e-12,2.934177e-16,0.0,0.0,0.0,7.480000000000001e-16,7.593535068185697e-14,5.761071768393913e-12,1124.264894787767,8.125812510232658
3,3,5,3c49c8,EWG1VT,51.47136623576536,6.782073974609375,136.32777766,3139.44,0.5808642766878047,34610D,270.15344,-0.42244613,0.48845616,147.7186902273484,66487.14270314234,0.352514646835439,0.818143102727062,60.66760107513709,85.2675957012216,1791.0848924116149,0.0042569198713174,68873.98399781724,0.9898870151678306,0.5055633422928091,0.7574849685445723,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,17.630006630249984,2.569451468981728,0.4483192533032251,42.63292839940284,15.317455439640348,24.987186483121608,1538127507220131.8,26.5615106338962,820.471906510869,1338.0479964453,0.425691987132,0.022849175031457,0.409071551363531,42.6337978506108,17.9031212636935,17.827232164840403,14.838762088105156,0.7545825244616005,618241454897227.6,17.79735085924176,1279335701674362.0,0.0013579862514199854,8.257345188197696e-06,2.9704000000000006,35.8,2023-08-06 08:05:00,0.004256919871317437,0.9898880669254929,0.0,3,688.7398399781724,0.004256919871317437,-0.42244613,0.48845616,0.9898880669254929,0.9947771,4.084076e-06,0.8881517015199969,768.0254458864727,9048.399248069316,0.8267242315425097,0.5626073630698827,5.199590968974335,244.07207564997591,0.9614283973461998,inf,0.0,241.2464150601939,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.004161727,9.786205e-07,30386.998,0.93702745,-243.97809,0.0,0.0,0.9999999999999998,-8.27530468117079e-13,5.656214e-12,2.8637281e-16,0.0,0.0,0.0,7.48e-16,6.380726384271187e-14,4.8286839245816056e-12,1123.4697856436019,9.048399248069316,3.2188791756405793e-13,0.004161727,9.786205e-07,30386.998,0.93702745,-243.97809,0.0,0.0,0.0,-8.27530468117079e-13,5.656214e-12,2.8637281e-16,0.0,0.0,0.0,7.48e-16,6.380726384271187e-14,4.8286839245816056e-12,1123.4697856436019,9.048399248069316
4,4,6,3c49c8,EWG1VT,51.538494562698624,6.8555450439453125,156.90555542,3680.46,0.5832473988400856,34610D,266.63788,-0.48345196,0.501863,158.45358234641043,66426.47510206721,0.36573319521333425,0.85741247427373,64.34997017083268,86.430125031887,1992.8510803412444,0.0030521811695141,64250.40779201729,0.8937032087701654,0.5362497514236056,0.8249399279557518,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,17.098337243529713,2.512563363564753,0.4840590374029941,43.21498211232386,16.05676772556536,29.602244315661604,1550359048271343.8,27.2128705732898,829.218441159419,1368.80653297341,0.305218116951,0.0235118307010775,0.428706237136865,43.2150625159435,18.2336391660569,18.178156140189326,14.127100513537451,0.7900111094863621,680165058934943.2,16.95842088125494,1222869401484020.5,0.0015601716819726899,9.314733970107517e-06,2.9704000000000006,35.8,2023-08-06 08:06:00,0.0030521811695141056,0.8937044629083507,0.0,4,642.5040779201729,0.0030521811695141056,-0.48345196,0.501863,0.8937044629083507,0.8797306,3.9260785e-06,0.8394532011715157,771.1765988919016,9736.546908630891,0.796178705015712,0.6050615420595693,4.946499301702337,243.4794136609292,0.8387823539113698,inf,0.0,238.22109432744563,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0029793808,9.652533e-07,35749.047,0.8311343,-245.18047,0.0,0.0,1.0,-7.996816224059182e-13,5.0254857e-12,2.8534242e-16,0.0,0.0,0.0,7.48e-16,5.5968796079266816e-14,4.225804126491539e-12,1122.5707531398841,9.736546908630892,3.391741941653509e-13,0.0029793808,9.652533e-07,35749.047,0.8311343,-245.18047,0.0,0.0,0.0,-7.996816224059182e-13,5.0254857e-12,2.8534242e-16,0.0,0.0,0.0,7.48e-16,5.5968796079266816e-14,4.225804126491539e-12,1122.5707531398841,9.736546908630892
5,5,7,3c49c8,EWG1VT,51.60804360599841,6.940689086914063,168.737777632,4282.4400000000005,0.5856953814668218,34610D,262.64435,-0.8194131,0.3955078,168.4394689536842,66362.12513189638,0.37836089371240417,0.834930461395806,63.45104006120931,81.9078847955038,1917.1447668883263,0.0021483644676246,59404.634976163914,0.8258360894898902,0.5287586671767442,0.8364878081697585,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,16.317653429287223,2.41259174757059,0.5184621372029851,40.9539980718008,16.190343724362332,31.46515421707715,1522371509944394.0,26.4512162549024,828.490227010635,1371.69403583344,0.214836446762,0.0235275690317456,0.417465230697903,40.9539423977519,17.7436619199638,17.7056237869428,13.840968892600266,0.7869980114557362,656308600315186.8,15.942736750892625,1155443391020205.0,0.0016294981170928665,8.969883554621103e-06,2.9704000000000006,35.8,2023-08-06 08:07:00,0.0021483644676246285,0.8258358532014884,0.0,5,594.0463497616391,0.0021483644676246285,-0.8194131,0.3955078,0.8258358532014884,0.76259947,3.8743565e-06,0.7879428476979149,774.4135125227804,10422.131734241842,0.7498966969135705,0.661554944020613,4.662708204250391,242.7819983703862,0.7453831199253518,inf,0.0,236.47928693319494,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0021004498,9.636238e-07,41717.387,0.7808488,-246.21124,0.0,0.0,1.0000000000000002,-7.687388142085265e-13,4.378001e-12,2.8521685e-16,0.0,0.0,0.0,7.48e-16,4.7953625153959065e-14,3.6092621776770606e-12,1121.6367633031678,10.422131734241843,2.9462788613838985e-13,0.0021004498,9.636238e-07,41717.387,0.7808488,-246.21124,0.0,0.0,0.0,-7.687388142085265e-13,4.378001e-12,2.8521685e-16,0.0,0.0,0.0,7.48e-16,4.7953625153959065e-14,3.6092621776770606e-12,1121.6367633031678,10.422131734241843
6,6,8,3c49c8,EWG1VT,51.67817687988281,7.0405289933488175,177.997777624,4861.56,0.5882396712975582,34610D,258.88358,-1.6388189,0.73574626,177.46752190785529,66298.67409183517,0.3892992582883266,0.808323083209066,62.04383757293414,77.439528132734,1917.8917853186424,0.0017800221751271,55026.440867802725,0.8905873433109004,0.5170319797744511,0.841614685552361,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,15.54458504089885,2.304018050058877,0.5502041586676053,38.71993302812157,16.101185114044494,32.86231130808135,1501381236821932.8,25.5941547973895,826.948298527105,1372.95590831691,0.178002217513,0.0234967117132288,0.404161541604533,38.719764066367,17.2007703263852,17.170206977214235,13.596699226328212,0.78065439989756,626767142128305.1,14.9866274651681,1091926220839458.4,0.0016712351567752123,8.529235529593558e-06,2.9704000000000006,35.8,2023-08-06 08:08:00,0.0017800221751271758,0.8905866041805899,0.0,6,550.2644086780273,0.0017800221751271758,-1.6388189,0.73574626,0.8905866041805899,0.6617348,2.3089472e-06,0.7404732372073335,777.7777660875956,10810.56932148757,0.7487558998275375,0.6628458361289257,4.395026132103009,242.08879487812789,0.7746785098647035,inf,0.0,236.1324489762052,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0017408007,1.2326612e-06,47435.03,0.8524059,-247.09663,0.0,0.0,0.9999999999999999,-7.391235911769271e-13,3.8230157e-12,3.0595516e-16,0.0,0.0,0.0,7.479999999999998e-16,4.1144551420784424e-14,3.083892020987506e-12,1120.6949277017593,10.81056932148757,2.499614054185664e-13,0.0017408007,1.2326612e-06,47435.03,0.8524059,-247.09663,0.0,0.0,0.0,-7.391235911769271e-13,3.8230157e-12,3.0595516e-16,0.0,0.0,0.0,7.479999999999998e-16,4.1144551420784424e-14,3.083892020987506e-12,1120.6949277017593,10.81056932148757
7,7,9,3c49c8,EWG1VT,51.75081931938559,7.14447021484375,184.171110952,5440.68,0.5907818192164024,34610D,255.24811,-1.6792997,1.9294033,183.7872015687973,66236.63025426223,0.39783297656114586,0.763166501549952,59.06504946651998,72.1469272155112,1842.171780505344,0.0012404784079828,50913.27576770084,0.8054832376302806,0.4922087455543332,0.8249997269766033,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,14.850759940493145,2.2091919440256538,0.5738405035225409,36.07358526740028,15.8624993471052,32.96349832852596,1499861047568157.5,24.3250948934952,822.223075019504,1363.10591916467,0.124047840798,0.0232633781422417,0.381583250774976,36.0734636077556,16.4027446246982,16.382422583213277,13.60918371007665,0.7615676393763872,573189288973469.9,13.863371276704893,1018795824685717.6,0.001641783047666143,7.695286853332176e-06,2.9704000000000006,35.8,2023-08-06 08:09:00,0.001240478407982815,0.8054836339388146,0.0,7,509.1327576770084,0.001240478407982815,-1.6792997,1.9294033,0.8054836339388146,0.57953125,4.321536e-06,0.6948818276649098,781.1391890008925,11147.298906109525,0.7476758120633196,0.6640639126284876,4.12221564526472,241.34270030122835,0.6760053226615458,inf,0.0,234.50005367856815,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.0012123667,1.1359454e-06,53218.66,0.7735671,-247.75813,0.0,0.0,1.0,-7.09201464894485e-13,3.3491664e-12,2.9849997e-16,0.0,0.0,0.0,7.479999999999999e-16,3.5366043720470727e-14,2.6399649039557186e-12,1119.7193260824313,11.147298906109524,1.9846524742358089e-13,0.0012123667,1.1359454e-06,53218.66,0.7735671,-247.75813,0.0,0.0,0.0,-7.09201464894485e-13,3.3491664e-12,2.9849997e-16,0.0,0.0,0.0,7.479999999999999e-16,3.5366043720470727e-14,2.6399649039557186e-12,1119.7193260824313,11.147298906109524
8,8,10,3c49c8,EWG1VT,51.82562876555879,7.252044677734375,188.801110948,5996.9400000000005,0.593318460318814,34610D,251.43036,-0.68001634,3.3446171,187.5838090960822,66177.56520479571,0.40512298606631797,0.7166885370819,55.99433563148781,67.598182390068,1638.4696687710718,0.0009018195821032,47200.44144697906,0.7827524607848259,0.4666194635957318,0.7997023615158619,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,14.586886803452224,2.174878280356557,0.5901245588125998,33.79899138387528,15.529480914332142,32.773028471212946,1502722582861746.2,23.100693677137,816.309145580822,1344.93845158714,0.0901819582103,0.0229519884201183,0.35834426854095,33.799091195034,15.6127766353719,15.598709413767027,14.032862872806144,0.738062457878593,520987237938970.0,12.676782942007826,942276931502300.8,0.001516893916552444,6.870469566802442e-06,2.9704000000000006,35.8,2023-08-06 08:10:00,0.0009018195821032324,0.7827533040064573,0.0,8,472.0044144697906,0.0009018195821032324,-0.68001634,3.3446171,0.7827533040064573,0.44129246,4.574241e-06,0.6539895246673376,784.4933321406866,11484.907125089065,0.7476053739662908,0.6641432110747819,3.8673080122086505,240.60493882363127,0.6326277783864485,inf,0.0,233.46725929740538,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00088079117,9.101645e-07,58774.543,0.7583562,-248.0783,0.0,0.0,1.0,-6.804837783679793e-13,2.926569e-12,2.81096e-16,0.0,0.0,0.0,7.48e-16,3.0228204061658576e-14,2.2460852339731735e-12,1118.70831393858,11.484907125089064,1.4650861102741417e-13,0.00088079117,9.101645e-07,58774.543,0.7583562,-248.0783,0.0,0.0,0.0,-6.804837783679793e-13,2.926569e-12,2.81096e-16,0.0,0.0,0.0,7.48e-16,3.0228204061658576e-14,2.2460852339731735e-12,1118.70831393858,11.484907125089064
9,9,11,3c49c8,EWG1VT,51.90271927138506,7.363115583147322,193.945555388,6492.240000000001,0.5958467671993265,34610D,247.79404,0.17119993,4.477573,191.29111727473608,66121.57086916422,0.40837377880134484,0.680006081363914,53.097713851274406,63.3999429854858,1458.3434886244884,0.0006964380856401,44081.94845354482,0.8084287858846796,0.44248094876062,0.7712094037199996,climb,15,GTF2035_wi,60,43673.0,1.3176739130434785,2.9704000000000006,1.3777600000000003,13.07174936313618,1.951658740367996,0.6061869180225321,31.700027463274647,15.174666485550787,32.25165646538399,1510555446375246.8,21.8895750954445,808.33518580706,1347.4101851213,0.069643808564,0.022780892750917,0.340003040681957,31.6999714927429,14.9249217051983,14.914534655234796,13.155259856819264,0.7072944576022959,479078872283727.3,11.71648981972488,879740858134803.1,0.001651425706383473,6.157319398448983e-06,2.9704000000000006,35.8,2023-08-06 08:11:00,0.0006964380856401862,0.8084287027018232,0.0,9,440.8194845354482,0.0006964380856401862,0.17119993,4.477573,0.8084287027018232,0.3189926,3.4990012e-06,0.6197440626489606,787.8364570696345,11757.48582909717,0.7464831767142834,0.6654042882958839,3.6310010623500113,239.88149506857133,0.6302989725912648,inf,0.0,232.77674352273465,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,0.00068082515,6.778982e-07,63660.395,0.79362994,-248.59875,0.0,0.0,1.0,-6.5524086429812e-13,2.5769616e-12,2.6319217e-16,0.0,0.0,0.0,7.48e-16,2.599356317752953e-14,1.9217208475692947e-12,1117.6664744175985,11.75748582909717,1.2948318967469841e-13,0.00068082515,6.778982e-07,63660.395,0.79362994,-248.59875,0.0,0.0,0.0,-6.5524086429812e-13,2.5769616e-12,2.6319217e-16,0.0,0.0,0.0,7.48e-16,2.599356317752953e-14,1.9217208475692947e-12,1117.6664744175985,11.75748582909717
