,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
42,42,44,3c49c8,EWG1VT,55.40089416503906,8.521917006548714,205.7777776,11033.76,0.6417849277922567,34610D,223.18315,-11.067113,40.83891,166.8531286859132,64987.12278985242,0.331778623657266,0.4162858502890947,27.18840296559197,35.7965850420002,0.0,5.37650485444284e-05,22511.53851710997,0.4924007219794213,0.2265700247132664,0.5137448512903184,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5571355224202119,17.898338456445167,10.809147472936912,27.460966473824424,1582528664000761.5,11.3305902760616,721.256178147303,1346.2636026017,0.00537650485444,0.0178503986458272,0.183468102539626,17.8982925210001,10.2780955305171,10.27754295792105,0.0053765048544428,0.4456549957066041,323711443331463.6,0.4162858502890947,0.012647614758371402,3.2440988909081633e-06,3.0968000000000004,35.8,2023-08-06 08:44:00,5.37650485444284e-05,0.49240078370658114,0.0,42,225.1153851710997,5.37650485444284e-05,-11.067113,40.83891,0.49240078370658114,0.04477182,4.16093e-06,0.3513874311795132,848.5823627497563,12315.868898135326,0.9860376422559327,0.1665225752093729,1.5894104146132788,230.87248906000582,0.3010833189817609,0.43061160108654295,0.0,222.57434740408323,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,5.3420237e-05,8.7711605e-06,109191.85,0.52660775,-170.46072,0.0046154068439875585,0.0046154068439875585,1.0,-4.2257831196376965e-13,1.7902677e-12,8.8704784e-16,2.3565606222506534e-15,-5.852590357384633e-16,-5.852590357384633e-16,7.48e-16,1.9321369030558105e-14,1.3676894347842583e-12,1068.3043161108694,4.320549850967219e-13,5.785723247034606e-14,4.793884976114388e-14,-7.207973555604011e-15,5.3420237e-05,8.7711605e-06,109191.85,0.52660775,-170.46072,0.0046154068439875585,0.0046154068439875585,0.4846091633928581,-4.2257831196376965e-13,1.7902677e-12,8.8704784e-16,2.3565606222506534e-15,-5.852590357384633e-16,-5.852590357384633e-16,7.48e-16,1.9321369030558105e-14,1.3676894347842583e-12,1068.3043161108694,4.320549850967219e-13,5.785723247034606e-14,4.793884976114388e-14,-7.207973555604011e-15
43,43,45,3c49c8,EWG1VT,55.510098732123936,8.554487228393555,205.7777776,11033.76,0.6427625799321626,34610D,222.74277,-11.094736,42.075054,165.9929330051525,64959.93438688683,0.3302762457390792,0.4240946952050082,27.716469621176312,36.4910602600952,25.681096633139493,5.70733324994689e-05,22511.53851710997,0.5519636590934183,0.2309705801764692,0.5195382988351951,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5548109222027165,18.24565651065025,10.898159781165733,28.33639865267474,1569376556301081.2,11.4576190078076,722.356729593477,1350.03389032362,0.00570733324995,0.0179396290424667,0.186154871737263,18.2455301300476,10.376740304752,10.376148103401231,0.0057073332499468,0.4483924431246209,331283415036496.7,0.4240946952050082,0.012729709933184695,3.3486932637129007e-06,3.0968000000000004,35.8,2023-08-06 08:45:00,5.707333249946889e-05,0.5519634108613168,0.0,43,225.1153851710997,5.707333249946889e-05,-11.094736,42.075054,0.5519634108613168,0.05357907,5.093305e-06,0.3520821518070013,849.8752142558753,12266.030715644487,0.9858875305599766,0.16740901136543143,1.5858494470766868,230.84917652416033,0.33605156396461766,0.34361912086147334,0.0,222.7083247321808,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,5.7268917e-05,8.072257e-06,109214.93,0.59502983,-170.29135,0.004615406843987558,0.004615406843987558,0.9999999999999999,-4.224977707430123e-13,1.7885016e-12,8.33174e-16,2.3482837362476112e-15,-5.896218351487233e-16,-5.896218351487233e-16,7.480000000000001e-16,1.924488460575327e-14,1.3660038553306068e-12,1066.7003110424362,4.4247070594696456e-13,5.894253997073583e-14,4.883810454718113e-14,-7.23231954054891e-15,5.7268917e-05,8.072257e-06,109214.93,0.59502983,-170.29135,0.004615406843987558,0.004615406843987558,0.8132508725953792,-4.224977707430123e-13,1.7885016e-12,8.33174e-16,2.3482837362476112e-15,-5.896218351487233e-16,-5.896218351487233e-16,7.480000000000001e-16,1.924488460575327e-14,1.3660038553306068e-12,1066.7003110424362,4.4247070594696456e-13,5.894253997073583e-14,4.883810454718113e-14,-7.23231954054891e-15
44,44,46,3c49c8,EWG1VT,55.61884475966631,8.587188720703125,205.7777776,11041.38,0.6437224299066359,34610D,222.362,-10.960333,43.052322,165.21226973109458,64932.21791726565,0.33161067847644055,0.408744233113037,26.72278390266297,35.4791943354474,-25.63495578760721,5.8736308080299744e-05,22484.50492966137,0.5948301171663792,0.2226898658555248,0.4980283457335512,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5526742301221119,17.739345874283416,10.71773979592828,26.665719664842,1594476102000242.0,11.2101182686827,716.871124358743,1337.9987128874,0.00587363080803,0.0177084021607001,0.18069058750591,17.7395971677237,10.203664106235,10.20306481587661,0.0058736308080299,0.4348789493727993,317505985891442.2,0.408744233113037,0.012455769695562781,3.0688601272436108e-06,3.0968000000000004,35.8,2023-08-06 08:46:00,5.873630808029975e-05,0.5948301014913457,0.0,44,224.84504929661372,5.873630808029975e-05,-10.960333,43.052322,0.5948301014913457,0.060873367,5.9143536e-06,0.35226152167975305,851.1445278764526,12336.230800339343,0.985726436032548,0.16835496222734636,1.587109644242558,230.85743193824894,0.36080330698257845,0.25447944076680223,1.0,222.82972970837625,28.117254249628648,58.57415701529346,0.6325960753615477,222.27696,6.152337037796587e-05,11012.092921492353,0.0,0.01716156901746871,0.02534498,117.14831403058692,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,5.9542323e-05,7.3953784e-06,109314.8,0.65318215,-170.60384,0.0,0.0,1.0,-4.220378991658035e-13,1.7883628e-12,7.8099794e-16,0.0,-0.0,0.0,7.48e-16,1.9291221299812696e-14,1.3663248732618974e-12,1065.0950229837536,4.173759618199427e-13,5.680906545276786e-14,4.7070368518007664e-14,0.0,5.9542323e-05,7.3953784e-06,109314.8,0.65318215,-170.60384,0.0,0.0,0.9145761490252304,-4.220378991658035e-13,1.7883628e-12,7.8099794e-16,0.0,-0.0,0.0,7.48e-16,1.9291221299812696e-14,1.3663248732618974e-12,1065.0950229837536,4.173759618199427e-13,5.680906545276786e-14,4.7070368518007664e-14,0.0
45,45,47,3c49c8,EWG1VT,55.72819519042969,8.620355779474432,205.7777776,11033.76,0.6446586096194515,34610D,221.94307,-10.982169,44.40213,164.3123523100285,64905.49513336299,0.3309574719917137,0.4094270840523308,26.77650160363138,35.6627186407774,0.0,6.176198369291308e-05,22511.53851710997,0.6597793886532145,0.2231375133635948,0.4945994149719988,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5501823294910484,17.83141502946495,10.723992282615642,26.68458143952507,1594192731000143.8,11.2292645259861,715.727044589456,1336.33350047663,0.00617619836929,0.0176868715846926,0.180900537664823,17.8313593203887,10.2279556222586,10.22732396244281,0.0061761983692913,0.4321069587335724,318620127260509.4,0.4094270840523308,0.012421325754427295,3.049157605166931e-06,3.0968000000000004,35.8,2023-08-06 08:47:00,6.176198369291308e-05,0.6597797400894575,0.0,45,225.1153851710997,6.176198369291308e-05,-10.982169,44.40213,0.6597797400894575,0.071529634,7.1003133e-06,0.35335076585654135,852.3825446639718,12274.329167806338,0.9856506071448145,0.1687983431051935,1.587470595631891,230.8597954211223,0.39856323806515925,0.14789490870009445,1.0,223.01193603594612,28.117254249628648,59.56326545762595,0.6976361010044279,221.8703,6.441175590989927e-05,11003.978367271187,0.0,0.016122869049027884,0.024382439,119.1265309152519,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.286327e-05,6.608567e-06,109258.62,0.7217334,-170.92657,0.004615406843987558,0.004615406843987558,0.9999999999999998,-4.22350075758242e-13,1.7854285e-12,7.203479e-16,2.3376250781607418e-15,-5.732594393126011e-16,-5.732594393126011e-16,7.480000000000001e-16,1.9096645580990084e-14,1.3630783982247783e-12,1063.4808128403272,4.159265133315128e-13,5.690397106992944e-14,4.714900460079869e-14,-7.0363750566749665e-15,6.286327e-05,6.608567e-06,109258.62,0.7217334,-170.92657,0.004615406843987558,0.004615406843987558,0.9902454226249175,-4.22350075758242e-13,1.7854285e-12,7.203479e-16,2.3376250781607418e-15,-5.732594393126011e-16,-5.732594393126011e-16,7.480000000000001e-16,1.9096645580990084e-14,1.3630783982247783e-12,1063.4808128403272,4.159265133315128e-13,5.690397106992944e-14,4.714900460079869e-14,-7.0363750566749665e-15
46,46,48,3c49c8,EWG1VT,55.836988546080505,8.653535842895508,205.7777776,11033.76,0.6455770237064569,34610D,221.59885,-10.84206,45.46455,163.02404329925562,64878.71863175936,0.33035421744826643,0.405931582613472,26.55474488512616,35.5727089242222,-25.551528983494453,6.346186360932665e-05,22511.53851710997,0.7077524878279392,0.2212895407093846,0.4872029402937719,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5462923713304425,17.786331762245258,10.679086231936806,26.32559671395104,1599585959496142.5,11.1687115361402,713.631167755466,1332.62446499872,0.00634618636093,0.0176267271520851,0.179590590292692,17.7863544621111,10.1885386177007,10.187892075083363,0.0063461863609326,0.4270659740416763,316070536268494.9,0.405931582613472,0.012327694726186729,2.968365152435485e-06,3.0968000000000004,35.8,2023-08-06 08:48:00,6.346186360932665e-05,0.7077520741326635,0.0,46,225.1153851710997,6.346186360932665e-05,-10.84206,45.46455,0.7077520741326635,0.07995324,8.067684e-06,0.3538996423539742,853.5970718466921,12346.327049847316,0.9853480876505489,0.17055540496684957,1.5860428383089427,230.8504437865836,0.4261064889429075,0.05496975990953918,1.0,223.13988923660733,28.117254249628648,60.442245808227,0.7447938915541197,221.53824,6.596313679773867e-05,11003.538877095887,0.0,0.015428589571647534,0.023705648,120.884491616454,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.4686734e-05,5.936713e-06,109278.56,0.7727429,-170.55682,0.004615406843987558,0.004615406843987558,1.0,-4.2228606940270893e-13,1.7841556e-12,6.6855913e-16,2.3348666462635144e-15,-5.827838228042499e-16,-5.827838228042499e-16,7.479999999999999e-16,1.9027618219402222e-14,1.361869577025445e-12,1061.867783187783,4.0890411573415503e-13,5.641815095567852e-14,4.674646793470506e-14,-7.195239675701535e-15,6.4686734e-05,5.936713e-06,109278.56,0.7727429,-170.55682,0.004615406843987558,0.004615406843987558,1.0,-4.2228606940270893e-13,1.7841556e-12,6.6855913e-16,2.3348666462635144e-15,-5.827838228042499e-16,-5.827838228042499e-16,7.479999999999999e-16,1.9027618219402222e-14,1.361869577025445e-12,1061.867783187783,4.0890411573415503e-13,5.641815095567852e-14,4.674646793470506e-14,-7.195239675701535e-15
47,47,49,3c49c8,EWG1VT,55.94638630495233,8.687353134155273,206.292222044,11026.14,0.646472675584608,34610D,221.26025,-10.761818,46.67283,161.92138623943612,64852.16388687423,0.326674488305673,0.4267420095437595,27.92350124630287,37.2316519166736,25.51597033531567,6.536002620539988e-05,22538.60460760245,0.7614544414759916,0.2326958437191905,0.5083723452599673,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5430123566458225,18.61640360068393,10.91754133013401,28.60785416068575,1565298328240375.5,11.4993009765355,718.785899966258,1345.95634711859,0.00653600262054,0.0179073735864799,0.186797772640216,18.6158259583368,10.431332754528,10.43065100690485,0.0065360026205399,0.4395567469552188,335682482559835.6,0.4267420095437595,0.012615901348028572,3.2974357791206737e-06,3.0968000000000004,35.8,2023-08-06 08:49:00,6.536002620539988e-05,0.7614549905644685,0.0,47,225.38604607602454,6.536002620539988e-05,-10.761818,46.67283,0.7614549905644685,0.09087286,9.314523e-06,0.3548673757245053,854.7815028092709,12268.463421107954,0.9856932541433625,0.16854912855386897,1.5792741982941563,230.8060082454518,0.4569245376864184,0.0,1.0,223.25726742124016,28.117254249628648,61.61158149787742,0.7975086780572005,221.21216,6.77126403968476e-05,10995.334209251061,0.0,0.01440837487452285,0.02257481,123.22316299575483,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.6466026e-05,5.2261476e-06,109225.57,0.8209556,-170.03801,0.015441843040981666,0.015441843040981666,1.0,-4.225819398427035e-13,1.7817398e-12,6.137864e-16,7.806336099942562e-15,-1.99454063755054e-15,-1.99454063755054e-15,7.48e-16,1.8711712149488398e-14,1.3591578669104376e-12,1060.244017109772,4.3904075433856594e-13,5.931047532336156e-14,4.9142965267928146e-14,-2.446994885370214e-14,6.6466026e-05,5.2261476e-06,109225.57,0.8209556,-170.03801,0.015441843040981666,0.015441843040981666,1.0,-4.225819398427035e-13,1.7817398e-12,6.137864e-16,7.806336099942562e-15,-1.99454063755054e-15,-1.99454063755054e-15,7.48e-16,1.8711712149488398e-14,1.3591578669104376e-12,1060.244017109772,4.3904075433856594e-13,5.931047532336156e-14,4.9142965267928146e-14,-2.446994885370214e-14
48,48,50,3c49c8,EWG1VT,56.0551323324947,8.72065544128418,206.292222044,11033.76,0.6473481576855273,34610D,220.98254,-10.468997,47.42067,161.263528000278,64824.24038562793,0.3282668115606225,0.4126493660195362,27.02284262912994,36.3251907741192,-25.48469914979178,6.567421156399905e-05,22511.53851710997,0.7913563770095421,0.2251903552427495,0.4900229543212848,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5411459067346637,18.162478739458283,10.755492717814178,27.129537061668987,1587507913597497.5,11.2784336221466,713.905949040039,1335.18526701517,0.0065674211564,0.0176997667811823,0.1819045950412,18.1625953870596,10.2772311799382,10.276556275207234,0.0065674211563999,0.4277252820584794,323268032164112.0,0.4126493660195362,0.012372965404670784,3.0436130701855203e-06,3.0968000000000004,35.8,2023-08-06 08:50:00,6.567421156399905e-05,0.7913569965021208,0.0,48,225.1153851710997,6.567421156399905e-05,-10.468997,47.42067,0.7913569965021208,0.09668278,1.0006514e-05,0.35488665195472896,855.9392653080973,12376.394402522306,0.9854710036594171,0.1698437545113187,1.5811172389960437,230.81812434686884,0.4735815771595165,0.0,1.0,223.3570153780625,28.117254249628648,62.10617730124126,0.8251169699789811,220.9473,6.783969994094967e-05,11002.70691134938,0.0,0.014060999642375975,0.022212056,124.21235460248252,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.672929e-05,4.662969e-06,109316.836,0.8561698,-169.47597,0.16607009459642105,0.16607009459642105,1.0,-4.221669689577312e-13,1.7819737e-12,5.7037626e-16,6.620658400434065e-14,-2.4640858131664744e-14,-2.4640858131664744e-14,7.479999999999999e-16,1.5053326082163492e-14,1.3598067028932639e-12,1058.625476374202,4.165656055498468e-13,5.735181794421577e-14,4.752007772520736e-14,-3.049649786540818e-13,6.672929e-05,4.662969e-06,109316.836,0.8561698,-169.47597,0.16607009459642105,0.16607009459642105,1.0,-4.221669689577312e-13,1.7819737e-12,5.7037626e-16,6.620658400434065e-14,-2.4640858131664744e-14,-2.4640858131664744e-14,7.479999999999999e-16,1.5053326082163492e-14,1.3598067028932639e-12,1058.625476374202,4.165656055498468e-13,5.735181794421577e-14,4.752007772520736e-14,-3.049649786540818e-13
49,49,51,3c49c8,EWG1VT,56.16481018066406,8.75460537997159,205.7777776,11026.14,0.6481982785636047,34610D,220.71826,-10.299664,48.454315,160.60048935608626,64797.2175429988,0.3267421991742996,0.4197347467619571,27.48773180337293,36.9291394678818,0.0,6.682124444432972e-05,22538.60460760245,0.8334557511569001,0.2290644316947744,0.4953921533925363,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5392435256093832,18.464881588579875,10.83569517737138,27.85758756671289,1576570003289334.8,11.3941677379571,715.175928757883,1338.90288131106,0.00668212444443,0.0177824847991197,0.184338196325232,18.4645697339409,10.3662788641528,10.365586222782,0.0066821244444329,0.4307724612375602,330034168558139.5,0.4197347467619571,0.012455242939016892,3.142989327409014e-06,3.0968000000000004,35.8,2023-08-06 08:51:00,6.682124444432972e-05,0.8334568740808371,0.0,49,225.38604607602454,6.682124444432972e-05,-10.299664,48.454315,0.8334568740808371,0.10594624,1.10645615e-05,0.35573877879269244,857.0634950710491,12201.71072602419,0.9851404601592649,0.17175061501255784,1.579435019587149,230.8070659793425,0.4974907124781239,0.0,1.0,223.47735291425388,28.117254249628648,63.25389215727119,0.8652578135363065,220.69531,6.882604271330046e-05,10994.513053921364,0.0,0.013102948527295837,0.020932892,126.50778431454238,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.768442e-05,4.0478285e-06,109262.31,0.88562375,-168.78719,0.572396864362524,0.572396864362524,1.0,-4.2247027230934896e-13,1.7799253e-12,5.2297746e-16,2.27952058293149e-13,-8.507780290466789e-14,-8.507780290466789e-14,7.480000000000002e-16,5.30544398691109e-15,1.3574549969794933e-12,1056.9887040244364,4.2579819544590537e-13,5.833657522210663e-14,4.83360194697455e-14,-1.0380947402484582e-12,6.768442e-05,4.0478285e-06,109262.31,0.88562375,-168.78719,0.572396864362524,0.572396864362524,1.0,-4.2247027230934896e-13,1.7799253e-12,5.2297746e-16,2.27952058293149e-13,-8.507780290466789e-14,-8.507780290466789e-14,7.480000000000002e-16,5.30544398691109e-15,1.3574549969794933e-12,1056.9887040244364,4.2579819544590537e-13,5.833657522210663e-14,4.83360194697455e-14,-1.0380947402484582e-12
50,50,52,3c49c8,EWG1VT,56.27290370100636,8.78854751586914,205.263333156,11026.14,0.6490387360169187,34610D,220.48955,-10.01908,49.184784,159.95240856125625,64769.72981119543,0.32717811874637437,0.4137241593437389,27.109096417328928,36.5965588138892,-25.431770555359844,6.700459798097593e-05,22538.60460760245,0.860246409877884,0.2259091368110744,0.4864483870961998,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5373459811300927,18.29817027264948,10.766306306928968,27.21894487328004,1586164689992162.8,11.3020578555833,712.719523114777,1333.76757912521,0.0067004597981,0.0176871172129888,0.182258754256896,18.2982794069446,10.3046048749567,10.303914465310324,0.0067004597980975,0.4248785811811475,325028164038177.06,0.4137241593437389,0.012339118504728304,3.0267194744863234e-06,3.0968000000000004,35.8,2023-08-06 08:52:00,6.700459798097593e-05,0.8602461207834591,0.0,50,225.38604607602454,6.700459798097593e-05,-10.01908,49.184784,0.8602461207834591,0.1135332,1.1969814e-05,0.35610778048051694,858.174948091004,12319.740508041863,0.9853391127907091,0.17060724722243814,1.5804585814249728,230.81379578725165,0.5123363916256132,0.0,1.0,223.56701454621697,28.117254249628648,64.14801490398015,0.8897282959707032,220.4795,6.886386221688252e-05,10994.065992548009,0.0,0.012470378397209743,0.019974343,128.2960298079603,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.753895e-05,3.5453509e-06,109280.09,0.90520245,-168.07849,0.8687255790721309,0.8687255790721309,1.0,-4.224173711086431e-13,1.7792367e-12,4.8429606e-16,3.4293409884560264e-13,-1.3027391625847146e-13,-1.3027391625847146e-13,7.48e-16,-1.9728791627871083e-15,1.3568193378833064e-12,1055.3737339216923,4.155930655506523e-13,5.75011974323074e-14,4.764384930105471e-14,-1.6049408432707443e-12,6.753895e-05,3.5453509e-06,109280.09,0.90520245,-168.07849,0.8687255790721309,0.8687255790721309,1.0,-4.224173711086431e-13,1.7792367e-12,4.8429606e-16,3.4293409884560264e-13,-1.3027391625847146e-13,-1.3027391625847146e-13,7.48e-16,-1.9728791627871083e-15,1.3568193378833064e-12,1055.3737339216923,4.155930655506523e-13,5.75011974323074e-14,4.764384930105471e-14,-1.6049408432707443e-12
51,51,53,3c49c8,EWG1VT,56.38206481933594,8.822687322443182,206.292222044,11018.52,0.649849992389476,34610D,220.29388,-9.747965,50.021404,159.376337215289,64742.620714778095,0.32538950891823,0.4221306969839059,27.65170065631912,37.2702701827796,25.409363060597627,6.715618849169417e-05,22565.703240217892,0.8848759016812097,0.2304308388026593,0.4937401110464199,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5356484485639226,18.635448224863865,10.860549516725198,28.08112804225541,1573211629584779.2,11.434424396517,714.523448502831,1338.58977832578,0.00671561884917,0.0177901676496545,0.185090115713435,18.6351350913898,10.4040680986517,10.4033694480121,0.0067156188491694,0.4292069053314148,332775279775382.8,0.4221306969839059,0.012445378060032673,3.150704062947985e-06,3.0968000000000004,35.8,2023-08-06 08:53:00,6.715618849169417e-05,0.884877533281542,0.0,51,225.6570324021789,6.715618849169417e-05,-9.747965,50.021404,0.884877533281542,0.12374123,1.3117447e-05,0.35685261953569275,859.2477911862068,12383.315878721474,0.9849431823036893,0.17287836080169625,1.57816366280824,230.79870156216995,0.5260010059759729,0.0,1.0,223.63132560131672,28.117254249628648,65.42468271891332,0.9126973469082598,220.29584,6.892834807907919e-05,10985.807658640544,0.0,0.011574830820430293,0.01845936,130.84936543782663,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.729287e-05,3.0398946e-06,109224.24,0.91818875,-167.6266,0.8863994845435015,0.8863994845435015,1.0,-4.2272641004100025e-13,1.7775118e-12,4.455982e-16,3.471393288830281e-13,-1.341067796609524e-13,-1.341067796609524e-13,7.480000000000001e-16,-2.6512762201521573e-15,1.3547854081792006e-12,1053.735896701596,4.270480956580571e-13,5.866957488779884e-14,4.86119334784619e-14,-1.6606866140196739e-12,6.729287e-05,3.0398946e-06,109224.24,0.91818875,-167.6266,0.8863994845435015,0.8863994845435015,1.0,-4.2272641004100025e-13,1.7775118e-12,4.455982e-16,3.471393288830281e-13,-1.341067796609524e-13,-1.341067796609524e-13,7.480000000000001e-16,-2.6512762201521573e-15,1.3547854081792006e-12,1053.735896701596,4.270480956580571e-13,5.866957488779884e-14,4.86119334784619e-14,-1.6606866140196739e-12
52,52,54,3c49c8,EWG1VT,56.49174499511719,8.857560591264203,207.321110932,11026.14,0.6506393560182471,34610D,220.1012,-9.295821,50.5258,158.4103307378097,64714.96901412178,0.3210620344184209,0.444368878365699,29.162102107915125,38.9479845701172,50.77670370489737,6.645409838801324e-05,22538.60460760245,0.8962075147997619,0.2430175175659593,0.519270284169353,cruise,0,GTF2035,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,0,0.5326347389210921,19.47473406320363,11.117082971239624,30.68597613902175,1534077538403700.5,11.7801593599595,721.354155943842,1354.91166849926,0.0066454098388,0.0181206771821568,0.192909383882163,19.4739922850586,10.6458153822264,10.645107971173934,0.0066454098388013,0.4458986999578602,354093355053034.6,0.444368878365699,0.0127966605355477,3.5513268272436763e-06,3.0968000000000004,35.8,2023-08-06 08:54:00,6.645409838801324e-05,0.8962071703779116,0.0,52,225.38604607602454,6.645409838801324e-05,-9.295821,50.5258,0.8962071703779116,0.12867056,1.3707086e-05,0.3567361026184681,860.291687598987,12414.220822914733,0.9853889030831885,0.1703194342419869,1.5662205753863738,230.71983355498926,0.5317354810446902,0.0,1.0,223.59109293232373,28.117254249628648,66.05645930801316,0.9217022072971538,220.11577,6.811533663772341e-05,10993.111770345993,0.0,0.011315606240312377,0.017924296,132.11291861602632,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,6.600588e-05,2.5949116e-06,109313.92,0.9275926,-167.15555,0.9015441843040979,0.9015441843040979,0.9999999999999998,-4.2232185234779957e-13,1.77819e-12,4.1129172e-16,3.4774158007445386e-13,-1.378528361428951e-13,-1.378528361428951e-13,7.479999999999999e-16,-3.2708754038299387e-15,1.3558682033159618e-12,1052.0902716205221,4.626036031598017e-13,6.17603348284276e-14,5.117284885784002e-14,-1.711335548942981e-12,6.600588e-05,2.5949116e-06,109313.92,0.9275926,-167.15555,0.9015441843040979,0.9015441843040979,0.9999999999999998,-4.2232185234779957e-13,1.77819e-12,4.1129172e-16,3.4774158007445386e-13,-1.378528361428951e-13,-1.378528361428951e-13,7.479999999999999e-16,-3.2708754038299387e-15,1.3558682033159618e-12,1052.0902716205221,4.626036031598017e-13,6.17603348284276e-14,5.117284885784002e-14,-1.711335548942981e-12
