engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.5757812729240099,-72.36108201098011,-34.62353727619629,0.0,0.0,-34.54076206187366,-34.54076206187366
GTF,-18.94371477834184,-57.675077068351385,-46.159131446048185,-15.789285920456011,-15.789285920456011,-46.06787527219045,-46.06787527219045
GTF2035,-10.480656076072489,-61.343586756062194,-42.793122437033624,-21.96641751536834,-21.96641751536834,-42.852688329080166,-42.852688329080166
GTF2035 - 20,-10.878020756175331,-62.58191756791574,-43.465324706594686,-23.84664178054283,-36.925555857418566,-43.5404818620503,-43.7004197608462
GTF2035 - 100,-12.606830803113589,-65.56544435458957,-45.69129337771482,-31.441493574716183,-95.42872936238778,-45.83133576312044,-46.61119832292443
GTF2035WI,-93.70407838543109,-64.06635580435602,-90.33617912689571,-28.78872234133431,-28.78872234133431,-89.23974590629034,-89.23974590629034
GTF2035WI - 20,-93.4372529481341,-65.11233637196538,-90.03091957172241,-30.392773764219843,-42.347308483301646,-89.02920650015665,-89.22684913730068
GTF2035WI - 100,-93.85350532129209,-68.51286775822985,-91.29690356797595,-37.44705247892263,-95.82914349498166,-90.36579077833063,-91.3623809961189
