engine_display,NOx,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.25519140317484235,0.25119407731416393,0.0,0.0,0.2442840503459004,0.2442840503459004
GTF,-22.41659537063064,-22.327895628545384,-17.10581272657743,-17.10581272657743,-22.18574770447721,-22.18574770447721
GTF2035,-17.482795675437586,-17.58176577635382,-24.270162910229768,-24.270162910229768,-17.78156154723997,-17.78156154723997
GTF2035 - 20,-17.313039152358908,-17.394776445865308,-25.943786333037412,-38.661992706285545,-17.648285222448237,-18.01622098889362
GTF2035 - 100,-19.499443688512955,-19.46818047886561,-33.49650322406701,-95.5655164918941,-19.880283787965343,-21.675969697297294
GTF2035WI,-93.85257260062684,-92.83888558917666,-30.473663879410818,-30.473663879410818,-91.03527312964145,-91.03527312964145
GTF2035WI - 20,-93.96900426119956,-92.93279101101643,-32.048108221573926,-43.718469480293074,-91.17298576539412,-91.51044707022777
GTF2035WI - 100,-93.96461068358167,-92.85820931985167,-38.82152623676024,-95.9208430805384,-91.29624158352712,-92.94801039188991
