engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.12493397458177076,-71.17935314767439,3.7846431863484957,0.0,0.0,3.960732998290892,3.960732998290892
GTF,-19.959749759328535,-57.416504870817285,-15.813883924606731,-15.489535646005152,-15.489535646005152,-15.530003315045207,-15.530003315045207
GTF2035,-13.892826064739772,-59.33197115999987,-10.71910736326078,-22.205925150552034,-22.205925150552034,-10.86558170634645,-10.86558170634645
GTF2035 - 20,-14.322684817806437,-62.62059570765797,-11.240811043594066,-24.10963862739689,-37.14382309108603,-11.444887663505282,-11.882532845576542
GTF2035 - 100,-16.00022101200093,-69.13280424084522,-13.527314906486062,-31.688067545009773,-95.44544455326782,-13.936510769858469,-16.052455184977628
GTF2035WI,-93.85606217872284,-63.58164199510005,-89.41465732170856,-28.913874233385872,-28.913874233385872,-88.59693714506182,-88.59693714506182
GTF2035WI - 20,-93.91638023918347,-65.8774424454523,-90.06499376477059,-30.680373484582546,-42.58598113237583,-88.81560808758532,-89.10646013798652
GTF2035WI - 100,-94.03626512328954,-73.43819124813587,-91.34797907009037,-37.60189841386623,-95.83971927622062,-90.33663948504754,-91.61383821872464
