engine_display,NOx,Contrail,Non-CO2,CO2 Conservative,CO2 Optimistic,Total Climate Impact Conservative,Total Climate Impact Optimistic
CFM1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM2008,0.4562573355652297,-66.94640654843327,-8.16515005033222,0.0,0.0,-8.154687027171729,-8.154687027171729
GTF,-20.15333022497618,-45.27254328843343,-25.2375449241513,-15.847105124040045,-15.847105124040045,-25.17347498910275,-25.17347498910275
GTF2035,-13.311357082994826,-47.633165452545825,-20.23112235816337,-22.364936382182414,-22.364936382182414,-20.450489288768164,-20.450489288768164
GTF2035 - 20,-13.74110550018096,-50.17415126964357,-20.625673224723577,-24.260638054953496,-37.26874838446467,-20.87959587304156,-21.185370677127363
GTF2035 - 100,-15.40692311079572,-53.87907238737617,-22.57904988442696,-31.80951621021136,-95.45345421959269,-22.966132743157175,-24.453340122091618
GTF2035WI,-93.67558695188644,-48.205298140322775,-85.4376934570944,-29.10873180312668,-29.10873180312668,-86.03946423695511,-86.03946423695511
GTF2035WI - 20,-93.76690102188336,-50.875405265675475,-87.32530772765432,-30.874507914975407,-42.74638988207053,-85.25308508149607,-85.63217399209412
GTF2035WI - 100,-93.96045828210757,-55.62408266102115,-87.34050433404022,-37.8459134622197,-95.85575448554648,-86.47591250547413,-87.94489136654458
