engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2035,0,0,-8.1,0.0,0.0,17.9,-3.7,-8.1,-8.1,10.0,-9.9
GTF2035,20,0,-8.5,-2.0,-18.8,17.9,-19.3,-10.3,-25.7,9.4,-22.8
GTF2035,100,0,-10.3,-10.0,-94.0,17.9,-50.7,-19.3,-94.6,7.3,-49.5
GTF2035_wi,0,15,-16.1,-0.3,-0.3,-90.9,-24.1,-16.1,-16.1,-92.1,-34.0
GTF2035_wi,20,15,-16.5,-2.3,-19.1,-90.9,-36.0,-18.1,-32.2,-92.2,-43.4
GTF2035_wi,100,15,-18.1,-10.3,-94.0,-90.9,-60.5,-26.3,-95.1,-92.3,-62.9
