,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,EI_nox_p3t3_xue,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,nvpm_ei_n,EI_mass_meem,EI_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,surface_solar_downward_radiation,issr_issr,cocip_waypoint,cocip_level,cocip_u_wind,cocip_v_wind,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_potential_vorticity,accf_geopotential,accf_relative_humidity,accf_olr,accf_pcfa,accf_issr,accf_sac,accf_aCCF_CH4,accf_aCCF_O3,accf_aCCF_H2O,accf_aCCF_nCont,accf_aCCF_dCont,accf_aCCF_Cont,accf_aCCF_CO2,accf_aCCF_merged,accf_aCCF_NOx,accf_Fin,accf_nox_impact,accf_co2_impact,accf_diurnal,accf_warming_contrails
32,32,32,-3.32794189453125,40.23133850097656,11521.44,254.135555336,34610D,216.67358,12.527433,18.991657,233.0972357089556,65080.6969557772,0.4031783658310303,0.459581551893648,32.23046364745635,34.2061442675572,0.0,5.6110847410743854e-05,20845.24140765676,1.0887160325201235,0.2685871970621362,0.6257728171052698,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7899349870917493,17.102925314248747,11.917546479940562,33.28588460374558,1495017658080058.8,10.294125001054,707.481010891813,1333.16213745283,0.00561108474107,0.0178989575734962,0.229790775946824,17.1030721337786,12.8382211647389,12.83750084168804,0.0056110847410743,0.4914265469814332,11.87470143968216,7.547000908145964,6.976703240271638,7.968931797409534,291868198834591.4,2.4001796068775976,479486539546747.8,6.303199587326492,496137079828436.4,0.01187470143968216,5.664987627285081e-06,3.16,35.8,2024-06-07 09:55:00,2358367.189675745,1.0,32,208.4524140765676,12.618641,19.047277,0.11513881,6.2344575e-06,0.3351532373935882,1098.2614228499585,15207.859200021114,0.9891016989623812,0.14723392649023223,1.617077778010812,231.05205809058793,0.6247739774572145,0.0,1.0,224.49012918991366,28.117254249628648,85.77297659965433,1.013223577708981,217.16808,5.532960316603143e-05,11478.553511700173,1.0,0.0014418265620574288,0.0015146483,171.54595319930866,0.3366591689268896,5.879701816117359e-06,660614170336.4459,-28153698534.600616,0 days 02:05:00,-1.7490410597996412e-12,-2.6410520002974582e-14,1196.2721254491637,1109.635121583898,1250.1576502312516,260.3140402561204,231.91703921980502,308.55005196844763,221.67583976197767,208.03625613622458,233.28491102775334,-1.9381933,-3.148346,-0.679679,1.5155088,0.7351094,2.8574064,-0.42268458,-1.3319875,0.055430412,-1.0,11572.019356566769,0.9929191020865229,0.019516591228955896,650425806134.5818,34319227535.83147,3.9166526590237055e-06,2618.221207136601,289.02479887117227,0.03258475279738585,0.115672216,2.0833333333333335,-1.9381933,1.5155088,-0.42268458,221.67583976197767,1196.2721254491637,260.3140402561204,15207.859200021114,15207.859200021114,0.0,0.0,0.5668751,0.0,0.0,0.0,1.0,-1.0475751673358092e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.2659539673773163e-14,-1.0475751673358092e-12,1296.1777956384979,-3.4302180811051723e-13,6.517822335479869e-14,day,-0.0
33,33,33,-3.301513671875,40.366607666015625,11521.44,254.64999978,34610D,216.66005,12.628166,18.765268,232.8200235801725,65048.466492129744,0.4028199219804011,0.473771545601104,33.32984381125821,35.272888428472,0.0,5.5904224140552654e-05,20845.24140765676,1.0866295702793634,0.2777486984271517,0.6467774787529182,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7890201960298422,17.63705026113525,12.095750660328124,35.08807339018438,1467942367055770.0,10.5176866796669,712.091943227176,1344.99664900232,0.00559042241406,0.0181485916653798,0.236885772800552,17.636444214236,13.0525705337475,13.051840880709458,0.0055904224140552,0.5043410745433736,12.066494216971916,7.8079612487254915,7.206200414912755,8.13365455799467,324432407612337.1,2.769620445955867,504982750268437.94,6.290367766611629,495517651351470.1,0.012066494216971917,6.127053959145855e-06,3.16,35.8,2024-06-07 09:56:00,2443690.2324134796,1.0,33,208.4524140765676,12.719937,18.833553,0.13165212,7.360453e-06,0.3351741670633724,1100.1549491832784,15277.21372247619,0.9891126705098219,0.1471602019464789,1.6161068755934949,231.0458029173591,0.6234953056780815,0.0,1.0,224.47549641301904,28.117254249628648,85.40362372000546,1.006788369473635,217.15936,5.4917341408426896e-05,11478.738188139998,1.0,0.0013978793709927117,0.0017275192,170.8072474400109,0.33666286649063015,5.919995299910335e-06,720869803991.7789,-2920190901.763666,0 days 02:34:00,-1.814160858247765e-13,-2.739382895954125e-15,1203.4266169240038,1109.2029647428985,1249.326653029689,251.34884347131333,226.98844845963777,295.95001531639764,226.53921249141183,210.8258598626638,249.1472985403382,-1.5976073,-2.400541,-0.49333656,1.3012563,0.6202688,2.3861704,-0.2963511,-1.2638028,0.12693226,-1.0,11599.687047691043,0.990647539446945,0.015228005319999361,697373747374.1676,38095678304.13258,3.929933573365036e-06,3777.2904138834565,321.3172788234795,0.027396904685808857,0.113496,2.566666666666667,-1.5976073,1.3012563,-0.2963511,226.53921249141183,1203.4266169240038,251.34884347131333,15277.21372247619,15277.21372247619,0.0,0.0,0.5648641,0.0,0.0,0.0,0.9999999999999999,-1.047217732667994e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.265489302309157e-14,-1.047217732667994e-12,1295.2048386876497,-3.59201648209975e-13,6.719065961438506e-14,day,-0.0
34,34,34,-3.274924538352252,40.50249519994704,11521.44,254.135555336,34610D,216.64197,12.767213,18.597733,233.5879904702601,65015.13664831848,0.4035483071721642,0.461357195390096,32.36841863862492,34.29760200814,-25.00111562067275,5.57076360097172e-05,20845.24140765676,1.0853766510607707,0.269736821988541,0.6284448260207206,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7916558090283384,17.148450544180616,11.94319903311411,33.460808512938094,1492389678267881.2,10.3270625888894,708.004712875299,1334.24477620116,0.00557076360097,0.0179190013724577,0.230678597695048,17.14880100407,12.8734069996563,12.872689892533302,0.0055707636009717,0.4928831165632,11.90367068221127,7.5761912140454015,7.004557113015343,7.991336656208937,295039473937120.94,2.4365845951652143,481623361001873.4,6.327402348838777,497305376498325.1,0.01190367068221127,5.708074296492217e-06,3.16,35.8,2024-06-07 09:57:00,2527106.962653795,1.0,34,208.4524140765676,12.864613,18.682705,0.14909992,8.622131e-06,0.335202139246881,1102.012973017561,15252.365428193301,0.9890161484295438,0.1478075036849973,1.6180801865727599,231.05851275586946,0.6226664916131245,0.0,1.0,224.48175503481608,28.117254249628648,84.98210261855739,1.0012115633129786,217.14597,5.451968672445488e-05,11478.948948690722,1.0,0.0013572336373835015,0.0019289244,169.96420523711478,0.33667245879867835,5.765243271939002e-06,663477304182.5632,41838628196.892876,0 days 02:33:00,2.5992136881100105e-12,3.9248126690461154e-14,1202.7267272641493,1108.761037321914,1248.4893612622477,251.38950525263422,231.9944931306169,281.93911629167235,226.43067608380215,212.21455446189591,251.19651881090851,-1.6310862,-2.3419354,-0.72183424,1.4102756,0.5950449,2.3125482,-0.22081059,-1.2667196,0.34159797,1.0,11612.406443126398,0.9932189971648437,0.013702754989193147,619134344130.4701,47743543776.069916,4.429573626030934e-06,3688.018891275135,321.5572295233764,0.027556621379475163,0.11656978,2.55,-1.6310862,1.4102756,-0.22081059,226.43067608380215,1202.7267272641493,251.38950525263422,15252.365428193301,15252.365428193301,0.0,0.0,0.5631295,0.0,0.0,0.0,1.0000000000000002,-1.0468584833294785e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2650222781690868e-14,-1.0468584833294785e-12,1294.2269421027077,-3.449510164184726e-13,6.543004653597972e-14,day,-0.0
35,35,35,-3.248207785866498,40.63814842094809,11513.82,253.106666448,34610D,216.67737,13.109794,18.59076,233.65372934315133,64982.76822967986,0.40360986243157865,0.459222826211868,32.203546182551776,34.1345324501572,-25.00518298770879,5.588112739695296e-05,20870.30407451307,1.0850235384638154,0.2683628848545981,0.6249121080561074,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7918139900025206,17.067261987047655,11.91723758858868,33.13457066057424,1497290932155574.5,10.295716968033,707.214306547703,1332.16374179283,0.0055881127397,0.0178746447602227,0.229611413105934,17.0672662250786,12.8456490288914,12.844931239652391,0.0055881127396952,0.4906853250747279,11.866341389390444,7.533795879388123,6.967577856881633,7.9659705248582195,290391683506710.94,2.3828781897829736,478619110565630.3,6.339907161571397,498220493178231.1,0.011866341389390444,5.645662671379193e-06,3.16,35.8,2024-06-07 09:58:00,2579769.4553636056,1.0,35,208.70304074513072,13.2050495,18.696573,0.1601716,9.578592e-06,0.3355503297322149,1103.839082415183,15100.887581167655,0.9889955752693849,0.14794509825465146,1.6201930882688664,231.07210646267316,0.6226780495750566,0.0,1.0,224.49459010471367,28.117254249628648,84.78465481965894,0.9964102132611138,217.18521,5.447181121317908e-05,11471.427672590171,1.0,0.0013402799938037901,0.0020246308,169.56930963931788,0.3370110893639767,5.745922539344538e-06,655264734377.0972,52613105562.53913,0 days 02:32:00,3.2685752388574856e-12,4.9355486106748035e-14,1202.0157280913677,1108.314041476193,1247.6338607077244,249.65170050660012,234.32536369829973,269.88629342262345,226.30794950440338,213.2794953047971,252.37472143732438,-1.792049,-2.4723997,-1.0960541,1.5621558,0.58549106,2.012228,-0.22989315,-1.3983,0.61097264,1.0,11601.703141088701,0.9953916312812545,0.011706951802054277,599547350381.3617,55220534499.41168,4.657864896383808e-06,3351.027752694614,318.29919301955147,0.02957942688828547,0.12219139,2.533333333333333,-1.792049,1.5621558,-0.22989315,226.30794950440338,1202.0157280913677,249.65170050660012,15100.887581167655,15100.887581167655,0.0,0.0,0.56114095,0.0,0.0,0.0,1.0,-1.0464902102090563e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2645435231125381e-14,-1.0464902102090563e-12,1293.2244822839225,-3.4215802150508406e-13,6.512734859162809e-14,day,-0.0
36,36,36,-3.221678300337373,40.77245162705243,11506.2,252.592222004,34610D,216.71245,13.492777,18.609238,233.57499119015668,64950.56468349731,0.40354634185375887,0.46207455804804,32.41885316565708,34.3526756772654,0.0,5.622908389648059e-05,20895.39687473447,1.0880835793091832,0.270157109713809,0.6286555184389784,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7914830673630604,17.176174413045512,11.95309874410123,33.438262359835406,1492728401747533.8,10.3447711602622,708.060246605448,1334.18904063124,0.00562290838965,0.01791575573791,0.23103727902402,17.1763378386327,12.8957595986388,12.895034522660778,0.005622908389648,0.4930375722357921,11.911531203450734,7.581915918449887,7.011301044883323,7.999050688538288,295703713630693.2,2.4431702414853347,482383712450179.4,6.345522120661376,498803541478316.0,0.011911531203450733,5.718972307704704e-06,3.16,35.8,2024-06-07 09:59:00,2629897.087230456,1.0,36,208.95396874734476,13.587475,18.746351,0.16878563,1.0332704e-05,0.33589938685744436,1105.6359587354711,14916.208034008036,0.9890585683305615,0.14752338259374362,1.6219688135583987,231.0835187458957,0.6246468312403738,0.0,1.0,224.51878290720046,28.117254249628648,84.67453199473087,0.995342114166431,217.21947,5.459175774421319e-05,11463.862734002636,1.0,0.0013412737335457337,0.0020560222,169.34906398946174,0.3373601505389756,5.940603924562588e-06,671046662544.9791,476841639292.8496,0 days 05:01:00,2.9623660462243244e-11,4.4731727297987303e-13,1156.63646478352,961.4617436392487,1246.7751813531302,225.89869898956388,189.20682135282402,270.62688454980673,233.87516633711684,214.09915261155487,261.64323133777873,-1.8006954,-3.3082767,-0.53675133,1.69133,0.62561,2.6227283,-0.10936534,-2.34208,0.8113737,1.0,11626.17640133375,1.0012665937092209,0.01228143003778497,513050621741.2976,64569538440.531944,7.481015755486483e-06,9371.6871868773,508.19279501292965,0.027642266180083207,0.11625254,5.016666666666667,-1.8006954,1.69133,-0.10936534,233.87516633711684,1156.63646478352,225.89869898956388,14916.208034008036,14916.208034008036,0.0,0.0,0.56010485,0.0,0.0,0.0,1.0,-1.046125602126552e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2640695326052824e-14,-1.046125602126552e-12,1292.231998901221,-3.4547349277937054e-13,6.553178348201947e-14,day,-0.0
37,37,37,-3.19549560546875,40.905120849609375,11506.2,253.36388867,34610D,216.70164,13.960676,18.629236,233.4093664580924,64918.14583033165,0.4035184471245864,0.450879452840698,31.57238221947093,33.541848805199,-25.008656976956463,5.667079918326084e-05,20895.39687473447,1.0981838181330004,0.2631031851622578,0.6120202067078703,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7909415497052952,16.76996811127785,11.811749891488247,32.06998033072118,1513284868650636.2,10.1620966521833,704.348154840937,1325.05147069877,0.00566707991833,0.0177277194514897,0.225439726420349,16.7709244025995,12.7167923114558,12.716071681511137,0.005667079918326,0.4826956399010174,11.72251770288111,7.380117997158883,6.829519987729874,7.866452992033213,273837156869403.2,2.195411103181669,467809297801938.9,6.337874645951889,498434392531587.1,0.01172251770288111,5.420187098842254e-06,3.16,35.8,2024-06-07 10:00:00,2660746.632644579,1.0,37,208.95396874734476,14.072683,18.82241,0.17310569,1.0787687e-05,0.33591614294831623,1107.40400560849,15442.572689582796,0.9889366189540515,0.14833867901437248,1.6218935793679754,231.08303545324077,0.6303791937673251,0.0,1.0,224.55787521595022,28.117254249628648,84.69265268942402,0.9993442785914923,217.2094,5.473934160478803e-05,11463.853673655289,1.0,0.0013704272243543869,0.0019924403,169.38530537884805,0.33737627301303774,6.3655450862126634e-06,648509722871.0891,645694511276.2727,0 days 05:00:00,4.011360038261076e-11,6.057153657774225e-13,1160.4250830220371,959.7118987118848,1245.9183314787056,229.00171415025017,198.95253374062577,267.53482295053004,230.91783841881806,214.48945177429692,254.40588217410203,-1.9033577,-2.7364297,-0.65767133,2.0894704,0.67314696,3.0128016,0.18611248,-0.875034,0.93392086,1.0,11636.49859929346,1.0093215489330336,0.009057231648786183,500467058479.2087,55154318540.98788,8.20524897455299e-06,9376.176141788996,567.7193396105315,0.029606265847355744,0.107870124,5.0,-1.9033577,2.0894704,0.18611248,230.91783841881806,1160.4250830220371,229.00171415025017,15442.572689582796,15442.572689582796,0.0,0.0,0.5622514,0.0,0.0,0.0,1.0,-1.0457654300037342e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.263601308845619e-14,-1.0457654300037342e-12,1291.2515904463294,-3.316399746307389e-13,6.394408470543007e-14,day,-0.0
38,38,38,-3.168182373046875,41.04245460639566,11498.58,254.135555336,34610D,216.7484,14.474306,18.663183,232.85720570364103,64886.573448112176,0.40303874989124366,0.459045409686056,32.18360753993322,34.1896149118064,25.006982489488376,5.779666872289654e-05,20920.51984455095,1.114507392466974,0.2681967294994435,0.623245053987609,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.788985372791115,17.095192277865298,11.91075830102006,33.06235608318828,1498375852178179.0,10.2938607165223,706.945496900799,1331.71662040692,0.00577966687229,0.0178678182980712,0.229522704843028,17.0948074559032,12.8455920590935,12.844849669572351,0.0057796668722896,0.4899389908094907,11.856141608837603,7.523975264323636,6.957191940392328,7.958263599814038,289498053972409.5,2.3703725337071195,478724711750108.06,6.320563343524301,497911235575868.6,0.011856141608837604,5.637729814388897e-06,3.16,35.8,2024-06-07 10:01:00,2682008.9402720574,1.0,38,209.20519844550955,14.599293,18.916826,0.17694649,1.1144819e-05,0.3362474662418263,1109.1249037700934,15380.434963149437,0.9888931751276484,0.14862801951838692,1.6225403272421102,231.08718941185126,0.640038873456868,0.0,1.0,224.62940477441873,28.117254249628648,84.86498850020173,1.0142201978582746,217.25136,5.5790776419187534e-05,11456.1475057499,1.0,0.001435345641285437,0.0018115344,169.72997700040347,0.3377212448440765,7.286393874124784e-06,701110684103.4734,710411968210.0873,0 days 04:59:00,4.413415524235478e-11,6.664257441595573e-13,984.1273603682486,395.7423351215058,1245.014481847336,216.23280657145736,119.75627086593028,267.4243312885401,228.00562217237348,212.19782513349045,246.52180444026385,-2.3199778,-3.6053882,-0.1650061,2.4279547,0.12532939,4.3168106,0.10797661,-1.0855241,0.9988582,1.0,11619.764014877532,1.0280237485594779,0.015548355756891641,487990000491.9157,98163260795.19179,1.015904621404125e-05,12552.998407598783,820.024798773467,0.0330850773683203,0.12914757,7.483333333333333,-2.3199778,2.4279547,0.10797661,228.00562217237348,984.1273603682486,216.23280657145736,15380.434963149437,15380.434963149437,0.0,0.0,0.56667167,0.0,0.0,0.0,1.0,-1.0453895288770236e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2631126373808951e-14,-1.0453895288770236e-12,1290.228366772195,-3.413724136865471e-13,6.51021872380042e-14,day,-0.0
39,39,39,-3.140869140625,41.179229736328125,11506.2,255.164444224,34610D,216.67262,15.01082,18.648233,232.3768647327208,64854.38984057224,0.4023136570843709,0.488784530799308,34.52271313727937,36.4142005100644,24.99761698071577,5.833528006988816e-05,20895.39687473447,1.134741224673128,0.2876892761439947,0.6681435397673876,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.787495457637527,18.207054498643547,12.28579663728094,36.28235539,1450000000000000.0,10.7571369568342,716.604028036827,1356.63117403935,0.00583352800699,0.0183955884242698,0.244392265399654,18.2071002550322,13.2853736321487,13.28459867136459,0.0058335280069888,0.5172591853407551,12.29341876066206,8.078993747445594,7.442161507001136,8.305682478422195,355667182559961.8,3.1494212846223038,527500177966051.5,6.289404512264807,496094585908695.9,0.01229341876066206,6.557229257110477e-06,3.16,35.8,2024-06-07 10:02:00,2694964.9217693536,1.0,39,208.95396874734476,15.137505,18.944382,0.17656098,1.11804075e-05,0.3359611338034984,1110.8141905813254,15197.127768538743,0.9888307649711348,0.1490426725693024,1.618626560830016,231.06202945321388,0.6511808727546899,0.0,1.0,224.68535714781933,28.117254249628648,85.19703530445763,1.0301996709376002,217.16902,5.6131030357649244e-05,11463.601482347773,1.0,0.0015301533319282612,0.0015565581,170.39407060891526,0.337452417008224,8.532628913536211e-06,857296243915.6674,545067432677.9467,0 days 04:58:00,3.3862169794197857e-11,5.113187638923876e-13,1158.1216213213052,955.9871022934195,1244.1181373103543,241.1848610527208,207.31497445215768,276.7217146650719,222.97106460819458,209.76127222576673,236.4308530973391,-3.1028805,-4.296631,-0.87410617,3.2251868,0.8645178,5.1145625,0.12230629,-1.3149312,0.9362166,1.0,11650.12113565495,1.0281831634318117,0.008113903721200267,655121824509.8085,111566940532.14818,8.223554918773742e-06,7141.423503156033,568.4430840790808,0.048972875246409066,0.09694652,4.966666666666667,-3.1028805,3.2251868,0.12230629,222.97106460819458,1158.1216213213052,241.1848610527208,15197.127768538743,15197.127768538743,0.0,0.0,0.572246,0.0,0.0,0.0,1.0,-1.045008333390831e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.262617083248845e-14,-1.045008333390831e-12,1289.1907315584915,-3.7675682857446087e-13,6.931981318558251e-14,day,-0.0
40,40,40,-3.113750110973001,41.31436622748941,11513.82,255.164444224,34610D,216.58607,15.556299,18.604252,234.0384363337012,64819.86712743497,0.4039582833013403,0.459946762494622,32.26384640573069,34.1616103788094,-24.994132426878394,5.821885694013142e-05,20870.30407451307,1.1440149366688643,0.2688653867144224,0.625372000711748,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.793284815628371,17.080765056031325,11.928913030161803,33.17417199685874,1496695979111297.5,10.31273505528,707.237063421538,1332.13347959465,0.00582188569401,0.017873119778078,0.229973381247311,17.0808051894047,12.8669971500656,12.866248091808586,0.0058218856940131,0.4907485082041591,11.872468521660954,7.538619917094404,6.972711106725712,7.971868658805997,291024007146244.5,2.38850761684254,479527511608952.2,6.360701295120438,499224206154837.06,0.011872468521660955,5.657154536437049e-06,3.16,35.8,2024-06-07 10:03:00,2701500.7266710335,1.0,40,208.70304074513072,15.66672,18.918526,0.17458154,1.1074709e-05,0.3356917780954663,1112.4759731479623,15240.07200473886,0.9887960106301066,0.14927306978147853,1.62114345359437,231.07821567605478,0.6559510235630439,0.0,1.0,224.73520107827784,28.117254249628648,85.43822861767477,1.0408466353184334,217.07303,5.607188514368383e-05,11471.100885691163,1.0,0.0016091182286550065,0.0013068905,170.87645723534953,0.3372026375192162,8.673471531854364e-06,731953571095.4757,459355308410.7004,0 days 04:57:00,2.8537326790646468e-11,4.309136345387616e-13,1156.9560738152481,954.0889472588192,1243.2162320342184,249.38565123875378,211.71595539640998,291.7397167959117,219.45510294031578,208.58039444693594,228.44886388397168,-3.3145185,-5.079885,-0.63823944,3.4180756,0.61925787,5.8142548,0.103557214,-1.4649818,1.0879354,1.0,11657.24400492347,1.0358979670975728,0.011728612788460414,561361581005.215,103822577726.38402,8.216392519230224e-06,5961.229468672612,577.1246611146374,0.05321068353318985,0.09072888,4.95,-3.3145185,3.4180756,0.103557214,219.45510294031578,1156.9560738152481,249.38565123875378,15240.07200473886,15240.07200473886,0.0,0.0,0.57596344,0.0,0.0,0.0,0.9999999999999999,-1.0446317048292197e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2621274661187502e-14,-1.0446317048292197e-12,1288.1655277662924,-3.4226543785891203e-13,6.52300178143973e-14,day,-0.0
41,41,41,-3.086455589116952,41.44987979177701,11506.2,254.64999978,34610D,216.61221,16.12247,18.543467,233.97533254413875,64787.60328102924,0.4039203373995725,0.458808749661642,32.17416919369654,34.08307557265,-24.99709931582027,5.835850356111421e-05,20895.39687473447,1.1442114454909245,0.2681180766141378,0.623118881004409,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7930230981668119,17.041406902802233,11.914607936405275,32.978400091024625,1499637170047965.2,10.2971837110998,706.748189002933,1330.87619337062,0.00583585035611,0.017846642530793,0.229404374830821,17.041537786325,12.8542034971004,12.853453388795035,0.0058358503561114,0.4893911769691944,11.850471842639312,7.513891661792048,6.950947794942534,7.957254193436724,288365222998992.56,2.357322218060142,478013071381843.4,6.367316896691251,499855562493363.1,0.011850471842639312,5.622598141398568e-06,3.16,35.8,2024-06-07 10:04:00,2699719.4659057003,1.0,41,208.95396874734476,16.20672,18.873388,0.17490244,1.1077651e-05,0.3360548284853128,1114.1032218720857,15057.58473339531,0.9887467215747515,0.1495991997812192,1.6229894589024687,231.09007324988073,0.6562303716713773,0.0,1.0,224.74839222889872,28.117254249628648,86.40487695060047,1.0491965724435561,217.08664,5.6549913461044615e-05,11462.9975615247,1.0,0.0016833003863101226,0.00094463874,172.80975390120093,0.33761260916276525,8.610303406429064e-06,724614704045.2292,343869163269.02924,0 days 04:56:00,2.136278063137294e-11,3.225779875337314e-13,1155.7636745052262,952.10074946746,1242.30426708987,258.66963966907264,217.5610701366095,304.794140913462,216.18056027248332,207.55890675933742,224.98392840682388,-3.741035,-5.9287605,-0.9418167,3.71396,1.0490373,6.131074,-0.027075076,-1.8135645,1.2479384,1.0,11659.683578293849,1.04246917010587,0.015893332180618856,550893329816.6104,114783155866.75314,7.961037614136817e-06,4544.783617430168,570.8284763022154,0.06080473359361479,0.08448572,4.933333333333334,-3.741035,3.71396,-0.027075076,216.18056027248332,1155.7636745052262,258.66963966907264,15057.58473339531,15057.58473339531,0.0,0.0,0.57797605,0.0,0.0,0.0,1.0000000000000002,-1.0442540253559864e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2616364828035469e-14,-1.0442540253559864e-12,1287.1374633344858,-3.40662824265886e-13,6.506862392401379e-14,day,-0.0
42,42,42,-3.0593730128088623,41.583764027741,11498.58,254.135555336,34610D,216.63751,16.664974,18.47144,233.8687375213691,64755.42911183554,0.402712347401368,0.434355453775258,30.26959120022211,32.1847019753746,0.0,5.800842581742111e-05,20920.51984455095,1.1349475436336347,0.2522465933351842,0.5857130256954962,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.792615489987622,16.09190081171871,11.594850570252536,29.816357910159528,1547142299877995.0,9.91010843976477,698.878357319617,1309.96914628802,0.00580084258174,0.0174009811745667,0.217177726887629,16.0923509876873,12.4807747740717,12.480050825969162,0.0058008425817421,0.4672571840525191,11.444669490697576,7.084605807252984,6.573142536994055,7.691711483521462,242775683628108.0,1.8619362069968908,445883189723975.6,6.371869338083192,500387837775445.8,0.011444669490697576,4.9733406685351885e-06,3.16,35.8,2024-06-07 10:05:00,2681151.0421176595,1.0,42,209.20519844550955,16.732065,18.817465,0.17349021,1.0985511e-05,0.33641958085638013,1115.7033248074142,14917.107245720179,0.9886880334013152,0.1499865747626765,1.6216539464595767,231.08149595656107,0.6510769285058652,0.0,1.0,224.70290984597716,28.117254249628648,87.6631903295642,1.0509177141714665,217.1016,5.6679477280083914e-05,11454.748404835218,1.0,0.001758968232290954,0.00060828426,175.3263806591284,0.3380287987025945,7.85435632681926e-06,623922451898.8265,259311308498.8526,0 days 04:25:00,1.6109646314407363e-11,2.432556593475512e-13,1154.5392761454432,950.047088899315,1241.3762083473935,273.55378744577695,223.88444157322385,327.3335337121488,213.51786610253052,205.2390867658947,225.12363826587858,-4.0933876,-6.7742567,-0.3609979,4.0211673,0.4056691,6.764834,-0.072220124,-2.1176095,1.5148225,1.0,11649.195694314847,1.046392112932364,0.016381051220074206,482283904309.5509,102136788343.20265,7.452947516671475e-06,3189.5315252491546,579.0187299807477,0.06851093002577628,0.079058595,4.916666666666667,-4.0933876,4.0211673,-0.072220124,213.51786610253052,1154.5392761454432,273.55378744577695,14917.107245720179,14917.107245720179,0.0,0.0,0.5778777,0.0,0.0,0.0,1.0,-1.0438748559995495e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2611435626401789e-14,-1.0438748559995495e-12,1286.1053433581303,-3.113495349070081e-13,6.160063793877011e-14,day,-0.0
