,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,EI_nox_p3t3_xue,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,nvpm_ei_n,EI_mass_meem,EI_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,surface_solar_downward_radiation,issr_issr,cocip_waypoint,cocip_level,cocip_u_wind,cocip_v_wind,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_potential_vorticity,accf_geopotential,accf_relative_humidity,accf_olr,accf_pcfa,accf_issr,accf_sac,accf_aCCF_CH4,accf_aCCF_O3,accf_aCCF_H2O,accf_aCCF_nCont,accf_aCCF_dCont,accf_aCCF_Cont,accf_aCCF_CO2,accf_aCCF_merged,accf_aCCF_NOx,accf_Fin,accf_nox_impact,accf_co2_impact,accf_diurnal,accf_warming_contrails
59,59,59,-1.6182478084120362,43.66085815429688,11468.1,254.64999978,34610D,216.40703,28.461529,15.326091,235.0861937171034,64214.82241335057,0.4045477812179697,0.448625439921798,31.38199458649566,33.2206430816636,-24.97479746695509,4.922370601433643e-05,21021.3141458927,0.997403815298152,0.2615166215541305,0.6027580444048218,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7971657490487315,16.609783528070498,11.795746175081389,31.23161104207492,1525880159802557.2,10.169382608921,702.201807744291,1318.46377304248,0.00492237060143,0.0175781352137262,0.224312719960899,16.6103215408318,12.760893987534,12.76026587995766,0.0049223706014336,0.4765906135138543,11.65098190711488,7.288691971773488,6.757206241274965,7.835057559200004,264430092519807.1,2.0834122798634325,464363093625257.8,6.478616528550014,506795441187663.4,0.011650981907114881,5.302967738827289e-06,3.16,35.8,2024-06-07 10:22:00,2005766.164766768,0.0,59,210.21314145892705,28.233278,15.37038,0.025298208,1.4440611e-06,0.33840046136329893,1145.7606967636973,15504.132384958424,0.9650062413018382,0.26222691366161915,1.6344773333653477,231.16359666226936,0.5708961376344909,0.0,1.0,224.24215348063913,28.117254249628648,82.62356231498626,0.9536176788445356,216.97163,5.0344325412104406e-05,11426.788218842506,1.0,0.0009599380969456206,0.0038953724,165.24712462997252,0.3397258359255533,1.356011637466148e-06,325198322338.02826,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15504.132384958424,0.0,0.0,0.0,0.53271157,0.0,0.0,0.0,0.9999999999999999,-1.0376755397436799e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2530844515075486e-14,-1.0376755397436799e-12,1269.2304613593437,-3.254312505084429e-13,6.362441879006132e-14,day,-0.0
60,60,60,-1.5675957258357016,43.79539489746094,11460.48,254.64999978,34610D,216.45616,29.302975,14.740034,234.17327366618133,64183.44041876408,0.4025356777043283,0.428406790704952,29.813092293594448,31.6887301870402,0.0,4.864011546418216e-05,21046.58850866054,0.9804217489851594,0.2484424357799537,0.5718499210521771,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7939800302896768,15.843724497480768,11.524716039220948,28.695302451234525,1563984543616921.2,9.84189803703197,695.748610118784,1301.50871222257,0.00486401154642,0.0172198900869047,0.214203395352476,15.8443650935201,12.4393009636787,12.438695944071757,0.0048640115464182,0.4585688089972262,11.316672005358958,6.945269776798649,6.451178357573434,7.618730203848702,228265025768517.6,1.7067757010665947,438335985091210.3,6.443300876258373,505406035808240.9,0.011316672005358958,4.7747594689248816e-06,3.16,35.8,2024-06-07 10:23:00,2138261.1315107443,0.0,60,210.46588508660548,29.157213,14.702633,0.024795488,1.3744587e-06,0.3387304266903101,1146.8448800485453,15224.283116378172,0.9628217682360901,0.2701374513293717,1.6309305683166297,231.140946042121,0.5614434884267803,0.0,1.0,224.16241173428378,28.117254249628648,83.74072568862594,0.9406391507282437,217.02264,4.992652517904454e-05,11418.609637155687,1.0,0.0008313891970880149,0.0037228912,167.4814513772519,0.3400842913589144,2.5817125968981426e-07,78376670902.18312,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15224.283116378172,0.0,0.0,0.0,0.52532494,0.0,0.0,0.0,1.0,-1.0372524509396875e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.2525344360623585e-14,-1.0372524509396875e-12,1268.0787902156717,-3.0172465203372407e-13,6.075699378320888e-14,day,-0.0
61,61,61,-1.5162440708705276,43.92720367948888,11460.48,254.64999978,34610D,216.41615,30.058558,14.11868,231.7232975383035,64153.62732647048,0.40131885242521337,0.431344373676672,30.035762200010524,32.145888797223,0.0,4.7913362706175024e-05,21046.58850866054,0.9708569821173976,0.250298018333421,0.5742205483902528,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7857458267990977,16.07311194571935,11.549697709094728,29.24750644856153,1555688473835049.0,9.87313123488589,696.339954590731,1304.80771469652,0.00479133627062,0.0173072273683396,0.215672186838336,16.0729443986115,12.4613944364577,12.460797397752373,0.0047913362706175,0.4602067805044408,11.34761598670302,6.990733693343436,6.479162450276408,7.628385295833241,233348658391930.75,1.7531739855154005,444268309320633.4,6.326197961774192,499753202449477.75,0.011347615986703022,4.861699720822049e-06,3.16,35.8,2024-06-07 10:24:00,2244113.67175769,0.0,61,210.46588508660548,30.00338,14.10076,0.024087414,1.3729585e-06,0.33879304957853673,1147.9153664458552,15250.863132253198,0.9222439428244837,0.3866084710964703,1.6276146657639048,231.11973026360212,0.5557504528881343,0.0,1.0,224.1077552918592,28.117254249628648,84.45297451363972,0.9337303454768322,216.9731,4.923759340550032e-05,11418.25351274318,0.0,0.0008586043785473407,0.0033262905,168.90594902727943,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15250.863132253198,0.0,0.0,0.0,0.5210188,0.0,0.0,0.0,1.0,-1.0368379409803082e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2519955731151652e-14,-1.0368379409803082e-12,1266.9504711619015,-3.0450252580804904e-13,6.117360415032456e-14,day,-0.0
62,62,62,-1.4424665584120362,44.05366516113281,11460.48,257.736666444,34610D,216.3501,30.761667,13.553688,230.1251881338579,64123.59156427047,0.4008713582063463,0.438302216230976,30.57750655337308,32.854584287137,0.0,4.806907257706455e-05,21046.58850866054,0.982495539226593,0.2548125546114423,0.58293125415567,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.78044595351383,16.42735407275272,11.63339429949241,30.24649489796348,1540680111114676.8,9.97449454354197,698.235652951137,1311.14183271322,0.00480690725771,0.0174548100251226,0.219151108115488,16.4272921435685,12.555341925811,12.554738431178166,0.0048069072577064,0.4654631753886424,11.447155263726124,7.103059344346681,6.569553206101543,7.684823124522309,245525702691589.75,1.8732384288976207,454991639270320.8,6.251856704517689,496163951557031.2,0.011447155263726125,5.050913667547028e-06,3.16,35.8,2024-06-07 10:25:00,2308764.9967449713,0.0,62,210.46588508660548,30.78647,13.583565,0.02372868,1.3601722e-06,0.3388964804571204,1149.1304099141248,15455.824153118874,0.9006542657790477,0.4345364122073135,1.6263992051168037,231.11194392128556,0.5620524985381651,0.0,1.0,224.13905135302315,28.117254249628648,83.99417560119547,0.9475124266804623,216.88962,4.94242318744368e-05,11418.482912199403,1.0,0.0009720109271523825,0.0032907156,167.98835120239093,0.34029966890210456,5.326560471915246e-07,159631521804.32828,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15455.824153118874,0.0,0.0,0.0,0.52788645,0.0,0.0,0.0,1.0,-1.036436444668536e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2514736279098614e-14,-1.036436444668536e-12,1265.8575759772605,-3.120075952888114e-13,6.216037094764999e-14,day,-0.0
63,63,63,-1.3582502092634172,44.17881852489407,11460.48,256.193333112,34610D,216.24956,31.385595,13.086969,229.4041021249558,64093.0140577171,0.4000517765265411,0.431344358006782,30.03897519762721,32.3683517092996,-49.91004111005835,4.9083002776825744e-05,21046.58850866054,1.0165607323993375,0.25032479331356,0.5712506174131295,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7781812757560239,16.18318583167266,11.537392730660311,29.39575134522352,1553461307763330.0,9.86117191029185,695.714459260349,1304.98788136978,0.00490830027768,0.017329651714179,0.215672179003391,16.1841758546498,12.4452691006438,12.444658279446914,0.0049083002776825,0.4584742141616997,11.322066655118478,6.978410770656307,6.455041722890265,7.603067840865546,232464232248448.56,1.7376925613722434,446622009051585.6,6.220334297024201,494641878442748.56,0.011322066655118477,4.8637158994489434e-06,3.16,35.8,2024-06-07 10:26:00,2299963.9213627256,1.0,63,210.46588508660548,31.489088,13.205698,0.024394842,1.3638967e-06,0.3390540421749114,1150.3808947341802,15217.750626569172,0.9002997226792937,0.4352705013478248,1.6241788221240525,231.09770664053602,0.5809730999026723,0.0,1.0,224.24396314485992,28.117254249628648,82.01017890635266,0.9802376125383162,216.75783,5.026546843616216e-05,11419.474910546824,1.0,0.0012150030874335015,0.0037699125,164.02035781270533,0.34045332171215514,2.3144316030776536e-06,423678176329.9954,354956689310.0621,0 days 03:04:00,2.2051590248110538e-11,3.329790127464691e-13,1188.1643690223889,1131.0338365470218,1223.6998544350547,329.7146840956072,217.8234869096999,426.900652177643,211.21871267222176,185.95565112164118,227.4907130312594,-1.3723432,-2.7547085,-0.4034511,1.5931427,0.068288915,3.3863778,0.22079952,-0.3351622,0.6443782,1.0,11433.245774763773,1.0813507691553697,0.07136423757779285,376440606738.9853,42758677270.80649,9.207393132985318e-06,8797.784654526666,419.14066849095315,0.025442058908561268,0.07190005,3.066666666666667,-1.3723432,1.5931427,0.22079952,211.21871267222176,1188.1643690223889,329.7146840956072,15217.750626569172,15217.750626569172,0.0,0.0,0.5445561,0.0,0.0,0.0,1.0,-1.0360339968006024e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2509504456815477e-14,-1.0360339968006024e-12,1264.7620906040772,-3.03581348866707e-13,6.117360192800824e-14,day,-0.0
64,64,64,-1.2750169707507553,44.30199574615995,11445.24,254.135555336,34610D,216.27086,31.923603,12.719873,228.9652076680737,64062.97508251947,0.39991005788154677,0.433908138707404,30.23369283011769,32.6115970560332,-24.95404685201145,5.066183302370072e-05,21097.22843440669,1.0488438084024685,0.2519474402509807,0.5735159522999311,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7766541938151603,16.305764942506215,11.569736289393726,29.63701922974773,1549836605269638.5,9.90661826799688,696.212144977402,1306.51429125743,0.00506618330237,0.0173641259724881,0.216954069353702,16.3057985280166,12.4943846697177,12.49375171335456,0.00506618330237,0.4598527592614725,11.35421782052446,7.01166759152655,6.483354756074846,7.624122125696682,236090216785910.56,1.7719341272303268,450319829936710.9,6.219305073681357,495223483236701.06,0.011354217820524459,4.923051475468655e-06,3.16,35.8,2024-06-07 10:27:00,2262554.303466627,1.0,64,210.97228434406696,32.10286,12.905381,0.03155261,1.8701774e-06,0.3398363627745903,1151.5979024931005,15194.254869643233,0.8996490525854437,0.4366137677422845,1.6277044616544543,231.12030529917556,0.5995470829739857,0.0,1.0,224.38494396935744,28.117254249628648,79.75072849184262,1.0084328646777871,216.7447,5.1507858482856255e-05,11405.364635754078,1.0,0.0014722402403128854,0.004513386,159.50145698368524,0.34123234264930674,4.066401939431924e-06,552931707994.1003,70004216150.83148,0 days 01:03:00,4.348993374934933e-12,6.566979996151748e-14,1187.2594413045642,1129.6187937822613,1222.8272664942904,337.04289416286883,235.2629387991218,427.47684376294274,207.6186475169871,184.12321728111476,226.42847700983887,-1.2981069,-2.866236,-0.34721538,1.2976693,0.44803834,3.0784078,-0.00043764286,-1.396719,0.8515279,1.0,11388.589678984878,1.0588794402762705,0.07333438041855325,504598201960.38153,43362966218.862564,6.0084378413074495e-06,6610.515410040985,371.7166230194403,0.02367923156114948,0.05651001,3.05,-1.2981069,1.2976693,-0.00043764286,207.6186475169871,1187.2594413045642,337.04289416286883,15194.254869643233,15194.254869643233,0.0,0.0,0.55675787,0.0,0.0,0.0,1.0,-1.0356379034908692e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2504355243788947e-14,-1.0356379034908692e-12,1263.6839026900589,-3.0613586012307837e-13,6.1537199357995e-14,day,-0.0
65,65,65,-1.1914806831173337,44.424893653998936,11437.62,253.106666448,34610D,216.2327,32.47345,12.47971,228.4872443040544,64032.74138968935,0.39916093518346063,0.42722583499886,29.71614826538421,32.116263885694,-49.90849867996157,5.144895188564816e-05,21122.59407050092,1.0717833696393466,0.2476345688782017,0.5623729639636021,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7751013742112668,16.058109008801587,11.479061576593455,28.75815578095,1563040262858602.5,9.80096505337962,693.773222126284,1300.30622351936,0.00514489518856,0.0172352590571899,0.21361291749943,16.058131942847,12.3939487529965,12.393311130128462,0.0051448951885648,0.4531610305636803,11.23513547556766,6.891916798325142,6.374868611751494,7.548846690978591,223499196889476.28,1.6445837732136814,441983543468021.44,6.207834316203491,494985965251078.4,0.01123513547556766,4.739604142956632e-06,3.16,35.8,2024-06-07 10:28:00,2203414.3600640665,1.0,65,211.22594070500924,32.76271,12.748936,0.042083416,2.808371e-06,0.34030500034892674,1152.7778982264147,15111.37743654241,0.8991021629798032,0.43773884968670485,1.627630736958258,231.11983318249798,0.6124330073930396,0.0,1.0,224.46997379192644,28.117254249628648,77.58073774852542,1.0262229229369635,216.67604,5.1894040658849404e-05,11398.829631125738,1.0,0.0017628452936912708,0.0053117163,155.16147549705084,0.34169241787827836,5.277552360605144e-06,588359031565.4958,32973953079.613117,0 days 01:02:00,2.048498095881465e-12,3.0932321247810126e-14,1189.6602014621647,1156.011290341458,1217.5529832316474,279.99623369218415,255.1763715287775,294.82866712748876,214.74370859706036,205.1964954628969,225.2676949429965,-2.2066176,-2.9628143,-1.3364298,1.723608,1.0126486,2.4689426,-0.4830095,-1.9501657,0.352803,1.0,11413.378596554443,1.0732096525848893,0.0845030910227476,577585962420.026,51470943443.59904,4.960512087251784e-06,3249.9906419809718,194.19496041175466,0.03807525494675229,0.02992384,1.0333333333333334,-2.2066176,1.723608,-0.4830095,214.74370859706036,1189.6602014621647,279.99623369218415,15111.37743654241,15111.37743654241,0.0,0.0,0.560589,0.0,0.0,0.0,1.0,-1.0352427083519064e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.479999999999999e-16,-1.2499217706982428e-14,-1.0352427083519064e-12,1262.6081596465935,-2.9814618150928246e-13,6.058950970020632e-14,day,-0.0
66,66,66,-1.1080113852896147,44.54704672603284,11422.38,251.563333116,34610D,216.27435,33.02751,12.198678,227.9293654477434,64003.025241423966,0.3998922451845776,0.443979073954808,31.01955134108601,33.5186594166508,49.89372586202545,5.221008120333542e-05,21173.41687225124,1.0843018557540465,0.2584962611757168,0.5857024376349839,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7731343554706419,16.759536278122578,11.699658674632376,30.822169003301298,1532031436761326.5,10.0716571440186,698.805702309398,1314.11350716846,0.00522100812033,0.0175327994852377,0.221989536977404,16.7593297083254,12.6613857167713,12.660724699306655,0.0052210081203335,0.4670543789617196,11.499098779598215,7.164416291011626,6.613998315495441,7.715548476447676,252712076667471.2,1.9370004751979912,464600735379636.9,6.200696174575932,495275551541071.4,0.011499098779598215,5.179354486074405e-06,3.16,35.8,2024-06-07 10:29:00,2160777.4545650897,1.0,66,211.73416872251246,33.42286,12.524407,0.050491042,3.5655812e-06,0.34105811038879963,1153.9220969634885,15114.591589877311,0.8989124171196831,0.43812836743133743,1.633536284654988,231.15759111328362,0.6198374352175741,0.0,1.0,224.55542105004312,28.117254249628648,76.12166320671159,1.0315561336562964,216.69455,5.21707799497713e-05,11384.319168396643,1.0,0.001987828403177048,0.0058613797,152.24332641342318,0.3424459089500843,6.161594444987108e-06,674916712257.294,-77601591.40576714,0 days 00:31:00,-4.820978299091782e-15,-7.279677231628592e-17,1189.057441517216,1155.5261005933205,1216.8400088238916,287.1628453521891,267.6507255300289,300.83798524838505,213.32372160466298,202.96845334507364,221.83578423156308,-2.1503494,-4.202558,-0.4494637,1.236574,0.5069185,1.8943173,-0.9137752,-2.8940716,0.09529126,-1.0,11369.791281956772,1.0560107260987002,0.06461507278611517,555618329821.6504,95855578562.62439,3.9836311747931854e-06,3359.316049470588,187.91008394530954,0.03798887609523851,0.035043795,1.0166666666666666,-2.1503494,1.236574,-0.9137752,213.32372160466298,1189.057441517216,287.1628453521891,15114.591589877311,15114.591589877311,0.0,0.0,0.5610496,0.0,0.0,0.0,0.9999999999999999,-1.0348465863563154e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.2494068121039747e-14,-1.0348465863563154e-12,1261.5298936480833,-3.1699581412087815e-13,6.296546745153005e-14,day,-0.0
67,67,67,-1.0242741282393126,44.669199798066735,11437.62,251.563333116,34610D,216.10468,33.754578,11.884601,227.44134624069616,63972.00569008288,0.3992567212600518,0.436337642918348,30.42747260776716,32.9599799408594,-24.937999240251056,5.094102903207628e-05,21122.59407050092,1.0792249718676403,0.253562271731393,0.5739504563053036,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7717817865969292,16.479070615452958,11.595378757209431,29.97345505416715,1544782141538814.5,9.94326608994291,696.264667865772,1307.95409039982,0.00509410290321,0.0174078176812194,0.218168821459174,16.4799899704297,12.5328071246143,12.532168723043544,0.0050941029032076,0.4599982429832421,11.368526318131057,7.034622068166695,6.494663700590458,7.628632873270532,238873091433865.3,1.7935842853697033,455281625300480.2,6.161956991866316,492770424392377.8,0.011368526318131057,4.979320573490743e-06,3.16,35.8,2024-06-07 10:30:00,2171004.647255785,1.0,67,211.22594070500924,34.309296,12.282359,0.05225017,3.6667975e-06,0.34050659638166736,1155.0272709963199,14987.57555519066,0.8982393401228234,0.43950664142389795,1.6278895429092537,231.12149043518633,0.6159207557991484,0.0,1.0,224.49500727255528,28.117254249628648,75.61645296384212,1.0100281564005877,216.51686,5.002856986202413e-05,11399.81177351808,1.0,0.002129641527099011,0.00597005,151.23290592768424,0.34189066431533943,5.866295735697659e-06,647508977877.8109,3615052245.1326475,0 days 00:30:00,2.2458416262030822e-13,3.3912208555666543e-15,1194.2013332603194,1194.2013332603194,1194.2013332603194,298.2296667825136,298.2296667825136,298.2296667825136,217.60505401410654,217.60505401410654,217.60505401410654,-1.0564457,-1.0564457,-1.0564457,1.1932755,1.1932755,1.1932755,0.13682973,0.13682973,0.13682973,1.0,11396.089547138992,1.093300340741372,,482559452852.13165,,4.952359009912058e-06,3261.592200734824,192.83767576613556,0.02116254984126138,0.028526517,0.5,-1.0564457,1.1932755,0.13682973,217.60505401410654,1194.2013332603194,298.2296667825136,14987.57555519066,14987.57555519066,0.0,0.0,0.55346155,0.0,0.0,0.0,1.0,-1.0344451610866966e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.48e-16,-1.2488849592534703e-14,-1.0344451610866966e-12,1260.4371918441157,-3.0788290494078873e-13,6.188175358879445e-14,day,-0.0
68,68,68,-0.9408048304115368,44.790235616393005,11430.0,251.563333116,34610D,216.12074,34.37168,11.469466,227.46388811447372,63941.57821747512,0.3994176603416162,0.439134320471118,30.644903577603216,33.1813173667208,-24.939812828150245,5.097582882468618e-05,21147.990204226462,1.078974851370004,0.2553741964800268,0.5775292178175423,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7718295844427298,16.59061354690157,11.633286721171698,30.27034298582213,1540321827940347.8,9.99154712436055,697.021721684346,1309.93309624639,0.00509758288247,0.017449531631155,0.219567160235559,16.5906586833604,12.5829830207899,12.582341625496984,0.0050975828824686,0.462095214618352,11.410861296786752,7.077100275745302,6.5326988164026725,7.656661411544829,243444569739667.2,1.8391658326037388,458966485883370.4,6.172620021575129,493602257075603.8,0.011410861296786753,5.048849737715131e-06,3.16,35.8,2024-06-07 10:31:00,2204739.2716803313,1.0,68,211.47990204226463,35.06151,11.902213,0.05555833,3.8501707e-06,0.3408906609628501,1156.0986064734943,15047.042017765332,0.897840879556484,0.44032005972614907,1.6302835901080073,231.1368095547566,0.6158754094512989,0.0,1.0,224.50906841059998,28.117254249628648,75.26988098644148,0.9991369120045726,216.52776,4.9501693777209346e-05,11392.36505950678,1.0,0.0022088703041796974,0.005988179,150.53976197288296,0.34227516331917957,5.906827119164308e-06,658689417519.2029,-3555984066.505364,0 days 00:29:00,-2.2091456767811158e-13,-3.335809971939485e-15,1193.6074283227936,1193.6074283227936,1193.6074283227936,296.6765026335289,296.6765026335289,296.6765026335289,218.75511407968912,218.75511407968912,218.75511407968912,-0.56994134,-0.56994134,-0.56994134,0.5197323,0.5197323,0.5197323,-0.050209045,-0.050209045,-0.050209045,-1.0,11369.821274022308,1.0550143730094954,,504859192299.15765,,3.59737615444186e-06,3204.420109132661,189.15190107843407,0.011223977101345662,0.035715733,0.48333333333333334,-0.56994134,0.5197323,-0.050209045,218.75511407968912,1193.6074283227936,296.6765026335289,15047.042017765332,15047.042017765332,0.0,0.0,0.54964775,0.0,0.0,0.0,0.9999999999999999,-1.0340474073896654e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000002e-16,-1.2483678794473297e-14,-1.0340474073896654e-12,1259.354484263965,-3.108905401929186e-13,6.227838063667035e-14,day,-0.0
69,69,69,-0.8566720145089448,44.91169738769531,11422.38,251.563333116,34610D,216.13608,34.978,10.948811,227.705664841782,63910.93331389751,0.4000108522904182,0.4460126408309,31.188577509709315,33.7152624882856,0.0,5.118572116955315e-05,21173.41687225124,1.082535359354198,0.2599048125809109,0.5873715468635121,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7726226180007725,16.85699209728481,11.727124828780678,31.077118244798427,1528201191582853.0,10.1063140845164,699.074295499172,1315.253969444,0.00511857211696,0.0175613665869115,0.22300632041545,16.8576312441428,12.6986883003546,12.69803834210462,0.0051185721169553,0.4678041148171835,11.52040100473689,7.188493647479533,6.632389074347555,7.728565032415361,255471266343090.8,1.9624189969926895,467928102604781.6,6.19360906963437,494933290981111.5,0.01152040100473689,5.226707726038552e-06,3.16,35.8,2024-06-07 10:32:00,2271413.9752786625,1.0,69,211.73416872251246,35.787384,11.3809,0.058019068,3.937053e-06,0.3412762974907563,1157.1302732985612,15193.229579579303,0.8972833677881497,0.44145504628529975,1.6338577619639014,231.15964304962685,0.6179980300431633,0.0,1.0,224.54485004037343,28.117254249628648,75.35415359131669,0.9962865530190109,216.54594,4.941855857687999e-05,11384.70292320434,1.0,0.002207689557290564,0.005824537,150.70830718263338,0.34266017203688237,6.126129809262003e-06,687339772095.0929,-4676881857.168216,0 days 00:28:00,-2.9055004584800815e-13,-4.387305692304923e-15,1193.013659213887,1193.013659213887,1193.013659213887,297.25880923317436,297.25880923317436,297.25880923317436,219.0326680193808,219.0326680193808,219.0326680193808,-0.39703286,-0.39703286,-0.39703286,0.3091564,0.3091564,0.3091564,-0.08787647,-0.08787647,-0.08787647,-1.0,11367.203198311554,1.0308792488677807,,537201392490.62305,,2.898287639900243e-06,2982.8497407825243,186.13165440438715,0.007771163796995949,0.044533197,0.4666666666666667,-0.39703286,0.3091564,-0.08787647,219.0326680193808,1193.013659213887,297.25880923317436,15193.229579579303,15193.229579579303,0.0,0.0,0.54855096,0.0,0.0,0.0,1.0,-1.0336482539055851e-12,0.0,2.109375e-16,0.0,-0.0,0.0,7.480000000000001e-16,-1.2478489799180255e-14,-1.0336482539055851e-12,1258.2679663859844,-3.1866824581776315e-13,6.325386953275091e-14,day,-0.0
