,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_waypoint,cocip_level,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact_conservative,accf_issr_co2_impact_optimistic,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact_conservative,accf_sac_co2_impact_optimistic,accf_sac_contrails_atr20
27,27,29,3c49c8,EWG1VT,53.78398132324219,8.057137625558036,207.835555376,11033.76,0.6244964629824008,34610D,228.6077,-7.037351,23.699844,183.20856747733504,65393.42318808731,0.38650691246237195,0.35584771243297,26.608666017195112,33.107325761622,0.0,1.1130140210872892e-05,22511.53851710997,0.0530075549306787,0.2217388834766259,0.5569190618484806,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.6044460725309022,16.55365988309901,10.778938726637898,26.536722716960004,1596414095362220.0,11.2094065491643,734.844946472361,1361.7648338756,0.00111301402109,0.0175984585862094,0.177923856216485,16.553662880811,10.1101954665456,10.110082939904936,0.0011130140210872,0.4800295411677277,155148768713225.1,0.013059504145649197,1.1878654397203733e-06,2.8440000000000003,35.8,2023-08-06 08:29:00,1.1130140210872892e-05,0.0530075461439087,0.0,27,225.1153851710997,1.1130140210872892e-05,-7.037351,23.699844,0.0530075461439087,0.0009142574,4.2713094e-08,0.3430494850394452,825.7205745745872,12337.10210101054,0.986972447149042,0.16088936748160731,1.8420039490065039,232.41864007069032,0.03418560168157072,0.9015281960598628,0.0,222.95727336372383,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.0096984e-05,1.0793103e-05,108974.625,0.04768786,-221.1328,0.0,0.0,0.9999999999999999,-4.2318155299227236e-13,1.8161412e-12,1.0429058e-15,0.0,0.0,0.0,7.479999999999999e-16,1.9899380646310796e-14,1.3929596002229417e-12,1091.6278479828025,3.884012662604642e-13,4.5419946529872374e-14,3.0279964353248243e-15,0.0,1.0096984e-05,1.0793103e-05,108974.625,0.04768786,-221.1328,0.0,0.0,0.0,-4.2318155299227236e-13,1.8161412e-12,1.0429058e-15,0.0,0.0,0.0,7.479999999999999e-16,1.9899380646310796e-14,1.3929596002229417e-12,1091.6278479828025,3.884012662604642e-13,4.5419946529872374e-14,3.0279964353248243e-15,0.0
28,28,30,3c49c8,EWG1VT,53.89347839355469,8.087428501674108,206.292222044,11033.76,0.625786282171783,34610D,228.32564,-7.475938,24.67628,181.5248166977812,65366.81452207012,0.3853528406838529,0.355874806139952,26.617833983918104,33.3171802786236,0.0,1.225114939629579e-05,22511.53851710997,0.0603182757565071,0.2218152831993175,0.5538118026987672,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5992608021952353,16.65866280483474,10.773749896592404,26.59634181843739,1595518404225279.5,11.2048376759642,733.958971962267,1361.13864097212,0.00122511493963,0.0176025554362282,0.177937403069976,16.6585901393118,10.1086119975375,10.108488156938918,0.0012251149396295,0.4777547868301171,154983854887367.9,0.013025395935943561,1.176983711066578e-06,2.8440000000000003,35.8,2023-08-06 08:30:00,1.225114939629579e-05,0.06031828920190488,0.0,28,225.1153851710997,1.225114939629579e-05,-7.475938,24.67628,0.06031828920190488,0.0012547417,6.146644e-08,0.3434732680966184,827.4261702148264,12296.075402713475,0.9869536965359685,0.1610043505436649,1.8385471493283834,232.39878404147643,0.0387925619959022,0.8852047951794261,0.0,222.9551800266144,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.0896906e-05,1.109279e-05,108981.11,0.05342679,-216.97244,0.0,0.0,0.9999999999999999,-4.2318046053965867e-13,1.8146834e-12,1.0660067e-15,0.0,0.0,0.0,7.480000000000002e-16,1.990354508473303e-14,1.3915029489966577e-12,1090.0743825929383,3.8701122226162745e-13,4.5423404735951635e-14,3.028226982396775e-15,0.0,1.0896906e-05,1.109279e-05,108981.11,0.05342679,-216.97244,0.0,0.0,0.0,-4.2318046053965867e-13,1.8146834e-12,1.0660067e-15,0.0,0.0,0.0,7.480000000000002e-16,1.990354508473303e-14,1.3915029489966577e-12,1090.0743825929383,3.8701122226162745e-13,4.5423404735951635e-14,3.028226982396775e-15,0.0
29,29,31,3c49c8,EWG1VT,54.00260925292969,8.117719377790179,204.748888712,11033.76,0.6270564018487339,34610D,228.03836,-7.90794,25.675873,179.88152788792135,65340.1966880862,0.3838995461608917,0.352464633463004,26.329662619235503,33.1737841379614,0.0,1.3387863385414502e-05,22511.53851710997,0.0681901762838439,0.2194138551602958,0.5445444943479005,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5942097908850695,16.58687018012341,10.71491308823807,26.18197558627073,1594521857520115.5,11.1189049837668,731.608242680886,1357.08018904747,0.00133878633854,0.0175393221623017,0.176232316731502,16.5868920689807,10.0478407945712,10.047706277252225,0.0013387863385414,0.4717766550741182,151569645622372.72,0.012909925304197187,1.1259506459411943e-06,2.8440000000000003,35.8,2023-08-06 08:31:00,1.33878633854145e-05,0.06819024739130872,0.0,29,225.1153851710997,1.33878633854145e-05,-7.90794,25.675873,0.06819024739130872,0.0016217509,8.213471e-08,0.34390597161395114,829.1057195083464,12308.596033909274,0.9867775235142027,0.16208059441887912,1.8342120729509908,232.37383638417748,0.04373142333600981,0.8672239995583064,0.0,222.94965808371103,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.1713123e-05,1.1388959e-05,108987.984,0.05985754,-212.82388,0.0,0.0,1.0,-4.2317733760855695e-13,1.8131999e-12,1.0888364e-15,0.0,0.0,0.0,7.48e-16,1.9907129752777088e-14,1.3900225627618502e-12,1088.525896435841,3.795005203669841e-13,4.4988134660487e-14,2.9992089773658e-15,0.0,1.1713123e-05,1.1388959e-05,108987.984,0.05985754,-212.82388,0.0,0.0,1.1719377762908888e-05,-4.2317733760855695e-13,1.8131999e-12,1.0888364e-15,0.0,0.0,0.0,7.48e-16,1.9907129752777088e-14,1.3900225627618502e-12,1088.525896435841,3.795005203669841e-13,4.4988134660487e-14,2.9992089773658e-15,0.0
30,30,32,3c49c8,EWG1VT,54.11183166503906,8.148324148995536,203.719999824,11033.76,0.6283060938956986,34610D,227.74121,-8.281601,26.714521,177.94906204081124,65313.86702546696,0.3832538030373878,0.361196440414716,27.10600179867065,34.3069941806318,26.264270788625737,1.5126513315263102e-05,22511.53851710997,0.0798056922473281,0.2258833483222554,0.5570388099233435,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5882096165345433,17.15360225230934,10.84690707912511,27.56119492695846,1581022875840310.0,11.3179661774484,734.393549039638,1365.21212851023,0.00151265133153,0.0177171251856079,0.180598220207358,17.1534970903159,10.1934268858733,10.19327269719812,0.0015126513315263,0.4788705707274109,159755264153888.25,0.013079836463674662,1.2180928496909521e-06,2.8440000000000003,35.8,2023-08-06 08:32:00,1.51265133152631e-05,0.07980571194261307,0.0,30,225.1153851710997,1.51265133152631e-05,-8.281601,26.714521,0.07980571194261307,0.0023079629,1.2964925e-07,0.3443546899616981,830.7582597079349,12074.955891500409,0.9866998936058166,0.16255251446308094,1.8322943714058433,232.36278366885722,0.05103114981102393,0.8456955392271941,0.0,222.9651414092543,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.3180361e-05,1.1576661e-05,108995.59,0.06944154,-208.65659,0.0,0.0,1.0,-4.2317085353745853e-13,1.8116525e-12,1.1033051e-15,0.0,0.0,0.0,7.48e-16,1.9901566207744277e-14,1.3884816225605815e-12,1086.9672733032432,3.9358375254994294e-13,4.610265132309062e-14,3.073510088206041e-15,0.0,1.3180361e-05,1.1576661e-05,108995.59,0.06944154,-208.65659,0.0,0.0,0.0006532890165389155,-4.2317085353745853e-13,1.8116525e-12,1.1033051e-15,0.0,0.0,0.0,7.48e-16,1.9901566207744277e-14,1.3884816225605815e-12,1086.9672733032432,3.9358375254994294e-13,4.610265132309062e-14,3.073510088206041e-15,0.0
31,31,33,3c49c8,EWG1VT,54.21897241624735,8.178513470818014,202.176666492,11041.38,0.6295446374878242,34610D,227.47112,-8.542324,27.638107,176.4110201656041,65286.761023668296,0.38139422180792043,0.35211318613146,26.31724541743353,33.572147617561,-26.22934073353437,1.6800908965061197e-05,22484.50492966137,0.0914182751387261,0.2193103784786127,0.5384454202600697,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5834717134967098,16.78607732437156,10.697832344260709,26.26747243366612,1598557330516020.2,11.0957532707182,729.834628182822,1355.90956030136,0.00168009089651,0.0175500971357503,0.17605659306573,16.7860738087805,10.0316591813669,10.03149064320582,0.0016800908965061,0.4672932906191516,150122821385900.1,0.012860581893867526,1.0961873784686794e-06,2.8440000000000003,35.8,2023-08-06 08:33:00,1.6800908965061197e-05,0.09141824127525583,0.0,31,224.84504929661372,1.6800908965061197e-05,-8.542324,27.638107,0.09141824127525583,0.0030273562,1.8175852e-07,0.3443495441696213,832.3960599009629,12013.850572719619,0.9866125380474416,0.1630818805618379,1.824595229278369,232.31830615196097,0.05830156511621712,0.8270599754816974,0.0,222.9501913188981,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.4575304e-05,1.1707887e-05,109082.96,0.07740675,-204.35081,0.0,0.0,1.0,-4.2276356880899074e-13,1.811333e-12,1.1134205e-15,0.0,0.0,0.0,7.48e-16,1.991282260638199e-14,1.3885693990203856e-12,1085.4383558397653,3.772782325454085e-13,4.494327637294131e-14,2.9962184248627535e-15,0.0,1.4575304e-05,1.1707887e-05,109082.96,0.07740675,-204.35081,0.0,0.0,0.0,-4.2276356880899074e-13,1.811333e-12,1.1134205e-15,0.0,0.0,0.0,7.48e-16,1.991282260638199e-14,1.3885693990203856e-12,1085.4383558397653,3.772782325454085e-13,4.494327637294131e-14,2.9962184248627535e-15,0.0
32,32,34,3c49c8,EWG1VT,54.3255615234375,8.208725873161764,200.63333316,11033.76,0.6307653099434747,34610D,227.1358,-8.969216,28.818937,174.90130959949556,65260.44377825086,0.3808221377084338,0.358305234266458,26.87308117426346,34.4057251060744,0.0,1.955283401982623e-05,22511.53851710997,0.1108581699620085,0.2239423431188621,0.5455082951976146,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5789052586484303,17.202907290427245,10.79250730775722,27.20688291770081,1586345903503248.5,11.2430944018923,731.333458922044,1360.75833924426,0.00195528340198,0.0176603548576271,0.179152617133229,17.2028625530372,10.1443384675737,10.14414012088564,0.0019552834019826,0.4710784739097678,156472722673676.78,0.012941572046068568,1.1593090106542435e-06,2.8440000000000003,35.8,2023-08-06 08:34:00,1.955283401982623e-05,0.11085819528194231,0.0,32,225.1153851710997,1.955283401982623e-05,-8.969216,28.818937,0.11085819528194231,0.004431258,2.8412995e-07,0.34527253634632665,834.0102312170279,12027.259322850778,0.9866602324094254,0.16279307657814776,1.8251054640828555,232.32125888573543,0.07046651869224702,0.7967213350110282,0.0,222.99604632732706,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.7129385e-05,1.1788539e-05,109013.8,0.09433769,-200.07793,0.0,0.0,1.0,-4.231418923475815e-13,1.8085265e-12,1.1196374e-15,0.0,0.0,0.0,7.48e-16,1.9877638062081276e-14,1.385384666782386e-12,1083.911067011367,3.854444653649522e-13,4.573362147107084e-14,3.048908098071389e-15,0.0,1.7129385e-05,1.1788539e-05,109013.8,0.09433769,-200.07793,0.0,0.0,0.0028188070668666533,-4.231418923475815e-13,1.8085265e-12,1.1196374e-15,0.0,0.0,0.0,7.48e-16,1.9877638062081276e-14,1.385384666782386e-12,1083.911067011367,3.854444653649522e-13,4.573362147107084e-14,3.048908098071389e-15,0.0
33,33,35,3c49c8,EWG1VT,54.43227476992849,8.238997025923295,200.118888716,11033.76,0.6319639078792136,34610D,226.81909,-9.277715,29.901094,173.5590361163063,65233.5706970766,0.3797797283228349,0.35719429778192,26.786646616765847,34.4697000665814,-26.151840664245903,2.224563029336627e-05,22511.53851710997,0.1309855496622394,0.2232220551397153,0.5403739842911451,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5748633664745151,17.234918714257905,10.771271622141478,27.07022702585051,1588398961468026.0,11.2154432799947,729.928645320866,1358.71456324369,0.00222456302934,0.0176343555663288,0.17859714889096,17.2348500332907,10.1277956100633,10.127570315878282,0.0022245630293366,0.4675303405358273,154240692308839.25,0.012902238804819553,1.1272970340514528e-06,2.8440000000000003,35.8,2023-08-06 08:35:00,2.224563029336627e-05,0.13098563843353883,0.0,33,225.1153851710997,2.224563029336627e-05,-9.277715,29.901094,0.13098563843353883,0.0059904936,4.0160862e-07,0.3457546442014734,835.5952158443391,12001.208516904711,0.9865020938296565,0.1637486453980726,1.8220422260243,232.3035209090531,0.08300156112658977,0.7670086529270314,0.0,223.0247887403189,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,1.9655483e-05,1.1791308e-05,109025.336,0.11156853,-195.8969,0.0,0.0,1.0000000000000002,-4.231154291878328e-13,1.8069129e-12,1.1198508e-15,0.0,0.0,0.0,7.480000000000001e-16,1.9857217621890003e-14,1.3837974473430078e-12,1082.3794327195283,3.826426438854712e-13,4.559182296018313e-14,3.039454864012208e-15,0.0,1.9655483e-05,1.1791308e-05,109025.336,0.11156853,-195.8969,0.0,0.0,0.004000630879507784,-4.231154291878328e-13,1.8069129e-12,1.1198508e-15,0.0,0.0,0.0,7.480000000000001e-16,1.9857217621890003e-14,1.3837974473430078e-12,1082.3794327195283,3.826426438854712e-13,4.559182296018313e-14,3.039454864012208e-15,0.0
34,34,36,3c49c8,EWG1VT,54.53873973781779,8.269459117542613,200.63333316,11026.14,0.6331438422357265,34610D,226.44461,-9.666108,31.178587,172.57156641554596,65206.78405045983,0.3797023593416411,0.3644406643373,27.46022523421508,35.363017950512,0.0,2.546163480847435e-05,22538.60460760245,0.1569865961638195,0.2288352102851256,0.5494808595882009,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5720650902039104,17.681572122505102,10.887550183078966,28.18193783810312,1571697107587297.5,11.3914272117825,731.812673419221,1364.21770170386,0.00254616348085,0.0177548053868176,0.18222033216865,17.681508975256,10.2631557034099,10.262894393340778,0.0025461634808474,0.4722960805726311,161502475050278.8,0.013008486924388033,1.2020856343056297e-06,2.8440000000000003,35.8,2023-08-06 08:36:00,2.5461634808474347e-05,0.1569864775048969,0.0,34,225.38604607602454,2.5461634808474347e-05,-9.666108,31.178587,0.1569864775048969,0.007908797,5.5245164e-07,0.34674282717370913,837.1555237789627,12038.745087869953,0.9865079540191736,0.16371333683272193,1.824010430494732,232.31492101655851,0.09911199779825844,0.7246955365561557,0.0,223.09362895122968,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,2.2991171e-05,1.1753269e-05,108964.65,0.14110593,-191.56122,0.00018625113801178425,0.00018625113801178425,1.0,-4.2345034040314674e-13,1.8038284e-12,1.1169186e-15,9.76357478163952e-17,-1.5729617281729925e-17,-1.5729617281729925e-17,7.479999999999998e-16,1.9807316079183845e-14,1.3803780148075812e-12,1080.8481715590212,3.9264755591293e-13,4.651673991196262e-14,3.1011159941308407e-15,-1.8936485278450047e-16,2.2991171e-05,1.1753269e-05,108964.65,0.14110593,-191.56122,0.00018625113801178425,0.00018625113801178425,0.015441843040981666,-4.2345034040314674e-13,1.8038284e-12,1.1169186e-15,9.76357478163952e-17,-1.5729617281729925e-17,-1.5729617281729925e-17,7.479999999999998e-16,1.9807316079183845e-14,1.3803780148075812e-12,1080.8481715590212,3.9264755591293e-13,4.651673991196262e-14,3.1011159941308407e-15,-1.8936485278450047e-16
35,35,37,3c49c8,EWG1VT,54.645538330078125,8.30009011661305,202.176666492,11026.14,0.6343009888826769,34610D,226.08206,-9.925121,32.345123,171.86806151074984,65179.32382522561,0.38015820164732506,0.376943296359434,28.667952332353863,36.7700014793374,52.14235300063648,2.8216002171335152e-05,22538.60460760245,0.1817134777950068,0.2388996027696155,0.5699210776741882,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.570189684777695,18.385214697849207,11.095205060354198,30.25104605711937,1540611736502887.5,11.6815103807258,736.169117266458,1375.58673449728,0.00282160021713,0.0179919793632366,0.188471648179717,18.3850007396687,10.4753148263845,10.475019263218224,0.0028216002171335,0.4834293717760483,173632278424362.84,0.013266871595537877,1.3453191737366822e-06,2.8440000000000003,35.8,2023-08-06 08:37:00,2.8216002171335152e-05,0.18171356024711258,0.0,35,225.38604607602454,2.8216002171335152e-05,-9.925121,32.345123,0.18171356024711258,0.009885516,7.179186e-07,0.3472988713463066,838.6857019961844,12102.699639386794,0.9862868762919845,0.16503998804592673,1.8253561756341592,232.32270948817168,0.11431526246639466,0.6793857757928022,0.0,223.15662627867374,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,2.5617956e-05,1.1730273e-05,108979.88,0.17071833,-187.03899,0.0018011444600631887,0.0018011444600631887,0.9999999999999999,-4.234054798421795e-13,1.8020523e-12,1.1151461e-15,9.439858334776792e-16,-1.5038900727404706e-16,-1.5038900727404706e-16,7.480000000000001e-16,1.9761492232188155e-14,1.3786467993210943e-12,1079.306517051398,4.1366503830868755e-13,4.8112559859898836e-14,3.207503990659922e-15,-1.8201129841033473e-15,2.5617956e-05,1.1730273e-05,108979.88,0.17071833,-187.03899,0.0018011444600631887,0.0018011444600631887,0.015441843040981666,-4.234054798421795e-13,1.8020523e-12,1.1151461e-15,9.439858334776792e-16,-1.5038900727404706e-16,-1.5038900727404706e-16,7.480000000000001e-16,1.9761492232188155e-14,1.3786467993210943e-12,1079.306517051398,4.1366503830868755e-13,4.8112559859898836e-14,3.207503990659922e-15,-1.8201129841033473e-15
36,36,38,3c49c8,EWG1VT,54.75288003177966,8.331215598366477,202.691110936,11041.38,0.6354359789160087,34610D,225.78357,-9.980809,33.19262,171.48887505284836,65150.65587289326,0.3788180209294009,0.358878354147182,26.987635601490773,34.9615260635108,-26.02880545253776,2.995536079835396e-05,22484.50492966137,0.1994995207530069,0.2248969633457564,0.535006457511711,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5693076210503482,17.480275351175155,10.7964555709721,27.39499439353846,1583519799494812.8,11.2645304996415,728.033506986095,1356.87732586295,0.00299553607984,0.0176277890802279,0.179439177073591,17.4807630317554,10.1793353810239,10.17903046449376,0.0029955360798353,0.462735508068218,153507470699527.56,0.012876823521284648,1.1007967297726048e-06,2.8440000000000003,35.8,2023-08-06 08:38:00,2.9955360798353962e-05,0.19949944414048187,0.0,36,224.84504929661372,2.9955360798353962e-05,-9.980809,33.19262,0.19949944414048187,0.011618625,8.693915e-07,0.3469232791551362,840.1865849251938,12147.772939013914,0.9865327315334361,0.1635639618411625,1.8170487815865757,232.2745492108773,0.12513685975671834,0.6455324772773845,0.0,223.1528313968062,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,2.7241666e-05,1.1658849e-05,109148.41,0.1917176,-182.71646,0.0,0.0,0.9999999999999998,-4.2259587799185773e-13,1.8029282e-12,1.1096405e-15,0.0,-0.0,0.0,7.479999999999998e-16,1.9801961776629167e-14,1.38033240915455e-12,1077.7567862834962,3.827286236214889e-13,4.5806773759053004e-14,3.0537849172701997e-15,0.0,2.7241666e-05,1.1658849e-05,109148.41,0.1917176,-182.71646,0.0,0.0,0.0,-4.2259587799185773e-13,1.8029282e-12,1.1096405e-15,0.0,-0.0,0.0,7.479999999999998e-16,1.9801961776629167e-14,1.38033240915455e-12,1077.7567862834962,3.827286236214889e-13,4.5806773759053004e-14,3.0537849172701997e-15,0.0
37,37,39,3c49c8,EWG1VT,54.86064846232786,8.362260298295453,203.20555538,11033.76,0.6365456547279992,34610D,225.34769,-10.307196,34.564075,170.75387739080256,65123.66823729177,0.3787446889156246,0.362954059221002,27.37929188844221,35.5039008823584,0.0,3.4413013916259994e-05,22511.53851710997,0.2418764529844396,0.2281607657370184,0.5379211437026977,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5674155375856654,17.7517036605007,10.862966899401796,27.979178269282976,1574743278096777.2,11.3706915199067,728.429069555561,1358.76772770371,0.00344130139163,0.0176758315982644,0.181477029610501,17.7519504411792,10.2669585078147,10.266605202986977,0.0034413013916259,0.4637457680765743,156621376526424.5,0.012926035854488338,1.1277036754464663e-06,2.8440000000000003,35.8,2023-08-06 08:39:00,3.4413013916259994e-05,0.24187656331120327,0.0,37,225.1153851710997,3.4413013916259994e-05,-10.307196,34.564075,0.24187656331120327,0.015818594,1.2520412e-06,0.34801223727233227,841.6539974925328,12140.941702969898,0.9860869449526051,0.1662303732596364,1.819025711444841,232.2860276710636,0.15107014735591975,0.579814313652661,0.0,223.26125157538314,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,3.185369e-05,1.1311351e-05,109087.59,0.2376778,-179.51772,0.002804064256912055,0.002804064256912055,0.9999999999999999,-4.2293182050378596e-13,1.7997531e-12,1.0828542e-15,1.4629781024054052e-15,-2.44425551770916e-16,-2.44425551770916e-16,7.48e-16,1.969042225308282e-14,1.3768212435471847e-12,1076.192286490264,3.8756613569412707e-13,4.6326991537772906e-14,3.0884661025181933e-15,-2.9675563747669416e-15,3.185369e-05,1.1311351e-05,109087.59,0.2376778,-179.51772,0.002804064256912055,0.002804064256912055,0.004615406843987558,-4.2293182050378596e-13,1.7997531e-12,1.0828542e-15,1.4629781024054052e-15,-2.44425551770916e-16,-2.44425551770916e-16,7.48e-16,1.969042225308282e-14,1.3768212435471847e-12,1076.192286490264,3.8756613569412707e-13,4.6326991537772906e-14,3.0884661025181933e-15,-2.9675563747669416e-15
38,38,40,3c49c8,EWG1VT,54.96830749511719,8.393877814797793,203.719999824,11033.76,0.6376380448113526,34610D,224.94092,-10.525765,35.781334,170.01648230441648,65096.28894540333,0.3788922484739014,0.370533027272994,28.12183308770869,36.4166553630442,25.93416785796921,3.827286144006727e-05,22511.53851710997,0.282615418178527,0.2343486090642391,0.5484884496452136,cruise,0,GTF2035,100,44101.0,1.3714565217391306,2.8440000000000003,0.1896,0,0.5654757708644346,18.2075498706049,10.989608862157995,29.229041641736018,1555965880964795.8,11.5513303141558,730.561445927852,1364.84223259226,0.00382728614401,0.0178074541949269,0.185266513636497,18.2083276815221,10.4038742207899,10.403476049992545,0.0038272861440067,0.4691258510382648,165143147750641.16,0.013023407381754445,1.2144574553440268e-06,2.8440000000000003,35.8,2023-08-06 08:40:00,3.8272861440067264e-05,0.2826152163414703,0.0,38,225.1153851710997,3.8272861440067264e-05,-10.525765,35.781334,0.2826152163414703,0.019677151,1.6147227e-06,0.34864156224244114,843.098555120628,12156.509186908257,0.9863993297154166,0.16436654871651055,1.8194639234998844,232.2885705247147,0.17581123034903837,0.5123990751679847,0.0,223.35914540636085,,,,,,,,,,,,,,0.0,0 days,,,,,,,,,,,,,,,,,,,,,0.0,3.602013e-05,1.0943236e-05,109106.33,0.28239983,-176.29086,0.0037967665432193567,0.0037967665432193567,1.0000000000000002,-4.228708585553466e-13,1.7978696e-12,1.0544786e-15,1.9746914477720954e-15,-3.6107936473569586e-16,-3.6107936473569586e-16,7.48e-16,1.9619689829172182e-14,1.3749987642660837e-12,1074.6293748501696,3.9811185362245666e-13,4.729436131885005e-14,3.1529574212566696e-15,-4.389464614612484e-15,3.602013e-05,1.0943236e-05,109106.33,0.28239983,-176.29086,0.0037967665432193567,0.0037967665432193567,0.004615406843987558,-4.228708585553466e-13,1.7978696e-12,1.0544786e-15,1.9746914477720954e-15,-3.6107936473569586e-16,-3.6107936473569586e-16,7.48e-16,1.9619689829172182e-14,1.3749987642660837e-12,1074.6293748501696,3.9811185362245666e-13,4.729436131885005e-14,3.1529574212566696e-15,-4.389464614612484e-15
