,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,1,407463.0,BAW680,51.464630126953125,-0.5077465160472912,76.652222156,586.74,-0.3431814475138472,34610D,281.7658,5.3012657,-15.054398,94.895925162306,70030.26054500743,0.27836731597652337,0.96674820974865,64.63437147630763,122.0296858106558,1884.843381528838,0.0074729927189694,94472.02900687772,0.9339539219854068,0.5386197623025636,0.673811151749725,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,33.2232230008958,4.735206546547977,0.2820074652761754,61.01516283702563,14.989864352250647,19.918591007059216,1298888508427306.0,31.6048555811235,802.530317271272,1152.7689382694,0.747299271897,0.0181326046089081,0.467419733548235,61.0148429053279,25.7778594763272,25.58665062252228,19.253850271502497,0.6879209689389063,1117751961352227.2,0.96674820974865,0.0009255504132176328,1.6853757754258604e-05,3.16,35.8,2023-08-05 23:01:00,0.0074729927189694624,0.9339552447967756,0.0,944.7202900687771,0,0.0074729927189694624,5.3012657,-15.054398,0.9339552447967756,7.112277e-05,0.0,1.1680391869084057,0.0,6244.71057557348,-0.3973546157043629,-0.9176651401129052,6.099931680724265,245.99140206498532,1.0145683653401991,inf,0.0,245.99140206498532,0.0,0.0,0.0,0 days,0.0073098023,4.2446408e-07,5618.6274,0.9873632,-249.13692,0.0,0.0,0.9999999999999999,-9.564425103680041e-13,8.555737e-12,2.4365662e-16,0.0,0.0,0.0,7.479999999999999e-16,9.978247813527195e-14,7.599293963112694e-12,1127.1261767877265,4.079791328690102e-13,1.3710500450512134e-13,0.0,0.0073098023,4.2446408e-07,5618.6274,0.9873632,-249.13692,0.0,0.0,0.0,-9.564425103680041e-13,8.555737e-12,2.4365662e-16,0.0,0.0,0.0,7.479999999999999e-16,9.978247813527195e-14,7.599293963112694e-12,1127.1261767877265,4.079791328690102e-13,1.3710500450512134e-13,0.0
1,1,2,407463.0,BAW680,51.4423828125,-0.5900697450380221,127.582222112,1165.86,-0.3440349405967545,34610D,278.63593,3.5912704,-16.151382,107.2409089938658,69965.62617353113,0.37333245855795255,1.1673226775305243,92.88070748600644,174.8669057307922,3312.937835518004,0.0055066497200458,88080.9851588033,0.8195603520542116,0.7740058957167202,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,31.32351822300862,4.526040090597711,0.3204786715768352,87.43362646375826,20.56783212789684,36.28235539,1450000000000000.0,42.4577819693952,877.003010888337,1359.50048198872,0.550664972005,0.0221156967340701,0.735163121567419,87.4334528653961,33.2416893940706,33.05964152830395,14.24119481856311,0.9362464507544668,1407017178396570.2,1.1673226775305243,0.0023300947531091623,2.9789900520325693e-05,3.16,35.8,2023-08-05 23:02:00,0.005506649720045867,0.8195607031683004,0.0,880.8098515880331,1,0.005506649720045867,3.5912704,-16.151382,0.8195607031683004,9.0393194e-05,0.0,1.10125398871309,0.0,7487.371314157589,-0.9834465679946758,-0.18119836616121401,6.538082441214739,246.8358616965305,0.8640050468143986,inf,0.0,241.7753178614122,0.0,0.0,0.0,0 days,0.0053859726,6.20912e-07,11302.412,0.83991385,-252.1472,0.0,0.0,1.0,-9.271543428396195e-13,7.754321e-12,2.5879946e-16,0.0,0.0,0.0,7.479999999999999e-16,8.975996073017792e-14,6.827166251082729e-12,1127.360580570508,1.1141822452730092e-12,1.6555063598552098e-13,0.0,0.0053859726,6.20912e-07,11302.412,0.83991385,-252.1472,0.0,0.0,0.0,-9.271543428396195e-13,7.754321e-12,2.5879946e-16,0.0,0.0,0.0,7.479999999999999e-16,8.975996073017792e-14,6.827166251082729e-12,1127.360580570508,1.1141822452730092e-12,1.6555063598552098e-13,0.0
2,2,3,407463.0,BAW680,51.3767720885196,-0.60943603515625,148.674444316,2179.32,-0.3457495985231049,34610D,273.9086,4.697028,-15.271299,134.46514443779532,69872.74546604512,0.40865795820272904,1.1465016228606442,86.41441716721714,149.9361485050434,3258.477895485149,0.00407333580162,77740.93610102212,0.7827472757762158,0.7201201430601428,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.91155324577322,3.48933320095763,0.405288345592526,74.96765511395594,20.399474988268533,36.28235538999999,1450000000000000.0,39.5793454809654,877.933814996419,1401.75975873709,0.407333580162,0.0222846062125724,0.698631493546986,74.9680742525217,31.3504078502781,31.223225169353725,11.582774880769492,0.9389210653706904,1290999389715083.5,1.1465016228606442,0.0034050639443912417,2.7534246604268308e-05,3.16,35.8,2023-08-05 23:03:00,0.004073335801620085,0.7827470353070951,0.0,777.4093610102212,2,0.004073335801620085,4.697028,-15.271299,0.7827470353070951,6.354295e-05,2.2251354e-10,0.988750113663681,0.0,9260.126126310186,-0.8537826424343427,0.5206296183255725,6.107756688376433,246.006949396673,0.7884384911488399,inf,0.0,239.97370053165943,0.0,0.0,0.0,0 days,0.003985283,9.194427e-07,21244.45,0.76619184,-254.44601,0.0,0.0,0.9999999999999999,-8.76017303704861e-13,6.563019e-12,2.818112e-16,0.0,0.0,0.0,7.480000000000001e-16,7.496082948370652e-14,5.687001405684211e-12,1128.1698346679575,1.3320929560767825e-12,1.625977773553949e-13,0.0,0.003985283,9.194427e-07,21244.45,0.76619184,-254.44601,0.0,0.0,0.0,-8.76017303704861e-13,6.563019e-12,2.818112e-16,0.0,0.0,0.0,7.480000000000001e-16,7.496082948370652e-14,5.687001405684211e-12,1128.1698346679575,1.3320929560767825e-12,1.625977773553949e-13,0.0
3,3,4,407463.0,BAW680,51.306060791015625,-0.5404828045819272,162.564444304,3169.92,-0.3477925414602258,34610D,269.03397,6.7066607,-13.514802,161.51794952310695,69786.33104887791,0.36928906413988744,0.9021849439245974,67.04565277269269,88.7610984795272,1333.1792407840455,0.0031483026781578,68606.54157738572,0.8016538648768563,0.5587137731057724,0.8339219167199641,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,28.460825179486445,4.179520484787807,0.491218199039895,44.3808628982658,16.40903796378331,28.88819442902785,1561086619451426.2,29.0533659221944,816.622399944049,1167.03186150631,0.314830267816,0.0179469582538796,0.42602530631073,44.3805492397636,23.7380229164258,23.66352298364175,17.97712209003113,0.7367006416268653,882516826746660.1,0.9021849439245974,0.0011489747227217898,1.3734786695347411e-05,3.16,35.8,2023-08-05 23:04:00,0.0031483026781578545,0.8016538335963455,0.0,686.0654157738572,3,0.0031483026781578545,6.7066607,-13.514802,0.8016538335963455,3.7529793e-05,0.0,0.8883842609163658,0.0,11144.044635122638,-0.8974772760506166,0.441060697606084,5.049640292887364,243.72411257724855,0.7701720842275052,inf,0.0,237.62142829960445,0.0,0.0,0.0,0 days,0.0030806104,9.395603e-07,31007.307,0.7583559,-254.81818,0.0,0.0,1.0,-8.257673959120032e-13,5.4986063e-12,2.8336193e-16,0.0,0.0,0.0,7.480000000000001e-16,6.177826758146062e-14,4.67283889550569e-12,1129.0469089413602,2.9062843820927835e-13,1.2794859049534155e-13,0.0,0.0030806104,9.395603e-07,31007.307,0.7583559,-254.81818,0.0,0.0,0.0,-8.257673959120032e-13,5.4986063e-12,2.8336193e-16,0.0,0.0,0.0,7.480000000000001e-16,6.177826758146062e-14,4.67283889550569e-12,1129.0469089413602,2.9062843820927835e-13,1.2794859049534155e-13,0.0
4,4,5,407463.0,BAW680,51.216156005859375,-0.469962455130883,203.719999824,3573.78,-0.3501259231960833,34610D,266.7189,8.6129055,-12.979876,182.52175439124457,69719.28539610522,0.44347679381220023,1.0777560124541468,77.79703712477325,112.6829368978462,2767.8604642489827,0.0027173597993039,65141.597694892014,0.801072452799935,0.6483086427064438,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.91115610223499,3.668980841188851,0.5575001063003421,56.34146246105165,19.98503773429463,36.28235539,1450000000000000.0,35.5586175233194,868.147781106723,1333.82609412075,0.27173597993,0.0208883822571878,0.592764281779364,56.3414684489231,28.3777017521494,28.300798300559247,13.235966890393252,0.9107605942316832,1070803976220666.6,1.0777560124541468,0.00255617227777722,2.1114101449195295e-05,3.16,35.8,2023-08-05 23:05:00,0.0027173597993039077,0.801072709746141,0.0,651.4159769489202,4,0.0027173597993039077,8.6129055,-12.979876,0.801072709746141,3.214775e-05,1.30521e-11,0.8508383633066029,0.0,12591.815562360232,-0.88754484275893,0.4607213388720196,5.431745084735275,244.59362320808629,0.7524381633126134,inf,0.0,238.25012932185086,0.0,0.0,0.0,0 days,0.0026614075,8.2589656e-07,34971.418,0.75616974,-255.93759,0.0,0.0,1.0000000000000002,-8.055342904028881e-13,5.062499e-12,2.7460038e-16,0.0,0.0,0.0,7.480000000000002e-16,5.636314253705992e-14,4.256964782282006e-12,1130.1757606271146,7.036584097933326e-13,1.5284821989105711e-13,0.0,0.0026614075,8.2589656e-07,34971.418,0.75616974,-255.93759,0.0,0.0,0.0,-8.055342904028881e-13,5.062499e-12,2.7460038e-16,0.0,0.0,0.0,7.480000000000002e-16,5.636314253705992e-14,4.256964782282006e-12,1130.1757606271146,7.036584097933326e-13,1.5284821989105711e-13,0.0
5,5,6,407463.0,BAW680,51.11584679555085,-0.3870391845703125,211.436666484,4411.9800000000005,-0.3526420597208515,34610D,261.07944,12.213912,-13.18115,201.31051035113825,69641.48835898044,0.4239440545090744,0.9447234272527836,74.51512820931636,85.6107344927546,1484.1292615474345,0.0016319261478498,58401.6359568902,0.7096359090455611,0.620959401744303,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,26.017251985356804,3.8601295639934174,0.6214945755304949,42.80444352831246,19.98869053392165,36.28235538999999,1450000000000000.0,30.4291360117466,837.648183615772,1224.04450333393,0.163192614785,0.0187199984145813,0.46314304842327,42.8053672463773,24.7405495538141,24.70024058534469,15.791095309318791,0.8114216103433918,907901145718350.4,0.9447234272527836,0.00161199665442535,1.468279679633842e-05,3.16,35.8,2023-08-05 23:06:00,0.0016319261478498822,0.7096366724916666,0.0,584.016359568902,5,0.0016319261478498822,12.213912,-13.18115,0.7096366724916666,0.00030343147,3.0125193e-09,0.779282258716666,0.0,13209.052642457104,-0.8883960114481767,0.4590779093388955,4.70022619997666,242.87632258703118,0.6307448247645239,inf,0.0,235.56368346973963,0.0,0.0,0.0,0 days,0.0016001518,9.566959e-07,43304.37,0.65426904,-257.43387,0.0,0.0,1.0,-7.626612740467079e-13,4.1722723e-12,2.8468282e-16,0.0,0.0,0.0,7.48e-16,4.535762439285157e-14,3.4096108906555783e-12,1131.4371335632882,3.115479451693421e-13,1.3398143223173158e-13,0.0,0.0016001518,9.566959e-07,43304.37,0.65426904,-257.43387,0.0,0.0,0.0,-7.626612740467079e-13,4.1722723e-12,2.8468282e-16,0.0,0.0,0.0,7.48e-16,4.535762439285157e-14,3.4096108906555783e-12,1131.4371335632882,3.115479451693421e-13,1.3398143223173158e-13,0.0
6,6,7,407463.0,BAW680,51.010345458984375,-0.3004166886613006,233.557777576,4861.56,-0.355233359326842,34610D,258.13638,13.902219,-13.212383,218.3512731455128,69566.97323077112,0.4547198625602515,0.9948712723963132,72.23200478794638,89.1531157746818,1986.813434581023,0.0009886493528478,55026.440867802725,0.5298554056946513,0.6019333732328865,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.165120939276505,3.60087730971337,0.6779354226662524,44.57636704107276,20.00003472286316,36.28235538999999,1450000000000000.0,32.0196538929697,854.525047554619,1279.91420049686,0.0988649352848,0.0196288227797003,0.507839516250153,44.5765578873409,25.8721331355312,25.84657993100908,14.030601046309924,0.8687251107057418,943082337508295.2,0.9948712723963132,0.002181625548116996,1.643000450501157e-05,3.16,35.8,2023-08-05 23:07:00,0.000988649352847835,0.5298553241061053,0.0,550.2644086780273,6,0.000988649352847835,13.902219,-13.212383,0.5298553241061053,7.306538e-06,7.254055e-11,0.7426166065489248,0.0,14441.476617147115,-0.8882530904374696,0.4593543809830104,4.675945652936123,242.81535526629693,0.45751952253509687,inf,0.0,234.34653967569864,0.0,0.0,0.0,0 days,0.00097236916,9.543825e-07,47705.758,0.50098276,-259.6069,0.0,0.0,1.0,-7.401173180775392e-13,3.7462117e-12,2.845045e-16,0.0,0.0,0.0,7.48e-16,4.0111730111812075e-14,3.0060942783747877e-12,1132.767226875585,3.914722199751525e-13,1.4109343974826307e-13,0.0,0.00097236916,9.543825e-07,47705.758,0.50098276,-259.6069,0.0,0.0,0.0,-7.401173180775392e-13,3.7462117e-12,2.845045e-16,0.0,0.0,0.0,7.48e-16,4.0111730111812075e-14,3.0060942783747877e-12,1132.767226875585,3.914722199751525e-13,1.4109343974826307e-13,0.0
7,7,8,407463.0,BAW680,50.89504953158104,-0.2059173583984375,245.389999788,5463.54,-0.3579827922199485,34610D,254.09613,16.33767,-13.798711,231.10307503033343,69494.74122598318,0.4465946316149695,0.9189058924860254,69.85085904149668,76.41176815433,1560.5771162420174,0.0003340071831871,50756.176244006965,0.2411735429629231,0.5820904920124723,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.585785402564994,3.529989988639181,0.7232091150225345,38.20594081060933,19.94550156019886,36.28235538999999,1450000000000000.0,29.3348815122946,839.958113057241,1234.56310666243,0.0334007183187,0.0186268960099849,0.44657368955308,38.205884077165,23.9746702463843,23.96666520804777,14.762149828786711,0.8197151341530011,841137745531574.0,0.9189058924860254,0.0018554658997331792,1.3653141829400439e-05,3.16,35.8,2023-08-05 23:08:00,0.00033400718318718454,0.24117363059229338,0.0,507.56176244006963,7,0.00033400718318718454,16.33767,-13.798711,0.24117363059229338,0.0,0.0,0.6958783017729637,0.0,15212.014781554939,-0.8893115744758581,0.4573017860267661,4.2473509672311485,241.69019172633966,0.20011853590157927,inf,0.0,232.02588057577879,0.0,0.0,0.0,0 days,0.00032831775,1.5498039e-06,53691.504,0.21660878,-263.0273,0.0,0.0,1.0,-7.093279435925925e-13,3.2410582e-12,3.3040153e-16,0.0,0.0,0.0,7.479999999999999e-16,3.399089523490701e-14,2.5317302840764016e-12,1134.2176561967651,2.589957875835174e-13,1.303199687970821e-13,0.0,0.00032831775,1.5498039e-06,53691.504,0.21660878,-263.0273,0.0,0.0,0.0,-7.093279435925925e-13,3.2410582e-12,3.3040153e-16,0.0,0.0,0.0,7.479999999999999e-16,3.399089523490701e-14,2.5317302840764016e-12,1134.2176561967651,2.589957875835174e-13,1.303199687970821e-13,0.0
8,8,9,407463.0,BAW680,50.77340853416313,-0.1070404052734375,261.852221996,5935.9800000000005,-0.3608256058220666,34610D,251.53401,20.583366,-16.705154,238.7747749793706,69424.89036694168,0.4511768206521841,0.9055099885840548,67.51817876174552,73.626307310094,1665.6024728160548,0.0001169335970897,47596.28928252322,0.1013193157413158,0.5626514896812126,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.50534426392156,3.3731700087297094,0.7510127580600853,36.813470612528135,19.708849976823554,36.28235539,1450000000000000.0,28.6193776001266,841.108141331598,1241.13914488151,0.011693359709,0.0186992317975478,0.437581540665681,36.813153655047,23.401043711489,23.39830766320813,14.42799242407992,0.8238486051466293,815737249071717.1,0.9055099885840548,0.0019342989913524928,1.3264612303390648e-05,3.16,35.8,2023-08-05 23:09:00,0.00011693359708977475,0.10131948289841101,0.0,475.96289282523225,8,0.00011693359708977475,20.583366,-16.705154,0.10131948289841101,0.0,0.0,0.6592024757482619,0.0,16064.88552763422,-0.8897878447223443,0.4563743982569195,4.01542917481775,241.03869387930342,0.08197117787886248,inf,0.0,230.9499412779821,0.0,0.0,0.0,0 days,0.000114450544,1.9890358e-06,58419.92,0.092218086,-266.7177,0.0,0.0,0.9999999999999998,-6.850242801609722e-13,2.938671e-12,3.64259e-16,0.0,0.0,0.0,7.48e-16,3.0409665199581794e-14,2.2536466296141446e-12,1135.7506238605758,2.3683938299928386e-13,1.2842015098898155e-13,0.0,0.000114450544,1.9890358e-06,58419.92,0.092218086,-266.7177,0.0,0.0,0.0,-6.850242801609722e-13,2.938671e-12,3.64259e-16,0.0,0.0,0.0,7.48e-16,3.0409665199581794e-14,2.2536466296141446e-12,1135.7506238605758,2.3683938299928386e-13,1.2842015098898155e-13,0.0
9,9,10,407463.0,BAW680,50.6448778055482,-0.0031177417652088,273.684444208,6438.900000000001,-0.3637712649533884,34610D,249.01819,25.906425,-21.00479,242.9386732222276,69357.37218817993,0.4487228129380081,0.8722167135045592,65.11446426487302,69.32459441229,1745.2613385526804,4.448485441073724e-05,44409.53957525199,0.0460447830371869,0.5426205355406085,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.43397734606267,3.214143114547717,0.7679595023452747,34.66238215950663,19.36926067453099,36.28235538999999,1450000000000000.0,27.2349530741189,837.804198878624,1235.87678663239,0.00444848544107,0.0185708850615149,0.414614171926958,34.662297206145,22.3260318802025,22.325038754103808,14.401481117498166,0.8119815298447924,765431422583113.6,0.8722167135045592,0.0018919251393865123,1.2381852088784768e-05,3.16,35.8,2023-08-05 23:10:00,4.448485441073723e-05,0.04604482724387008,0.0,444.0953957525199,9,4.448485441073723e-05,25.906425,-21.00479,0.04604482724387008,0.0,0.0,0.6212803920405175,0.0,16696.494033359326,-0.8904087613594637,0.4551617709060216,3.7296702145442717,240.18849177480658,0.03633672998702634,inf,0.0,230.0082735390466,0.0,0.0,0.0,0 days,4.3636694e-05,2.1495227e-06,63380.68,0.046509888,-266.99655,0.0,0.0,1.0000000000000002,-6.594715900892434e-13,2.6612102e-12,3.766299e-16,0.0,0.0,0.0,7.48e-16,2.714723147593111e-14,2.001738584369843e-12,1137.365089573556,1.9819238472609344e-13,1.236984720825874e-13,0.0,4.3636694e-05,2.1495227e-06,63380.68,0.046509888,-266.99655,0.0,0.0,0.0,-6.594715900892434e-13,2.6612102e-12,3.766299e-16,0.0,0.0,0.0,7.48e-16,2.714723147593111e-14,2.001738584369843e-12,1137.365089573556,1.9819238472609344e-13,1.236984720825874e-13,0.0
