engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2035,0,0,-6.9,-6.9,0.0,0.0,20.0,-3.9,0.7
GTF2035,20,0,-7.4,-6.9,-2.0,-18.8,20.0,-23.5,-19.7
GTF2035,100,0,-9.2,-6.9,-10.0,-94.0,20.0,-65.3,-60.7
GTF2035_wi,0,15,-17.0,-17.0,-0.3,-0.3,-90.6,-23.6,-24.9
GTF2035_wi,20,15,-17.5,-17.0,-2.3,-19.0,-90.6,-38.8,-39.7
GTF2035_wi,100,15,-19.1,-17.1,-10.3,-94.0,-90.6,-71.3,-68.9
