Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,fuel_flow_corrected
1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,0.4863243899448088,34610D,272.4418,15.2548685,14.436587,173.9516170787078,69581.19649950242,0.3037227714661165,1.2635222536281665,75.81133521768999,95357.78035689775,2114.344855429817,2023-11-06 01:01:00,0.0043915516493729,0.6833994069049528,0.8370614793111633,0.6317611268140833,1.0,0.019155502618275,0.0003915800730682,8.492514538521778e-05,3.628235539e-05,1450000000000000.0,239.48800795268264,93.77862166428253,0.0909736022612279,0.0018566041277801,0.0015162267043537,1.452204230257385,0.0296862081839452,0.0064382886652098,0.0027506138069586,1.0992643606565048e+17,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.474151288205903,3.709251642124788,0.5257131183382637,47.67889017844888,19.15550261827501,36.28235539,1450000000000000.0,31.287133592887,841.42193543544,1250.23984831484,0.439155164937,0.0191992787464272,0.487756795924808,47.6787260115671,25.4049541322261,25.293874774740058,15.103779209921743,0.8249772907440883,1.6905892787500238,980900899954073.6,15.958064462987435,0.9712694179882954
2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,0.4875045174448486,34610D,268.2026,17.123575,16.460327,187.79674627266988,69505.38516428473,0.3079105893524048,1.2237021902836716,73.4221314170203,101262.95703270118,2500.4847561947863,2023-11-06 01:02:00,0.0030681374137576,0.6299442896063308,0.7699737711730957,0.6118510951418358,1.0,0.0193380034507705,0.0004040405717542,8.762755476521007e-05,3.628235539e-05,1450000000000000.0,231.9405131463671,90.82317656285412,0.0881065577004243,0.0017980930142943,0.0014684426283404,1.419837430705266,0.0296655199571464,0.0064338018417233,0.0026639278655636,1.0646209055467942e+17,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,26.658121240928622,3.916927406979513,0.5720233610421264,50.63147851635059,19.338003450770533,36.28235539,1450000000000000.0,33.2789884746984,862.228713936331,1285.42442088522,0.306813741376,0.0201035217581887,0.534059529544911,50.6305628489954,26.5654712626346,26.484214054619656,15.09648202793109,0.892780604146652,1.9209510914372685,956793270540660.8,17.91171881965064,1.0258992020225175
3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,0.4886882011196681,34610D,264.16476,19.908968,17.881569,202.12277487156868,69431.9630328677,0.3201093891020263,1.1219373320467212,67.31623992280328,76635.71578346303,1305.7193587881234,2023-11-06 01:03:00,0.0025842722891231,0.5712403748956332,0.8348481252725184,0.5609686660233606,0.9654863028570972,0.0182666990318977,0.0004246363030324,9.20943179981033e-05,3.6071302782545856e-05,1453170761471414.8,212.6520019161356,83.27018878450767,0.0807794879073639,0.0016485609777013,0.001346324798456,1.2296454946288682,0.0285849192548618,0.0061994432058872,0.0024281844724379,9.782199162801248e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.03492198000037,3.395709786445027,0.6203474786886829,38.31785789173152,18.26669903189776,36.07130278254585,1453170761471414.8,27.9252045010938,832.610909926292,1222.85920345968,0.258427228912,0.0184359298388503,0.422381545334467,38.3178034629872,22.9107806889337,22.851725607687108,15.11817937516923,0.7935059476975227,1.6332903541178545,805741392313515.0,12.922992442842748,0.8826794089665075
4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,0.4898794348727255,34610D,262.464,21.32804,17.570606,214.61340849012325,69364.6467929449,0.3260841177312318,1.0906843067563214,65.44105840537928,71474.53144310463,1310.0559928084492,2023-11-06 01:04:00,0.00259328123267,0.5424921360051816,0.9251144053347196,0.5453421533781607,0.974418736878684,0.0181753664243919,0.0004381613947213,9.502761429439887e-05,3.620295843823952e-05,1451192824853607.2,206.72830350259312,80.95058924745418,0.0785292700864551,0.0016026381650296,0.0013088211681075,1.189415215717805,0.0286737454229442,0.0062187076571636,0.0023691599176043,9.496759440871226e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.488202047025258,3.3149120747287446,0.6608139563169506,35.73726572155231,18.17536642439197,36.20295843823952,1451192824853607.2,27.1940802871627,833.245006605396,1218.51607495267,0.259328123267,0.0182496904766989,0.407926912752004,35.7369904912499,22.3525387059492,22.294722221225303,15.127923667251128,0.7957506112402467,1.6240279401579112,752301618563301.2,12.078779165966305,0.8609300820449929
5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,0.4910959983002216,34610D,260.72287,22.819613,15.357339,222.35191224656936,69299.20573453953,0.3307246937795616,1.0820150585167938,64.92090351100762,72250.39525834656,1956.41921226326,2023-11-06 01:05:00,0.0025374196660746,0.5149267974234382,1.004703240177138,0.5410075292583969,1.0,0.0184673836429859,0.0004520599545971,9.804190766446008e-05,3.628235539e-05,1450000000000000.0,205.08513419127303,80.30715764311644,0.0779050842132091,0.0015898996778205,0.0012984180702201,1.1989192315870505,0.0293481406935941,0.0063649692275195,0.0023554832934262,9.413531009096106e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.612986322115088,3.3345693121148505,0.6869237181435692,36.12519762917328,18.467383642985933,36.28235539,1450000000000000.0,27.5344412259145,841.826450636275,1232.97574581629,0.253741966607,0.0185918068398925,0.417956702065369,36.1251560958379,22.4806930098133,22.42379443283142,15.124415714992333,0.826433595970463,1.6837319739896783,759863931396844.2,12.369774037092114,0.8766943503022591
6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,0.492720417872883,34610D,257.1068,23.721052,14.207628,222.1857081571461,69234.28483102852,0.3314063070004183,1.0534056389626092,63.20433833775655,68968.83360675715,1519.3438694416593,2023-11-06 01:06:00,0.00223975427654,0.4759628928252322,1.142229249895895,0.5267028194813046,1.0,0.0182575207187042,0.0004677734884187,0.0001014498291499,3.628235539e-05,1450000000000000.0,199.66250480897293,78.18376652380486,0.0758452060053078,0.001547861347047,0.0012640867667551,1.153954516713586,0.0295653138274493,0.0064120693259027,0.0022932022657602,9.1646290589747e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.48584978300781,3.174754443514583,0.6912203684188937,34.48441680337857,18.25752071870429,36.28235539,1450000000000000.0,26.1032081371561,836.863335690649,1227.60945413727,0.223975427654,0.0185264660917453,0.395669590014993,34.4841739637681,21.356992102843,21.309264586355788,15.122445671190052,0.8086202717203962,1.6372680614481818,722620750583452.0,11.671635292136743,0.8432703739053494
7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,0.4949418121781694,34610D,254.02104,24.218765,14.558698,226.2376574503135,69171.08049269076,0.3313597507481223,0.8836681086178964,53.02008651707378,55821.75668432358,772.5054498205002,2023-11-06 01:07:00,0.0017726619884202,0.4473909919617161,1.1363328872024905,0.4418340543089482,0.8564513266440233,0.015172348247263,0.0004788001680352,0.0001038412745629,3.149940535856264e-05,1521856935871682.0,167.49045330743607,65.58584702162027,0.0636241038204885,0.0012984510983773,0.0010604017303414,0.8044392167370608,0.0253860263336208,0.0055056733613712,0.0016701011973473,8.068898640652538e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,19.06265269124647,2.825606263862741,0.7080880599739752,27.91087834216179,15.172348247263072,31.49940535856264,1521856935871682.0,22.5935999302704,811.427826413985,1177.25945891565,0.177266198842,0.0172568315582386,0.326344049158439,27.9109822334981,18.911006232928,18.877542730494877,15.145349196732646,0.7187047919208058,1.4335842141753508,593724329190835.2,9.139545636526904,0.7254243270257418
8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,0.4972423094923607,34610D,252.53842,25.214813,15.0375805,229.3422742835852,69118.06040617368,0.3177861123712059,1.01856223943577,61.11373436614621,84901.80150003597,2679.721695854688,2023-11-06 01:08:00,0.0015756426575748,0.4334051238880015,1.1279460681837317,0.509281119717885,1.0,0.0181561017404592,0.0004851029921194,0.0001052082191255,3.628235539e-05,1450000000000000.0,193.05828686265585,75.59768941092285,0.0733364812393754,0.0014966628824362,0.0012222746873229,1.1095871788911515,0.0296464554006102,0.0064296671567716,0.0022173502294825,8.8614914830912e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.624974783764472,3.5065216995112407,0.7199090064523327,42.45090075001799,18.156101740459253,36.28235538999999,1450000000000000.0,29.9418542890815,884.835661520508,1324.35060818848,0.157564265757,0.0211595490021354,0.496345792324156,42.4513548365835,23.4572954401847,23.420393269492116,15.1296514513254,0.9587402723486976,2.102208227033771,714200790625854.5,16.067605739490208,0.9887823628284472
9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,0.4995401016172068,34610D,247.5026,28.6934,13.816006,232.9325379873014,69056.94667180754,0.3255201430029341,0.9781181033019614,58.68708619811768,73414.89569680879,2449.8846557383526,2023-11-06 01:09:00,0.0009829555492455,0.3876339764052093,1.0331216380345438,0.4890590516509807,1.0,0.0179318906789979,0.000508637331196,0.0001103123020579,3.628235539e-05,1450000000000000.0,185.39250529985367,72.59592562707158,0.0704245034377412,0.0014372347640355,0.0011737417239623,1.0523704139735763,0.0298504428994834,0.0064739075795868,0.0021293057182436,8.509627498727064e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.293093620819608,3.173033878587752,0.7385798822670377,36.70744784840439,17.931890678997963,36.28235539,1450000000000000.0,26.5805540038626,864.656340929596,1287.60234067421,0.0982955549246,0.0202393366008999,0.427927007198265,36.7065129506338,21.1433317028404,21.122569156273915,15.120302845383742,0.900323137605102,1.883662000618872,694993224089698.9,13.299506671608135,0.8962320782323727
10,10,140.82601148028706,41.85195146980932,8130.54,885974.0,TVJ571,194.459999832,0.5016389002716125,34610D,242.79239,29.724852,9.195564,230.8999947294644,68998.25958560943,0.3339523018009204,0.6723840514066325,40.34304308439795,41942.79618328431,490.10216980761857,2023-11-06 01:10:00,0.0006722924315345,0.3493223559515487,1.0313772057844623,0.3361920257033162,0.709237454088151,0.0134327609234338,0.0005308478733309,0.0001120164672407,2.6236383622344267e-05,1597089930695019.2,127.44367310361312,49.90434429540026,0.0484116517012775,0.0009879928918628,0.0008068608616879,0.5419184526765091,0.0214160186250507,0.0045190851640548,0.001058455554855,6.44314678836873e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.332529658225296,2.2895715050882903,0.7392028068600945,20.97139809164216,13.432760923433854,26.236383622344267,1597089930695019.2,17.7182232965846,780.534801608958,1125.72130121651,0.0672292431535,0.0161291326468607,0.244930405060289,20.9706298155935,15.1855905970221,15.17538829832354,15.154629051837254,0.6139771934613372,1.2330275907536137,430759865388473.7,6.098865988084174,0.5661809805802237
