engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,19.3,0.0,0.0,-3.9,702.8,19.3,19.3,18.5,828.4
GTF2000,0,0,19.3,0.0,0.0,-3.8,-5.2,19.3,19.3,18.7,19.7
GTF2035,0,0,-8.3,0.0,0.0,17.0,-3.3,-8.3,-8.3,8.8,-9.6
GTF2035,20,0,-8.8,-2.0,-18.8,17.0,-19.7,-10.6,-25.9,8.3,-23.5
GTF2035,100,0,-10.6,-10.0,-94.0,17.0,-53.0,-19.5,-94.6,6.2,-52.0
GTF2035_wi,0,15,-16.3,-0.2,-0.2,-90.9,-23.4,-16.3,-16.3,-92.1,-33.7
GTF2035_wi,20,15,-16.8,-2.2,-19.0,-90.9,-36.3,-18.4,-32.4,-92.2,-44.0
GTF2035_wi,100,15,-18.5,-10.2,-94.0,-91.0,-62.4,-26.6,-95.1,-92.4,-64.8
