engine,saf_level,water_injection,fuel_kg_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_num_sum_change,co2_conservative_sum_change,co2_optimistic_sum_change,nox_sum_change,nvpm_num_sum_change
GTF,0,0,-12.3,0.0,0.0,0.4,-87.4,-12.3,-12.3,-15.3,-88.9
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.1,-87.7,0.0,0.0,0.2,-86.5
GTF2035,0,0,-19.5,0.0,0.0,19.7,-87.1,-19.5,-19.5,-6.6,-90.1
GTF2035,20,0,-19.9,-2.0,-18.8,19.8,-89.8,-21.5,-34.9,-7.0,-91.9
GTF2035,100,0,-21.4,-10.0,-94.0,19.7,-95.1,-29.3,-95.3,-8.8,-95.5
GTF2035_wi,0,15,-28.1,-0.2,-0.2,-90.6,-90.4,-28.1,-28.1,-93.4,-93.2
GTF2035_wi,20,15,-28.5,-2.2,-19.0,-90.6,-92.3,-29.9,-41.9,-93.4,-94.4
GTF2035_wi,100,15,-29.5,-10.2,-94.0,-90.6,-96.2,-36.6,-95.8,-93.5,-96.8
