,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem,ei_nox_p3t3_xue,ei_nox_kaiser,ei_nox_kypriandis
10,10,-3.935314676036001,37.33163607322563,7399.02,230.471110912,34610D,250.83809,2.6536927,15.691712,215.51720700597323,65981.95554508173,0.3172059728663409,0.946519886619169,56.791193197150136,71609.68934967596,2034.0076702588024,2024-06-07 09:33:00,0.0002212857472595,0.3880546129804407,0.1672995349330073,0.4732599433095845,1.0,0.0178056843127676,0.0005310226432177,0.0001151671861766,3.628235539e-05,1450000000000000.0,179.40337930979726,70.25070598487473,0.0681494318365801,0.0013908047313587,0.001135823863943,1.0112060578138524,0.0301574095230411,0.0065404819201292,0.0020605182546011,8.23472301358677e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.705421557923833,2.3523378477431027,0.6788008772971769,35.80484467483798,17.80568431276764,36.28235538999999,1450000000000000.0,24.4830790729669,871.343007052158,1441.47752032636,0.022128574726,0.0264431725749183,0.416135768766922,35.8045364310602,15.7369834344928,15.733501834782283,14.973268330166503,0.9235579374764321,1.7220725346816275,628224533299576.1,12.842303312063583,17.310376934999297,1105935438631031.2,-60.176812556477124,2.007350641659725,2.1100483328739856
11,11,-3.8903873524766936,37.45161437988281,7993.38,232.528888688,34610D,245.92854,2.8642442,16.764639,219.72471091310743,65925.16435188458,0.326888470619876,0.9317692811551584,55.90615686930951,61408.67072294817,1480.9545040698365,2024-06-07 09:34:00,0.0002192484047237,0.3563351997673736,0.2483628614240055,0.4658846405775792,1.0,0.0176137780766159,0.0005426989245075,0.0001176995159714,3.628235539e-05,1450000000000000.0,176.60754955014872,69.15591604733586,0.0670873882431714,0.0013691303723096,0.0011181231373861,0.9847186402124932,0.0303402112063262,0.0065801276033428,0.0020284070520213,8.106392746049878e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,14.232026386646044,2.1316836089156483,0.6989267430458344,30.704335361474083,17.6137780766159,36.28235538999999,1450000000000000.0,21.7631679914717,847.809380349546,1392.81601482507,0.0219248404724,0.0250260013371428,0.356884246188727,30.7040449361369,14.2605381251639,14.257412210281307,14.973331010649929,0.8363262518973374,1.522652043136727,638966416947043.0,10.445041374841036,16.018311568060962,1033321035856101.6,-53.20979633145911,1.6962089065105228,1.7447042558070798
12,12,-3.855126422384501,37.57547669491525,8427.720000000001,239.731110904,34610D,242.07233,3.300695,17.356636,223.01440425367693,65869.25819501527,0.3287836718341599,0.9184384457310651,55.10630674386391,58399.19220573711,1397.8897811939723,2024-06-07 09:35:00,0.0002607301725466,0.3345108555598698,0.4130188208338533,0.4592192228655326,0.9933084872340256,0.0173542513405158,0.0005494218194879,0.0001191575647152,3.628235539e-05,1450000000000000.0,174.08082300386607,68.16650144215966,0.0661275680926366,0.0013495422059721,0.0011021261348772,0.9563286976805804,0.0302766073164738,0.006566333312049,0.0019993866055112,7.990414477860267e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.71213114170614,2.053244504937362,0.7150189439493627,29.19959610286856,17.354251340515894,36.28235538999999,1450000000000000.0,20.8778539074686,840.471477697836,1382.12856571833,0.0260730172547,0.02477770126025,0.340454086272819,29.1994690304185,13.7403418782435,13.736760290362763,14.973152689146781,0.8090924141191195,1.4657587172268913,619372409643638.2,10.006127205315124,15.144309694885843,983777230238578.5,-51.21720759274409,1.6063757313018507,1.643639693350549
13,13,-3.8269441024116873,37.705590199616,8839.2,246.418888676,34610D,238.45491,4.31474,18.246635,225.16295407502196,65814.1518882714,0.3261754239573597,0.918238317175248,55.09429903051488,58132.21925608157,1522.750177755293,2024-06-07 09:36:00,0.0003281201678611,0.3148461017336226,0.7193621073793902,0.459119158587624,1.0,0.0173640406326252,0.0005561163747432,0.000120609467193,3.628235539e-05,1450000000000000.0,174.0428906373965,68.15164790074691,0.0661131588366178,0.0013492481395228,0.0011018859806102,0.9566596469918666,0.0306388418458702,0.0066448940514438,0.001998950937388,7.988673359424658e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.51071813494084,2.0221745811387644,0.7273626396169045,29.066109628040785,17.364040632625255,36.28235539,1450000000000000.0,20.6335773666304,840.338580246638,1389.59358230999,0.0328120167861,0.0250916919520693,0.339754452149871,29.0656532934367,13.5405158328453,13.536074373849571,14.97196294997998,0.8085944554281814,1.4583879021573964,629571905909126.2,10.168608728914792,14.276661585483328,935058725265632.5,-50.93028976374814,1.597961093199476,1.635024508196455
14,14,-3.79852294921875,37.83700716697563,9288.78,250.019999784,34610D,234.85521,5.658739,19.147753,225.8238200523961,65759.05758924088,0.3187555346582991,0.907779897483926,54.46679384903556,58490.21097127447,1570.7394571804475,2024-06-07 09:37:00,0.000329869874348,0.2944415627541902,1.0043845245803171,0.453889948741963,1.0,0.0172066271845609,0.0005663004362595,0.0001228181671866,3.628235539e-05,1450000000000000.0,172.06060176910333,67.375423991257,0.0653601526188426,0.0013338806656906,0.0010893358769807,0.9371898156986932,0.0308445691183693,0.0066895117930715,0.0019761835713845,7.897685108110157e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.335072028936295,1.9958619658058363,0.7350668944785127,29.24510548563724,17.20662718456096,36.28235538999999,1450000000000000.0,20.4875838143321,843.658623269896,1405.16322578789,0.0329869874348,0.0256598467122625,0.342846135082632,29.2454940086574,13.3611918624124,13.356785861138695,14.975668457029645,0.8209050572565394,1.4743372711718634,641553501098464.4,10.41894259566494,13.236085022326234,877514845254082.2,-51.57977967831808,1.620222821827328,1.6611565270158406
15,15,-3.7695377431016936,37.970489501953125,9753.6,250.534444228,34610D,231.24193,7.31466,19.821716,226.61586637989876,65704.59079539185,0.3100448681614883,0.8954043069484217,53.7242584169053,58048.82915519729,1619.2656146527645,2024-06-07 09:38:00,0.0002633453804593,0.2744848000248498,1.1255272431429253,0.4477021534742108,1.0,0.0170533583412326,0.0005779848095916,0.0001253522519683,3.628235539e-05,1450000000000000.0,169.71493233900384,66.45690766171187,0.0644691101002863,0.0013156961244956,0.0010744851683381,0.916179030400472,0.0310518052715493,0.0067344567778864,0.0019492426369463,7.790017470451269e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.00892324250124,1.9479126465345231,0.7433857561364458,29.024414577598645,17.05335834123268,36.28235539,1450000000000000.0,20.1035306523911,846.635041389743,1420.22598800812,0.0263345380459,0.0262247027704589,0.341762438052528,29.0239870974531,13.0320805175153,13.028649482860367,14.977328876308455,0.8319646447406743,1.4799792889375072,649509771683203.2,10.59811534647729,12.2163876030794,820850653726567.1,-51.818818658253754,1.6325452780517997,1.6772408790831057
16,16,-3.740903164478027,38.102142333984375,10233.66,247.962222008,34610D,227.68655,8.845565,19.890812,226.7483296931386,65650.86653697495,0.3193711056184709,0.8464945354914634,50.789672129487805,51422.731524930976,1205.762731730824,2024-06-07 09:39:00,0.0001803248359956,0.2550380254566048,1.0848401828001917,0.4232472677457317,0.961067516727521,0.0161075728423548,0.0005919181555884,0.0001283740896864,3.628235539e-05,1450000000000000.0,160.44457425705195,62.82682442417642,0.0609476065553853,0.0012438287052119,0.0010157934425897,0.8180983434650435,0.0300633290498272,0.0065200779250969,0.0018427689343436,7.364502458775731e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,11.946260037471484,1.7897847982387038,0.7496052278620946,25.711365762465487,16.107572842354823,36.28235539,1450000000000000.0,18.1441433102583,825.540989923282,1377.2127468862,0.0180324835996,0.0249932649548366,0.299057306955207,25.7113892911936,11.9655158097836,11.963358519120684,14.978587208914727,0.7536856032574657,1.3410876116463701,577587175240386.0,9.076419551601035,11.167305140808509,762664359644379.5,-46.98439627010862,1.405285238908728,1.4252989389658817
17,17,-3.7118010825299166,38.23480224609375,10591.8,246.418888676,34610D,224.7921,9.482394,19.779673,226.5878546488532,65600.07686484545,0.3236904465446021,0.7703430786284446,46.22058471770668,47463.1871020805,1023.6498095813012,2024-06-07 09:40:00,0.0001314556047407,0.2412695654698515,1.0593560206310173,0.3851715393142223,0.8817808539226211,0.0144647588272549,0.0006004959914127,0.0001302344344909,3.628235539e-05,1450000000000000.0,146.0108271232354,57.17486329580316,0.055464701661248,0.0011319326869642,0.0009244116943541,0.6685696107963307,0.0277552758437363,0.0060195117125514,0.0016769916810614,6.701984784067469e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,11.259299643578496,1.6874148484931704,0.7538818510900286,23.73159355104025,14.464758827254904,36.28235539,1450000000000000.0,16.9237889194931,811.997961647342,1351.69628036654,0.0131455604741,0.024300347000385,0.274067571187628,23.7323288967769,11.2783398189041,11.276857412793328,14.976665863380784,0.7044370792507232,1.2556451777831732,540775089673651.4,8.247690648119955,10.414203147698153,720766322368272.2,-43.95004853940439,1.2748225216620341,1.2869331344517585
18,18,-3.68316650390625,38.36472333487818,10896.6,246.418888676,34610D,222.15941,9.83858,20.13848,225.3781165878696,65553.85628012776,0.3405991934304181,0.5046760495759394,30.28056297455636,32894.55555358498,0.0,2024-06-07 09:41:00,9.951808439884824e-05,0.2300315857671193,1.057411760817771,0.2523380247879697,0.5794491288592246,0.0116097247250561,0.0006063950439467,0.0001240616369332,2.727213984516232e-05,1585365512150430.0,95.65629843662354,37.45705639952622,0.0363366755694676,0.0007415648075401,0.0006056112594911,0.3515490006543266,0.0183619833156892,0.0037566562098826,0.0008258157480323,4.80057602283609e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,9.0608335375117,1.358223313830045,0.7542869280947958,16.44727777679249,11.609724725056145,27.27213984516232,1585365512150430.0,12.9298836863802,758.278424320246,1230.90184355095,0.00995180843988,0.0208202629243222,0.189067437130276,16.4470209139312,9.08093417539931,9.080030548152875,14.9683080235117,0.5273338545616659,1.0125582725718494,342086858329292.1,4.327243159643804,9.739982003468619,683567732482811.8,-35.29831560237518,0.8686794586006762,0.8853473839979786
19,19,-3.654148267663061,38.49623107910156,10896.6,246.93333312,34610D,222.14014,10.048319,20.161068,224.5201380784673,65523.5757171532,0.3402763586025273,0.5106983403503227,30.64190042101936,33382.617065891696,0.0,2024-06-07 09:42:00,9.991592896157434e-05,0.2300315857671193,1.064192628813615,0.2553491701751613,0.5856695302405726,0.0116667678407659,0.0006062214819146,0.000124228918058,2.7909610957513205e-05,1575788426766060.8,96.79776343000016,37.90403082080096,0.0367702805052232,0.0007504138878616,0.0006128380084203,0.3574919384119022,0.0185757782819114,0.0038066101365443,0.0008552035197495,4.828515205756039e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,9.11956722084454,1.3670238930960827,0.7514480965899824,16.691308532945847,11.66676784076598,27.909610957513205,1575788426766060.8,13.0389451043073,759.469505718334,1234.12991650961,0.00999159289616,0.0209148721848099,0.191233811885033,16.6912835044142,9.14343679441287,9.142523310703227,14.962361377895192,0.5308926948402205,1.0184190995191917,348073724653804.7,4.428969756985277,9.689572544195261,681143306742682.2,-35.40043402919351,0.8775880121743169,0.8941771742189542
20,20,-3.625,38.6279296875,10896.6,247.447777564,34610D,222.10652,10.280755,20.17529,224.1779412240813,65492.93381673218,0.3401326121055184,0.5179143309663357,31.07485985798014,33891.65558760469,-25.549122236955668,2024-06-07 09:43:00,9.92703991421322e-05,0.2300315857671193,1.061756163792016,0.2589571654831678,0.5934093586779682,0.01173840665577,0.0006059188674945,0.0001244165733374,2.861755818040383e-05,1565152539319731.0,98.16548229135924,38.43960164432144,0.0372898318295761,0.0007610169761137,0.0006214971971596,0.3647693417840341,0.0188288438927005,0.0038662275804699,0.0008892866099336,4.863689581572239e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,9.193761141960731,1.37815150295593,0.7503595866745556,16.945827793802344,11.73840665577,28.61755818040383,1565152539319731.0,13.1663864026913,760.943165378067,1237.73916362148,0.00992703991421,0.0210204080337648,0.193759994763312,16.9460239391622,9.21770854552766,9.216793590749097,14.962540325506088,0.5353084181308412,1.0244864393853914,354916905690791.7,4.548292297766936,9.670321694661338,680217406859387.9,-35.614425824837156,0.8877079723658379,0.9037172306268613
21,21,-3.59600830078125,38.75864837129237,10888.98,245.389999788,34610D,222.13521,10.500573,20.17899,224.67647001658423,65461.8589568742,0.3403552919096909,0.5219171363975983,31.315028183855897,34100.12180416465,-25.54624222248865,2024-06-07 09:44:00,9.94591396872294e-05,0.2303072702383211,1.0612477628768957,0.2609585681987991,0.5978639324497056,0.0117822981547981,0.0006054369852626,0.0001244599583749,2.891075599178108e-05,1560747664463967.2,98.92417403280078,38.73668986342975,0.037578033820627,0.0007668986494005,0.0006263005636771,0.3689629987880987,0.0189592762570478,0.0038974671042717,0.0009053411386992,4.88748571005764e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,9.241618377897469,1.385323593271437,0.7519796970450746,17.050060902082325,11.782298154798193,28.91075599178108,1560747664463967.2,13.2439003138791,761.858222031431,1239.39930022267,0.00994591396872,0.0210632029726023,0.195147451198827,17.0501183190731,9.26485166822267,9.263930285686333,14.963896888879399,0.5380767796930773,1.0280839039820193,358143226691553.94,4.609683785784484,9.715644405019386,682515925260298.6,-35.76299897729248,0.8938581211022516,0.9094317482010023
22,22,-3.56695556640625,38.88908774165784,10881.36,244.875555344,34610D,222.15767,10.747093,20.149393,225.3437698890266,65430.54392869034,0.3345214720369446,0.6371253919469726,38.22752351681836,40792.734194748016,357.41241239693704,2024-06-07 09:45:00,9.980415969256392e-05,0.2305832221844504,1.063226345353815,0.3185626959734863,0.7297258543869837,0.0128840602108231,0.0006048997883956,0.0001281998620675,3.628235539e-05,1450000000000000.0,120.76074678962918,47.28744659030431,0.045873028220182,0.0009361842493914,0.0007645504703363,0.4925257147013473,0.0231238208862132,0.00490076324204,0.0013869845939167,5.5429909099386616e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,10.2029116014713,1.5294184472018924,0.7541749819474134,20.396367097374007,12.884060210823192,36.28235539,1450000000000000.0,14.9905847512181,786.052488563848,1297.60108974268,0.00998041596926,0.022777734906613,0.232828297270662,20.3956744736947,10.2217493629301,10.220729291631704,14.97386805610189,0.6141177704453339,1.1306184901825227,453501121789316.75,6.421758484348994,9.771407722375338,685316509827971.1,-39.520278222262924,1.0627703487349125,1.0715442436868394
