Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
10,10,-3.935314676036001,37.33163607322563,7399.02,230.471110912,34610D,250.83809,2.6536927,15.691712,215.51720700597323,65981.95554508173,0.3172059728663409,0.946519886619169,56.791193197150136,71609.68934967596,2034.0076702588024,2024-06-07 09:33:00,0.0002212857472595,0.3880546129804407,0.1672995349330073,0.4732599433095845,0.7073386383731212,0.0159630306096809,0.0015158623132745,0.0003368582918387,8.091671005910458e-05,615752009122113.5,179.40337930979726,70.25070598487473,0.0681494318365801,0.0013908047313587,0.001135823863943,0.9065595553664128,0.0860876294934538,0.0191305843318786,0.0045953565138443,3.49692913115873e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6788008772971769,35.80484467483798,15.963030609680962,80.91671005910459,615752009122113.5,14.5035209967442,758.066975488031,1517.81959403718,0.022128574726,0.0224142407058321,0.599346370244577,35.8046092424276,26.7395348390557,26.733619070182804,0.02212857472595,0.8331374457637601,22.623671244217796,1775507988235944.2,59.364686372607366,17.310376934999297,1105935438631031.2
11,11,-3.8903873524766936,37.45161437988281,7993.38,232.528888688,34610D,245.92854,2.8642442,16.764639,219.72471091310743,65925.16435188458,0.326888470619876,0.9317692811551584,55.90615686930951,61408.67072294817,1480.9545040698365,2024-06-07 09:34:00,0.0002192484047237,0.3563351997673736,0.2483628614240055,0.4658846405775792,0.7073386383731212,0.0157909841402463,0.0015491935374558,0.0003442652305457,7.866663942811332e-05,549142117307188.6,176.60754955014872,69.15591604733586,0.0670873882431714,0.0013691303723096,0.0011181231373861,0.8828132364653911,0.086609456925926,0.0192465459835391,0.0043979494842495,3.070042535372045e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6989267430458344,30.704335361474083,15.790984140246351,78.66663942811331,549142117307188.6,12.8288925250785,737.159586704815,1477.2939122895,0.0219248404724,0.0216516453838953,0.520485728702187,30.7041228178587,24.0390843039269,24.03381492834444,0.0219248404723699,0.7377113016498329,19.626398490267384,2535499379152923.0,56.09852071920256,16.018311568060962,1033321035856101.6
12,12,-3.855126422384501,37.57547669491525,8427.720000000001,239.731110904,34610D,242.07233,3.300695,17.356636,223.01440425367693,65869.25819501527,0.3287836718341599,0.9184384457310651,55.10630674386391,58399.19220573711,1397.8897811939723,2024-06-07 09:35:00,0.0002607301725466,0.3345108555598698,0.4130188208338533,0.4592192228655326,0.7026054728445804,0.0155923409847683,0.0015683847777296,0.0003485299506065,7.648646840202116e-05,505942361237703.6,174.08082300386607,68.16650144215966,0.0661275680926366,0.0013495422059721,0.0011021261348772,0.8592363251615668,0.086427892653976,0.0192061983675502,0.0042148867895166,2.7880614953079696e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7150189439493627,29.19959610286856,15.592340984768368,76.48646840202117,505942361237703.6,12.2771705739114,730.222296743609,1468.48771518251,0.0260730172547,0.0215535305103885,0.497424505436948,29.1992044776674,23.0785627068009,23.072546997641115,0.02607301725466,0.7089095103093511,18.703644016170625,2800623841186779.0,55.74807532790218,15.144309694885845,983777230238578.4
13,13,-3.8269441024116873,37.705590199616,8839.2,246.418888676,34610D,238.45491,4.31474,18.246635,225.162954075022,65814.1518882714,0.3261754239573597,0.918238317175248,55.09429903051488,58132.21925608157,1522.750177755293,2024-06-07 09:36:00,0.0003281201678611,0.3148461017336226,0.7193621073793902,0.459119158587624,0.707338638373121,0.0155670912309495,0.0015874951191534,0.0003527766931452,7.631629085379402e-05,462554550221216.06,174.0428906373965,68.15164790074691,0.0661131588366178,0.0013492481395228,0.0011018859806102,0.8576579793132404,0.0874619308041222,0.0194359846231382,0.0042045925491986,2.548411870781299e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7273626396169045,29.066109628040785,15.567091230949549,76.31629085379402,462554550221216.06,12.1214149935841,729.450740668406,1477.09019466438,0.0328120167861,0.021857993405097,0.496513831662216,29.0656356737352,22.715435148152,22.70798420056432,0.03281201678611,0.7058071868716908,18.5387931949159,2902838074645772.0,57.15049063609549,14.276661585483328,935058725265632.4
14,14,-3.79852294921875,37.83700716697563,9288.78,250.019999784,34610D,234.85521,5.658739,19.147753,225.8238200523961,65759.05758924088,0.3187555346582991,0.907779897483926,54.46679384903556,58490.21097127447,1570.7394571804475,2024-06-07 09:37:00,0.000329869874348,0.2944415627541902,1.0043845245803171,0.453889948741963,0.7073386383731212,0.0154259680005425,0.0016165666385054,0.0003592370307789,7.467416234936146e-05,417386939927602.3,172.06060176910333,67.375423991257,0.0653601526188426,0.0013338806656906,0.0010893358769807,0.8402030190073677,0.0880492018427064,0.0195664892983792,0.004067262206532,2.27337284123165e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7350668944785127,29.24510548563724,15.425968000542502,74.67416234936145,417386939927602.3,12.0207630704866,731.213127658459,1488.81097694775,0.0329869874348,0.0221952043617861,0.497839846880137,29.2447017763917,22.4300636644409,22.4226671020614,0.0329869874348,0.7128936987352553,18.651023008701213,2861886217133011.0,57.784171581658605,13.236085022326234,877514845254082.2
15,15,-3.7695377431016936,37.970489501953125,9753.6,250.534444228,34610D,231.24193,7.31466,19.821716,226.6158663798988,65704.59079539185,0.3100448681614883,0.8954043069484217,53.7242584169053,58048.82915519729,1619.2656146527645,2024-06-07 09:38:00,0.0002633453804593,0.2744848000248498,1.1255272431429253,0.4477021534742108,0.7073386383731212,0.0152885604628942,0.001649920962308,0.0003666491027351,7.286386400524148e-05,374834869406378.6,169.71493233900384,66.45690766171187,0.0644691101002863,0.0013156961244956,0.0010744851683381,0.8213665731310109,0.088640780146505,0.0196979511436677,0.0039145570590718,2.013772538765524e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7433857561364458,29.024414577598645,15.28856046289423,72.86386400524148,374834869406378.6,11.7994184890828,731.804822251542,1498.89852643082,0.0263345380459,0.0225101856030848,0.493830398221343,29.0242885003708,21.9380864702274,21.93231069752241,0.0263345380459299,0.7153088214919353,18.623540440128863,2850692580236744.0,58.06029633777747,12.2163876030794,820850653726567.1
16,16,-3.740903164478027,38.102142333984375,10233.66,247.962222008,34610D,227.68655,8.845565,19.890812,226.7483296931386,65650.86653697495,0.3193711056184709,0.8464945354914634,50.789672129487805,51422.731524930976,1205.762731730824,2024-06-07 09:39:00,0.0001803248359956,0.2550380254566048,1.0848401828001917,0.4232472677457317,0.6798001886666816,0.0146284508013877,0.0016896952249765,0.0003754878277725,6.576680509276003e-05,340877426104902.8,160.44457425705195,62.82682442417642,0.0609476065553853,0.0012438287052119,0.0010157934425897,0.7429742199648274,0.0858190664753197,0.0190709036611821,0.0033402744676652,1.7313052708211722e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7496052278620946,25.711365762465487,14.62845080138776,65.76680509276002,340877426104902.8,10.6033564346302,714.378969523281,1469.78350196111,0.0180324835996,0.022025536905521,0.439069628219007,25.7112946413534,19.9345709529082,19.93097690276698,0.01803248359956,0.6478815813044412,16.631021515729458,3423282880015911.5,55.517153647731554,11.167305140808509,762664359644379.5
17,17,-3.7118010825299166,38.23480224609375,10591.8,246.418888676,34610D,224.7921,9.482394,19.779673,226.5878546488532,65600.07686484545,0.3236904465446021,0.7703430786284446,46.22058471770668,47463.1871020805,1023.6498095813012,2024-06-07 09:40:00,0.0001314556047407,0.2412695654698515,1.0593560206310173,0.3851715393142223,0.6237176685571149,0.0135097240273368,0.0017141815971145,0.0003809292438032,5.531411681159152e-05,325634048340293.9,146.0108271232354,57.17486329580316,0.055464701661248,0.0011319326869642,0.0009244116943541,0.624427343918359,0.0792304757309682,0.0176067723846596,0.0025566508221752,1.5050996118282344e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7538818510900286,23.73159355104025,13.50972402733682,55.31411681159151,325634048340293.9,9.86295531351236,702.682585653597,1452.41794179756,0.0131455604741,0.021775534511638,0.406511913780249,23.7315778637401,18.6682863542563,18.665832625940467,0.01314556047407,0.6039253305889636,15.388002990187362,3850391705162330.0,54.549225732491635,10.414203147698151,720766322368272.2
18,18,-3.68316650390625,38.36472333487818,10896.6,246.418888676,34610D,222.15941,9.83858,20.13848,225.3781165878696,65553.85628012776,0.3405991934304181,0.5046760495759394,30.28056297455636,32894.55555358498,0.0,2024-06-07 09:41:00,9.951808439884824e-05,0.2300315857671193,1.057411760817771,0.2523380247879697,0.4098667578137751,0.0094094946619458,0.0017310210888661,0.0003846713530813,2.748162869599496e-05,360275948947261.75,95.65629843662354,37.45705639952622,0.0363366755694676,0.0007415648075401,0.0006056112594911,0.2849247956698046,0.0524162930916961,0.011648065131488,0.0008321591883724,1.0909358560315612e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7542869280947958,16.44727777679249,9.409494661945896,27.48162869599496,360275948947261.75,7.52385137650482,653.860024386888,1327.71417261453,0.00995180843988,0.0190844886158693,0.28558663116391,16.4476937516961,14.9643323911984,14.962843317694263,0.0099518084398848,0.42466524410845147,11.139837280838721,5620644587796654.0,49.03802784483668,9.73998200346862,683567732482811.8
19,19,-3.654148267663061,38.49623107910156,10896.6,246.93333312,34610D,222.14014,10.048319,20.161068,224.5201380784673,65523.5757171532,0.3402763586025273,0.5106983403503227,30.64190042101936,33382.617065891696,0.0,2024-06-07 09:42:00,9.991592896157434e-05,0.2300315857671193,1.064192628813615,0.2553491701751613,0.4142666880569921,0.0094966991423948,0.0017305256370301,0.0003845612526733,2.795480016020457e-05,357407200410137.2,96.79776343000016,37.90403082080096,0.0367702805052232,0.0007504138878616,0.0006128380084203,0.2909969094496435,0.0530265942458998,0.0117836876101999,0.0008565882027984,1.0951635844722734e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7514480965899824,16.691308532945847,9.496699142394869,27.95480016020457,357407200410137.2,7.58260471406589,655.230741884999,1331.98516799614,0.00999159289616,0.0191827705404594,0.288736955415514,16.6909853428164,15.0518901743897,15.050386401051206,0.0099915928961574,0.42943702165985154,11.242078598696507,5576101061227448.0,49.23514117783557,9.68957254419526,681143306742682.2
20,20,-3.625,38.6279296875,10896.6,247.447777564,34610D,222.10652,10.280755,20.17529,224.1779412240813,65492.93381673218,0.3401326121055184,0.5179143309663357,31.07485985798014,33891.65558760469,-25.549122236955668,2024-06-07 09:43:00,9.92703991421322e-05,0.2300315857671193,1.061756163792016,0.2589571654831678,0.4197413677651411,0.0096059436951787,0.001729661791014,0.000384369286892,2.8543808144103e-05,355080879599532.9,98.16548229135924,38.43960164432144,0.0372898318295761,0.0007610169761137,0.0006214971971596,0.2985033541313279,0.0537489977574647,0.011944221723881,0.000886994837891,1.1034088571803804e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7503595866745556,16.945827793802344,9.60594369517876,28.543808144103,355080879599532.9,7.65348021830938,656.83276616495,1336.74423130347,0.00992703991421,0.0192904486149665,0.292503424261145,16.9462860218496,15.1631219210841,15.161616821330608,0.0099270399142132,0.43507223663700073,11.363482012356735,5520225288390946.0,49.437901535451516,9.670321694661338,680217406859387.9
21,21,-3.59600830078125,38.75864837129237,10888.98,245.389999788,34610D,222.13521,10.500573,20.17899,224.67647001658423,65461.8589568742,0.3403552919096909,0.5219171363975983,31.315028183855897,34100.12180416465,-25.54624222248865,2024-06-07 09:44:00,9.94591396872294e-05,0.2303072702383211,1.0612477628768957,0.2609585681987991,0.4228922599113744,0.0096711041982761,0.0017282862053884,0.0003840636011974,2.889272255284533e-05,355574798658491.7,98.92417403280078,38.73668986342975,0.037578033820627,0.0007668986494005,0.0006263005636771,0.3028509005380232,0.0541213312315089,0.0120269624958908,0.0009047764210506,1.1134834841459554e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7519796970450746,17.050060902082325,9.671104198276105,28.89272255284533,355574798658491.7,7.69490608805163,657.680244929824,1339.00344055721,0.00994591396872,0.019339327668117,0.294724340110033,17.0495854016532,15.239637342508,15.238121772026108,0.0099459139687229,0.43807122477248295,11.429645699572228,5488848795528554.0,49.530344353874845,9.715644405019386,682515925260298.6
22,22,-3.56695556640625,38.88908774165784,10881.36,244.875555344,34610D,222.15767,10.747093,20.149393,225.3437698890266,65430.54392869034,0.3345214720369446,0.6371253919469726,38.22752351681836,40792.734194748016,357.41241239693704,2024-06-07 09:45:00,9.980415969256392e-05,0.2305832221844504,1.063226345353815,0.3185626959734863,0.5161632922277516,0.0114643038928652,0.001726752718077,0.0003837228262393,3.968317706069894e-05,329202463346587.75,120.76074678962918,47.28744659030431,0.045873028220182,0.0009361842493914,0.0007645504703363,0.4382519466684604,0.0660094801380198,0.0146687733640044,0.0015169895843099,1.2584594909376216e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7541749819474134,20.396367097374007,11.464303892865296,39.68317706069894,329202463346587.75,8.7127665591993,680.221735720659,1405.90180962932,0.00998041596926,0.0208721005156102,0.350577249631006,20.3959078808854,16.796452727353,16.79477653879332,0.0099804159692563,0.5244655946838803,13.269757977834452,4621420094877889.0,52.2613438767144,9.771407722375338,685316509827971.1
23,23,-3.54052734375,39.01799088817532,10988.04,244.3611109,34610D,221.18579,11.213946,20.372654,227.03040343857185,65392.31640517352,0.3198819270612826,0.7611028284746931,45.66616970848159,46251.78272625261,863.2416744619798,2024-06-07 09:46:00,9.080950752362505e-05,0.2267441630463499,1.0743241277945743,0.3805514142373465,0.6180508550095452,0.0133488565914974,0.001731346655504,0.0003847437012231,5.3859379841587946e-05,295913367749689.75,144.25943010909333,56.48905192939173,0.0547994036501779,0.0011183551765342,0.0009133233941696,0.6095911505215046,0.0790639701944587,0.0175697711543241,0.0024595515802395,1.3513230070665656e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7614872587217434,23.125891363126303,13.348856591497428,53.85937984158795,295913367749689.75,9.56519500996833,698.441605759484,1450.09223736659,0.00908095075236,0.0218134762660298,0.395187551276469,23.1254167247981,18.1166700097176,18.115024993219187,0.0090809507523625,0.5883455108723897,14.934255750114973,4053648573776313.5,54.85161073108825,9.668247357803365,678696559274768.1
24,24,-3.52703857421875,39.1510837360964,11247.12,245.389999788,34610D,218.94328,11.929334,20.967194,227.0141733555828,65346.65023546504,0.325420354908,0.694706074835024,41.68236449010144,42950.90275647325,604.2050278657252,2024-06-07 09:47:00,7.175363665688185e-05,0.2176674270226199,1.0833205186962478,0.347353037417512,0.5659992876411031,0.0123404238976572,0.0017453279351593,0.0003878506522576,4.5770788095735695e-05,289299928877899.06,131.67458942423045,51.561084874255485,0.0500188373881217,0.0010207925997575,0.000833647289802,0.514378046864507,0.0727493951480669,0.0161665322551259,0.0019078346724056,1.2058705082449012e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7653223079501039,21.475451378236627,12.340423897657232,45.77078809573569,289299928877899.06,8.968599489356,687.322450093052,1432.68544030004,0.00717536366569,0.0215466915085689,0.368577670615865,21.4758231430626,17.1059984067292,17.10477107720023,0.0071753636656881,0.5491882037876881,13.844990026786865,4517955530009995.0,54.68254322942217,9.321286168306187,650804335052716.1
25,25,-3.509534752887248,39.284271240234375,11430.0,250.019999784,34610D,217.39343,12.326429,21.333916,227.4217862654432,65304.96787097494,0.3322183534646883,0.6287646235457498,37.725877412744985,39614.94999700831,300.508486379962,2024-06-07 09:48:00,6.081259432386444e-05,0.2114799020422646,1.089738486257303,0.3143823117728749,0.513866545597563,0.0113344506667869,0.0017557825088786,0.0003901738908619,3.86269115008726e-05,289793981287040.6,119.1760467468614,46.66691035956555,0.0452710528952939,0.0009238990386794,0.0007545175482548,0.4276020963960103,0.066238435693398,0.0147196523763106,0.0014572341281148,1.0932732212986208e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7694245763345644,19.807474998504155,11.334450666786957,38.6269115008726,289793981287040.6,8.39800394370133,675.826524233497,1411.82949358906,0.00608125943239,0.0211802325801972,0.342215119179938,19.8072465827239,16.1572880696266,16.15630556277064,0.0060812594323864,0.507880578589407,12.858641002979574,5032357874723664.0,54.42427559241424,9.11066686771228,632888119176300.0
