Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem,ei_nox_p3t3_xue,ei_nox_kaiser,ei_nox_kypriandis
0,0,-4.458446502685547,36.64544677734375,624.84,100.831111024,34610D,295.0791,1.2606021,1.7037115,110.41911986560208,66646.07842391136,0.2522997294794344,1.3291428572737305,79.74857143642382,149136.75457227934,2781.242317853452,2024-06-07 09:23:00,0.0086940605178519,0.9404035659516814,0.4051960526589045,0.6645714286368651,1.0,0.0182096012674648,0.0003679609162958,7.980266735140049e-05,3.0839551193717703e-05,1531770294383954.8,251.9257371676628,98.64898286685629,0.0956982857237085,0.0019530262392593,0.0015949714287284,1.4521896875072122,0.0293443574190318,0.0063641487180903,0.0024594101514394,1.2215649274587075e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,24.04172001560132,3.3972378335713067,0.3206507460676785,74.56837728613968,18.209601267464823,30.839551193717703,1531770294383954.8,38.3507349611237,897.916001799558,1497.40207642797,0.869406051785,0.0274399067725415,0.667838535701859,74.5686898381001,24.3382217453504,24.128447562044173,14.949208844051912,1.0,1.7636239969240037,855605651778791.2,20.507843613203235,,,-64.34682515687032,2.762550987182451,3.005429853506055
1,1,-4.399623870849609,36.604248046875,1440.18,118.32222212,34610D,290.1539,-12.254487,3.8107622,139.5428945628349,66566.32985247493,0.2804704578064403,1.1933369608304656,71.60021764982794,103447.96368550837,2671.6419100154026,2024-06-07 09:24:00,0.0080546383807015,0.8517839178058632,0.4837089400015892,0.5966684804152328,0.9418300354805904,0.0167915708318968,0.0003850553186321,8.351006898783125e-05,2.801528968914705e-05,1574200756020579.0,226.1850875558065,88.56946923283716,0.0859202611797935,0.0017534747179549,0.0014320043529965,1.20228012624632,0.0275700446212887,0.0059793391154808,0.0020059008392659,1.1271311675559715e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.064607252982626,2.8480779322738177,0.4086492514735346,51.723981842754185,16.79157083189689,28.015289689147053,1574200756020579.0,30.9904656431996,861.777731362893,1411.45427746578,0.80546383807,0.0248449632736811,0.50485998329515,51.724169965115,20.3204157612888,20.158049958413663,14.93420118195729,0.9338517431065949,1.474301927828932,794851776247110.6,16.00515886988039,28.553878413585966,1734510704432336.2,-52.94138085017524,2.109427413748046,2.202135302847981
2,2,-4.322477300116361,36.58828993975106,2217.42,135.298888772,34610D,288.72867,-5.7371736,10.223558,145.63907830634687,66494.72963482511,0.2835861421001885,1.168961409042323,70.13768454253938,108824.79236058882,3005.4719928579057,2024-06-07 09:25:00,0.0056536427838742,0.773723179826334,0.3423094915327815,0.5844807045211615,1.0,0.0181036970007076,0.0004178732896688,9.062756845529366e-05,3.160183637637858e-05,1520318057348993.5,221.56494546988188,86.76031577912121,0.0841652214510472,0.0017176575806336,0.0014027536908507,1.2697513892893522,0.0293086649695437,0.0063564078071747,0.0022164796307313,1.0663158831067e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,20.42134556074857,2.947746841145758,0.4275531962324992,54.41239618029441,18.10369700070769,31.60183637637858,1520318057348993.5,32.0576786618212,885.404510940462,1455.73953311537,0.565364278387,0.0261922323988341,0.539746602013718,54.4120186593313,20.6071248068852,20.491274460896964,14.950740096621065,1.0,1.6934141118166472,690845810883881.4,16.558747386706322,25.66396536803793,1636977540438956.0,-61.68222038582139,2.4103840511643084,2.579389532633237
3,3,-4.236222936751972,36.61300917803231,3086.1000000000004,152.275555424,34610D,282.65594,-5.027167,11.661943,152.15103563929642,66424.59195028257,0.2885216717822181,1.1310464534390612,67.86278720634367,98492.0591067128,2287.210523828943,2024-06-07 09:26:00,0.0030542816214399,0.6934403928345334,0.2616115053279639,0.5655232267195306,1.0,0.01862878593587,0.0004356199933874,9.447643998137088e-05,3.3766942614562964e-05,1487790454281846.2,214.37854478483965,83.94626777424712,0.0814353446476124,0.0016619458091349,0.0013572557441268,1.2642013358784756,0.0295623869140791,0.0064114345424686,0.0022915188412609,1.009656070065583e+17,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.058484879860053,2.80056275187796,0.4514431324406882,49.2460295533564,18.62878593587003,33.766942614562964,1487790454281846.2,29.6680992253285,876.464474999675,1435.54404609378,0.305428162144,0.0257319581042092,0.493332585889332,49.2461727624565,19.1719799904631,19.11360166816849,14.957626112580384,1.0,1.6843384119858436,662010978332281.0,15.867610955627663,23.02061717440636,1484315981510821.5,-61.24580350082531,2.229778134431557,2.3597743013633647
4,4,-4.184622257313833,36.68991347490731,3749.04,174.91111096,34610D,276.65546,-3.87753,9.268916,166.0471201986012,66356.72916307622,0.2975992970229858,1.1170340020905365,67.02204012543218,92336.5688553566,2094.6824127800937,2024-06-07 09:27:00,0.0021319589428569,0.6368273221635501,0.2686130664519654,0.5585170010452682,1.0,0.0188064902532008,0.0004426726279242,9.600600201626472e-05,3.545190083408647e-05,1462476383691320.2,211.72262475624024,82.90626363515962,0.0804264481505186,0.0016413560847044,0.0013404408025086,1.2604493443685796,0.0296688226311671,0.0064345181194164,0.0023760587202249,9.801815087025662e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,18.64806099989393,2.7574522495684235,0.4979880645262577,46.16828442767831,18.80649025320089,35.451900834086466,1462476383691320.2,28.9367881098851,873.244033221096,1427.90573021336,0.213195894286,0.0255516014237099,0.478773361669379,46.1680072464545,18.7375090011037,18.69764638667924,14.960786005589291,0.988755515801834,1.6822975449998636,656253025881317.0,15.285941559862897,21.864601630082248,1412990515779177.0,-61.08911840559937,2.170471253481698,2.28826370894908
5,5,-4.146251678466797,36.78662109375,4358.64,191.887777612,34610D,271.73248,-3.3809345,8.6471,180.8822615701432,66289.70712295079,0.3012828438804102,1.093112501801174,65.58675010807045,97108.76217640184,2666.167768617944,2024-06-07 09:28:00,0.0013023387647952,0.588129611839903,0.2265838299223821,0.546556250900587,1.0,0.0188973008997947,0.0004524702173944,9.813088468372616e-05,3.628235539e-05,1450000000000000.0,207.1885435913945,81.13080988368316,0.0787041001296845,0.0016062061250956,0.0013117350021614,1.2394125518318535,0.0296760510795952,0.0064360858116354,0.0023796417762961,9.510078765670214e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,19.519633639017705,2.9025238702899614,0.5473718088144719,48.55438108820092,18.89730089979476,36.28235538999999,1450000000000000.0,30.7225456947427,890.623879970324,1466.04435562284,0.13023387648,0.0267401505974676,0.523681929600422,48.554324300737,19.5841054705958,19.55863350399712,14.970349724536,1.0,1.8462342213139247,646022588984227.5,15.484388395450306,21.072296938603444,1361756375977929.2,-67.98304562438314,2.428691657330229,2.612580444684373
6,6,-4.106899829621,36.88751220703125,5135.88,197.546666496,34610D,266.2956,-2.7179775,9.725347,192.632960463874,66224.12037284272,0.3136165235175544,1.0546400267211855,63.27840160327113,80384.69682125101,2038.6405323978831,2024-06-07 09:29:00,0.0006416318735281,0.5304583483154943,0.1597770398778528,0.5273200133605928,1.0,0.0187704888334047,0.0004702644623962,0.0001019900668733,3.628235539e-05,1450000000000000.0,199.89647066473347,78.27538278324639,0.0759340819239253,0.0015496751413045,0.0012655680320654,1.1877665306899008,0.0297575835112594,0.0064537684111569,0.002295889455481,9.175368232474314e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.49968687216016,2.613724673950084,0.5888515233194277,40.19234841062551,18.77048883340473,36.28235538999999,1450000000000000.0,27.0347687347802,869.319701410437,1417.56176479123,0.0641631873528,0.0253091725767761,0.444181533306394,40.1923741766632,17.5502194692046,17.538965909648248,14.966550747797664,0.9703072539922295,1.6716917399250184,617359197307825.0,13.70900948941412,19.55199186987117,1270160046272035.2,-60.93785231076102,2.0685286676622083,2.1707476017176006
7,7,-4.066168602476694,36.99110412597656,5730.240000000001,208.864444264,34610D,262.36072,-1.3935978,10.899328,201.1025542287205,66160.84197123945,0.3176935267264298,1.0223359024591734,61.3401541475504,77143.72215700426,2170.201654730888,2024-06-07 09:30:00,0.0004540332073505,0.489521716698911,0.1475082932588005,0.5111679512295867,1.0,0.0185311621544399,0.0004859415005118,0.0001053900732392,3.628235539e-05,1450000000000000.0,193.7735469521117,75.87777068051984,0.0736081849770604,0.0015022078566747,0.001226803082951,1.1367043430866008,0.0298077265480863,0.0064646433381143,0.0022255652724588,8.894322351394808e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,17.027209159256195,2.5463504555016225,0.619334686555496,38.57186107850213,18.531162154439983,36.28235539,1450000000000000.0,26.3304834770972,869.647397964747,1420.45757856162,0.0454033207351,0.0254344262070585,0.434165402508676,38.5713499161891,17.0699900589142,17.06224323389412,14.969293577107091,0.9718317060570615,1.6656224092925884,600521268309539.1,13.388423971077145,18.41772791159976,1201828014732646.0,-60.84466964423303,2.0495979614407887,2.151197546587805
8,8,-4.023099858710111,37.10087585449219,6362.700000000001,215.037777592,34610D,258.16962,0.8116654,12.407049,205.7208375478123,66099.50181709189,0.3205243292252457,0.9916212355112384,59.49727413067431,71740.46178844474,1882.539808898431,2024-06-07 09:31:00,0.00034891820141,0.4488094387389205,0.1520535425624175,0.4958106177556192,1.0,0.0182422114341604,0.0005034647464494,0.0001091904816645,3.628235539e-05,1450000000000000.0,187.95188897880013,73.59812809964413,0.0713967289568091,0.0014570761011593,0.0011899454826134,1.0853618544479675,0.0299547800346323,0.0064965360200541,0.0021587012447453,8.627104748947774e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,16.094883053825654,2.4086166604268024,0.63867944943565,35.87023089422237,18.24221143416048,36.28235539,1450000000000000.0,24.7894641431511,863.030985946968,1409.85338682377,0.034891820141,0.0251776300734386,0.406171565369193,35.8692487147842,16.1322397773128,16.126612908541915,14.97055545941029,0.9399555710425066,1.597966247469181,595672488617810.0,12.196759769611807,16.91078907991843,1113668251750249.6,-58.35952249207008,1.933372207006072,2.015522564994129
9,9,-3.978862356632306,37.21408081054688,6911.34,222.239999808,34610D,254.31917,1.8419291,14.187235,210.63908350776384,66040.00454296122,0.3233248765796906,0.9674832979916232,58.04899787949739,67537.63995287396,1672.4200519177018,2024-06-07 09:32:00,0.0002727956879266,0.4157548966576384,0.1579571300436461,0.4837416489958116,1.0,0.0180106372196899,0.0005179909155971,0.000112340889746,3.628235539e-05,1450000000000000.0,183.37678430133224,71.80661037693828,0.0696587974553968,0.0014216081113346,0.0011609799575899,1.0454994417741814,0.0300688535610986,0.0065212760706492,0.0021061543710972,8.417104692527122e+16,climb,15,GTF2035_wi,20,43245.0,1.263891304347826,3.0968000000000004,2.5659200000000006,15.380786873697136,2.302922218718507,0.6588804573547443,33.76881997643698,18.010637219689997,36.282355390000006,1450000000000000.0,23.6113093556796,857.550375157566,1402.35792573262,0.0272795687927,0.0250196325935295,0.38564083956243,33.7689252657554,15.4135292802886,15.409325682688504,14.972269804839838,0.9134863436803365,1.544978775159503,595847086095303.0,11.334536478908085,15.756418442006234,1045338848261700.0,-56.6677051068768,1.8428904538785853,1.9111680984128785
