,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
10,10,-3.935314676036001,37.33163607322563,7399.02,230.471110912,34610D,250.83809,2.6536927,15.691712,215.51720700597323,65253.688271364445,0.2818734515339259,1.2696381129137877,76.17828677482726,73776.53768928653,2034.0076702588024,2024-06-07 09:33:00,0.0002212857472595,0.3880546129804407,0.1672995349330073,0.6348190564568938,0.9488063660477456,0.0212901656205526,0.0015158623132745,0.0003368582918387,0.0001433406775829,526179980316760.0,240.6472079216793,94.23254074046132,0.0914139441297927,0.0018655906965263,0.0015235657354965,1.6218483421260306,0.1154757940117816,0.0256612875581736,0.0109194472434092,4.0083489435743096e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6788008772971769,36.888268844643264,21.290165620552685,143.3406775829142,526179980316759.9,14.8251323066574,762.815726155187,1529.12417092119,0.022128574726,0.0226587019666832,0.617288693513257,36.8884761617771,27.2428974272623,27.236870296065828,0.02212857472595,0.8508047080648785,23.341745593567556,1635136562407937.5,59.802427988157966,17.310376934999297,1105935438631031.2
11,11,-3.8903873524766936,37.45161437988281,7993.38,232.528888688,34610D,245.92854,2.8642442,16.764639,219.72471091310743,65177.50998458962,0.2885989395730431,1.1260038107006698,67.56022864204019,63787.4363043022,1480.9545040698365,2024-06-07 09:34:00,0.0002192484047237,0.3563351997673736,0.2483628614240055,0.5630019053503349,0.8547888606893553,0.0187157709579333,0.0015491935374558,0.0003442652305457,0.000113389112827,498249977721800.7,213.42276228020492,83.57200283020372,0.0810722743704482,0.0016545362116418,0.0013512045728408,1.2644417651300337,0.1046638696012868,0.0232586376891748,0.0076605943881158,3.3661882415776284e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.6989267430458344,31.893718152151106,18.71577095793336,113.38911282708416,498249977721800.7,13.1819959151275,742.438833280325,1491.32475118875,0.0219248404724,0.0219682061853558,0.53969410128708,31.8932825843974,24.5670537108689,24.561668604210077,0.021924840472369995,0.765084368290612,20.36224023208244,2322517574256155.5,57.206193818105895,16.018311568060962,1033321035856101.6
12,12,-3.855126422384501,37.57547669491525,8427.720000000001,239.731110904,34610D,242.07233,3.300695,17.356636,223.01440425367693,65109.94975594758,0.2917498813313698,1.0805082538341564,64.83049523004938,60965.6657087991,1397.8897811939723,2024-06-07 09:35:00,0.0002607301725466,0.3345108555598698,0.4130188208338533,0.5402541269170782,0.8265888869594621,0.0179056738246377,0.0015683847777296,0.0003485299506065,0.0001045245323943,465266419763111.6,204.799534431726,80.19532259957109,0.0777965942760592,0.0015876855974705,0.0012966099046009,1.1608337014790004,0.101679161851483,0.0225953693003295,0.0067763771988138,3.016345240715456e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7150189439493627,30.482832854399547,17.90567382463779,104.52453239433204,465266419763111.6,12.6613105361667,736.198974290352,1483.28702643132,0.0260730172547,0.0218755901952889,0.517306321242053,30.4829748130168,23.6476509490226,23.64148690006389,0.02607301725466,0.7405626643359144,19.414077419113895,2574686335369380.5,57.58666806062973,15.144309694885843,983777230238578.5
13,13,-3.8269441024116873,37.705590199616,8839.2,246.418888676,34610D,238.45491,4.31474,18.246635,225.16295407502196,65045.119260717525,0.2923761866802578,1.0860921691127468,65.16553014676481,60826.27207237478,1522.750177755293,2024-06-07 09:36:00,0.0003281201678611,0.3148461017336226,0.7193621073793902,0.5430460845563734,0.8366400548511419,0.0180078911591768,0.0015874951191534,0.0003527766931452,0.0001055436428354,423083641189840.6,205.85790973363,80.60976079154807,0.0781986361761177,0.0015958905342064,0.0013033106029352,1.1734937742129985,0.1034499610450351,0.02298888023223,0.0068778074389902,2.7570469774559584e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7273626396169045,30.41313603618739,18.00789115917685,105.54364283540878,423083641189840.6,12.5379397928725,736.346756496613,1492.36663979451,0.0328120167861,0.022171881363207,0.517864764538538,30.4136057853139,23.3568255239678,23.349164192293607,0.03281201678611,0.7411342429743193,19.352382058456378,2615896270261768.5,58.63623277524743,14.276661585483328,935058725265632.5
14,14,-3.79852294921875,37.83700716697563,9288.78,250.019999784,34610D,234.85521,5.658739,19.147753,225.8238200523961,64979.95373057076,0.2895609307680098,1.107706979325,66.4624187595,61259.657519837136,1570.7394571804475,2024-06-07 09:37:00,0.000329869874348,0.2944415627541902,1.0043845245803171,0.5538534896625,0.863121059018629,0.0184848782197711,0.0016165666385054,0.0003592370307789,0.0001099696103797,374010882199784.5,209.95478086126047,82.2140120055015,0.0797549025114,0.0016276510716612,0.0013292483751899,1.2285497169607913,0.1074409288809885,0.023875761973553,0.0073088462958794,2.4857667873372096e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7350668944785127,30.629828759918567,18.484878219771154,109.9696103797711,374010882199784.5,12.4505437876088,738.492935030825,1504.20129250286,0.0329869874348,0.0225038513534118,0.519814153316569,30.6298773266677,23.0988973910797,23.091280273357395,0.0329869874348,0.7494699084008836,19.583042534141963,2525360707506035.0,58.4576958140515,13.236085022326234,877514845254082.2
15,15,-3.7695377431016936,37.970489501953125,9753.6,250.534444228,34610D,231.24193,7.31466,19.821716,226.61586637989876,64913.49131181126,0.2855126463564306,1.1209070371781071,67.25442223068643,60909.36751987904,1619.2656146527645,2024-06-07 09:38:00,0.0002633453804593,0.2744848000248498,1.1255272431429253,0.5604535185890536,0.8854780474783703,0.0188579342725153,0.001649920962308,0.0003666491027351,0.0001130522460099,329755337597290.75,212.4567198267384,83.19372029935911,0.0807053066768237,0.0016470470750372,0.0013450884446137,1.2682794739622825,0.1109644810463239,0.0246587735658497,0.0076032634872825,2.217750470759074e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7433857561364458,30.45468375993952,18.85793427251539,113.05224600997856,329755337597290.75,12.2334001396517,740.382345387276,1520.6643748697,0.0263345380459,0.0229962669588607,0.518892725791674,30.4545045439942,22.5642156059481,22.558274988438765,0.026334538045929997,0.7569097501192157,19.690563702509877,2481722593968969.0,59.154319494243104,12.2163876030794,820850653726567.1
16,16,-3.740903164478027,38.102142333984375,10233.66,247.962222008,34610D,227.68655,8.845565,19.890812,226.7483296931386,64846.23688958058,0.2908702741934253,0.9838829275023008,59.03297565013804,54434.98737946173,1205.762731730824,2024-06-07 09:39:00,0.0001803248359956,0.2550380254566048,1.0848401828001917,0.4919414637511503,0.7901336295734848,0.0166265127541581,0.0016896952249765,0.0003754878277725,8.76609579698437e-05,313906389260866.0,186.48517007878607,73.02379087922077,0.0708395707801656,0.0014457055261258,0.0011806595130027,0.9815125225629278,0.0997477370721947,0.022166163793821,0.0051748871973015,1.8530828233659456e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7496052278620946,27.217493689730865,16.626512754158153,87.66095796984371,313906389260866.0,11.0688711295655,723.650116796483,1490.82797796059,0.0180324835996,0.0224647411050983,0.463785525625086,27.2173870876278,20.6450420886369,20.641319946002906,0.01803248359956,0.693701029294697,17.622669716798296,3031034022501222.5,57.20411023842801,11.167305140808509,762664359644379.5
17,17,-3.7118010825299166,38.23480224609375,10591.8,246.418888676,34610D,224.7921,9.482394,19.779673,226.5878546488532,64787.20391393044,0.2933867071150713,0.9057002875612952,54.34201725367771,50578.71238528767,1023.6498095813012,2024-06-07 09:40:00,0.0001314556047407,0.2412695654698515,1.0593560206310173,0.4528501437806476,0.7333112835582511,0.0155056301383324,0.0017141815971145,0.0003809292438032,7.464994508104117e-05,298743752271846.56,171.6664325043679,67.22107534279934,0.0652104207044132,0.0013308249123349,0.0010868403450735,0.8426072205064049,0.0931520859263373,0.020700463539186,0.00405662860358,1.6234338140385106e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7538818510900286,25.289356192643837,15.50563013833241,74.64994508104117,298743752271846.56,10.3506755266946,712.482995101755,1472.5762344108,0.0131455604741,0.0221675124115166,0.430926818462843,25.2895354001527,19.4395659045156,19.437010800506467,0.01314556047407,0.6545647674046396,16.38292402738202,3385181939715414.5,56.085027343948674,10.414203147698153,720766322368272.2
18,18,-3.68316650390625,38.36472333487818,10896.6,246.418888676,34610D,222.15941,9.83858,20.13848,225.3781165878696,64732.86189667676,0.3007482251533003,0.6292781492118694,37.75668895271217,36217.08043558722,0.0,2024-06-07 09:41:00,9.951808439884824e-05,0.2300315857671193,1.057411760817771,0.3146390746059347,0.5110608973761341,0.0113538008257107,0.0017310210888661,0.0003846713530813,3.8911529251079256e-05,329683125982924.56,119.27338040161771,46.70502423450496,0.0453080267432546,0.0009246536070051,0.0007551337790542,0.4286819262074055,0.0653576248229038,0.0145239166273119,0.0014691705066073,1.2447743240695102e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7542869280947958,18.10854021779361,11.3538008257107,38.91152925107926,329683125982924.56,8.02314481738071,665.567639977903,1360.51136032445,0.00995180843988,0.0198113104044173,0.311819089967099,18.108786867841,15.7394480022671,15.737881798418027,0.009951808439884824,0.5054948953319843,12.057352233531697,4770515126623486.0,51.26524301613548,9.739982003468619,683567732482811.8
19,19,-3.654148267663061,38.49623107910156,10896.6,246.93333312,34610D,222.14014,10.048319,20.161068,224.5201380784673,64695.105207724046,0.3003496600547609,0.6356013398117576,38.13608038870546,36672.12753043968,0.0,2024-06-07 09:42:00,9.991592896157434e-05,0.2300315857671193,1.064192628813615,0.3178006699058788,0.5155851138810877,0.0114408550070231,0.0017305256370301,0.0003845612526733,3.95175354823153e-05,326939647468550.25,120.47187794792052,47.17433144082866,0.0457632964664465,0.0009339448258458,0.0007627216077741,0.4363093662633591,0.0659954648084985,0.014665658846333,0.001507043909917,1.2468196678115656e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7514480965899824,18.33606376521984,11.440855007023174,39.5175354823153,326939647468550.25,8.07296352264815,666.69789913679,1365.70743149434,0.00999159289616,0.019946517517746,0.315361336439101,18.3364812151065,15.8103456484838,15.808766100933088,0.009991592896157434,0.5089868577768881,12.14553785639517,4771378251170216.0,51.75454381444674,9.689572544195261,681143306742682.2
20,20,-3.625,38.6279296875,10896.6,247.447777564,34610D,222.10652,10.280755,20.17529,224.1779412240813,64656.96912733535,0.3002751248747014,0.6432482747328412,38.59489648397047,37160.75833639583,-25.549122236955668,2024-06-07 09:43:00,9.92703991421322e-05,0.2300315857671193,1.061756163792016,0.3216241373664206,0.5213177054690921,0.011552075254255,0.001729661791014,0.000384369286892,4.028341602355363e-05,324686435148353.6,121.92127799286273,47.74188695067148,0.0463138757807645,0.0009451811383829,0.0007718979296794,0.4458511486130107,0.0667561177764665,0.0148346928392147,0.0015547342714497,1.2531239354300098e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7503595866745556,18.580379168197915,11.552075254255053,40.283416023553634,324686435148353.6,8.13937003482684,668.097251332722,1370.3561186907,0.00992703991421,0.0200573077775262,0.319082644013369,18.580714674218,15.9085480241219,15.906968932966786,0.009927039914213221,0.5133170388916383,12.257983376867916,4742388412464302.0,52.04013254418242,9.670321694661338,680217406859387.9
21,21,-3.59600830078125,38.75864837129237,10888.98,245.389999788,34610D,222.13521,10.500573,20.17899,224.67647001658423,64618.374230851376,0.300648435921332,0.6475281257628572,38.85168754577143,37371.40727043453,-25.54624222248865,2024-06-07 09:44:00,9.94591396872294e-05,0.2303072702383211,1.0612477628768957,0.3237640628814286,0.524670706062855,0.0116198729328979,0.0017282862053884,0.0003840636011974,4.074364229827426e-05,325108587518005.06,122.73248095709197,48.05953749411927,0.0466220250549257,0.0009514698990801,0.0007770337509154,0.4514516725105182,0.0671468356414193,0.0149215190314265,0.0015829592600492,1.263101726069662e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7519796970450746,18.685703635217266,11.61987293289796,40.74364229827425,325108587518005.06,8.18469070023884,668.998180799482,1372.72408956644,0.00994591396872,0.0201088011934063,0.321370471658251,18.6861163111291,15.9815828187525,15.979993462350526,0.009945913968722941,0.5161379056482267,12.331462417337825,4713315987734498.0,52.11467359028643,9.715644405019386,682515925260298.6
22,22,-3.56695556640625,38.88908774165784,10881.36,244.875555344,34610D,222.15767,10.747093,20.149393,225.3437698890266,64579.5225433056,0.2989603560893959,0.7687209485110069,46.123256910660416,43986.17734981608,357.41241239693704,2024-06-07 09:45:00,9.980415969256392e-05,0.2305832221844504,1.063226345353815,0.3843604742555034,0.6227746384041547,0.0134512180735784,0.001726752718077,0.0003837228262393,5.4802851590156616e-05,300449797223824.1,145.70336858077624,57.05446879848694,0.0553479082927924,0.0011295491488324,0.0009224651382132,0.6204139869689788,0.0796434592370481,0.0176985464971218,0.0025276860033295,1.3857723186110266e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7541749819474134,21.99308867490804,13.451218073578476,54.80285159015662,300449797223824.1,9.20596093771851,690.528878465501,1433.30019679129,0.00998041596926,0.0214808979825755,0.377004067716776,21.9926583305479,17.5506660858678,17.54891463118952,0.009980415969256392,0.583754077081199,14.165820065026546,4162725075401947.5,55.580378372748314,9.771407722375338,685316509827971.1
23,23,-3.54052734375,39.01799088817532,10988.04,244.3611109,34610D,221.18579,11.213946,20.372654,227.03040343857185,64533.39928639494,0.291714628933855,0.89197809732354,53.518685839412406,49431.96062699472,863.2416744619798,2024-06-07 09:46:00,9.080950752362505e-05,0.2267441630463499,1.0743241277945743,0.44598904866177,0.7243276533414323,0.0152793271971198,0.001731346655504,0.0003847437012231,7.219449909196675e-05,271513995811477.88,169.0655285667038,66.20261438335315,0.0642224230072948,0.0013106616940264,0.0010703737167882,0.817729512100245,0.0926593977350371,0.0205909772744527,0.0038637547162367,1.453107224283802e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7614872587217434,24.71598031349736,15.279327197119814,72.19449909196675,271513995811477.88,10.0551414835953,709.420228572805,1476.23540748768,0.00908095075236,0.0223698925764106,0.421985015680506,24.7160995025786,18.8639714848472,18.862258612431823,0.009080950752362505,0.6441737956590325,16.014914502293866,3544693985435551.0,56.8143276803538,9.668247357803365,678696559274768.1
24,24,-3.52703857421875,39.1510837360964,11247.12,245.389999788,34610D,218.94328,11.929334,20.967194,227.01417335558276,64479.88060055553,0.2950107351731494,0.8246749697865848,49.48049818719509,46221.82814780319,604.2050278657252,2024-06-07 09:47:00,7.175363665688185e-05,0.2176674270226199,1.0833205186962478,0.4123374848932924,0.6718891087075937,0.0142801385815118,0.0017453279351593,0.0003878506522576,6.21608741235105e-05,264376061092542.62,156.30889377334927,61.20737625756033,0.0593765978246341,0.0012117673025435,0.0009896099637439,0.7065883711953898,0.0863596957317116,0.0191910434959359,0.0030757510193828,1.3081459211627334e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7653223079501039,23.110914073901597,14.28013858151181,62.1608741235105,264376061092542.62,9.48003450947778,698.619256798571,1456.70111787821,0.00717536366569,0.0220239891451384,0.394633496073086,23.1108753074192,17.9183477376621,17.917062123296546,0.007175363665688185,0.6089219033686238,14.903756354478471,3923913724129063.0,56.42706933989103,9.321286168306187,650804335052716.1
25,25,-3.509534752887248,39.284271240234375,11430.0,250.019999784,34610D,217.39343,12.326429,21.333916,227.4217862654432,64430.40010236833,0.2991792791256236,0.7574252598325436,45.44551558995261,42975.27731149923,300.508486379962,2024-06-07 09:48:00,6.081259432386444e-05,0.2114799020422646,1.089738486257303,0.3787126299162718,0.6190162220380802,0.013280830627237,0.0017557825088786,0.0003901738908619,5.319285432376549e-05,263990376053762.62,143.5623837486603,56.21610278477139,0.0545346187079431,0.0011129514022029,0.000908910311799,0.6035541953176236,0.0797924413798111,0.017731653639958,0.0024173766904447,1.1997178750548724e+16,climb,0,GTF1990,0,43031,1.237,3.16,3.16,0,0.7694245763345644,21.487638655749617,13.280830627237096,53.19285432376548,263990376053762.62,8.92686220044022,687.530824439955,1436.49537753636,0.00608125943239,0.0216645815812642,0.368491289158766,21.487316478616,17.0089271180498,17.007892823963196,0.006081259432386444,0.5746750263431154,13.833506782798015,4324539019594218.0,56.24885806019481,9.110666867712279,632888119176300.0
