engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-23.0,-23.0,0.0,0.0,1.2,-88.2,-87.5
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.1,-72.2,-87.9
GTF2035,0,0,-28.4,-28.4,0.0,0.0,20.8,-88.6,-87.4
GTF2035,20,0,-28.7,-28.3,-2.0,-18.8,20.8,-91.0,-90.1
GTF2035,100,0,-30.1,-28.4,-10.0,-94.0,20.8,-96.1,-95.2
GTF2035_wi,0,15,-36.2,-36.2,-0.3,-0.3,-90.5,-91.0,-90.7
GTF2035_wi,20,15,-36.4,-36.1,-2.3,-19.0,-90.5,-92.8,-92.5
GTF2035_wi,100,15,-37.8,-36.2,-10.3,-94.0,-90.6,-96.7,-96.2
