engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,32.1,32.1,0.0,0.0,4.6,524.0,496.9
GTF2000,0,0,32.1,32.1,0.0,0.0,5.0,124.8,-3.1
GTF2035,0,0,-6.3,-6.3,0.0,0.0,21.9,-6.1,-7.0
GTF2035,20,0,-6.6,-6.1,-2.0,-18.8,22.1,-22.7,-17.7
GTF2035,100,0,-8.4,-6.1,-10.0,-94.0,22.1,-60.1,-54.7
GTF2035_wi,0,15,-17.6,-17.6,-0.5,-0.5,-90.7,-27.2,-30.4
GTF2035_wi,20,15,-18.0,-17.6,-2.5,-19.2,-90.7,-40.3,-41.8
GTF2035_wi,100,15,-19.6,-17.6,-10.4,-94.0,-90.7,-68.3,-65.1
