engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-22.1,-22.1,0.0,0.0,-2.1,-84.5,-84.1
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.4,-65.2,-84.5
GTF2035,0,0,-28.0,-28.0,0.0,0.0,17.7,-85.3,-84.5
GTF2035,20,0,-28.3,-28.0,-2.0,-18.8,17.7,-88.1,-87.3
GTF2035,100,0,-29.7,-28.0,-10.0,-94.0,17.7,-94.0,-93.0
GTF2035_wi,0,15,-36.3,-36.3,-0.5,-0.5,-90.9,-88.6,-88.8
GTF2035_wi,20,15,-36.6,-36.3,-2.5,-19.2,-90.9,-90.7,-90.7
GTF2035_wi,100,15,-37.8,-36.3,-10.4,-94.0,-90.9,-95.2,-94.5
