engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF1990,0,0,31.1,31.1,0.0,0.0,1.7,634.5,624.6
GTF2000,0,0,31.1,31.1,0.0,0.0,1.9,136.6,1.0
GTF2035,0,0,-6.9,-6.9,0.0,0.0,20.2,-4.6,-3.7
GTF2035,20,0,-7.4,-6.9,-2.0,-18.8,20.1,-23.5,-23.0
GTF2035,100,0,-9.2,-6.9,-10.0,-94.0,20.1,-63.7,-58.8
GTF2035_wi,0,15,-17.5,-17.5,-0.5,-0.5,-90.7,-25.0,-27.3
GTF2035_wi,20,15,-18.1,-17.7,-2.5,-19.2,-90.8,-39.8,-43.5
GTF2035_wi,100,15,-19.7,-17.7,-10.4,-94.0,-90.8,-70.5,-67.8
