engine,saf_level,water_injection,fuel_kg_sum_change,energy_sum_change,ei_co2_conservative_sum_change,ei_co2_optimistic_sum_change,ei_nox_sum_change,ei_nvpm_mass_sum_change,ei_nvpm_num_sum_change
GTF,0,0,-22.8,-22.8,0.0,0.0,-1.1,-85.9,-84.7
GTF1990,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2000,0,0,0.0,0.0,0.0,0.0,0.1,-68.5,-85.9
GTF2035,0,0,-28.0,-28.0,0.0,0.0,19.0,-86.6,-84.7
GTF2035,20,0,-28.3,-28.0,-2.0,-18.8,19.0,-89.2,-87.6
GTF2035,100,0,-29.7,-28.0,-10.0,-94.0,19.0,-94.7,-93.5
GTF2035_wi,0,15,-35.7,-35.7,-0.3,-0.3,-90.7,-89.4,-88.7
GTF2035_wi,20,15,-36.0,-35.7,-2.3,-19.0,-90.7,-91.4,-90.7
GTF2035_wi,100,15,-37.3,-35.7,-10.3,-94.0,-90.7,-95.6,-94.9
