Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
0,1,-46.394907633463504,-23.51553706799524,3924.3,e80338,SKX5563,150.732222092,-0.9923016838809744,34610D,275.88327,2.1508749,-0.7916467,155.82705704290046,73819.64826214084,0.2724675387524435,1.1099837821467973,66.59902692880783,114005.8562384372,2731.6900336462413,2023-08-06 03:01:00,0.0003216321178116,0.6225043576468452,0.0421515553502831,0.5549918910733986,1.0,0.0193290390673129,0.000448904351894,9.735752652054984e-05,3.628235539e-05,1450000000000000.0,210.38632606810395,82.3829963109353,0.0799188323145694,0.0016309965778483,0.0013319805385761,1.2872951933519563,0.0298965930202529,0.0064839165304642,0.0024163695636591,9.656858904677136e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,21.14027514438765,3.164241880192337,0.467990893876579,57.0029281192186,19.32903906731299,36.28235538999999,1450000000000000.0,32.8131503793582,906.168702051068,1495.72645330199,0.0321632117812,0.0280989774354485,0.577603900878451,57.0027667744434,20.5560470022574,20.54943764310841,15.430355294441473,1.0,1.9234254141119878,686679404678562.5,17.190663717125393,23.29215249050544,1460508338259713.0
1,2,-46.47906033497935,-23.552313335871304,4716.780000000001,e80338,SKX5563,159.992222084,-0.9923420100817008,34610D,270.59445,4.412834,-1.6215945,166.4614433816596,73753.04923521203,0.2657967638677692,1.0689038326486429,64.13422995891857,121408.6165904015,3103.222981336503,2023-08-06 03:02:00,0.0001935861714141,0.5609564736871223,0.0353295453254493,0.5344519163243214,1.0,0.0189705011545534,0.0004683061939418,0.0001015653613159,3.628235539e-05,1450000000000000.0,202.6000324402237,79.33404245918227,0.0769610759507022,0.0015706342030755,0.0012826845991783,1.2166584834820589,0.0300344571334522,0.0065138162384986,0.0023269409240334,9.299463344043192e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,17.19881932742818,2.576493445527787,0.5047907736624325,60.704308295200754,18.970501154553418,36.28235538999999,1450000000000000.0,34.3565524285621,934.261340437268,1636.70340551827,0.0193586171414,0.0310620672088166,0.659165143009276,60.7043539085973,21.2209038947086,21.21679661628198,12.163008255327414,1.0,3.3376857022114983,692498765706706.5,17.33634841045065,21.37202584431548,1352268916213319.2
2,3,-46.56394526643573,-23.588763738082665,5615.9400000000005,e80338,SKX5563,159.47777764,-0.9923747216439064,34610D,264.98743,8.588638,-0.2714049,179.72457104345574,73688.91500525312,0.2983555402671937,1.0159513310559274,60.957079863355645,85776.95048060898,1801.8619639507328,2023-08-06 03:03:00,0.0007412823890235,0.4971884686406126,0.1938991804639752,0.5079756655279637,1.0,0.0182740906442056,0.0004942847659083,0.0001071995448531,3.628235539e-05,1450000000000000.0,192.56341528834048,75.40390779097093,0.0731484958360267,0.0014928264456331,0.0012191415972671,1.113935202829041,0.0301301559507182,0.006534571216927,0.0022116664351388,8.838776580186568e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.363722012769518,2.4424281629684845,0.5507468940328257,42.888475240304494,18.2740906442056,36.28235539,1450000000000000.0,26.8517141779769,878.322439969224,1464.54640326524,0.0741282389024,0.0267270451086543,0.461168901824335,42.8888561160349,17.2547657232414,17.2419845437473,14.239714321939504,1.0,1.8756011581330991,638397064811138.1,15.981940312168492,19.439701501738945,1241824570345823.5
3,4,-46.65137093022184,-23.626355833926453,6137.910000000001,,,172.68185170266668,-0.9923958668288212,34610D,260.99844,9.379705,-2.1696858,189.4957545517248,73627.95792538975,0.30709775484954,0.9943285838741092,59.65971503244655,78277.84132715435,1680.2087624895548,2023-08-06 03:04:00,0.000779637243564,0.4629524664715891,0.270716157517498,0.4971642919370546,1.0,0.0180545323915485,0.0005056421951599,0.0001096627226211,3.628235539e-05,1450000000000000.0,188.46503978749865,73.79906749513638,0.0715916580389358,0.0014610542456925,0.0011931943006489,1.0771282575238597,0.0301664692716243,0.006542446781261,0.0021645949832733,8.650658679704749e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,16.382427199869557,2.4445917295954387,0.5851102846984941,39.13892066357717,18.05453239154851,36.28235539,1449999999999999.8,25.4327467677744,870.307393299332,1432.98283539212,0.0779637243564,0.0260840044947212,0.427971747120904,39.1389631598408,16.4074403225745,16.39465843626208,14.988867413502096,0.9749150892666696,1.6378589358824385,625390366434373.6,14.681061889810547,18.567129094388516,1189926243068111.2
4,5,-46.75574200708161,-23.62904189804854,6625.59,,,185.88592576533333,-0.9924721325228912,34610D,257.07004,8.466382,-3.2165384,196.39040467329772,73568.29821035732,0.305080623591446,0.9784370817923008,58.70622490753805,78939.55210115576,1846.090959939976,2023-08-06 03:05:00,0.0006181989894649,0.4327152378881695,0.2876048597497055,0.4892185408961504,1.0,0.0179401286341218,0.0005152629771091,0.0001117492596079,3.628235539e-05,1450000000000000.0,185.45296448291268,72.61960021062457,0.0704474698890456,0.0014377034671233,0.0011741244981507,1.053197226464918,0.030249144220696,0.0065603771677963,0.0021300001157005,8.512402611593018e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.53447511064554,2.320567869781562,0.6110148455756775,39.46977605057788,17.9401286341218,36.28235539,1450000000000000.0,25.5798389334135,875.585312807234,1466.34842771091,0.0618198989465,0.0268483038634568,0.441238105006964,39.468884793111,16.4344871560968,16.42433364963196,14.190660187292444,0.9997651508806578,1.8472777572686325,624781922461399.5,15.63181427718208,17.644057786025147,1136450858527574.8
5,6,-46.86345418294269,-23.59291076660156,7162.8,e80338,SKX5563,199.089999828,-0.9926205650403191,34610D,252.68724,6.27715,-3.7803628,202.1271892256821,73509.59198544978,0.3104036956259084,0.963026072617168,57.78156435703007,72782.84557601386,1700.8447353425547,2023-08-06 03:06:00,0.0002923645392465,0.4012788685142464,0.1910193382643306,0.4815130363085839,1.0,0.017870272427135,0.0005257690355007,0.0001140277936746,3.628235539e-05,1450000000000000.0,182.531961803858,71.4757951096462,0.069337877228436,0.0014150587189476,0.0011556312871406,1.032572296326164,0.0303797573617197,0.006588704298704,0.0020964512529919,8.37832683176936e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,15.772098093381116,2.3612035118151447,0.6342935216967326,36.39142278800693,17.870272427135056,36.28235538999999,1450000000000000.0,24.154785070828,866.331636177171,1428.90688762993,0.0292364539247,0.0261855021576109,0.407536951757855,36.3918946815659,15.5634575691879,15.558908696015813,15.20513058600977,0.956085230531144,1.564965774162588,626970201035869.4,14.005797788731272,16.54639627974245,1073866897634632.8
6,7,-46.975962320963504,-23.55821228027344,7658.1,e80338,SKX5563,206.292222044,-0.9927580750780172,34610D,249.67859,3.2583733,-1.0804465,205.7883175065305,73451.81042109274,0.2960398170557491,0.9355543900256356,56.13326340153813,76643.10091138656,1991.42823138281,2023-08-06 03:07:00,9.08975139322577e-05,0.3739586563801814,0.0742145125969053,0.4677771950128178,1.0,0.0176505935972847,0.0005430797000848,0.0001177820978582,3.628235539e-05,1450000000000000.0,177.32497908545895,69.43684682770267,0.0673599160818457,0.0013746921649356,0.0011226652680307,0.9907854195898846,0.030484835852889,0.0066114935230624,0.002036647011935,8.139323193223029e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,14.76240060596521,2.213018225380027,0.6496617124340985,38.32155045569328,17.650593597284704,36.28235539,1450000000000000.0,24.8735946848299,884.036958650735,1498.7382066425,0.00908975139323,0.0279027601371873,0.441152636138802,38.3215244305254,15.8103583290621,15.808921337414578,14.007630057508432,1.0,1.9495356083251543,598748149735551.8,14.98935023131071,15.43724026799165,1011686111530658.8
7,8,-47.09089799360794,-23.52314758300781,8237.220000000001,e80338,SKX5563,207.321110932,-0.9928898959816465,34610D,246.06172,0.9882599,0.19556221,208.94826346253893,73395.6771576912,0.2992267756240148,0.905996672139616,54.35980032837696,70503.542563496,1754.9381842369917,2023-08-06 03:08:00,4.786587934094397e-05,0.3439455476608665,0.0516329789583429,0.452998336069808,1.0,0.0173396587273949,0.000563652280552,0.000122243840187,3.628235539e-05,1450000000000000.0,171.72260923734282,67.24307300620231,0.0652317603940523,0.0013312604162051,0.0010871960065675,0.942580386183391,0.0306400254254421,0.0066451507439421,0.0019723015944436,7.88217104761466e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,14.018458739985393,2.102097805143215,0.6644678274872744,35.251771281748,17.339658727394998,36.28235539,1450000000000000.0,23.162781280339,875.23540818203,1479.33818841761,0.00478658793409,0.0274609040923915,0.406300803312364,35.251327919922,14.7956091301792,14.794900959235022,14.213045304468992,0.9980852753923817,1.8052015511966204,581351312770762.1,14.483525641158328,14.131198790943172,938751591397439.8
8,9,-47.207303133877815,-23.48748779296875,8747.76,e80338,SKX5563,210.407777596,-0.9930171170249033,34610D,242.07053,0.02678132,2.9780252,211.07937872131737,73341.31735736283,0.2994923635504427,0.8915900388653524,53.49540233192114,66263.26819633842,1546.502207574962,2023-08-06 03:09:00,4.7608095860547394e-05,0.319132970959831,0.071961947990371,0.4457950194326762,1.0,0.0171465612907355,0.0005764246460439,0.0001250138866498,3.628235539e-05,1450000000000000.0,168.9919759665389,66.17381268458645,0.0641944827983053,0.0013100914856797,0.0010699080466384,0.917262194856843,0.0308360683541555,0.006687668163412,0.0019409391991377,7.756833338128565e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,13.32560247338022,1.9982059644470809,0.676755907868088,33.131634098169215,17.146561290735544,36.28235539,1449999999999999.8,21.902094514702,867.426761020542,1468.12133596249,0.00476080958605,0.027211555334177,0.382300667426319,33.1316610404386,14.0492030952071,14.048534271240817,14.228351156215094,0.9614245370548926,1.7257835725754773,593476409351879.5,13.447052125943479,13.021226656602757,876624506979728.4
9,10,-47.32590553977269,-23.451004028320312,9197.34,e80338,SKX5563,214.008888704,-0.9931400660175196,34610D,239.86867,-1.1880412,5.5283885,213.09157407885257,73287.8219550309,0.2996278258618299,0.8611661192888859,51.669967157333154,62605.9101412169,1341.7773213810729,2023-08-06 03:10:00,4.010496081121328e-05,0.2985023293677357,0.0716011523834331,0.4305830596444429,1.0,0.0168261432593904,0.0005987579257253,0.000129857486093,3.628235539e-05,1450000000000000.0,163.22542625001543,63.91574937362112,0.0620039605887997,0.0012653869507918,0.0010333993431466,0.8694062695972875,0.030937802357423,0.006709732041562,0.0018747081113919,7.492145237813307e+16,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,12.852402171841522,1.9273448806907965,0.6863359227271146,31.30295507060845,16.826143259390456,36.28235539,1450000000000000.0,20.8012794538204,864.295258184903,1460.03805089782,0.00401049608112,0.0270938222012662,0.361748061659255,31.3020908082503,13.3516806514789,13.351145204323696,14.439812453104524,0.9461296943111103,1.6358678214052422,576679626261642.0,12.542577538231171,12.064152988268969,823032695549190.9
