Unnamed: 0,index,longitude,latitude,altitude,icao24,callsign,groundspeed,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem
0,0,141.68274619362572,42.55723571777344,2674.6200000000003,885974.0,TVJ571,127.067777668,-0.5161360514426931,34610D,276.79285,20.893473,-3.8737943,159.51233092112733,68966.54029289274,0.2945542302856239,1.1297291976525878,67.78375185915527,89975.6130233967,1763.7816224990522,2023-05-04 15:00:00,0.0027841228375754,0.7305820758235784,0.3980143490440171,0.5648645988262939,0.6218013719107974,0.0178534299446406,0.0011002736592925,0.0002445052576205,0.0001030486178823,1423749398479634.0,214.1288721230715,83.84850104977508,0.0813405022309863,0.0016600102496119,0.0013556750371831,1.210172465202331,0.0745806766986499,0.0165734837108111,0.0069850219439648,9.650707593616509e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4782709720499853,44.98780651169835,17.8534299446406,103.04861788233116,1423749398479634.0,17.8986633146666,740.749275835291,1420.30323859842,0.278412283758,0.0197549933369968,0.6756714455724,44.9875548048256,34.2025650956315,34.10760533268975,0.27841228375754,0.753422014059292,21.03648416775511,963585396773638.5,33.20994503899292
1,1,141.59485556862572,42.52262878417969,3200.4,885974.0,TVJ571,149.703333204,-0.5163785727941468,34610D,273.41742,23.82667,-2.4256516,173.83660902467773,68898.75654103358,0.3036471569927267,1.2434275504054255,74.60565302432555,93675.91014772865,2124.169560766838,2023-05-04 15:01:00,0.00225191231905,0.6833994069049528,0.3960461122019104,0.6217137752027129,0.7047954631646534,0.0195930981708964,0.0011310721807068,0.0002513493734904,0.0001229773965488,1269465041633330.2,235.6792579038444,92.2871927910907,0.0895267836291906,0.0018270772169222,0.0014921130604865,1.4617558838094444,0.084384378659284,0.0187520841465075,0.0091748089767595,9.470926842260722e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5244274026202267,46.83795507386432,19.5930981708964,122.97739654886584,1269465041633330.2,18.508493132931648,753.496598168447,1453.2371134146351,0.1986707287485,0.0204606144622411,0.7151461567980846,46.49075690470135,34.927335388074695,34.84885881360749,0.225191231905,0.8115509777168655,22.892046820624287,1010259866952265.9,36.14479849272239
2,2,141.49248296564275,42.48133850097656,3832.86,885974.0,TVJ571,164.107777636,-0.5167381870726524,34610D,269.7392,26.242931,-3.6206615,186.71515768779912,68824.15088800926,0.3094274131762006,1.198765132121999,71.92590792731994,95986.96060761673,2512.8477015842227,2023-05-04 15:02:00,0.0011892917373908,0.6299442896063308,0.2619376165589404,0.5993825660609995,0.7067137809187282,0.0196538578660486,0.0011753285323184,0.0002611841182929,0.0001164576686366,1164293307333685.5,227.21394314240368,88.97234810609477,0.0863110895127839,0.0017614508063833,0.0014385181585463,1.4136215712900473,0.084536571799886,0.0187859048444191,0.0083763235517879,8.374285322367749e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5671067043985448,47.993480303808354,19.65385786604864,116.45766863662128,1164293307333685.5,19.1183229511967,766.243920501603,1486.17098823085,0.118929173739,0.0211662355874854,0.754620868023769,47.9939590045771,35.6521056805179,35.60975529277769,0.11892917373908,0.8731040436531462,25.140075092416318,986326237899924.6,39.09252506325023
3,3,141.3869268243963,42.43862915039063,4579.62,885974.0,TVJ571,165.136666524,-0.5171189678384379,34610D,265.2603,26.90182,-7.545258,196.912775653878,68752.22498008194,0.3168769734190384,1.0637481191121263,63.824887146727576,73830.37098875623,1309.6690743242534,2023-05-04 15:03:00,0.0014361603141154,0.5712403748956332,0.4214324925768711,0.5318740595560632,0.6544222164585184,0.0180294287720426,0.0012288399079869,0.0002730755351082,9.487261055566018e-05,1072263168828897.6,201.6228184965124,78.95138540050202,0.076589864576073,0.0015630584607361,0.0012764977429345,1.1507262566955825,0.0784305684486642,0.0174290152108142,0.0060552336620304,6.843707574209689e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6031078352829355,36.91518549437812,18.029428772042603,94.87261055566016,1072263168828897.6,15.873923522549,736.788591979135,1421.67849542363,0.143616031412,0.0198798775995494,0.603151551275727,36.9147290427929,30.3398020563968,30.29629172455713,0.14361603141154,0.7361133686137818,20.404324226236113,855417574175130.4,29.113058268130626
4,4,141.27568444540336,42.39354020458157,4968.240000000001,885974.0,TVJ571,186.743333172,-0.5175397217855142,34610D,262.9615,26.855165,-8.811441,207.7184597680489,68688.4000929352,0.3194490995154214,0.9561065231740764,57.36639139044459,63417.96675601345,1310.6965099060546,2023-05-04 15:04:00,0.0016343611197208,0.5424921360051816,0.5577569573159871,0.4780532615870382,0.6045836185262746,0.0166955952650269,0.0012586205319941,0.0002796934515542,7.955011015303534e-05,1063153520966700.8,181.22043040241445,70.96222614997997,0.0688396696685335,0.0014048912177251,0.0011473278278088,0.9577660524699884,0.072202518050425,0.0160450040112055,0.004563502754192,6.0989280991905e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6389785017555011,31.708983378006725,16.69559526502693,79.55011015303533,1063153520966700.8,14.4718481202401,722.323551666515,1387.24230421252,0.163436111972,0.0191701762143684,0.537333009795798,31.7094356763856,28.0296333109894,27.983897516909515,0.16343611197208,0.6779175396411643,18.434779335177467,755544263232189.5,24.495558821492438
5,5,141.15009654651988,42.34245300292969,5356.860000000001,885974.0,TVJ571,201.662222048,-0.5180696454191921,34610D,260.4812,26.772827,-9.477871,209.4141190708588,68631.03370154476,0.3209864628136243,0.919266588061206,55.15599528367236,60771.742823562665,1952.9782330452103,2023-05-04 15:05:00,0.0012762476376307,0.5149267974234382,0.5165164036998183,0.459633294030603,0.5920034356848048,0.0163587820467165,0.001286511599999,0.0002858914666664,7.434582937739103e-05,997544122083491.4,174.23778910112097,68.22796616590271,0.0661871943404068,0.0013507590681715,0.0011031199056734,0.9022849054153228,0.0709588277419399,0.0157686283870977,0.0041006182145,5.5020538892892136e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6472543475235131,30.38587141178133,16.358782046716563,74.34582937739104,997544122083491.4,13.8985106176865,718.421812822607,1383.30026398811,0.127624763763,0.0191427206836087,0.516271378437234,30.3862647509859,26.9695926180076,26.935216611438182,0.12762476376307,0.6630865552483202,17.99976021521475,730009170190368.9,23.334358669361173
6,6,141.04739876680597,42.268826759467686,5935.9800000000005,885974.0,TVJ571,202.176666492,-0.5188857240893362,34610D,256.43777,25.977953,-11.896204,200.21633950723697,68575.87770626109,0.3206288628272178,0.9235244270694954,55.41146562416973,63786.81870836778,1514.9470296503898,2023-05-04 15:06:00,0.0008373352079846,0.4759628928252322,0.4545247180523076,0.4617622135347477,0.6026748394807816,0.0164870269984316,0.0013238782888862,0.000294195175308,7.394010582191907e-05,851127317431609.5,175.04481990675217,68.54398297709795,0.0664937587490036,0.0013570154846735,0.0011082293124833,0.9135703297683546,0.0733580362952065,0.0163017858433792,0.0040971296319987,4.716221209165342e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6236855864356111,31.89340935418389,16.48702699843167,73.94010582191906,851127317431609.5,13.7459359542327,721.754471575673,1404.2583699275,0.0837335207985,0.019715063255084,0.521741420104722,31.8929687086877,26.4641007413547,26.44195995731432,0.0837335207984599,0.6757277425858453,18.380046221798263,758624202381556.2,24.545233412114477
7,7,140.99160627885297,42.165802001953125,6385.56,885974.0,TVJ571,208.34999982,-0.520040743865111,34610D,253.21094,24.925848,-14.074659,201.03479365181613,68520.46624063692,0.3170725466107493,0.7475676034757076,44.85405620854246,50853.089502022434,769.6379219367504,2023-05-04 15:07:00,0.0005422742713156,0.4473909919617161,0.3756175417950081,0.3737838017378538,0.4954315406912575,0.0141018321603228,0.0013524560829612,0.0003005457962136,5.186674706313853e-05,837816544627681.8,141.69396356278563,55.48446752996703,0.0538248674502509,0.0010984666826581,0.0008970811241708,0.6325243723625537,0.0606631411647285,0.0134806980366063,0.0023264339881242,3.7579470385176856e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6302128216157624,25.426544751011217,14.101832160322868,51.866747063138526,837816544627681.6,11.6324381002465,692.866658271842,1341.11521216618,0.0542274271316,0.0184768378897005,0.424597394683134,25.4260631175238,22.9799815973824,22.96752689846961,0.05422742713156,0.5683777175670586,15.26000798259113,618455684332357.4,17.61452943938598
8,8,140.93600250953853,42.056781316207626,6614.160000000001,885974.0,TVJ571,221.725555364,-0.52127242928564,34610D,251.46817,24.814825,-15.080225,202.16132462701268,68475.61218442838,0.3033653553953555,1.0589748377677766,63.5384902660666,83420.94614924537,2663.997612053356,2023-05-04 15:08:00,0.0004937330761152,0.4334051238880015,0.3920552885944042,0.5294874188838883,0.7067137809187282,0.0184765076140119,0.0013655074297607,0.0003034460955023,9.420858992907831e-05,690640474457476.2,200.7180907505044,78.59711245912439,0.0762461883192799,0.0015560446595771,0.0012707698053213,1.1739693991838045,0.0867622805340975,0.019280506785355,0.0059858715741886,4.388225306366797e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6359365215086201,41.71047307462268,18.47650761401196,94.20858992907834,690640474457476.2,16.2736149880945,761.161598242172,1518.76191293256,0.0493733076115,0.0223664639071827,0.671068804818668,41.7105373679049,30.0033482093324,29.98854187430459,0.04937330761152,0.8480489863386204,23.658374022038142,1009327872170786.8,36.849984571924075
9,9,140.88292902166194,41.94813537597656,7406.64,885974.0,TVJ571,205.7777776,-0.522482414806489,34610D,245.6387,26.475786,-18.505022,204.01964015825544,68412.07369416232,0.2970260641978411,1.0318658578064697,61.91195146838818,78989.60081217134,2427.8603778261468,2023-05-04 15:09:00,0.0004458572898947,0.3876339764052093,0.5658864582547842,0.5159329289032348,0.7067137809187279,0.0181593951061502,0.0014161888977412,0.0003147086439424,8.98092373220914e-05,583561147882290.6,195.57985468863825,76.58508396639618,0.0742943417620658,0.0015162110563686,0.0012382390293677,1.1242835885072604,0.0876790183070247,0.0194842262904499,0.0055602651424982,3.612940946652527e+16,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6493529184248923,39.49480040608567,18.159395106150257,89.8092373220914,583561147882290.5,15.315737847845,755.699998243132,1518.71890240108,0.0445857289895,0.0225145173863102,0.6360656329814,39.4949563205169,28.2513554284826,28.238764969263432,0.04458572898947,0.8218793672136596,22.630432719189216,979606172542929.5,35.257418128175466
