,flight_id,total_flight_distance_flown,total_contrails_formed,total_persistent_contrails_formed,mean_lifetime_contrail_altitude,mean_lifetime_rhi,mean_lifetime_n_ice_per_m,mean_lifetime_r_ice_vol,mean_lifetime_contrail_width,mean_lifetime_contrail_depth,mean_lifetime_tau_contrail,mean_lifetime_tau_cirrus,mean_contrail_lifetime,max_contrail_lifetime,mean_lifetime_rf_sw,mean_lifetime_rf_lw,mean_lifetime_rf_net,total_energy_forcing,mean_lifetime_olr,mean_lifetime_sdr,mean_lifetime_rsr
0,34610D,2589729.4811234274,2183269.5973705733,443256.1911898674,10463.063465334706,1.123996224058809,316228133272.114,9.897871947157042e-06,3655.0811656434553,487.4067353099547,0.06695294338369528,0.02449074,3.762222222222222,6.833333333333333,-1.3445662931199498,4.856294,3.511728070239409,54193256540295.73,237.40065,26.31441703587012,5.773660936616786
