,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,W3_no_water_injection,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,fuel_flow_corrected,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
0,0,1,407463.0,BAW680,51.464630126953125,-0.5077465160472912,76.652222156,586.74,0.6343731076556208,34610D,282.42743,7.1196146,-8.090484,98.52154588490735,68215.25344250306,0.2849849823550047,0.9679059913396848,65.44980005346315,120.4773410966702,1886.583987603885,0.0065368521047742,94472.02900687772,0.7763177668685586,0.5454150004455263,0.6892456901549766,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,31.6756515401279,4.544288681579003,0.2924387875843314,60.238666072009465,15.354359633103696,20.344252891514746,1318979857903181.0,31.5838806160334,804.660486920414,1165.8445538434,0.653685210477,0.0182569612902912,0.4713208634147,60.2386705483351,25.8159534831977,25.64829437612128,18.371388442275023,0.6952499853385835,1121609002625154.0,0.9679059913396848,0.0010205485769615432,1.699958413327156e-05,3.16,35.8,2023-08-06 09:01:00,0.0065368521047742935,0.7763180737812528,0.0,944.7202900687771,0,0.0065368521047742935,7.1196146,-8.090484,0.7763180737812528,0.07496202,0.0,1.1653028741953162,838.78527588419,6244.71057557348,-0.3973546157043629,-0.9176651401129052,6.151449026692648,246.09343700782884,0.8486691984640886,inf,0.0,240.83824171187965,0.0,0.0,0.0,0 days,0.006390698,1.108158e-07,6036.986,0.830631,-262.89627,0.0,0.0,0.9999999999999999,-9.53047453057578e-13,8.63176e-12,2.1961461e-16,0.0,0.0,0.0,7.479999999999999e-16,1.0079087815954397e-13,7.67871258066921e-12,1123.559670247634,4.550996714400254e-13,1.3726920201658717e-13,0.0,0.006390698,1.108158e-07,6036.986,0.830631,-262.89627,0.0,0.0,0.0,-9.53047453057578e-13,8.63176e-12,2.1961461e-16,0.0,0.0,0.0,7.479999999999999e-16,1.0079087815954397e-13,7.67871258066921e-12,1123.559670247634,4.550996714400254e-13,1.3726920201658717e-13,0.0
1,1,2,407463.0,BAW680,51.4423828125,-0.5900697450380221,127.582222112,1165.86,0.6357713034379028,34610D,278.49182,6.711345,-8.240592,115.67493387846038,68149.8036424496,0.36783469120200846,1.1332730148419004,92.75032973031932,155.0705804312276,3303.4435348908364,0.0056532289791307,88080.9851588033,0.8510248543110456,0.7729194144193277,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,30.68612442476024,4.429442975858771,0.3457723371574079,77.53539848186503,20.52814412769885,36.28235539,1450000000000000.0,39.8237153978234,857.193209154122,1310.44955614391,0.565322897913,0.0208750618040514,0.661766619346271,77.5352902156138,31.7013010815534,31.52309381409172,14.61674501397036,0.8770782205788049,1430173413254335.8,1.1332730148419004,0.002001109869538832,2.555456435986899e-05,3.16,35.8,2023-08-06 09:02:00,0.00565322897913071,0.8510251905293031,0.0,880.8098515880331,1,0.00565322897913071,6.711345,-8.240592,0.8510251905293031,0.07939026,0.0,1.1018238500192978,840.6341842908331,7487.371314157589,-0.9834465679946758,-0.18119836616121401,6.4820381008932655,246.73070109117913,0.895934907288372,inf,0.0,242.22086921862476,0.0,0.0,0.0,0 days,0.0055265855,2.623045e-07,11720.369,0.86895865,-263.1313,0.0,0.0,1.0,-9.238533967280108e-13,7.708753e-12,2.311568e-16,0.0,0.0,0.0,7.479999999999999e-16,8.918285179532713e-14,6.784899614458723e-12,1123.856531700756,9.232092737557168e-13,1.6072168558329015e-13,0.0,0.0055265855,2.623045e-07,11720.369,0.86895865,-263.1313,0.0,0.0,0.0,-9.238533967280108e-13,7.708753e-12,2.311568e-16,0.0,0.0,0.0,7.479999999999999e-16,8.918285179532713e-14,6.784899614458723e-12,1123.856531700756,9.232092737557168e-13,1.6072168558329015e-13,0.0
2,2,3,407463.0,BAW680,51.3767720885196,-0.60943603515625,148.674444316,2179.32,0.637896521845283,34610D,272.46924,7.969742,-9.698336,137.47282851558884,68057.05331271928,0.4030359283780265,1.125787512853443,88.0151099183943,142.0249877031684,3241.046615625491,0.0038628089479299,77740.93610102212,0.8356646790541091,0.7334592493199525,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,23.69513348321617,3.462740248841063,0.4154467280699448,71.01245749469358,20.66006676307036,36.28235539,1450000000000000.0,38.3426120547848,863.432587024454,1370.37104899674,0.386280894793,0.0215329019532736,0.661273740654666,71.0124938515842,30.7099220573998,30.59175196417971,11.705476516199804,0.8965238501834495,1349827952976991.5,1.125787512853443,0.003130779022850144,2.5547278640334304e-05,3.16,35.8,2023-08-06 09:03:00,0.0038628089479299786,0.835664656235988,0.0,777.4093610102212,2,0.0038628089479299786,7.969742,-9.698336,0.835664656235988,0.06276253,9.4485705e-07,0.9939733357918116,843.444382851474,9260.126126310186,-0.8537826424343427,0.5206296183255725,6.049140839962429,245.89005420637375,0.8300912503905895,inf,0.0,240.38517257733977,0.0,0.0,0.0,0 days,0.0037802616,4.929254e-07,21637.025,0.810564,-263.60345,0.0,0.0,0.9999999999999999,-8.729892253517193e-13,6.3581744e-12,2.4893382e-16,0.0,0.0,0.0,7.480000000000001e-16,7.230434289537893e-14,5.485185312934263e-12,1124.7320214099634,1.1599823931231706e-12,1.596600857028856e-13,0.0,0.0037802616,4.929254e-07,21637.025,0.810564,-263.60345,0.0,0.0,0.0,-8.729892253517193e-13,6.3581744e-12,2.4893382e-16,0.0,0.0,0.0,7.480000000000001e-16,7.230434289537893e-14,5.485185312934263e-12,1124.7320214099634,1.1599823931231706e-12,1.596600857028856e-13,0.0
3,3,4,407463.0,BAW680,51.306060791015625,-0.5404828045819272,162.564444304,3169.92,0.6407141333121325,34610D,267.56885,10.0332985,-10.53867,162.7800073014066,67969.03820280088,0.36778258003068864,0.8853309222841864,65.36708837056136,86.0750261888828,1326.139090250674,0.0021293601633544,68606.54157738572,0.6144513006920426,0.5447257364213447,0.7971633392873002,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,28.37950365237617,4.196495363323284,0.4964099713211157,43.03663941492305,16.54496684790272,27.04394784852733,1588793768260332.0,28.5933939350213,809.887200765671,1151.88067564741,0.212936016335,0.0176234351864611,0.413668317199021,43.0375130944414,23.4726268075599,23.42275133395323,18.129257218277733,0.7133654440568258,870093649005951.0,0.8853309222841864,0.001119362988722166,1.3348333872590924e-05,3.16,35.8,2023-08-06 09:04:00,0.0021293601633544496,0.6144514699585987,0.0,686.0654157738572,3,0.0021293601633544496,10.0332985,-10.53867,0.6144514699585987,0.010068857,3.0767362e-07,0.8932487641960033,847.1700839936008,11144.044635122638,-0.8974772760506166,0.441060697606084,5.033192213228809,243.68538876141332,0.5819534819135179,inf,0.0,235.9514796036807,0.0,0.0,0.0,0 days,0.0020852266,5.7742164e-07,31346.793,0.57709587,-264.03134,0.0,0.0,1.0,-8.231485164028196e-13,5.31378e-12,2.5544708e-16,0.0,0.0,0.0,7.480000000000001e-16,5.938165552106283e-14,4.490631418527657e-12,1125.6755716336731,2.6701474053550374e-13,1.2555833966308116e-13,0.0,0.0020852266,5.7742164e-07,31346.793,0.57709587,-264.03134,0.0,0.0,0.0,-8.231485164028196e-13,5.31378e-12,2.5544708e-16,0.0,0.0,0.0,7.480000000000001e-16,5.938165552106283e-14,4.490631418527657e-12,1125.6755716336731,2.6701474053550374e-13,1.2555833966308116e-13,0.0
4,4,5,407463.0,BAW680,51.216156005859375,-0.469962455130883,203.719999824,3573.78,0.6436509197045164,34610D,265.35483,11.017514,-10.869768,183.3412043128889,67903.67111443031,0.44158798779931757,1.068024595725113,79.2577746808189,110.6929251945926,2755.283947644168,0.0015671641578906,65141.597694892014,0.5201080062592395,0.6604814556734908,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.749543179197897,3.6736448798850776,0.5614405706812294,55.3472196326023,20.6001376256624,36.28235539,1450000000000000.0,35.2245280002314,861.450116194502,1320.15079174902,0.156716415789,0.0205514559639749,0.580813215882174,55.3464625972963,28.2614145148789,28.217193540525923,13.175888129690865,0.8903583935251369,1106128422529796.6,1.068024595725113,0.002552521721897297,2.0560673548627584e-05,3.16,35.8,2023-08-06 09:05:00,0.0015671641578906784,0.5201086200895721,0.0,651.4159769489202,4,0.0015671641578906784,11.017514,-10.869768,0.5201086200895721,0.0004639915,1.3567237e-08,0.8552121411882253,851.0533631414569,12591.815562360232,-0.88754484275893,0.4607213388720196,5.408014373202245,244.54122800534964,0.4820645803947106,inf,0.0,236.07964673198032,0.0,0.0,0.0,0 days,0.001536772,4.3371915e-07,35293.21,0.49292782,-264.64087,0.0,0.0,1.0000000000000002,-8.030694271234982e-13,4.898557e-12,2.4437e-16,0.0,0.0,0.0,7.480000000000002e-16,5.42337061717924e-14,4.0954873971724875e-12,1126.8723307637695,6.69896247555752e-13,1.5146810258541217e-13,0.0,0.001536772,4.3371915e-07,35293.21,0.49292782,-264.64087,0.0,0.0,0.0,-8.030694271234982e-13,4.898557e-12,2.4437e-16,0.0,0.0,0.0,7.480000000000002e-16,5.42337061717924e-14,4.0954873971724875e-12,1126.8723307637695,6.69896247555752e-13,1.5146810258541217e-13,0.0
5,5,6,407463.0,BAW680,51.11584679555085,-0.3870391845703125,211.436666484,4411.9800000000005,0.6467371426158659,34610D,260.04535,11.117784,-12.104159,202.75932074968745,67824.4133397495,0.42190995537795656,0.9304321282385588,73.12915235237152,83.3115246927602,1478.9417723078618,0.000705628634232,58401.6359568902,0.3369684010435343,0.6094096029364293,0.9680915328334452,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,25.877102149093066,3.8633056981166094,0.6272107774170121,41.65498714754055,19.710632374401527,36.28235539,1450000000000000.0,30.057416888851,832.124193097265,1211.44703832826,0.0705628634232,0.0184185589364371,0.452205069649442,41.6557623463801,24.5515988091149,24.534286713889124,15.817120907556395,0.7917829998289247,892879704034725.8,0.9304321282385588,0.00159419443657939,1.4308761264815995e-05,3.16,35.8,2023-08-06 09:06:00,0.0007056286342320894,0.33696880694621073,0.0,584.016359568902,5,0.0007056286342320894,11.117784,-12.104159,0.33696880694621073,0.0,0.0,0.7823811335510605,855.1342331331496,13209.052642457104,-0.8883960114481767,0.4590779093388955,4.6799508258669675,242.82543136402737,0.2964803070208873,inf,0.0,233.49985607116827,0.0,0.0,0.0,0 days,0.000692602,6.9842804e-07,43587.49,0.3074391,-265.38748,0.0,0.0,1.0,-7.605073591243456e-13,4.0604716e-12,2.6477466e-16,0.0,0.0,0.0,7.48e-16,4.3912311844650316e-14,3.299964398060418e-12,1128.2022218901416,2.9368819656615624e-13,1.3195462877249502e-13,0.0,0.000692602,6.9842804e-07,43587.49,0.3074391,-265.38748,0.0,0.0,0.0,-7.605073591243456e-13,4.0604716e-12,2.6477466e-16,0.0,0.0,0.0,7.48e-16,4.3912311844650316e-14,3.299964398060418e-12,1128.2022218901416,2.9368819656615624e-13,1.3195462877249502e-13,0.0
6,6,7,407463.0,BAW680,51.010345458984375,-0.3004166886613006,233.557777576,4861.56,0.6498766347707203,34610D,257.35562,12.083003,-13.220711,219.1387748724825,67751.28418739712,0.4524277080003829,0.9821449386324042,72.9992406212619,87.2543297694786,1981.3942399781097,0.000367766674147,55026.440867802725,0.2118745604403702,0.6083270051771825,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.48172453160348,3.66325511733215,0.6814117373727626,43.62692494204971,20.33877082040213,36.28235538999999,1450000000000000.0,31.7136124117083,849.821038997192,1264.91011716959,0.0367766674147,0.0193268057969876,0.496769546032553,43.6271648847393,25.7036548745154,25.69420540204984,14.293902194401817,0.8539524443400262,947908404824025.8,0.9821449386324042,0.002092240953956832,1.5776322769881738e-05,3.16,35.8,2023-08-06 09:07:00,0.0003677666741470451,0.2118748461266139,0.0,550.2644086780273,6,0.0003677666741470451,12.083003,-13.220711,0.2118748461266139,0.0,0.0,0.7448695409970986,859.2855389611756,14441.476617147115,-0.8882530904374696,0.4593543809830104,4.653880440579747,242.75970671020974,0.1815487841193477,inf,0.0,232.9153477791365,0.0,0.0,0.0,0 days,0.0003616923,8.74633e-07,47971.637,0.20093633,-266.27145,0.0,0.0,1.0,-7.38115441406407e-13,3.667025e-12,2.7835713e-16,0.0,0.0,0.0,7.48e-16,3.910217942607809e-14,2.9289094067221805e-12,1129.600949792481,3.6111412062140346e-13,1.3928858091279846e-13,0.0,0.0003616923,8.74633e-07,47971.637,0.20093633,-266.27145,0.0,0.0,0.0,-7.38115441406407e-13,3.667025e-12,2.7835713e-16,0.0,0.0,0.0,7.48e-16,3.910217942607809e-14,2.9289094067221805e-12,1129.600949792481,3.6111412062140346e-13,1.3928858091279846e-13,0.0
7,7,8,407463.0,BAW680,50.89504953158104,-0.2059173583984375,245.389999788,5463.54,0.6531281547252441,34610D,253.47978,15.490947,-13.642795,231.6054215422984,67678.28494677586,0.4505663844539743,0.930814307089113,70.44837929174521,77.9210066462358,1554.4602636310256,0.0002971873704375,50756.176244006965,0.2275982780521815,0.5870698274312101,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.065548626965548,3.6026803169302464,0.725661830872455,38.9607657832552,20.039601065032144,36.28235539,1450000000000000.0,29.7827498401483,841.631656447222,1236.6971408295,0.0297187370438,0.0187208368974352,0.454675726157931,38.9605033231179,24.2871474522714,24.27993176319629,14.867817756709108,0.8257323125699881,860557212700699.5,0.930814307089113,0.0018528260157620676,1.4004751822469496e-05,3.16,35.8,2023-08-06 09:08:00,0.0002971873704375653,0.22759827377055114,0.0,507.56176244006963,7,0.0002971873704375653,15.490947,-13.642795,0.22759827377055114,0.0,0.0,0.6975703680643963,863.5849729355677,15212.014781554939,-0.8893115744758581,0.4573017860267661,4.277918445674408,241.773695834762,0.18770861629496866,inf,0.0,232.04795696418873,0.0,0.0,0.0,0 days,0.0002914628,7.528047e-07,53943.887,0.22590555,-267.3378,0.0,0.0,1.0,-7.074741105251076e-13,3.1827832e-12,2.6896618e-16,0.0,0.0,0.0,7.479999999999999e-16,3.319598599204743e-14,2.475309215465702e-12,1131.1205042171678,2.5614058622203e-13,1.3200882968282367e-13,0.0,0.0002914628,7.528047e-07,53943.887,0.22590555,-267.3378,0.0,0.0,0.0,-7.074741105251076e-13,3.1827832e-12,2.6896618e-16,0.0,0.0,0.0,7.479999999999999e-16,3.319598599204743e-14,2.475309215465702e-12,1131.1205042171678,2.5614058622203e-13,1.3200882968282367e-13,0.0
8,8,9,407463.0,BAW680,50.77340853416313,-0.1070404052734375,261.852221996,5935.9800000000005,0.6564450100484751,34610D,250.16846,17.698393,-13.779355,242.63973511486464,67607.83656748412,0.4582275895185559,0.9191630546888724,68.69576127945294,74.6953057922536,1653.879042339483,0.0003379204713138,47596.28928252322,0.334615946930311,0.5724646773287745,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,24.22155898241834,3.6250488867354553,0.7652491804008863,37.347893708831386,19.82484059361835,36.28235539,1450000000000000.0,29.2925943353002,842.129459893177,1230.01942809178,0.0337920471314,0.0186188850234823,0.444295656899951,37.3476528961268,23.8626349719439,23.854574023047043,15.230244028345224,0.8275244671257505,827570406343237.1,0.9191630546888724,0.0017685460854111388,1.3478232062372711e-05,3.16,35.8,2023-08-06 09:09:00,0.0003379204713138795,0.3346161179955789,0.0,475.96289282523225,8,0.0003379204713138795,17.698393,-13.779355,0.3346161179955789,0.0,0.0,0.6628007468522932,867.9707970512603,16064.88552763422,-0.8897878447223443,0.4563743982569195,4.068462300377823,241.190555153719,0.2670868869813803,inf,0.0,231.8720006328801,0.0,0.0,0.0,0 days,0.00033057775,7.022203e-07,58651.055,0.34512153,-268.5721,0.0,0.0,0.9999999999999998,-6.833423998709466e-13,2.832929e-12,2.6506697e-16,0.0,0.0,0.0,7.48e-16,2.8957693340353876e-14,2.1495866430404186e-12,1132.7227450911282,2.0965978992347121e-13,1.3035643974641964e-13,0.0,0.00033057775,7.022203e-07,58651.055,0.34512153,-268.5721,0.0,0.0,0.0,-6.833423998709466e-13,2.832929e-12,2.6506697e-16,0.0,0.0,0.0,7.48e-16,2.8957693340353876e-14,2.1495866430404186e-12,1132.7227450911282,2.0965978992347121e-13,1.3035643974641964e-13,0.0
9,9,10,407463.0,BAW680,50.6448778055482,-0.0031177417652088,273.684444208,6438.900000000001,0.6598354247484582,34610D,246.86057,20.193823,-14.409377,251.2954055785493,67539.14080620467,0.47119418100575694,0.9407504625695402,66.9387506851438,75.9051511404058,1732.3831423684403,0.0003488001075361,44409.53957525199,0.4480479955514473,0.5578229223761983,1.0,climb,15,GTF2035_wi,0,43031,1.237,3.16,3.16,22.11185962577506,3.3090663248509644,0.7978401788442493,37.95328694489308,19.626414964495105,36.28235539,1450000000000000.0,29.5831795472006,850.799843594867,1270.81570898685,0.0348800107536,0.0192802878657231,0.463502743920745,37.9525755702029,24.0402398111893,24.03185749671016,13.804378790878946,0.8570314781059851,847654032360648.9,0.9407504625695402,0.002189746785757537,1.4244256215499996e-05,3.16,35.8,2023-08-06 09:10:00,0.00034880010753615535,0.44804825416565863,0.0,444.0953957525199,9,0.00034880010753615535,20.193823,-14.409377,0.44804825416565863,0.0,0.0,0.6267105301928944,872.4538853889314,16696.494033359326,-0.8904087613594637,0.4551617709060216,3.8891814441369705,240.66990854631237,0.346112584092721,inf,0.0,231.77734992662687,0.0,0.0,0.0,0 days,0.00034036458,8.887827e-07,63576.57,0.42486957,-269.33505,0.0,0.0,1.0000000000000002,-6.580346099299411e-13,2.5061004e-12,2.7944784e-16,0.0,0.0,0.0,7.48e-16,2.5052302446025048e-14,1.8480657389994848e-12,1134.4066662114299,2.2842151320393824e-13,1.3341798320198226e-13,0.0,0.00034036458,8.887827e-07,63576.57,0.42486957,-269.33505,0.0,0.0,0.0,-6.580346099299411e-13,2.5061004e-12,2.7944784e-16,0.0,0.0,0.0,7.48e-16,2.5052302446025048e-14,1.8480657389994848e-12,1134.4066662114299,2.2842151320393824e-13,1.3341798320198226e-13,0.0
