,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_segment_length_km,accf_issr_nox_impact,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_segment_length_km
0,0,1,407463.0,BAW680,51.464630126953125,-0.5077465160472912,76.652222156,586.74,0.6343731076556208,34610D,282.42743,7.1196146,-8.090484,98.52154588490735,68215.25344250306,0.18250242647642698,1.511417030047236,65.44980005346315,120.4767311676604,1886.583987603885,0.0065368521047742,94472.02900687772,0.7763177668685586,0.5454150004455263,0.4870994276713616,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.2924387875843314,60.238666072009465,15.185561518516552,94.97101252548669,2049407290669456.5,20.4023374347971,728.976608237706,1390.41361458643,0.653685210477,0.0191872703938197,0.755708515023618,60.2383655838302,39.3859313759938,39.13014341564711,0.6536852104774199,0.7039007639951317,1155792315330483.0,0.01921729035976389,3.8342594911212964e-05,3.16,35.8,2023-08-06 09:01:00,0.0065368521047742935,0.7763180737812528,0.0,944.7202900687771,0,0.0065368521047742935,7.1196146,-8.090484,0.7763180737812528,0.07496202,0.0,1.1653028741953162,838.78527588419,6244.71057557348,-0.3973546157043629,-0.9176651401129052,5.380295400028001,244.47976820343706,0.8486691984640886,inf,0.0,239.3078504014837,0.0,0.0,0.0,0 days,0.006390698,1.108158e-07,6036.986,0.830631,-262.89627,0.0,0.0,0.9999999999999999,-9.53047453057578e-13,8.63176e-12,2.1961461e-16,0.0,0.0,0.0,7.479999999999999e-16,1.0079087815954397e-13,7.67871258066921e-12,1123.559670247634,6.24471057557348,1.3381849023722331e-11,0.006390698,1.108158e-07,6036.986,0.830631,-262.89627,0.0,0.0,0.0,-9.53047453057578e-13,8.63176e-12,2.1961461e-16,0.0,0.0,0.0,7.479999999999999e-16,1.0079087815954397e-13,7.67871258066921e-12,1123.559670247634,6.24471057557348
1,1,2,407463.0,BAW680,51.4423828125,-0.5900697450380221,127.582222112,1165.86,0.6357713034379028,34610D,278.49182,6.711345,-8.240592,115.67493387846038,68149.8036424496,0.20651894883774186,2.01850690377108,92.75032973031932,155.071619993297,3303.4435348908364,0.0056532289791307,88080.9851588033,0.8510248543110456,0.7729194144193277,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.3457723371574079,77.53539848186503,20.322455682998715,169.1281302620045,1629114780773503.2,25.2666225316438,776.383945022189,1505.22007483013,0.565322897913,0.0216141800158262,1.00925345188554,77.5358099966485,46.6940430377904,46.43155482649914,0.5653228979130699,0.9241970911243764,1198185767581155.2,0.026558266073842728,5.691161007249731e-05,3.16,35.8,2023-08-06 09:02:00,0.00565322897913071,0.8510251905293031,0.0,880.8098515880331,1,0.00565322897913071,6.711345,-8.240592,0.8510251905293031,0.07939026,0.0,1.1018238500192978,840.6341842908331,7487.371314157589,-0.9834465679946758,-0.18119836616121401,5.16423122100946,243.99083241433368,0.895934907288372,inf,0.0,239.60336152146058,0.0,0.0,0.0,0 days,0.0055265855,2.623045e-07,11720.369,0.86895865,-263.1313,0.0,0.0,1.0,-9.238533967280108e-13,7.708753e-12,2.311568e-16,0.0,0.0,0.0,7.479999999999999e-16,8.918285179532713e-14,6.784899614458723e-12,1123.856531700756,7.487371314157589,2.1823511588846885e-11,0.0055265855,2.623045e-07,11720.369,0.86895865,-263.1313,0.0,0.0,0.0,-9.238533967280108e-13,7.708753e-12,2.311568e-16,0.0,0.0,0.0,7.479999999999999e-16,8.918285179532713e-14,6.784899614458723e-12,1123.856531700756,7.487371314157589
2,2,3,407463.0,BAW680,51.3767720885196,-0.60943603515625,148.674444316,2179.32,0.637896521845283,34610D,272.46924,7.969742,-9.698336,137.47282851558884,68057.05331271928,0.23221147372239073,1.953956390285562,88.0151099183943,142.0244485600332,3241.046615625491,0.0038628089479299,77740.93610102212,0.8356646790541091,0.7334592493199525,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4154467280699448,71.01245749469358,20.45305647643841,154.85456923049935,1398784493450799.8,24.173210685431,777.83253454645,1517.84659324229,0.386280894793,0.0219526178664009,0.976978195142781,71.0122242800166,44.5039494190838,44.33270066626425,0.3862808947929899,0.9314579012625286,1135820037674785.0,0.02731780436732908,5.5372285157477896e-05,3.16,35.8,2023-08-06 09:03:00,0.0038628089479299786,0.835664656235988,0.0,777.4093610102212,2,0.0038628089479299786,7.969742,-9.698336,0.835664656235988,0.06276253,9.4485705e-07,0.9939733357918116,843.444382851474,9260.126126310186,-0.8537826424343427,0.5206296183255725,4.703273912083787,242.8839555213535,0.8300912503905895,inf,0.0,237.5408513710016,0.0,0.0,0.0,0 days,0.0037802616,4.929254e-07,21637.025,0.810564,-263.60345,0.0,0.0,0.9999999999999999,-8.729892253517193e-13,6.3581744e-12,2.4893382e-16,0.0,0.0,0.0,7.480000000000001e-16,7.230434289537893e-14,5.485185312934263e-12,1124.7320214099634,9.260126126310187,1.7567226953213442e-11,0.0037802616,4.929254e-07,21637.025,0.810564,-263.60345,0.0,0.0,0.0,-8.729892253517193e-13,6.3581744e-12,2.4893382e-16,0.0,0.0,0.0,7.480000000000001e-16,7.230434289537893e-14,5.485185312934263e-12,1124.7320214099634,9.260126126310187
3,3,4,407463.0,BAW680,51.306060791015625,-0.5404828045819272,162.564444304,3169.92,0.6407141333121325,34610D,267.56885,10.0332985,-10.53867,162.7800073014066,67969.03820280088,0.25304776108492644,1.286718427586374,65.36708837056136,86.0728919457046,1326.139090250674,0.0021293601633544,68606.54157738572,0.6144513006920426,0.5447257364213447,0.5633663175175267,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.4964099713211157,43.03663941492305,17.155943112687613,93.97408074640744,1356493472461890.0,17.2770395567495,723.330528926625,1390.29929013868,0.212936016335,0.0192504234460985,0.643359213793187,43.0364459728523,33.420522701467,33.34950958429081,0.21293601633544,0.6817923472024336,963841889468471.8,0.019351039429355767,3.1360593943975014e-05,3.16,35.8,2023-08-06 09:04:00,0.0021293601633544496,0.6144514699585987,0.0,686.0654157738572,3,0.0021293601633544496,10.0332985,-10.53867,0.6144514699585987,0.010068857,3.0767362e-07,0.8932487641960033,847.1700839936008,11144.044635122638,-0.8974772760506166,0.441060697606084,4.26007397725859,241.72501285740285,0.5819534819135179,inf,0.0,234.13694871727338,0.0,0.0,0.0,0 days,0.0020852266,5.7742164e-07,31346.793,0.57709587,-264.03134,0.0,0.0,1.0,-8.231485164028196e-13,5.31378e-12,2.5544708e-16,0.0,0.0,0.0,7.480000000000001e-16,5.938165552106283e-14,4.490631418527657e-12,1125.6755716336731,11.144044635122638,6.7088252480329474e-12,0.0020852266,5.7742164e-07,31346.793,0.57709587,-264.03134,0.0,0.0,0.0,-8.231485164028196e-13,5.31378e-12,2.5544708e-16,0.0,0.0,0.0,7.480000000000001e-16,5.938165552106283e-14,4.490631418527657e-12,1125.6755716336731,11.144044635122638
4,4,5,407463.0,BAW680,51.216156005859375,-0.469962455130883,203.719999824,3573.78,0.6436509197045164,34610D,265.35483,11.017514,-10.869768,183.3412043128889,67903.67111443031,0.2734229154569854,1.319721154372842,79.2577746808189,84.69123131365009,2755.283947644168,0.0015671641578906,65141.597694892014,0.5201080062592395,0.6604814556734908,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.5614405706812294,55.3472196326023,20.39372781859592,133.1687738584617,1207902528206983.0,17.483485776785848,731.828509376698,1410.66885057219,0.1417494398791,0.0196606154540655,0.659860577186421,42.345615656825046,33.559656719084145,33.50714552158948,0.1567164157890599,0.7154055053482242,979399683932764.4,0.020444820198502963,3.28002873524828e-05,3.16,35.8,2023-08-06 09:05:00,0.0015671641578906784,0.5201086200895721,0.0,651.4159769489202,4,0.0015671641578906784,11.017514,-10.869768,0.5201086200895721,0.0004639915,1.3567237e-08,0.8552121411882253,851.0533631414569,12591.815562360232,-0.88754484275893,0.4607213388720196,4.156338332703492,241.43837302440616,0.4820645803947106,inf,0.0,233.22601030990145,0.0,0.0,0.0,0 days,0.001536772,4.3371915e-07,35293.21,0.49292782,-264.64087,0.0,0.0,1.0000000000000002,-8.030694271234982e-13,4.898557e-12,2.4437e-16,0.0,0.0,0.0,7.480000000000002e-16,5.42337061717924e-14,4.0954873971724875e-12,1126.8723307637695,12.591815562360232,6.630134184250053e-12,0.001536772,4.3371915e-07,35293.21,0.49292782,-264.64087,0.0,0.0,0.0,-8.030694271234982e-13,4.898557e-12,2.4437e-16,0.0,0.0,0.0,7.480000000000002e-16,5.42337061717924e-14,4.0954873971724875e-12,1126.8723307637695,12.591815562360232
5,5,6,407463.0,BAW680,51.11584679555085,-0.3870391845703125,211.436666484,4411.9800000000005,0.6467371426158659,34610D,260.04535,11.117784,-12.104159,202.75932074968745,67824.4133397495,0.2901917944963389,1.35272388115931,73.12915235237152,83.3095706815956,1478.9417723078618,0.000705628634232,58401.6359568902,0.3369684010435343,0.6094096029364293,0.6841636274441308,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6272107774170121,41.65498714754055,19.771111697677405,116.9266233265743,1106252608425367.2,17.6899319968222,740.326489826771,1431.0384110057,0.0705628634232,0.0200708074620325,0.676361940579655,41.6547853407978,33.6987907367013,33.6750286722116,0.0705628634231999,0.7515515594541681,989647292981083.0,0.02176065187119052,3.406300280907283e-05,3.16,35.8,2023-08-06 09:06:00,0.0007056286342320894,0.33696880694621073,0.0,584.016359568902,5,0.0007056286342320894,11.117784,-12.104159,0.33696880694621073,0.0,0.0,0.7823811335510605,855.1342331331496,13209.052642457104,-0.8883960114481767,0.4590779093388955,3.8114986002940054,240.43768456796357,0.2964803070208873,inf,0.0,231.3234351770691,0.0,0.0,0.0,0 days,0.000692602,6.9842804e-07,43587.49,0.3074391,-265.38748,0.0,0.0,1.0,-7.605073591243456e-13,4.0604716e-12,2.6477466e-16,0.0,0.0,0.0,7.48e-16,4.3912311844650316e-14,3.299964398060418e-12,1128.2022218901416,13.209052642457104,5.828295505189771e-12,0.000692602,6.9842804e-07,43587.49,0.3074391,-265.38748,0.0,0.0,0.0,-7.605073591243456e-13,4.0604716e-12,2.6477466e-16,0.0,0.0,0.0,7.48e-16,4.3912311844650316e-14,3.299964398060418e-12,1128.2022218901416,13.209052642457104
6,6,7,407463.0,BAW680,51.010345458984375,-0.3004166886613006,233.557777576,4861.56,0.6498766347707203,34610D,257.35562,12.083003,-13.220711,219.1387748724825,67751.28418739712,0.30443823897403166,1.459547647766938,72.9992406212619,87.252863336752,1981.3942399781097,0.000367766674147,55026.440867802725,0.2118745604403702,0.6083270051771825,0.706713780918728,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.6814117373727626,43.62692494204971,20.134979863404894,118.58254044618648,1057990065336712.0,18.5909083869634,755.037360618823,1469.49131379806,0.0367766674147,0.0209098095472291,0.729773823883469,43.626431668376,34.9010268235645,34.888196107714975,0.0367766674147,0.8187593778554687,1062347594828028.4,0.023941438322773734,3.816742898194183e-05,3.16,35.8,2023-08-06 09:07:00,0.0003677666741470451,0.2118748461266139,0.0,550.2644086780273,6,0.0003677666741470451,12.083003,-13.220711,0.2118748461266139,0.0,0.0,0.7448695409970986,859.2855389611756,14441.476617147115,-0.8882530904374696,0.4593543809830104,3.6637091374626323,239.98407168972045,0.1815487841193477,inf,0.0,230.39767419337224,0.0,0.0,0.0,0 days,0.0003616923,8.74633e-07,47971.637,0.20093633,-266.27145,0.0,0.0,1.0,-7.38115441406407e-13,3.667025e-12,2.7835713e-16,0.0,0.0,0.0,7.48e-16,3.910217942607809e-14,2.9289094067221805e-12,1129.600949792481,14.441476617147115,6.140810624023328e-12,0.0003616923,8.74633e-07,47971.637,0.20093633,-266.27145,0.0,0.0,0.0,-7.38115441406407e-13,3.667025e-12,2.7835713e-16,0.0,0.0,0.0,7.48e-16,3.910217942607809e-14,2.9289094067221805e-12,1129.600949792481,14.441476617147115
7,7,8,407463.0,BAW680,50.89504953158104,-0.2059173583984375,245.389999788,5463.54,0.6531281547252441,34610D,253.47978,15.490947,-13.642795,231.6054215422984,67678.28494677586,0.3130115751090486,1.339859334995186,70.44837929174521,77.9206060600854,1554.4602636310256,0.0002971873704375,50756.176244006965,0.2275982780521815,0.5870698274312101,0.7067137809187279,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.725661830872455,38.9607657832552,19.83880773710944,112.62688018625944,983317622162686.2,17.2763828935858,745.931063082486,1449.23347362654,0.0297187370438,0.0204991575687444,0.669929667497593,38.9603030300427,32.6808389686732,32.67112952160145,0.02971873704375,0.7766399238505236,972887998104326.0,0.022398640552153917,3.406376951331528e-05,3.16,35.8,2023-08-06 09:08:00,0.0002971873704375653,0.22759827377055114,0.0,507.56176244006963,7,0.0002971873704375653,15.490947,-13.642795,0.22759827377055114,0.0,0.0,0.6975703680643963,863.5849729355677,15212.014781554939,-0.8893115744758581,0.4573017860267661,3.4213563336107433,239.203902744526,0.18770861629496866,inf,0.0,229.71486377779146,0.0,0.0,0.0,0 days,0.0002914628,7.528047e-07,53943.887,0.22590555,-267.3378,0.0,0.0,1.0,-7.074741105251076e-13,3.1827832e-12,2.6896618e-16,0.0,0.0,0.0,7.479999999999999e-16,3.319598599204743e-14,2.475309215465702e-12,1131.1205042171678,15.21201478155494,4.457194396231447e-12,0.0002914628,7.528047e-07,53943.887,0.22590555,-267.3378,0.0,0.0,0.0,-7.074741105251076e-13,3.1827832e-12,2.6896618e-16,0.0,0.0,0.0,7.479999999999999e-16,3.319598599204743e-14,2.475309215465702e-12,1131.1205042171678,15.21201478155494
8,8,9,407463.0,BAW680,50.77340853416313,-0.1070404052734375,261.852221996,5935.9800000000005,0.6564450100484751,34610D,250.16846,17.698393,-13.779355,242.63973511486464,67607.83656748412,0.3207321930800505,1.313215211894466,68.69576127945294,74.6961080971864,1653.879042339483,0.0003379204713138,47596.28928252322,0.334615946930311,0.5724646773287745,0.7073655016045388,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7652491804008863,37.347893708831386,19.618873547580247,108.78356032860393,934300389058620.0,16.8845911688682,745.092163115356,1450.49074313787,0.0337920471314,0.0205638240698905,0.656607605947233,37.3480540485932,31.9302287218376,31.91944248878772,0.03379204713138,0.7728412254262581,956028691544521.6,0.0221342755742582,3.338991550592552e-05,3.16,35.8,2023-08-06 09:09:00,0.0003379204713138795,0.3346161179955789,0.0,475.96289282523225,8,0.0003379204713138795,17.698393,-13.779355,0.3346161179955789,0.0,0.0,0.6628007468522932,867.9707970512603,16064.88552763422,-0.8897878447223443,0.4563743982569195,3.2449360988019462,238.60459956309822,0.2670868869813803,inf,0.0,229.51504228706403,0.0,0.0,0.0,0 days,0.00033057775,7.022203e-07,58651.055,0.34512153,-268.5721,0.0,0.0,0.9999999999999998,-6.833423998709466e-13,2.832929e-12,2.6506697e-16,0.0,0.0,0.0,7.48e-16,2.8957693340353876e-14,2.1495866430404186e-12,1132.7227450911282,16.06488552763422,3.748930788625041e-12,0.00033057775,7.022203e-07,58651.055,0.34512153,-268.5721,0.0,0.0,0.0,-6.833423998709466e-13,2.832929e-12,2.6506697e-16,0.0,0.0,0.0,7.48e-16,2.8957693340353876e-14,2.1495866430404186e-12,1132.7227450911282,16.06488552763422
9,9,10,407463.0,BAW680,50.6448778055482,-0.0031177417652088,273.684444208,6438.900000000001,0.6598354247484582,34610D,246.86057,20.193823,-14.409377,251.2954055785493,67539.14080620467,0.3276527646809676,1.352894817035294,66.9387506851438,75.90576474713,1732.3831423684403,0.0003488001075361,44409.53957525199,0.4480479955514473,0.5578229223761983,0.7094894346581556,climb,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7978401788442493,37.95328694489308,19.39893959186348,104.8813289298369,873320010238096.5,17.0653371828837,751.863629097249,1474.03511413237,0.0348800107536,0.0211450654195713,0.676447408517647,37.952882373565,31.9907928916382,31.97963839032869,0.03488001075361,0.8039319924601119,993724278998344.0,0.022973773536094526,3.5393023138112863e-05,3.16,35.8,2023-08-06 09:10:00,0.00034880010753615535,0.44804825416565863,0.0,444.0953957525199,9,0.00034880010753615535,20.193823,-14.409377,0.44804825416565863,0.0,0.0,0.6267105301928944,872.4538853889314,16696.494033359326,-0.8904087613594637,0.4551617709060216,3.058868499411893,237.9404401504235,0.346112584092721,inf,0.0,229.27914695250695,0.0,0.0,0.0,0 days,0.00034036458,8.887827e-07,63576.57,0.42486957,-269.33505,0.0,0.0,1.0000000000000002,-6.580346099299411e-13,2.5061004e-12,2.7944784e-16,0.0,0.0,0.0,7.48e-16,2.5052302446025048e-14,1.8480657389994848e-12,1134.4066662114299,16.696494033359325,3.446394867588734e-12,0.00034036458,8.887827e-07,63576.57,0.42486957,-269.33505,0.0,0.0,0.0,-6.580346099299411e-13,2.5061004e-12,2.7944784e-16,0.0,0.0,0.0,7.48e-16,2.5052302446025048e-14,1.8480657389994848e-12,1134.4066662114299,16.696494033359325
